player_id,rank,point,player_name,search_guild_key,guild_name,DR数量,瑠璃乃,さやか,慈,缀理,吟子,梢,小铃,花帆,姬芽
DV73OQD94,85,261323754021232,ちゆ,BKLW6CR5L,混合三文魚天空!,15,10,10,10,10,10,10,10,10,10
LP0BEDRF6,86,260752751551707,YPT,EYN9H9N16,蓮好好俱樂部,5,10,10,10,10,10,10,10,10,10
IZUFEEX2U,87,260743688676234,♡至上主義神♡,EYN9H9N16,蓮好好俱樂部,6,10,10,10,10,10,10,10,10,10
7TAQGMS8W,88,260580533704327,ゆる,PBRDPWEY1,무라무라회,15,10,10,10,10,10,10,10,10,10
5LL48ARPU,89,258642822456007,シュウ,BKLW6CR5L,混合三文魚天空!,13,10,10,10,10,10,10,10,10,10
ODE064I6J,90,257833671235706,ちあき,M5LHG6R4T,乙宗動物園,2,10,10,10,10,10,10,10,10,10
L6HBG7C3L,91,257469165394229,あまらく@,BKLW6CR5L,混合三文魚天空!,5,10,10,10,10,10,10,10,10,10
42J4J5OSG,92,256842191137958,ハラシヨ,W26TRPM1R,めぐ党藤島派,14,10,10,10,10,10,10,10,10,10
MGGGX0GH1,93,256416535393556,擦擦 毛茸茸的石,VW65MCVF8,擦擦者達,12,10,10,10,10,10,10,10,10,10
J5GI3NA6M,94,255511704867393,林檎林檎アップル,GXR6C85BT,花帆ちゃん親衛隊,15,10,10,10,10,10,10,10,10,10
P4BD94K88,95,255242021394506,一歩ずつ、楽しく,11XTEEEJT,リンクラ料理部,14,10,10,10,10,10,10,10,10,10
72SX1Q0B7,96,253853009707615,ティーケー,YE7CX8RNP,能京カバディ部,5,10,10,10,10,10,10,10,10,10
S1JO65QZU,97,252687462416618,すと。,BKLW6CR5L,混合三文魚天空!,5,10,10,10,10,10,10,10,10,10
LVRF4GDVF,98,252459068975278,たぬ,VW65MCVF8,擦擦者達,7,10,10,10,10,10,10,10,10,10
FRTXRTHK1,99,252339688113115,コルド,49AMYCXCD,ルドベキア,3,10,10,10,10,10,10,10,10,10
L71LEGR49,100,252134225423497,かんなぎ,3BDTCERX6,打ち返した流れ星,5,10,10,10,10,10,10,10,10,10
7RODEB74T,101,251947354694477,しよー,RWARTHA1M,乙宗梢大好き部,13,10,10,10,10,10,10,10,10,10
XB2VHAJYV,102,251886856660727,まさお,GMEF2K8DL,花咲く泥も好き²,3,10,10,10,10,10,10,10,10,10
QUQRGUWJL,103,251100271365824,にしおり,F2CFWVMY9,藤島め組,9,10,10,10,10,10,10,10,10,10
AT03UHE11,104,250666389809422,有效微生物群,25PMPEMG7,星見製作,5,10,10,10,10,10,10,10,10,10
M3ANWTEQ1,105,250593743232478,"甘野老oNM,",73CBYJYB0,"oNM,",7,10,10,10,10,10,10,10,10,10
MY9GFUXVC,106,250548664095928,きっくー,BKLW6CR5L,混合三文魚天空!,6,10,10,10,10,10,10,10,10,10
V7YLMH2IY,107,248664176956536,始まりは君の空,BKLW6CR5L,混合三文魚天空!,10,10,10,10,10,10,10,10,10,10
C8J195ETT,108,248388840992196,Ayumu,MAJT0THVB,归于虚幻后援会,9,10,10,10,10,10,10,10,10,10
K137HR419,109,248316887970207,擦擦者達 小五,VW65MCVF8,擦擦者達,10,10,10,10,10,10,10,10,10,10
XCRX2GAFB,110,248286110297021,なる,WN5B7VKPU,きんぴられんこん,6,10,10,10,10,10,10,10,10,10
JVDRVFFBP,111,248236210107489,たなばた野郎,EYN9H9N16,蓮好好俱樂部,6,10,10,10,10,10,10,10,10,10
80YJPN7V1,112,248210416831618,志賀第七,25PMPEMG7,星見製作,1,10,10,10,10,10,10,10,10,10
W4E0R6NA9,113,247990455133449,始まりは君の空,BKLW6CR5L,混合三文魚天空!,12,10,10,10,10,10,10,10,10,10
4KFUM6ADN,114,247528681378046,ねくすと,M5LHG6R4T,乙宗動物園,6,10,10,10,10,10,10,10,10,10
OWS2KA4SW,115,246550731252264,ごみょ,FVJFA973A,新蓮天愛好者協會,8,10,10,10,10,10,10,10,10,10
ON66GC85Z,116,246433350216658,ミツボシ,JTX1G19BP,さやかほ癒し会,14,10,10,10,10,10,10,10,10,10
V3J51SJ8F,117,246272473787082,ゆっきー,1BME38BCD,さすさやクラブ,5,10,10,10,10,10,10,10,10,10
935BA0WHY,118,246203144257827,にむ,11FB0EDDT,スクステ同好会,3,10,10,10,10,10,10,10,10,10
NLNKEMVRB,119,245737036878138,高町なのはな,FVJFA973A,新蓮天愛好者協會,3,10,10,10,10,10,10,10,10,10
P4ZNDWHDA,120,245553842700407,どんき,GXR6C85BT,花帆ちゃん親衛隊,10,10,10,10,10,10,10,10,10,10
3T48QL4MY,121,245326962786255,るるる,11XTEEEJT,リンクラ料理部,11,10,10,10,10,10,10,10,10,10
67GP30NUW,122,244186658081972,yuba,11FB0EDDT,スクステ同好会,3,10,10,10,10,10,10,10,10,10
QKGZEPZSH,123,243810442043937,蒼藍凜冽酒瓶,MAJT0THVB,归于虚幻后援会,10,10,10,10,10,10,10,10,10,10
8DSWY1SNL,124,243679132872535,お茶とコーヒー,HBUK6F7CC,乙宗梢なりきり部,10,10,10,10,10,10,10,10,10,10
Q2MYOIEZV,125,243240566181661,Ey,MAJT0THVB,归于虚幻后援会,7,10,10,10,10,10,10,10,10,10
8JKPKHDHC,126,243060241553353,弐弐伍弐,EYN9H9N16,蓮好好俱樂部,13,10,10,10,10,10,10,10,10,10
4W6BIX284,127,242626085339929,リリィ♡,FK5MUK0ET,くる♡すきクラブ,13,10,10,10,10,10,10,10,10,10
M8KSSVGQS,128,242136259482687,名もないキモチ,BKLW6CR5L,混合三文魚天空!,13,10,10,10,10,10,10,10,10,10
V578L0R6J,129,241665275611438,mion,AXG81GPMP,蓮ノ空マタギ部,2,10,10,10,10,10,10,10,10,10
8OJ4K93MD,130,241374711113390,コロ,HBUK6F7CC,乙宗梢なりきり部,9,10,10,10,10,10,10,10,10,10
P73RHEK4C,131,241192263232240,ゆあちゃ,KW0RM1LEP,はすっこくらぶ,6,10,10,10,10,10,10,10,10,10
8KGF3M6WJ,132,241167431735646,ことりの,EYN9H9N16,蓮好好俱樂部,10,10,10,10,10,10,10,10,10,10
JFND2KZVS,133,241074987257475,ルビジウム,FVJFA973A,新蓮天愛好者協會,10,10,10,10,10,10,10,10,10,10
TW9L2LKS7,134,240603216734980,日本エア時計学会,YE7CX8RNP,能京カバディ部,11,10,10,10,10,10,10,10,10,10
W51RD80OU,135,240532872737522,赤飯のごま塩,49AMYCXCD,ルドベキア,7,10,10,10,10,10,10,10,10,10
22F9H0NK0,136,240115644513329,かじみん,JTX1G19BP,さやかほ癒し会,10,10,10,10,10,10,10,10,10,10
W0WYHMBR4,137,239995297682993,リョータ,3BDTCERX6,打ち返した流れ星,3,10,10,10,10,10,10,10,10,10
8W61A02JJ,138,239933862110910,ごんべん京,W3YKKRWHG,ルリと愉快な一家,2,10,10,10,10,10,10,10,10,10
IEBYCC1D7,139,239281331571483,わらび餅,RFYKY8DCD,LA.LA.LA,6,10,10,10,10,10,10,10,10,10
EEODMO0PN,140,239199500119524,暖水獺,VW65MCVF8,擦擦者達,6,10,10,10,10,10,10,10,10,10
XREWTWWBK,141,238967818659695,六眼的少子,11XTEEEJT,リンクラ料理部,10,10,10,10,10,10,10,10,10,10
BJI9H7CC6,142,238317237876850,エイジ,KW0RM1LEP,はすっこくらぶ,6,10,10,10,10,10,10,10,10,10
74NVPKIGI,143,237880168843794,"なめろうoNM,",73CBYJYB0,"oNM,",7,10,10,10,10,10,10,10,10,10
152BPF239,144,237580640790381,たると,YE7CX8RNP,能京カバディ部,3,10,10,10,10,10,10,10,10,10
DT57UE7NP,145,237242730488032,たま,3BE2RELRC,見晴台,3,10,10,10,10,10,10,10,10,10
9L52YPRA1,146,236922925059169,ハミングバード,FVJFA973A,新蓮天愛好者協會,3,10,10,10,10,10,10,10,10,10
4L6ELEBZY,147,236246873092375,私を叶える物語,BKLW6CR5L,混合三文魚天空!,14,10,10,10,10,10,10,10,10,10
QH44G80K9,148,235923704879439,ぱとんく,11XTEEEJT,リンクラ料理部,7,10,10,10,10,10,10,10,10,10
7YZUF27YY,149,235411182786643,ユウキ,11FB0EDDT,スクステ同好会,3,10,10,10,10,10,10,10,10,10
KWSACZISO,150,234868191045215,すずき,CTW8DKV5P,まったり,15,10,10,10,10,10,10,10,10,10
4YTEQDE04,151,234498700094761,まんまる,EYN9H9N16,蓮好好俱樂部,6,10,10,10,10,10,10,10,10,10
70NE2637U,152,234079926389238,りふいっと,BKLW6CR5L,混合三文魚天空!,2,10,10,10,10,10,10,10,10,10
K9XRZKF6W,153,233662052452958,凰沐,MAJT0THVB,归于虚幻后援会,8,10,10,10,10,10,10,10,10,10
TRLEB6AD0,154,233467768875020,ねんねこ,FC8NBAJBT,ラー麺二郎金沢店,5,10,10,10,10,10,10,10,10,10
2KPFCFVJ0,155,233295045122113,リセット,MAJT0THVB,归于虚幻后援会,0,10,10,10,10,10,10,10,10,10
838S79KWG,156,233207628360398,紅蓮の破壊神,BKLW6CR5L,混合三文魚天空!,5,10,10,10,10,10,10,10,10,10
ZAHTN08A4,157,233176930055226,まいにち,WTJV514G9,蓮ノ空のお弁当屋,5,10,10,10,10,10,10,10,10,10
ME00V6X4B,158,232704765289325,オラトニス,BKLW6CR5L,混合三文魚天空!,10,10,10,10,10,10,10,10,10,10
RV0TDDA7D,159,231771598879638,閃耀百變怪,BKLW6CR5L,混合三文魚天空!,5,10,10,10,10,10,10,10,10,10
P4LVRKG9L,160,231341360449913,月見海月,RFYKY8DCD,LA.LA.LA,8,10,10,10,10,10,10,10,10,10
5GUR9X53N,161,231149406918086,すてぽ,2B97MH4YA,同じ話し何回も…,3,10,10,10,10,10,10,10,10,10
RKVK0YI1L,162,231148749359567,完凸おぢ,1BME38BCD,さすさやクラブ,13,10,10,10,10,10,10,10,10,10
JC33CNHML,163,230546208386780,可斯可斯,PBRDPWEY1,무라무라회,3,10,10,10,10,10,10,10,10,10
9RV301LEB,164,230426030699924,いもむし,GXR6C85BT,花帆ちゃん親衛隊,7,10,10,10,10,10,10,10,10,10
BJ2YEFM93,165,230139089686884,テンババア,EYN9H9N16,蓮好好俱樂部,3,10,10,10,10,10,10,10,10,10
NJ5M5IZWU,166,230077405538573,まき,R1RM3X0WV,後方腕組みオタク,3,10,10,10,10,10,10,10,10,10
JAG81QH05,167,229717360926203,たらみ,GXR6C85BT,花帆ちゃん親衛隊,3,10,10,10,10,10,10,10,10,10
C9325WMEN,168,229716887304505,我是木村田守,PBRDPWEY1,무라무라회,0,10,10,10,10,10,10,10,10,10
RND3BA6Q4,169,229482219464408,あゆ,49AMYCXCD,ルドベキア,7,10,10,10,10,10,10,10,10,10
7XT268BWG,170,229213222937257,冬はこずめぐ,FVJFA973A,新蓮天愛好者協會,7,10,10,10,10,10,10,10,10,10
T0AGDWEPM,171,228935186364607,姫芽党の長ゆゆ,M5LHG6R4T,乙宗動物園,4,10,10,10,10,10,10,10,10,10
VLVZCU5K1,172,228573951652558,ひなつき,B5V2LNN43,WMW,13,10,10,10,10,10,10,10,10,10
DPQ6HPBXJ,173,228085636774523,黒い秋,49AMYCXCD,ルドベキア,3,10,10,10,10,10,10,10,10,10
8E70ID58F,174,228079086269463,あるとす,WN5B7VKPU,きんぴられんこん,7,10,10,10,10,10,10,10,10,10
7Q17H65NQ,175,227400899266514,mitsu,YE7CX8RNP,能京カバディ部,6,10,10,10,10,10,10,10,10,10
WPLF5HB13,176,227324183870521,ふっと,11XTEEEJT,リンクラ料理部,4,10,10,10,10,10,10,10,10,10
ED3WCG3KU,177,226398600637988,空門蒼,FVJFA973A,新蓮天愛好者協會,0,10,10,10,10,10,10,10,10,10
12Y4UB4XJ,178,226322161499676,かぴたる,49AMYCXCD,ルドベキア,10,10,10,10,10,10,10,10,10,10
LQEN0GFVZ,179,226319558330383,ごろーざ,FVJFA973A,新蓮天愛好者協會,5,10,10,10,10,10,10,10,10,10
HF5CLQ1F8,180,226039919861066,すがぽん,M5LHG6R4T,乙宗動物園,5,10,10,10,10,10,10,10,10,10
MTS3N3QJK,181,225758078002405,rifotaku,D5A2EEG7F,わたくしは大丈部,11,10,10,10,10,10,10,10,10,10
0GWYFP0AP,182,225449861328008,あお2,11FB0EDDT,スクステ同好会,2,10,10,10,10,10,10,10,10,10
76L1SWWX0,183,225318415246337,花帆親衛隊巨花帆,GXR6C85BT,花帆ちゃん親衛隊,8,10,10,10,10,10,10,10,10,10
DLSZMF1HF,184,225224736863815,小牧,11XTEEEJT,リンクラ料理部,9,10,10,10,10,10,10,10,10,10
MHUB8095B,185,225203227564443,哆啦洛,25PMPEMG7,星見製作,10,10,10,10,10,10,10,10,10,10
VDNBJFHAE,186,224890635265970,稲妻葵,FVJFA973A,新蓮天愛好者協會,8,10,10,10,10,10,10,10,10,10
VVRBWNSVQ,187,224516615204692,かんべえ,WN5B7VKPU,きんぴられんこん,8,10,10,10,10,10,10,10,10,10
45NY6HUBX,188,224497852694435,蚕,25PMPEMG7,星見製作,2,10,10,10,10,10,10,10,10,10
FYK24K9Y1,189,224182030329243,卓球,HBUK6F7CC,乙宗梢なりきり部,5,10,10,10,10,10,10,10,10,10
KY1DYH45V,190,224013646170001,ate_san,B5V2LNN43,WMW,7,10,10,10,10,10,10,10,10,10
KWNXKNY6X,191,224011755246024,ぷいにゅー,49AMYCXCD,ルドベキア,14,10,10,10,10,10,10,10,10,10
X8CGHMUJO,192,223972514669271,さか,RFYKY8DCD,LA.LA.LA,13,10,10,10,10,10,10,10,10,10
TF3P7YXVG,193,222836610669610,擦擦者達　吉吉,VW65MCVF8,擦擦者達,5,10,10,10,10,10,10,10,10,10
1AZ5EJR7Z,194,222802648159367,Inahime,X7C21B7H7,泥,4,10,10,10,10,10,10,10,10,10
845LY9UX1,195,222610523523951,鈴木さつき,WN5B7VKPU,きんぴられんこん,2,10,10,10,10,10,10,10,10,10
CH6EH94XB,196,222511526193131,ばやしこーと,VW65MCVF8,擦擦者達,5,10,10,10,10,10,10,10,10,10
49TUEFEKF,197,222273629849298,もふもふまじん再,V6VCA0C4N,ドル家の『D』,12,10,10,10,10,10,10,10,10,10
OOC27PRN6,198,222267374783406,リリィ,DH6C5B7WF,蓮ノ空FC,1,10,10,10,10,10,10,10,10,10
CX5BX990E,199,222004299896219,フツ奴,WN5B7VKPU,きんぴられんこん,2,10,10,10,10,10,10,10,10,10
FN9BYATDE,200,221736636257644,EVO,11FB0EDDT,スクステ同好会,2,10,10,10,10,10,10,10,10,10
JNM0HFUXA,201,221703754293484,唯,MAJT0THVB,归于虚幻后援会,2,10,10,10,10,10,10,10,10,10
QTHXHSE6U,202,221557941593128,總想要,EYN9H9N16,蓮好好俱樂部,8,10,10,10,10,10,10,10,10,10
AKMY82517,203,221511978971063,擦擦者達 愛太陽,VW65MCVF8,擦擦者達,13,10,10,10,10,10,10,10,10,10
5W83UKK4H,204,221273165892033,望月,1BME38BCD,さすさやクラブ,13,10,10,10,10,10,10,10,10,10
LWHJCVJ19,205,220842795936153,小泉コン,FC8NBAJBT,ラー麺二郎金沢店,4,10,10,10,10,10,10,10,10,10
LKY79HKFR,206,219805668797962,幸福的至上主義,FVJFA973A,新蓮天愛好者協會,5,10,10,10,10,10,10,10,10,10
ROKS5RRX4,207,218947496083242,れんこん,BKLW6CR5L,混合三文魚天空!,11,10,10,10,10,10,10,10,10,10
R3YC2XYYZ,208,218716388485160,秋,GPKTRBCTT,騎空団蓮ノ空支部,2,10,10,10,10,10,10,10,10,10
CZKJL4VOV,209,218575375882225,立行司式守伊之助,FVJFA973A,新蓮天愛好者協會,12,10,10,10,10,10,10,10,10,10
CRBY4XCB9,210,218553158089422,全許夫,VW65MCVF8,擦擦者達,7,10,10,10,10,10,10,10,10,10
ME5HX7LK3,211,218364776899893,归于虚幻,MAJT0THVB,归于虚幻后援会,0,10,10,10,10,10,10,10,10,10
U8MEXM43B,212,218252747495397,千歳,M5LHG6R4T,乙宗動物園,4,10,10,10,10,10,10,10,10,10
HU55NKXPK,213,218203965429271,極光雷神具,EYN9H9N16,蓮好好俱樂部,5,10,10,10,10,10,10,10,10,10
INAGE6AD9,214,218055395926869,halxiel,X34LWGL6R,サークル2,4,10,10,10,9,10,10,10,10,10
ZHVYQOXPW,215,217899319782812,擦擦者達　高楊,VW65MCVF8,擦擦者達,14,10,10,10,10,10,10,10,10,10
IMAK5NFHF,216,217841355588180,よもぎ,YE7CX8RNP,能京カバディ部,11,10,10,10,10,10,10,10,10,10
X0GQORFOT,217,217823951475581,灼熱カバディ完結,YE7CX8RNP,能京カバディ部,10,10,10,10,10,10,10,10,10,10
01F0ML4X6,218,217474195287061,TM,PPAHU1TNY,蓮ノ空のんびり部,3,10,10,10,10,10,10,10,10,10
EFW2PMAHB,219,217128742925101,くら,VW65MCVF8,擦擦者達,13,10,10,10,10,10,10,10,10,10
