player_id,rank,point,player_name,search_guild_key,guild_name,DR数量,瑠璃乃,吟子,花帆,缀理,さやか,梢,小铃,姬芽,慈
QKB6JFPJ4,499,309591530093628,ふぁふま,WX1DYC9Y1,ラナンキュラス,6,10,10,10,9,9,10,8,10,10
DZ3B41G7E,500,309519864182182,お茶組織,CX967RTGY,おんゆあさーくる,2,10,10,10,10,10,10,10,10,10
CK3Z00ZOB,501,309455404995927,vfk-yama,YD2XWWFA4,蓮好き好きクラブ,4,10,10,10,10,10,10,10,10,10
G35B741AK,502,309213676383252,矢澤,HBK6KCRPP,無言でおけ,0,10,10,10,10,10,10,10,10,10
371BE8VD3,503,308977991078879,シュリ,HBUK6F7CC,乙宗梢なりきり部,10,10,10,10,10,10,9,8,10,10
LEWSH3WFU,504,308899904832776,ぷりぷり,GKR9TEBYC,毎日がホリデイ♪,14,10,10,10,10,10,10,10,10,10
FPUMD8XCP,505,308224650133157,Atsushi,KULVP7FDR,アニマル分室,3,10,9,10,9,10,10,9,10,10
M5KH7N8V6,506,308028593140932,三千院羽月,J800VVPTN,Aqours,8,10,10,10,10,10,10,10,10,10
RBOS9CUIB,507,307781703454299,たわ,W3YKKRWHG,ルリと愉快な一家,6,10,10,10,10,10,10,10,10,10
XPNWDGIMY,508,307546141607949,すさ,5W8RPRVUA,ド！ド！泥！,3,10,10,10,10,10,10,10,10,10
4N9BBW8FA,509,307313173660702,レベレンドX,PDMPF3VVV,r/LL,10,10,10,10,10,10,10,10,10,10
OJ8LRLQKO,510,307259140261215,抹茶あいす,1DU9LCND7,蓮ノ空すこやか部,9,10,10,10,10,10,10,10,10,10
G3D40UJXN,511,307148791720085,加納天善,FVJFA973A,蓮ノ空愛好会,3,10,10,10,10,10,10,10,10,10
MX4E268DJ,512,307104601183719,もじゃらんど,48BTAPMBG,蓮ノ空魔術部,4,10,10,10,10,10,10,10,10,10
D8MCKLGHY,513,306548527652493,じゃからか,M5LHG6R4T,乙宗動物園,0,10,10,10,10,10,10,10,10,10
3B3N2N19F,514,306536911327465,ゴリリン,0DT3GEJ6C,BBF 金沢支社,11,10,10,10,10,10,10,10,10,10
0KCH6B5TN,515,306411545773617,ぴょんた,49AMYCXCD,ルドベキア,1,10,10,10,10,10,10,10,10,10
428BS936U,516,306366567603869,ふじさき,RFYKY8DCD,LA.LA.LA,3,10,10,10,10,10,10,10,10,10
YZTKEETUC,517,306226983634131,イブ,005CDHF0W,Catlike,2,10,10,10,9,7,10,9,10,10
MTAZVZYZQ,518,305959473782042,あかば,8R49BTWW6,蓮女お嬢様クラブ,3,10,10,10,10,10,10,10,10,10
QVXRHXGXB,519,305407076266335,みなるい,6XX7GBM0K,ぷちぐる同好会,6,10,10,10,10,10,10,10,10,10
EHT22K9PX,520,305149597413308,やまもと。,0TKFF5EG3,サークル名募集中,4,9,10,10,8,8,10,8,10,10
FYG0EH5AJ,521,304772876128074,R’s八重歯,W26TRPM1R,めぐ党藤島派,14,10,10,10,10,10,10,10,10,10
UDU1FKMJZ,522,304741845587247,川,YDYH4VRRP,レンクウ,8,10,10,10,10,10,10,10,10,10
ZCRF41KQU,523,304620013979300,SiULY,73CBYJYB0,"oNM,",3,10,10,10,10,10,10,10,10,10
RBD738713,524,304423955729405,エル,M5LHG6R4T,乙宗動物園,3,9,10,10,9,9,10,10,10,10
LCM66GHDC,525,304278476422685,amoamo,DH6C5B7WF,蓮ノ空FC,0,10,10,10,10,10,10,10,10,10
V0ZZGADWZ,526,304275079093988,でち,5W8RPRVUA,ド！ド！泥！,3,10,10,10,10,10,10,10,10,10
MAAQ0VBA5,527,303817857360512,モル,79C17CHA2,蓮ノ空出張部,4,10,10,10,10,10,10,10,10,10
GGFPWA50K,528,303809643487707,ゆ～仮,9YG7C0VM7,綴理と無言で昼寝,5,10,10,10,10,10,10,10,10,10
W7IMTL1I7,529,302788930274234,さゆこ,CXG25026E,泥のみんなS,8,10,10,10,8,8,9,8,10,10
ISK5MIR6S,530,302216615956799,みぃ,R181MKNX1,みらくらは人生！,3,10,10,10,9,9,10,10,10,9
PQHU8G8OV,531,302130127960955,ミナミ,FVJFA973A,蓮ノ空愛好会,6,10,10,10,10,10,10,10,10,10
FV1BRF9X0,532,302119931753664,あべこーorz,8M6UDX260,ぽけもん好き,12,10,10,10,10,10,10,10,10,10
P05O92106,533,302010555915671,キットモット,M5LHG6R4T,乙宗動物園,2,10,10,10,10,10,10,10,10,10
VTF13V6H8,534,301716782171536,ゆう,V4A5MP41E,徒町チャレンジ！,2,10,10,10,10,10,10,10,10,10
VE60S6VJV,535,301661223509916,ㅇㅇ(39.7),11FB0EDDT,スクステ同好会,5,10,10,10,10,10,10,10,10,10
NC9GIFJB0,536,301361348451931,神山織,FVJFA973A,蓮ノ空愛好会,13,10,10,10,10,10,10,10,10,10
72CKW0EAA,537,301239886000821,にっぴー,PBRDPWEY1,村村会,1,10,10,10,10,10,10,10,10,10
1A279T9WC,538,301212685837528,ねば,3BDTCERX6,打ち返した流れ星,4,10,10,10,10,10,10,10,10,10
AEXWSLMBY,539,300803591624964,じゃが,M67ACEP3M,オーバーブースト,5,10,10,10,10,10,10,10,10,10
6FUPM12B3,540,300587750120296,かどあ,X7C21B7H7,泥,6,10,10,10,9,9,10,8,10,10
4FC73IGQN,541,300546358506960,Suguya,0UT59MJ8U,かほすこ同好会,7,10,10,10,10,10,10,10,10,10
81GLQQIAH,542,300262105236224,ジンベイ,6XX7GBM0K,ぷちぐる同好会,3,10,10,10,10,10,10,10,10,10
KQU0HGLOS,543,300161665036777,擦擦者達 卵飯,VW65MCVF8,擦擦者達,6,10,10,10,10,10,10,10,10,10
1N4WI9PL2,544,299987405224009,風前の灯火,11XTEEEJT,リンクラ料理部,6,10,10,10,10,10,10,10,10,10
PJYEBRURT,545,299929121286416,しょーじ,CTW8DKV5P,まったり,4,10,10,10,10,10,10,10,10,10
R82X6FBJ5,546,299853882059563,ハッピー至上主義,GXR6C85BT,花帆ちゃん親衛隊,6,10,9,10,8,7,8,7,8,9
VV8RPP6PX,547,299564131774646,umeo,WN5B7VKPU,きんぴられんこん,8,10,10,10,10,10,10,10,10,10
U9WAMY512,548,298992023183042,やこ,PBRDPWEY1,村村会,2,10,10,10,10,10,10,10,10,10
H9GK7YEJ1,549,298872139889915,消耗品さかさま,V33FGRFC4,1限目に遅刻ラブ,2,10,10,10,10,10,10,10,10,10
RK1U34LGB,550,298544830501338,亀タンク,JDAG79TG7,百合ノ空観察部,2,10,10,10,10,10,10,10,10,10
DP15KUDDM,551,297513159162777,やゆ,Y2HV0YEF7,蓮ノ空を応援し隊,2,10,10,10,10,10,10,10,10,10
WH6L0E1FH,552,297392151749640,えでおじ@こにゃ,0TKFF5EG3,サークル名募集中,2,10,10,10,10,10,10,10,10,10
JME01B1A1,553,297304689081852,ハクチュー黄凛,WN5B7VKPU,きんぴられんこん,3,10,10,10,10,10,10,10,10,10
DEVDG82YE,554,297290967429372,ジョーくんケツバ,N0EXH1CM1,ぱちぱち徒町,2,10,10,10,10,10,10,10,10,10
5KXTYUA3E,555,297228011847975,タコ,KXU941RFJ,私を祝えー！,0,10,10,10,10,10,10,10,10,10
TD1VKW41K,556,296903944323851,ねぷ,V6DV6KETG,梢好き好きクラブ,2,10,10,10,10,10,10,10,10,10
IUC2M7CPB,557,296586786725163,スニャイパー,0UT59MJ8U,かほすこ同好会,3,10,10,10,10,10,10,10,10,10
A5PDNTPN2,558,296451029306034,ゴツゴツのアハン,GG56G6WKD,FF43企鵝冰屋,2,10,10,10,8,8,10,10,10,10
L10RA8434,559,295679347100239,なこちぃ,K4TAHF9YA,はすっこ準備室,1,10,10,10,10,10,10,10,10,10
LEEU9JZFJ,560,295612631639004,こずかほ結婚式♡,49AMYCXCD,ルドベキア,12,10,10,10,10,10,10,10,10,10
GUUN5GB0W,561,295142441347984,むうげ,BKUHCT7WF,蓮女お嬢様部,1,8,8,8,10,8,10,7,8,10
FUUC30B3H,562,294908150180585,かほめぐer,R181MKNX1,みらくらは人生！,2,10,10,10,10,10,10,10,10,10
96LVLF86T,563,294418799251455,リョウ,2ULM366U6,毎日がエブリデイ,6,10,10,10,10,10,10,10,10,10
IN27C39RY,564,293920629737636,スス,9YM3DBTB7,泥民館,8,10,10,10,10,10,10,10,10,10
G9KY68ADP,565,293616931633871,よっしー,JE7V5MM31,蓮ノ沼に沈んだ泥,0,10,10,10,10,10,10,10,10,10
R1AFUW6D0,566,293524856161399,いまもん,0TKFF5EG3,サークル名募集中,12,10,10,10,10,10,10,10,10,10
H5APQ3Y4V,567,293360487867602,sonoda,GXR6C85BT,花帆ちゃん親衛隊,5,10,10,10,10,10,10,10,10,10
6F9LWDMNT,568,293147149046005,ASH,LHXNEF3D5,まるまるサークル,0,9,9,10,9,9,9,9,9,10
969Y977WP,569,293058030780136,k1みかん,2K5AM4RV0,とろぺりです,3,10,10,10,10,10,10,10,10,10
VJ89ASDAM,570,293019030093526,まぐろお,7U20138DB,LGP,3,10,10,10,10,10,10,10,10,10
PI43ZYSVG,571,292334859169951,侑@蒼穹の彼方,GVT61ATX0,なのだけれど,0,10,10,10,10,10,10,10,10,10
TJ2EL63EH,572,292260944907829,まっちゃん,J7N4W6Y1K,こずミックラブ♡,4,10,10,10,10,10,10,10,10,10
7G220TFD5,573,291904337648297,たっと,CVJYALRGU,ラ！の会,3,10,10,10,10,10,10,10,10,10
68X4A67UG,574,291793051293229,いたこ,FE282F3VH,天悶部,3,10,10,10,10,10,10,10,10,10
2AUU5PNBB,575,291789066881887,masaya,PBRDPWEY1,村村会,1,10,10,10,10,10,10,10,10,10
LWRG7TEM3,576,291768204406859,噓特奇,25PMPEMG7,星見製作,1,10,10,10,10,10,10,10,10,10
TX3PNRFW0,577,291761689874559,shin,B5V2LNN43,WMW,2,10,10,10,10,9,10,9,10,10
LWPHMPLJH,578,291689086567245,日向 みのり,KW0RM1LEP,はすっこくらぶ,8,10,10,10,10,10,10,10,10,10
BJC3OIEGV,579,291183087601924,まよせ,9JTF508LB,スクスタ亡霊部,4,10,10,10,10,10,10,10,10,10
6A1ARNU7P,580,291159633908201,_zuuyan_,FE282F3VH,天悶部,2,10,10,10,9,9,10,10,10,10
85NX5JDGB,581,291050358940676,いろはす,79C17CHA2,蓮ノ空出張部,10,10,10,10,10,10,10,10,10,10
L31NRD4ON,582,290982428322098,はる,JA2C658FW,さや綴理の村人,0,10,10,10,10,10,10,10,10,10
C0H1DSB02,583,290861898062834,aoba,EYN9H9N16,蓮星学園,1,10,10,10,10,10,10,10,10,10
X7RPCH2CD,584,290849403626221,アレックス,0TKFF5EG3,サークル名募集中,3,10,10,10,10,10,10,10,10,10
GCX1WCK13,585,289937294848509,りんぴー,FC8NBAJBT,ラー麺二郎金沢店,4,10,10,10,10,10,10,10,10,10
YFB1IH1TD,586,289640928985896,はる,M5LHG6R4T,乙宗動物園,9,10,10,10,10,10,10,10,10,10
WHNM1AT9N,587,289611551649908,チャッピー,W3YKKRWHG,ルリと愉快な一家,3,10,10,10,10,10,10,10,10,10
48C2DLNJY,588,289400520440916,鬼ヘッド,D5A2EEG7F,わたくしは大丈部,13,10,10,10,10,10,10,10,10,10
GQT54AYSP,589,288908275930294,Tenshi,YFADYJVW4,FPS好きクラブ,5,10,10,10,9,10,9,10,10,10
7CCT3RP0T,590,288223088993665,がお,N1DJVPGP8,いつでも咲けるよ,8,10,10,10,10,10,10,10,10,10
39T0J8544,591,287675426831181,雪利,79C17CHA2,蓮ノ空出張部,2,10,10,10,10,10,10,10,10,10
D47ZTCSNE,592,287470199054328,与謝野ユキオ,HBUK6F7CC,乙宗梢なりきり部,0,10,10,10,9,9,10,9,10,10
8B1WWT6YA,593,287430464657276,まじまんじ,BH9YH1YL5,ラブライバーの森,1,10,10,10,10,10,10,10,10,10
6U65XRUYI,594,287367583550231,ねこ,MVMP6NNXD,空き時間らくがき,7,10,10,10,10,10,10,10,10,10
BCZN6OFG9,595,287353125197148,あすまぺ,Y6JNPC60C,綴理メイト,7,10,10,10,10,10,10,10,10,10
F81U86M87,596,286992590063750,八神はやて,H6JWBBGCG,蓮天・乙宗一心流,2,10,10,10,8,9,10,8,10,10
G9KZQ5RPT,597,286906996826458,あずまき,CTW8DKV5P,まったり,1,10,10,10,9,8,10,9,10,10
QZCRZT8AR,598,286706105487941,輝く流星,J7N4W6Y1K,こずミックラブ♡,2,10,10,10,10,10,10,10,10,10
TWKTW5AVC,599,286527963867616,ライト,GXR6C85BT,花帆ちゃん親衛隊,4,10,10,10,10,10,10,10,10,10
F5W4O51H7,600,286437577921285,あねもねちゃん,49AMYCXCD,ルドベキア,9,10,10,10,10,10,10,10,10,10
CHLCVOL10,601,286140094538053,れあす,PBRDPWEY1,村村会,0,10,8,8,8,8,9,7,8,9
HV0CBWWHY,602,286062194361186,たまごやき,HBUK6F7CC,乙宗梢なりきり部,5,10,10,10,9,8,10,9,10,10
DVCXGXU3N,603,285653419394818,あらんといん,NLUJRKCK5,さやの御御足,3,10,10,10,10,10,10,10,10,10
PK3AW6240,604,285596070930719,わやちよ,R9T0YKDW8,かちまち応援隊,10,10,10,10,10,10,10,10,10,10
DE7022HYW,605,285364787333310,ルビー,RFYKY8DCD,LA.LA.LA,5,10,10,10,10,10,10,10,10,10
XJA5BDOW7,606,284698975010847,ちや,49AMYCXCD,ルドベキア,9,10,10,10,10,10,10,10,10,10
GHRKDWYUH,607,284612551126016,すわぼた,JTX1G19BP,さやかほ癒し会,4,10,10,10,10,10,10,10,10,10
BE9A0VUV4,608,284533503190273,覚醒クッキー,FVJFA973A,蓮ノ空愛好会,0,10,10,10,10,10,10,10,10,10
Y0VJYM1EX,609,284451234816515,大根おろし,AG9PKMMC3,ぱかぱか同好会,3,9,9,9,9,9,10,8,9,10
WNK2YLKKY,610,284245863344116,なす,Y6JNPC60C,綴理メイト,4,10,10,10,10,10,10,10,10,10
OR2FS00BH,611,284245685313322,あぼます,494DMR1RJ,蓮ノ空推し活部,7,10,10,10,10,10,10,10,10,10
S9K0MFOPI,612,284148284159994,あかつき,B5V2LNN43,WMW,11,10,10,10,10,10,10,10,10,10
GNT04XPFX,613,283917983667643,ありま,FC8NBAJBT,ラー麺二郎金沢店,4,10,10,10,10,10,10,10,10,10
9L8A47NPK,614,283911341488015,大坪あなご,FG5VFFNRK,蓮ノ空おじさん,5,10,10,10,10,10,10,10,10,10
LV8A14V4F,615,283735913821311,ゼンマイ,CTW8DKV5P,まったり,9,10,10,10,10,10,10,10,10,10
JANW6MPL2,616,283669120044043,ゆっぴー,GW4CH70HK,TKG同好会,3,10,10,10,6,6,10,9,10,10
XL4KR3J0W,617,283091731290783,あつ,0TKFF5EG3,サークル名募集中,2,10,10,10,10,10,10,10,10,10
858VFPHL6,618,283036614065980,キラ,J8HXTJ8TB,流し素麺同好会,4,10,10,10,10,10,10,10,10,10
3UUFFQO14,619,282891032165144,ちびっ子,FVJFA973A,蓮ノ空愛好会,6,10,10,10,10,10,10,10,10,10
UGY5TTF7X,620,282749823602721,ふー,CX967RTGY,おんゆあさーくる,2,10,10,10,10,10,10,10,10,10
951MHO8EI,621,282359769739946,もりょー,N2KCENRKH,猫＆旅大好き部,4,10,10,10,8,9,10,9,10,10
JW6QPV8JC,622,282301003134977,あるそーやん,90U18712V,大野お台場公園,8,10,10,10,10,10,10,10,10,10
43JYBJIVA,623,281921808665240,やこう,GXR6C85BT,花帆ちゃん親衛隊,3,10,10,10,10,10,10,10,10,10
Y3H9THE4J,624,281871006809305,すくなめ,N0EXH1CM1,ぱちぱち徒町,0,10,10,10,10,10,10,10,10,10
UI5ZNYZLE,625,281859334236169,勝勝,FTY0R8KPH,泥の皆様,3,10,10,10,10,10,10,10,10,10
XP37Y6W68,626,281764408794492,#るる,R181MKNX1,みらくらは人生！,0,10,10,10,10,10,10,10,10,10
V4BF6FLLT,627,281709004177845,あめたま,2K5AM4RV0,とろぺりです,4,10,10,10,9,9,10,8,10,10
ODYS8N8GB,628,281290577697147,でこぽん,D5A2EEG7F,わたくしは大丈部,7,10,10,10,10,10,10,10,10,10
Y111EK3MP,629,281184309757304,ダイヤぁ,PBRDPWEY1,村村会,5,10,10,10,10,10,10,10,10,10
G2TP9RT8M,630,281127141995053,わた,F2CFWVMY9,藤島め組,7,10,10,10,10,10,10,10,10,10
2KWBH4L96,631,280750777869363,ぽけ,KXU941RFJ,私を祝えー！,7,10,10,10,10,10,10,10,10,10
2GFC7Z2GL,632,280722311739950,ぎわっしー,K4TAHF9YA,はすっこ準備室,8,10,10,10,10,10,10,10,10,10
MNUBWRC8C,633,280285051264897,でした。,R1RM3X0WV,後方腕組みオタク,2,10,10,10,10,10,10,10,10,10
71Z6P5FC1,634,280232772433456,すつ,YCTM6RYDP,金沢おでん同好会,4,10,10,10,10,10,10,10,10,10
N9NJTPBZH,635,280154338961121,ニコ,W26TRPM1R,めぐ党藤島派,12,10,10,10,10,10,10,10,10,10
7H3AJT3DL,636,280043126318701,まろん,CX967RTGY,おんゆあさーくる,5,10,10,10,8,8,10,9,10,10
AMV02DEFM,637,279838463023548,TX,FK5MUK0ET,くる♡すきクラブ,5,10,10,10,10,10,10,10,10,10
KB5PKC03D,638,279594966517519,プレイメーカー,7U20138DB,LGP,10,10,10,10,10,10,10,10,10,10
KKNLWHCN8,639,279511926797063,Andes,PBRDPWEY1,村村会,0,10,9,10,10,10,8,10,10,10
Z5AGF2FTZ,640,278959918958788,とまと,M5LHG6R4T,乙宗動物園,7,10,10,10,10,10,10,10,10,10
0RB9J6BF4,641,278890506812616,ぺお,G0WRCNRWK,県立沢庵図書館,7,10,10,10,10,10,10,10,10,10
2288GCGEH,642,278880253120732,ふへほはひさん,EYN9H9N16,蓮星学園,2,10,10,10,10,10,10,10,10,10
YLQKVDHGG,643,278792891653619,皆月,R181MKNX1,みらくらは人生！,6,10,10,10,10,10,10,10,10,10
P7DXEVYFE,644,278777379608549,Watitto,Y2HV0YEF7,蓮ノ空を応援し隊,9,10,10,10,10,10,10,10,10,10
5388KLM1M,645,278719590760696,烏賊渝,25PMPEMG7,星見製作,0,10,10,10,7,8,10,7,10,9
UMVKT7BBJ,646,278627202620763,ゆ,RWARTHA1M,乙宗梢大好き部,4,10,10,10,10,10,10,10,10,10
A2AFNK3F0,647,278558306343123,やっしゅん,W3YKKRWHG,ルリと愉快な一家,8,10,10,10,10,10,10,10,10,10
UZQ6XQT5R,648,278083138075789,クロ,JE7V5MM31,蓮ノ沼に沈んだ泥,12,10,10,10,10,10,10,10,10,10
KJWYM5BGB,649,277952860837256,りーか,N1JM7M3YC,丘側,4,10,10,10,10,10,10,10,10,10
ECAEK0TJX,650,277805393112192,アカツキ,49AMYCXCD,ルドベキア,8,10,10,10,10,10,10,10,10,10
KVRSXLYW0,651,277595632305571,かねはら,8FR866PRY,蓮っ子みらくラブ,8,10,10,10,10,10,10,10,10,10
1A89S5KW0,652,277405289157633,流布,11FB0EDDT,スクステ同好会,6,10,10,10,10,10,10,10,10,10
WF83ZKPDV,653,277315324729199,ねてる,CTW8DKV5P,まったり,4,10,10,10,8,8,10,8,10,10
ZR84BMV8Z,654,277180518491429,アヒル太郎,RWARTHA1M,乙宗梢大好き部,1,10,10,10,10,10,10,10,10,10
7F72YZWZM,655,276948069303147,K-GO,W3YKKRWHG,ルリと愉快な一家,13,10,10,10,10,10,10,10,10,10
ZA8HHDJM4,656,276940142239859,中川夏紀,B2KV0EVPD,蓮ちゅきクラブ,13,10,10,10,10,10,10,10,10,10
22YY2M6K0,657,276793132126503,らもーる,6H800PBV7,新鮮館,1,10,10,10,10,10,10,10,10,10
I6WKWUIAK,658,276602814343608,おおべ,RFYKY8DCD,LA.LA.LA,3,10,10,10,10,9,10,10,10,10
OKGTPXFZ3,659,276232028849546,くのｗ,RFYKY8DCD,LA.LA.LA,3,9,9,10,8,7,9,8,10,9
K1XEZQRVC,660,276227785703621,Kay,NC2YT2V28,蓮之愛同予者何人,11,10,10,10,10,10,10,10,10,10
UYYHXRA6K,661,275905798475044,めぐみん,V4A5MP41E,徒町チャレンジ！,0,10,10,10,9,9,9,9,10,10
A14T0UXLP,662,274796078796681,ユンシ,YFADYJVW4,FPS好きクラブ,5,10,10,10,10,10,10,10,10,10
O8A9ZD5IG,663,274774510847486,堅揚げポテト,YCTM6RYDP,金沢おでん同好会,12,10,10,10,10,10,10,10,10,10
F2KGTW1YD,664,274723765414096,片岡,V4A5MP41E,徒町チャレンジ！,0,10,10,10,10,10,10,10,10,10
CXPCVK9R8,665,274611637857580,エイメン,FE282F3VH,天悶部,2,10,10,10,10,10,10,10,10,10
EFRYPXCJ6,666,274601114790557,はる,JDAG79TG7,百合ノ空観察部,5,10,10,10,10,10,10,10,10,10
9HG3AN9PE,667,274473323518728,し,GXR6C85BT,花帆ちゃん親衛隊,9,10,10,10,10,10,10,10,10,10
G1BN34PKO,668,274133111016898,ぽんざしらふ,9YM3DBTB7,泥民館,3,10,10,10,10,9,10,10,10,10
4JFVTNBIH,669,273867076385607,みょ,49AMYCXCD,ルドベキア,6,10,10,10,10,10,10,10,10,10
LX2J0YDAZ,670,273774566957026,Judy,GMEF2K8DL,花咲く泥も好き²,7,10,10,10,10,10,10,10,10,10
9IZXQRGW7,671,273617586853688,雲雀,0UT59MJ8U,かほすこ同好会,0,10,10,10,10,10,10,10,10,10
TEH21JJRV,672,273048668515557,トキ,GXR6C85BT,花帆ちゃん親衛隊,12,10,7,10,9,7,8,10,9,9
T04LMQKYW,673,272850700074576,がぬ,1BME38BCD,さすさやクラブ,14,10,10,10,9,8,9,9,10,9
LYYGRG8W4,674,272468613069701,りぞん,PBRDPWEY1,村村会,2,10,10,10,9,9,10,9,10,10
B6XFP7VNH,675,272442013617773,mi,4XRHRYDW4,無言でエンジョイ,0,10,10,10,10,10,10,10,10,10
9DN39ABXR,676,272415285987732,じぐないん,RWARTHA1M,乙宗梢大好き部,6,10,10,10,10,10,10,10,10,10
HRGE6XY4D,677,272204489309043,おかだ,6XX7GBM0K,ぷちぐる同好会,1,10,10,10,10,10,10,10,10,10
ABXP5M67E,678,271318594320336,えいと,B5V2LNN43,WMW,8,10,10,10,10,10,10,10,10,10
7YQ5QL9X3,679,270628437738792,紅蓮,GE3TL53AP,いい顔でこんぶ,1,10,10,10,10,10,10,10,10,10
HY34E4YKX,680,270550570958306,風,7R8NKPAB1,花帆推し倶楽部,8,9,9,9,6,6,6,10,10,7
94GKSM6XV,681,270268809775073,ストレイド,BCJRMHE75,梢すきすきクラブ,4,10,10,10,10,9,9,9,10,10
CW1FRNLB8,682,270222707841252,kazu,B5V2LNN43,WMW,2,10,10,10,10,10,10,10,10,10
CPT5ULJL5,683,270161736703409,シュウ,FVJFA973A,蓮ノ空愛好会,3,10,10,10,10,10,10,10,10,10
5T6YJZCD4,684,270115902545379,まんだ,M5LHG6R4T,乙宗動物園,3,10,10,10,10,10,10,10,10,10
I487A8G0C,685,270101250175951,わいえす,B5V2LNN43,WMW,2,10,10,10,10,10,10,10,10,10
FG3GU6GA5,686,270082436609450,震,M5LHG6R4T,乙宗動物園,3,10,10,10,10,9,10,10,10,10
RD4BMG4UH,687,269740967079455,ふじかつ,XE8513HNP,喫茶カワウ空✨,14,10,10,10,10,10,10,10,10,10
XK44KNPLR,688,269506515554873,C_T4KE,GXR6C85BT,花帆ちゃん親衛隊,9,10,10,10,10,10,10,10,10,10
7HUTLH24X,689,269451944653581,からすみ,07JW71HWG,良いチケで観よう,12,10,10,10,10,10,10,10,10,10
XX2YW3264,690,269243878715476,あるて,RWARTHA1M,乙宗梢大好き部,7,10,10,10,10,10,10,10,10,10
V3HW6H9CB,691,269015568223817,うま,0UT59MJ8U,かほすこ同好会,4,10,10,10,10,10,10,10,10,10
JKRUFH2CH,692,269010905666450,双方,FH7G62PKW,月火水木金土日,5,8,9,8,6,6,7,8,9,9
K3MLW8XJE,693,268888992684994,あましょく,N1DJVPGP8,いつでも咲けるよ,1,10,10,10,10,10,10,10,10,10
UW6LOGHFD,694,268858271598869,渡名,KULVP7FDR,アニマル分室,5,10,10,10,9,9,10,10,10,10
ABPVWLJ7K,695,268720200697209,まこさん,R181MKNX1,みらくらは人生！,2,10,10,10,10,10,10,8,10,10
C59J9TNAX,696,268140680903710,さくらもち,CV62FGL1U,花咲かせ隊,11,10,10,10,10,10,10,10,10,10
I3Z8DKKMK,697,268076763675949,naru,YCTM6RYDP,金沢おでん同好会,14,10,10,10,10,10,10,10,10,10
L7JJ2A0Y8,698,268052128381545,たっつん,KXU941RFJ,私を祝えー！,5,10,10,10,10,10,10,10,10,10
38UURDB7I,699,268044734257706,♡中村果蓮♡,FK5MUK0ET,くる♡すきクラブ,7,10,10,10,9,9,10,10,10,10
19A9MUCBD,700,267894192917451,らゆ,V6DV6KETG,梢好き好きクラブ,12,10,10,10,10,10,10,10,10,10
1H1KKK4WJ,701,267760958963993,ぺるりん,6XX7GBM0K,ぷちぐる同好会,3,10,10,10,9,8,10,9,10,10
EIKH27TI8,702,267716381700336,あおはる,GKR9TEBYC,毎日がホリデイ♪,8,10,10,10,10,10,10,10,10,10
7D5US0PU3,703,267639647806072,へきぬま,W26TRPM1R,めぐ党藤島派,3,8,10,8,8,9,9,9,9,10
3TT85FWF7,704,267429513428820,のぞは,WFPA7YJE1,蓮ノ空文芸部,0,10,10,10,10,10,10,10,10,10
MTC3Y7T16,705,267076928226916,こえたから,79C17CHA2,蓮ノ空出張部,11,10,10,10,10,10,10,10,10,10
2CX0L3FNW,706,266185572407622,ランダウ,VP0K6KF0K,蓮ノ空大好き!!,4,10,10,10,10,10,10,10,10,10
KYH3BUB2R,707,266179616753468,青緑色,NG47YWRR1,繚乱！蓮ノ空,12,10,10,10,10,10,10,10,10,10
7DWBCEDH5,708,265920105748378,無責任,HBUK6F7CC,乙宗梢なりきり部,12,10,10,10,10,10,10,10,10,10
P34EPD352,709,265460697798556,ゆー,9JTF508LB,スクスタ亡霊部,8,10,10,10,10,10,10,10,10,10
9I1VJ6KP7,710,265439434897614,MYAS,0TKFF5EG3,サークル名募集中,4,10,10,10,10,10,10,10,10,10
EVJGZ1771,711,264960058520427,まっつぁん,K8C99H42D,ルリと喜ド！愛楽,3,9,8,10,5,5,8,6,9,8
2P67B42VC,712,264679671633508,みっける,5KK3DFY18,MUGEN∞,2,10,10,10,7,7,10,10,10,10
WP2XGUKDR,713,264658326710255,はむはむ,B5V2LNN43,WMW,1,10,10,10,10,10,10,9,10,10
5T57VL8MF,714,264566838425006,シン・柳田・リリ,PBRDPWEY1,村村会,5,10,10,10,10,10,10,10,10,10
YVGO9EHKS,715,264553626185723,やたペン,HBM31HMUY,YUKIZURI,5,10,10,10,10,10,10,10,10,10
VTNY8S6TV,716,264379174929438,cocoa,F8MLHU2NV,乙宗梢様､､､,5,10,10,10,10,10,10,10,10,10
J6B943VP6,717,264355116080497,まぁ,UYCT3Y4JK,蓮っ子,2,10,10,10,10,10,10,10,10,10
MOFJQHVV8,718,264034552332485,ユキ,9GDHWXGVG,ルリと花咲く毎日,10,10,10,10,8,8,9,8,10,10
I8TMVU8IM,719,263917356537454,薫,HBK6KCRPP,無言でおけ,7,10,10,10,10,10,10,10,10,10
K4IYCBPH8,720,263639256807568,ふるさと,B2KV0EVPD,蓮ちゅきクラブ,2,10,10,10,10,10,10,10,10,10
NG3YLD3WC,721,263627127056475,たそーら,73CBYJYB0,"oNM,",4,10,10,10,10,10,10,10,10,10
20YXRIO59,722,263441738737004,イカ公,6045Y2RW7,ポチっと！蓮ノ空,2,10,9,10,7,7,9,8,10,10
UU1Y5EPGK,723,262838665711138,かなろあ,M5LHG6R4T,乙宗動物園,10,10,10,10,10,10,10,10,10,10
