player_id,rank,point,player_name,search_guild_key,guild_name,DR数量,さやか,梢,小铃,缀理,姬芽,花帆,吟子,瑠璃乃,慈
HY934N56T,76,166167865917094,オレンジア,BKLW6CR5L,混合三文魚天空!,4,10,10,10,10,10,10,10,10,10
AL804BYBX,77,165552746987091,はなぶさ,YE7CX8RNP,能京カバディ部,10,10,10,10,10,10,10,10,10,10
RFP277XPM,78,165445882381984,スガ,11FB0EDDT,スクステ同好会,4,10,10,10,10,10,10,10,10,10
U1IQYBNI5,79,164609081138443,通りすがりの人,BKLW6CR5L,混合三文魚天空!,6,10,10,10,10,10,10,10,10,10
NC6WJYFVX,80,164592928592468,でら,11XTEEEJT,リンクラ料理部,14,10,10,10,10,10,10,10,10,10
KMUYDNERU,81,164557573808511,ゆうし,FC8NBAJBT,ラー麺二郎金沢店,13,10,10,10,10,10,10,10,10,10
NY9X4SWNC,82,164409007587960,くりマロン,BKLW6CR5L,混合三文魚天空!,10,10,10,10,10,10,10,10,10,10
69B4P3TW1,83,164264967718788,ルアルディ,BKLW6CR5L,混合三文魚天空!,9,10,10,10,10,10,10,10,10,10
68S69TGO8,84,164072839363887,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,5,10,10,10,10,10,10,10,10,10
XREWTWWBK,85,163957743829781,六眼的少子,11XTEEEJT,リンクラ料理部,10,10,10,10,10,10,10,10,10,10
7RODEB74T,86,163943833044981,しよー,RWARTHA1M,乙宗梢大好き部,13,10,10,10,10,10,10,10,10,10
L71LEGR49,87,163904206033053,かんなぎ,3BDTCERX6,打ち返した流れ星,5,10,10,10,10,10,10,10,10,10
DV73OQD94,88,163444951114180,ちゆ,BKLW6CR5L,混合三文魚天空!,15,10,10,10,10,10,10,10,10,10
LP0BEDRF6,89,163262952289594,YPT,EYN9H9N16,蓮好好俱樂部,5,10,10,10,10,10,10,10,10,10
XTY4GG18V,90,163091305747871,こーりん,1BME38BCD,さすさやクラブ,6,10,10,10,10,10,10,10,10,10
4KFUM6ADN,91,162640245425400,ねくすと,M5LHG6R4T,乙宗動物園,6,10,10,10,10,10,10,10,10,10
72SX1Q0B7,92,161913343450120,ティーケー,YE7CX8RNP,能京カバディ部,5,10,10,10,10,10,10,10,10,10
ODE064I6J,93,161860840500095,ちあき,M5LHG6R4T,乙宗動物園,2,10,10,10,10,10,10,10,10,10
K137HR419,94,160922050745246,擦擦者達 小五,VW65MCVF8,擦擦者達,10,10,10,10,10,10,10,10,10,10
W4E0R6NA9,95,160911987497001,のぞみのクロミツ,BKLW6CR5L,混合三文魚天空!,12,10,10,10,10,10,10,10,10,10
J5GI3NA6M,96,160723643007571,林檎林檎アップル,GXR6C85BT,花帆ちゃん親衛隊,15,10,10,10,10,10,10,10,10,10
L6HBG7C3L,97,160088606566858,あまらく@,BKLW6CR5L,混合三文魚天空!,5,10,10,10,10,10,10,10,10,10
AT03UHE11,98,160065334803046,有效微生物群,25PMPEMG7,星見製作,5,10,10,10,10,10,10,10,10,10
JVDRVFFBP,99,159273920378492,たなばた野郎,EYN9H9N16,蓮好好俱樂部,6,10,10,10,10,10,10,10,10,10
M3ANWTEQ1,100,159149793932887,"甘野老oNM,",73CBYJYB0,"oNM,",7,10,10,10,10,10,10,10,10,10
42J4J5OSG,101,158776403951718,ハラシヨ,W26TRPM1R,めぐ党藤島派,14,10,10,10,10,10,10,10,10,10
FRTXRTHK1,102,158426341492163,コルド,49AMYCXCD,ルドベキア,3,10,10,10,10,10,10,10,10,10
XVMHQZ5Z7,103,158268419974956,タママ,PBRDPWEY1,무라무라회,8,10,10,10,10,10,10,10,10,10
S1JO65QZU,104,158092548856213,すと。,BKLW6CR5L,混合三文魚天空!,5,10,10,10,10,10,10,10,10,10
BJI9H7CC6,105,157743004515190,エイジ,KW0RM1LEP,はすっこくらぶ,6,10,10,10,10,10,10,10,10,10
5LL48ARPU,106,157372307516089,シュウ,BKLW6CR5L,混合三文魚天空!,13,10,10,10,10,10,10,10,10,10
935BA0WHY,107,157264683983860,にむ,11FB0EDDT,スクステ同好会,3,10,10,10,10,10,10,10,10,10
C8J195ETT,108,156562914740027,Ayumu,MAJT0THVB,タピ♡すきクラブ,9,10,10,10,10,10,10,10,10,10
XCRX2GAFB,109,156407270840628,なる,WN5B7VKPU,きんぴられんこん,6,10,10,10,10,10,10,10,10,10
RND3BA6Q4,110,156385351232141,あゆ,49AMYCXCD,ルドベキア,7,10,10,10,10,10,10,10,10,10
V3J51SJ8F,111,156261265892853,ゆっきー,1BME38BCD,さすさやクラブ,5,10,10,10,10,10,10,10,10,10
NLNKEMVRB,112,155970317291649,高町なのはな,FVJFA973A,新蓮天愛好者協會,3,10,10,10,10,10,10,10,10,10
XB2VHAJYV,113,155910707051200,まさお,GMEF2K8DL,花咲く泥も好き²,3,10,10,10,10,10,10,10,10,10
80YJPN7V1,114,155813630299767,志賀第七,25PMPEMG7,星見製作,1,10,10,10,10,10,10,10,10,10
W0WYHMBR4,115,155736028436860,リョータ,3BDTCERX6,打ち返した流れ星,3,10,10,10,10,10,10,10,10,10
1FO8RWDNB,116,155699020426560,色違いスターミー,YE7CX8RNP,能京カバディ部,9,10,10,10,10,10,10,10,10,10
MY9GFUXVC,117,155358067110978,きっくー,BKLW6CR5L,混合三文魚天空!,6,10,10,10,10,10,10,10,10,10
V578L0R6J,118,155185341344945,mion,AXG81GPMP,蓮ノ空マタギ部,2,10,10,10,10,10,10,10,10,10
MGGGX0GH1,119,154816092566623,擦擦 毛茸茸的石,VW65MCVF8,擦擦者達,12,10,10,10,10,10,10,10,10,10
LVRF4GDVF,120,154762525173685,たぬ,VW65MCVF8,擦擦者達,7,10,10,10,10,10,10,10,10,10
P73RHEK4C,121,154158856976394,ゆあちゃ,KW0RM1LEP,はすっこくらぶ,6,10,10,10,10,10,10,10,10,10
22F9H0NK0,122,153830091055161,かじみん,JTX1G19BP,さやかほ癒し会,10,10,10,10,10,10,10,10,10,10
V7YLMH2IY,123,153646283797671,えもりんのおなか,BKLW6CR5L,混合三文魚天空!,10,10,10,10,10,10,10,10,10,10
TW9L2LKS7,124,153613476341342,日本エア時計学会,YE7CX8RNP,能京カバディ部,11,10,10,10,10,10,10,10,10,10
GRN5C49P3,125,153562355436751,擦擦者達 永瑠雲,VW65MCVF8,擦擦者達,3,10,10,10,10,10,10,10,10,10
T0AGDWEPM,126,153356669859187,姫芽党の長ゆゆ,M5LHG6R4T,乙宗動物園,4,10,10,10,10,10,10,10,10,10
8JKPKHDHC,127,153226220800239,弐弐伍弐,EYN9H9N16,蓮好好俱樂部,13,10,10,10,10,10,10,10,10,10
3T48QL4MY,128,153183185192996,るるる,11XTEEEJT,リンクラ料理部,11,10,10,10,10,10,10,10,10,10
JFND2KZVS,129,152967507337347,ルビジウム,FVJFA973A,新蓮天愛好者協會,10,10,10,10,10,10,10,10,10,10
8W61A02JJ,130,152832829509828,ごんべん京,W3YKKRWHG,ルリと愉快な一家,2,10,10,10,10,10,10,10,10,10
QUQRGUWJL,131,152782291897864,にしおり,F2CFWVMY9,藤島め組,9,10,10,10,10,10,10,10,10,10
NJ5M5IZWU,132,152480152587917,まき,R1RM3X0WV,後方腕組みオタク,3,10,10,10,10,10,10,10,10,10
QKGZEPZSH,133,152319423213254,敲可愛的酒瓶子,MAJT0THVB,タピ♡すきクラブ,10,10,10,10,10,10,10,10,10,10
P4ZNDWHDA,134,152121449995305,どんき,GXR6C85BT,花帆ちゃん親衛隊,10,10,10,10,10,10,10,10,10,10
OWS2KA4SW,135,151380666646109,ごみょ,FVJFA973A,新蓮天愛好者協會,8,10,10,10,10,10,10,10,10,10
8OJ4K93MD,136,151302702565021,コロ,HBUK6F7CC,乙宗梢なりきり部,9,10,10,10,10,10,10,10,10,10
M8KSSVGQS,137,151105812087940,おばすこ,BKLW6CR5L,混合三文魚天空!,13,10,10,10,10,10,10,10,10,10
4W6BIX284,138,151105802909178,リリィ♡,FK5MUK0ET,くる♡すきクラブ,13,10,10,10,10,10,10,10,10,10
ON66GC85Z,139,150658020313713,ミツボシ,JTX1G19BP,さやかほ癒し会,14,10,10,10,10,10,10,10,10,10
AKMY82517,140,150487813475973,伊豆之愛太陽,VW65MCVF8,擦擦者達,13,10,10,10,10,10,10,10,10,10
KWSACZISO,141,150056342022913,すずき,CTW8DKV5P,まったり,15,10,10,10,10,10,10,10,10,10
W51RD80OU,142,149716849928517,赤飯のごま塩,49AMYCXCD,ルドベキア,7,10,10,10,10,10,10,10,10,10
VLVZCU5K1,143,149690391817024,ひなつき,B5V2LNN43,WMW,13,10,10,10,10,10,10,10,10,10
BJ2YEFM93,144,149587479584696,テンババア,EYN9H9N16,蓮好好俱樂部,3,10,10,10,10,10,10,10,10,10
ZAHTN08A4,145,149503352815570,まいにち,WTJV514G9,蓮ノ空のお弁当屋,5,10,10,10,10,10,10,10,10,10
8DSWY1SNL,146,149003302375154,お茶とコーヒー,HBUK6F7CC,乙宗梢なりきり部,10,10,10,10,10,10,10,10,10,10
DT57UE7NP,147,148890307261640,たま,3BE2RELRC,見晴台,2,10,10,10,10,10,10,10,10,10
EEODMO0PN,148,148803011076712,暖水獺,VW65MCVF8,擦擦者達,6,10,10,10,10,10,10,10,10,10
LQEN0GFVZ,149,148712023974579,ごろーざ,FVJFA973A,新蓮天愛好者協會,5,10,10,10,10,10,10,10,10,10
K9XRZKF6W,150,147924180002094,凰沐,MAJT0THVB,タピ♡すきクラブ,8,10,10,10,10,10,10,10,10,10
74NVPKIGI,151,147772442778822,"なめろうoNM,",73CBYJYB0,"oNM,",7,10,10,10,10,10,10,10,10,10
JAG81QH05,152,147693451063240,たらみ,GXR6C85BT,花帆ちゃん親衛隊,3,10,10,10,10,10,10,10,10,10
CH6EH94XB,153,147483580032303,ばやしこーと,VW65MCVF8,擦擦者達,5,10,10,10,10,10,10,10,10,10
67GP30NUW,154,147203624172119,yuba,11FB0EDDT,スクステ同好会,3,10,10,10,10,10,10,10,10,10
ME00V6X4B,155,147173681455427,オラトニス,BKLW6CR5L,混合三文魚天空!,10,10,10,10,10,10,10,10,10,10
Q2MYOIEZV,156,147087311553335,Ey,MAJT0THVB,タピ♡すきクラブ,7,10,10,10,10,10,10,10,10,10
QH44G80K9,157,147026439610864,ぱとんく,11XTEEEJT,リンクラ料理部,7,10,10,10,10,10,10,10,10,10
9RV301LEB,158,146608203725728,いもむし,GXR6C85BT,花帆ちゃん親衛隊,7,10,10,10,10,10,10,10,10,10
7YZUF27YY,159,146176322607852,ユウキ,11FB0EDDT,スクステ同好会,3,10,10,10,10,10,10,10,10,10
RV0TDDA7D,160,146143253012956,ブリてっか,BKLW6CR5L,混合三文魚天空!,5,10,10,10,10,10,10,10,10,10
838S79KWG,161,146070885149423,紅蓮の破壊神,BKLW6CR5L,混合三文魚天空!,5,10,10,10,10,10,10,10,10,10
VDNBJFHAE,162,146009160411115,稲妻葵,FVJFA973A,新蓮天愛好者協會,8,10,10,10,10,10,10,10,10,10
4L6ELEBZY,163,145643775583085,私を叶える物語,BKLW6CR5L,混合三文魚天空!,14,10,10,10,10,10,10,10,10,10
IEBYCC1D7,164,145471995501004,わらび餅,RFYKY8DCD,LA.LA.LA,6,10,10,10,10,10,10,10,10,10
DPQ6HPBXJ,165,145126630739201,黒い秋,49AMYCXCD,ルドベキア,3,10,10,10,10,10,10,10,10,10
2KPFCFVJ0,166,145098081242274,リセット,MAJT0THVB,タピ♡すきクラブ,0,10,10,10,10,10,10,10,10,10
X8CGHMUJO,167,144879365006037,さか,RFYKY8DCD,LA.LA.LA,13,10,10,10,10,10,10,10,10,10
IMAK5NFHF,168,144697792693069,よもぎ,YE7CX8RNP,能京カバディ部,11,10,10,10,10,10,10,10,10,10
ROKS5RRX4,169,144613483459767,れんこん,BKLW6CR5L,混合三文魚天空!,11,10,10,10,10,10,10,10,10,10
CX5BX990E,170,144300063894420,フツ奴,WN5B7VKPU,きんぴられんこん,2,10,10,10,10,10,10,10,10,10
JC33CNHML,171,144192466101518,可斯可斯,PBRDPWEY1,무라무라회,3,10,10,10,10,10,10,10,10,10
45NY6HUBX,172,144181140995547,蚕,25PMPEMG7,星見製作,2,10,10,10,10,10,10,10,10,10
8E70ID58F,173,144098629557189,あるとす,WN5B7VKPU,きんぴられんこん,7,10,10,10,10,10,10,10,10,10
1Y0XFNNDJ,174,143883415069182,大陸太強大了,EYN9H9N16,蓮好好俱樂部,9,10,10,10,10,10,10,10,10,10
12Y4UB4XJ,175,143840673631311,かぴたる,49AMYCXCD,ルドベキア,10,10,10,10,10,10,10,10,10,10
CRBY4XCB9,176,143365436924853,全許夫,VW65MCVF8,擦擦者達,7,10,10,10,10,10,10,10,10,10
01F0ML4X6,177,143243487366699,TM,PPAHU1TNY,蓮ノ空のんびり部,3,10,10,10,10,10,10,10,10,10
9L52YPRA1,178,143228771708474,ハミングバード,FVJFA973A,新蓮天愛好者協會,3,10,10,10,10,10,10,10,10,10
RKVK0YI1L,179,143171233876292,カスおぢ,1BME38BCD,さすさやクラブ,13,10,10,10,10,10,10,10,10,10
TRLEB6AD0,180,142800410590817,ねんねこ,FC8NBAJBT,ラー麺二郎金沢店,5,10,10,10,10,10,10,10,10,10
8DV5XX99R,181,142799529693645,惡゛,25PMPEMG7,星見製作,4,10,10,10,10,10,10,10,10,10
4YTEQDE04,182,142791553185413,まんまる,EYN9H9N16,蓮好好俱樂部,6,10,10,10,10,10,10,10,10,10
VVRBWNSVQ,183,142676036760919,かんべえ,WN5B7VKPU,きんぴられんこん,8,10,10,10,10,10,10,10,10,10
LWHJCVJ19,184,142612315269362,小泉コン,FC8NBAJBT,ラー麺二郎金沢店,4,10,10,10,10,10,10,10,10,10
152BPF239,185,142544724202077,たると,YE7CX8RNP,能京カバディ部,3,10,10,10,10,10,10,10,10,10
HF5CLQ1F8,186,142515962394548,すがぽん,M5LHG6R4T,乙宗動物園,5,10,10,10,10,10,10,10,10,10
P4LVRKG9L,187,142441878820054,月見海月,RFYKY8DCD,LA.LA.LA,8,10,10,10,10,10,10,10,10,10
FN9BYATDE,188,142371725679267,EVO,11FB0EDDT,スクステ同好会,2,10,10,10,10,10,10,10,10,10
C9325WMEN,189,142134320599500,我是木村田守,PBRDPWEY1,무라무라회,0,10,10,10,10,10,10,10,10,10
GTVU8FY2P,190,142005618762841,963^3x2,FK5MUK0ET,くる♡すきクラブ,5,10,10,10,10,10,10,10,10,10
76L1SWWX0,191,141975218507684,花帆親衛隊巨花帆,GXR6C85BT,花帆ちゃん親衛隊,8,10,10,10,10,10,10,10,10,10
5GUR9X53N,192,141936639659515,すてぽ,2B97MH4YA,同じ話し何回も…,3,10,10,10,10,10,10,10,10,10
U8OROTM2Y,193,141597984065907,なってしまった！,YCTM6RYDP,金沢おでん同好会,9,10,10,10,10,10,10,10,10,10
HGC8Y4QUS,194,141263997846156,もがの,0UT59MJ8U,かほすこ同好会,4,10,10,10,10,10,10,10,10,9
MTS3N3QJK,195,141151726093494,rifotaku,D5A2EEG7F,わたくしは大丈部,11,10,10,10,10,10,10,10,10,10
7XT268BWG,196,140988573014084,ハッピー至上主義,FVJFA973A,新蓮天愛好者協會,7,10,10,10,10,10,10,10,10,10
70NE2637U,197,140807967850142,りふいっと,BKLW6CR5L,混合三文魚天空!,2,10,10,10,10,10,10,10,10,10
X0GQORFOT,198,140462511507117,灼熱カバディ完結,YE7CX8RNP,能京カバディ部,10,10,10,10,10,10,10,10,10,10
ED3WCG3KU,199,140273540451546,空門蒼,FVJFA973A,新蓮天愛好者協會,0,10,10,10,10,10,10,10,10,10
91HY4FXBS,200,140133439707071,なぎのおみあし,BKLW6CR5L,混合三文魚天空!,4,10,10,10,10,10,10,10,10,10
5W83UKK4H,201,139357696693192,望月,1BME38BCD,さすさやクラブ,13,10,10,10,10,10,10,10,10,10
INAGE6AD9,202,139148573742007,halxiel,X34LWGL6R,サークル2,4,10,10,10,9,10,10,10,10,10
64M70NFSR,203,139138202307416,擦擦者達 因幡,VW65MCVF8,擦擦者達,10,10,10,10,10,10,10,10,10,10
CCQ5QCTL1,204,139116804066894,琥珀,GMEF2K8DL,花咲く泥も好き²,6,10,10,10,10,10,10,10,10,10
OOC27PRN6,205,139064304776416,リリィ,DH6C5B7WF,蓮ノ空FC,1,10,10,10,10,10,10,10,10,10
GUAB3EU9H,206,139036975678233,くろこぶ,946GHDWF2,まったりハスら～,2,9,10,10,10,10,10,10,10,10
0GWYFP0AP,207,138847888821181,あお2,11FB0EDDT,スクステ同好会,2,10,10,10,10,10,10,10,10,10
ZWGHFBK3S,208,138317182744119,DSsuzu,YCTM6RYDP,金沢おでん同好会,10,10,10,10,10,10,10,10,10,10
845LY9UX1,209,138306071592393,鈴木さつき,WN5B7VKPU,きんぴられんこん,2,10,10,10,10,10,10,10,10,10
K72PH1O9S,210,138237214817103,わっぴ,9VVUHVLTK,はすのひよこ,7,10,10,10,10,10,10,10,10,10
DLSZMF1HF,211,137914257245476,小牧,11XTEEEJT,リンクラ料理部,9,10,10,10,10,10,10,10,10,10
7Q17H65NQ,212,137721796062943,mitsu,YE7CX8RNP,能京カバディ部,6,10,10,10,10,10,10,10,10,10
P3O3FFU0F,213,137504574513584,てんま,EYN9H9N16,蓮好好俱樂部,0,10,10,10,10,10,10,10,10,10
49TUEFEKF,214,137408019835308,もふもふまじん再,V6VCA0C4N,ドル家の『D』,12,10,10,10,10,10,10,10,10,10
1AZ5EJR7Z,215,137321380297379,Inahime,X7C21B7H7,泥,4,10,10,10,10,10,10,10,10,10
KWNXKNY6X,216,137286707367369,ぷいにゅー,49AMYCXCD,ルドベキア,14,10,10,10,10,10,10,10,10,10
ZHVYQOXPW,217,137121394823091,擦擦者達　高楊,VW65MCVF8,擦擦者達,14,10,10,10,10,10,10,10,10,10
JNM0HFUXA,218,137097398422089,唯,MAJT0THVB,タピ♡すきクラブ,2,10,10,10,10,10,10,10,10,10
L6A36K16J,219,137050258456469,なりりきっず,FVJFA973A,新蓮天愛好者協會,5,10,10,10,10,10,10,10,10,10
