player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,姬芽,吟子,小铃,缀理,さやか,瑠璃乃,梢,花帆,慈
T95Y9M2F4,君・街・空・星,11FB0EDDT,スクステ同好会,13,203,13562881736571900,10,10,10,10,10,10,10,10,10
EU76L0TJ7,とまき,EYN9H9N16,蓮すきすきクラブ,8,204,13556087031115410,10,10,10,10,10,10,10,10,10
RFP277XPM,スガ,11FB0EDDT,スクステ同好会,15,205,13552047095121580,10,10,10,10,10,10,10,10,10
0USG3I0AK,ピーちゃん,VW65MCVF8,スリスリーズ,15,206,13550628961669020,10,10,10,10,10,10,10,10,10
PFE7K6YNC,テニサー幹部,M5LHG6R4T,乙宗動物園,6,207,13548208899183540,10,10,10,10,10,10,10,10,10
VX6FL3EOS,ミミル,EYEPHE14G,花上梢頭,15,208,13525127740007620,10,10,10,10,10,10,10,10,10
XKLJ2EBER,シェフカワサキ,Y2R7E79U3,カワウソ同好会,12,209,13514708805066770,10,10,10,10,10,10,10,10,10
FCED0MOWI,つかべん,RWARTHA1M,乙宗梢大好き部,15,210,13504578544456460,10,10,10,10,10,10,10,10,10
W0WYHMBR4,リョータ,3BDTCERX6,打ち返した流れ星,13,211,13497649635516760,10,10,10,10,10,10,10,10,10
MGGGX0GH1,石もふ,VW65MCVF8,スリスリーズ,15,212,13491658726101980,10,10,10,10,10,10,10,10,10
MGF090R00,りんご。,11XTEEEJT,リンクラ料理部,0,213,13483934142022990,10,10,10,10,10,10,10,10,10
NXLLUPEY0,ゆ〜いん,R181MKNX1,みらくらは人生！,12,214,13476516428245860,10,10,10,10,10,10,10,10,10
U8OROTM2Y,なってしまった！,YCTM6RYDP,金沢おでん同好会,13,215,13460238775221300,10,10,10,10,10,10,10,10,10
1VM9SAJVY,ユデジロウ,FVJFA973A,蓮ノ空愛好会,11,216,13459180704954310,10,10,10,10,10,10,10,10,10
