player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,さやか,花帆,慈,小铃,吟子,瑠璃乃,梢,姬芽,缀理
0RK71VLVD,クリームソーダ,BT22M41DV,梢花帆吟子同好会,0,1974,6118515048612761,10,9,10,10,9,9,9,9,10
G36QSA8I2,ウェイク,K8C99H42D,ルリと喜ド！愛楽,5,1975,6117892222356734,9,9,10,9,9,8,10,7,10
HP7QWINVD,佳凛,0R8BXPRC1,ポチっ！とクラブ,4,1976,6117813720309029,10,8,10,10,9,9,8,9,10
ASLXPDS1Q,ささみ,Y2R7E79U3,カワウソ同好会,0,1977,6112016912005060,10,10,10,10,10,10,10,10,10
FRO9SDF5D,伊吹,NDTPN879N,ライバーズハイ,7,1978,6108467534338080,10,10,10,10,10,10,10,10,10
NR2KWK6XD,みお,VNEY6C9BE,スリーマーメイド,0,1979,6107488163067478,10,10,10,10,10,10,10,10,10
F8EBXAP6G,ちゃみ,V26546K3D,乙宗気合筋肉,6,1980,6104134159650115,6,8,10,7,8,7,9,6,10
AE2HM3R26,あまもり,1GJC67JLM,無言の泥,1,1981,6099596184324572,8,8,10,7,10,8,8,7,10
33LNLB21H,なろー,BTVC9G95X,FES用,0,1982,6096485661179129,8,10,10,8,10,8,10,8,10
4DMAH9D4E,おむ,0B8RTHY4D,のんびり屋さん,7,1983,6095092514641341,10,10,10,10,10,10,10,10,10
HKA8V11UH,まいこ,38KAJGDGU,異次元シャニP,1,1984,6092418240356575,10,7,9,9,9,7,8,5,9
FGVG90592,ゆきち,FMKP92LRL,目が霞む人達,3,1985,6088929521917587,10,10,10,10,10,10,10,10,10
RKG6Y99R8,ただのまるかん,48BTAPMBG,蓮ノ空魔術部,15,1986,6087060143045222,10,10,10,10,10,10,10,10,10
0EN2511JR,TOM,6XX7GBM0K,ぷちぐる同好会,2,1987,6081752394279481,10,10,10,10,10,10,10,10,10
WEV79L7C0,ライトブルー,4RY75CKM4,LLすこ部　メ募,11,1988,6069841921559492,10,10,10,10,10,10,10,10,10
J4HNT0HPG,しゅう,GW4CH70HK,TKG同好会,4,1989,6067414692019247,10,10,10,10,10,10,10,10,10
YVM6L46HD,リクト,HBK6KCRPP,無言でおけ,11,1990,6064841999605138,10,10,10,10,10,10,10,10,10
G4B419TOO,にんげん,573J1JVVK,かほかほ,5,1991,6062017558515396,10,10,10,10,10,9,9,10,10
UA5O2BV67,さいん,5VCRU63W0,まっちみん,6,1992,6060282175789125,10,10,10,10,10,10,10,10,10
OK7CBMS4G,ポール,F8MLHU2NV,乙宗梢様､､､,2,1993,6060199160939041,10,10,10,10,10,10,10,10,10
LJ7LCP5T2,ミナミーノ,J7N4W6Y1K,こずミックラブ♡,3,1994,6059726421977875,10,9,9,9,10,9,10,9,10
V5B1VKYJM,MikaSa,AVX749PPB,姫芽ちゃん親衛隊,1,1995,6058399776709098,10,10,10,10,10,10,10,10,10
