name,player_id,play_time,stage,point,score,加成(去除日期),day,score_count,score_segment_1,score_segment_2,score_segment_3,score_segment_4,有效记录,保底记录,最大单次得分,平均单次得分,平均得分间隔
ここな好き好き,P3H7LU5K2,2025-03-24 02:57:22,B,72183906365659,3797164610623,-,day3,131,"[{""score_time"": 0, ""score_value"": 0}, {""score_time"": 3942, ""score_value"": 5596692}, {""score_time"": 4229, ""score_value"": 10154259}, {""score_time"": 11546, ""score_value"": 16708040}, {""score_time"": 11833, ""score_value"": 39313568}, {""score_time"": 12683, ""score_value"": 73879608}, {""score_time"": 12860, ""score_value"": 74137749}, {""score_time"": 12970, ""score_value"": 117161171}, {""score_time"": 14603, ""score_value"": 177738149}, {""score_time"": 14890, ""score_value"": 778835528}, {""score_time"": 16689, ""score_value"": 2715571310}, {""score_time"": 16998, ""score_value"": 3851645355}, {""score_time"": 18799, ""score_value"": 5063457688}, {""score_time"": 19097, ""score_value"": 6239499759}, {""score_time"": 20013, ""score_value"": 6267500761}, {""score_time"": 21072, ""score_value"": 8414984408}, {""score_time"": 21359, ""score_value"": 9859991678}, {""score_time"": 21558, ""score_value"": 12007475325}, {""score_time"": 21856, ""score_value"": 16998915337}, {""score_time"": 22033, ""score_value"": 18209508951}, {""score_time"": 22330, ""score_value"": 26182261549}, {""score_time"": 22838, ""score_value"": 27392855163}, {""score_time"": 22860, ""score_value"": 27399630874}, {""score_time"": 23136, ""score_value"": 35372383472}, {""score_time"": 23313, ""score_value"": 37519867119}, {""score_time"": 23600, ""score_value"": 45933941289}, {""score_time"": 24504, ""score_value"": 46508439628}, {""score_time"": 24802, ""score_value"": 57998406219}, {""score_time"": 26480, ""score_value"": 66546607424}, {""score_time"": 28323, ""score_value"": 66767305905}, {""score_time"": 28576, ""score_value"": 66774425211}, {""score_time"": 28621, ""score_value"": 78592472681}, {""score_time"": 28863, ""score_value"": 78791813244}]","[{""score_time"": 29161, ""score_value"": 90609860714}, {""score_time"": 30243, ""score_value"": 105042734046}, {""score_time"": 32207, ""score_value"": 107190217693}, {""score_time"": 32505, ""score_value"": 129695846314}, {""score_time"": 33598, ""score_value"": 147154888365}, {""score_time"": 33796, ""score_value"": 149302372012}, {""score_time"": 34094, ""score_value"": 178035703209}, {""score_time"": 35904, ""score_value"": 178740564733}, {""score_time"": 36202, ""score_value"": 214259944255}, {""score_time"": 37273, ""score_value"": 252592527354}, {""score_time"": 38354, ""score_value"": 292793421226}, {""score_time"": 39093, ""score_value"": 299557994715}, {""score_time"": 39634, ""score_value"": 306258143694}, {""score_time"": 40009, ""score_value"": 313022717183}, {""score_time"": 40892, ""score_value"": 319722866162}, {""score_time"": 41334, ""score_value"": 359730486506}, {""score_time"": 41863, ""score_value"": 365464267844}, {""score_time"": 42194, ""score_value"": 388657091232}, {""score_time"": 42857, ""score_value"": 399995804889}, {""score_time"": 43706, ""score_value"": 415522111657}, {""score_time"": 44413, ""score_value"": 426925249823}, {""score_time"": 45836, ""score_value"": 450182497721}, {""score_time"": 46278, ""score_value"": 473375321109}, {""score_time"": 47436, ""score_value"": 496632569007}, {""score_time"": 47911, ""score_value"": 519825392395}, {""score_time"": 48661, ""score_value"": 525945720789}, {""score_time"": 49213, ""score_value"": 549138544177}, {""score_time"": 49831, ""score_value"": 561894597041}, {""score_time"": 50316, ""score_value"": 577420903809}, {""score_time"": 50813, ""score_value"": 583798930241}, {""score_time"": 51310, ""score_value"": 596554983105}, {""score_time"": 52204, ""score_value"": 612081289873}, {""score_time"": 53395, ""score_value"": 619232410418}]","[{""score_time"": 53793, ""score_value"": 633341377979}, {""score_time"": 54245, ""score_value"": 647772468087}, {""score_time"": 54720, ""score_value"": 663943019949}, {""score_time"": 55227, ""score_value"": 679404902208}, {""score_time"": 56949, ""score_value"": 708911327518}, {""score_time"": 57501, ""score_value"": 738288903809}, {""score_time"": 58009, ""score_value"": 768053027157}, {""score_time"": 59090, ""score_value"": 788990992716}, {""score_time"": 61320, ""score_value"": 820816700365}, {""score_time"": 61849, ""score_value"": 837116101246}, {""score_time"": 63240, ""score_value"": 873129402007}, {""score_time"": 64354, ""score_value"": 905534930241}, {""score_time"": 65061, ""score_value"": 938391430041}, {""score_time"": 65723, ""score_value"": 972794118066}, {""score_time"": 67864, ""score_value"": 1030518478498}, {""score_time"": 70976, ""score_value"": 1088242838930}, {""score_time"": 72620, ""score_value"": 1116138651505}, {""score_time"": 76880, ""score_value"": 1177621108319}, {""score_time"": 79132, ""score_value"": 1201329327782}, {""score_time"": 81935, ""score_value"": 1262725885250}, {""score_time"": 85036, ""score_value"": 1297643969351}, {""score_time"": 86791, ""score_value"": 1369906794073}, {""score_time"": 87310, ""score_value"": 1445068721718}, {""score_time"": 87895, ""score_value"": 1520166224854}, {""score_time"": 88844, ""score_value"": 1596101246612}, {""score_time"": 89638, ""score_value"": 1674183752017}, {""score_time"": 90466, ""score_value"": 1689710058785}, {""score_time"": 90885, ""score_value"": 1742280458464}, {""score_time"": 91338, ""score_value"": 1765473281852}, {""score_time"": 92519, ""score_value"": 1788730529750}, {""score_time"": 93523, ""score_value"": 1811987777648}, {""score_time"": 93942, ""score_value"": 1868681345929}, {""score_time"": 94296, ""score_value"": 1925439338720}]","[{""score_time"": 95167, ""score_value"": 1983099274642}, {""score_time"": 96094, ""score_value"": 2041339031149}, {""score_time"": 96613, ""score_value"": 2056800913408}, {""score_time"": 97485, ""score_value"": 2119163838517}, {""score_time"": 97860, ""score_value"": 2181462339117}, {""score_time"": 98257, ""score_value"": 2243760839717}, {""score_time"": 99041, ""score_value"": 2264763229785}, {""score_time"": 99493, ""score_value"": 2280225112044}, {""score_time"": 100575, ""score_value"": 2346775630265}, {""score_time"": 101094, ""score_value"": 2413132874958}, {""score_time"": 101601, ""score_value"": 2480069940235}, {""score_time"": 102440, ""score_value"": 2547457977078}, {""score_time"": 103345, ""score_value"": 2615425834506}, {""score_time"": 103698, ""score_value"": 2630458220035}, {""score_time"": 103996, ""score_value"": 2722563793655}, {""score_time"": 104658, ""score_value"": 2739765137668}, {""score_time"": 105541, ""score_value"": 2809730154888}, {""score_time"": 106424, ""score_value"": 2879759596617}, {""score_time"": 108134, ""score_value"": 2951270802063}, {""score_time"": 108542, ""score_value"": 3022717582999}, {""score_time"": 109127, ""score_value"": 3094744184520}, {""score_time"": 109679, ""score_value"": 3167737153682}, {""score_time"": 110385, ""score_value"": 3240794547353}, {""score_time"": 110992, ""score_value"": 3263987370741}, {""score_time"": 112780, ""score_value"": 3279513677509}, {""score_time"": 113365, ""score_value"": 3354632655482}, {""score_time"": 113740, ""score_value"": 3377825478870}, {""score_time"": 114446, ""score_value"": 3453975248993}, {""score_time"": 114943, ""score_value"": 3530060594607}, {""score_time"": 115550, ""score_value"": 3607112307862}, {""score_time"": 117128, ""score_value"": 3631722470457}, {""score_time"": 118077, ""score_value"": 3714121417993}, {""score_time"": 118574, ""score_value"": 3797164610623}]",True,True,92105573620,28985989394.0687,0.905145038167939
ここな好き好き,P3H7LU5K2,2025-03-24 02:52:27,C,19794218719728,292332142,-,day3,22,"[{""score_time"": 0, ""score_value"": 0}, {""score_time"": 14241, ""score_value"": 1077975}, {""score_time"": 18908, ""score_value"": 11666085}, {""score_time"": 19208, ""score_value"": 17654832}, {""score_time"": 24007, ""score_value"": 17798562}]","[{""score_time"": 33906, ""score_value"": 18373482}, {""score_time"": 36006, ""score_value"": 28290852}, {""score_time"": 36306, ""score_value"": 37345837}, {""score_time"": 47705, ""score_value"": 69512593}, {""score_time"": 48005, ""score_value"": 78625070}]","[{""score_time"": 51437, ""score_value"": 78791797}, {""score_time"": 64036, ""score_value"": 85000929}, {""score_time"": 66869, ""score_value"": 85117351}, {""score_time"": 68802, ""score_value"": 93103848}, {""score_time"": 69102, ""score_value"": 122034523}]","[{""score_time"": 82002, ""score_value"": 132598672}, {""score_time"": 90902, ""score_value"": 135591512}, {""score_time"": 91202, ""score_value"": 169839474}, {""score_time"": 91735, ""score_value"": 186315523}, {""score_time"": 92035, ""score_value"": 220563485}, {""score_time"": 99102, ""score_value"": 260048248}, {""score_time"": 99402, ""score_value"": 291131997}, {""score_time"": 108002, ""score_value"": 292332142}]",True,True,39484763,13287824.63636364,4.909181818181818
ここな好き好き,P3H7LU5K2,2025-03-24 02:51:47,A,15320442590280,234385863,-,day3,26,"[{""score_time"": 0, ""score_value"": 0}, {""score_time"": 16096, ""score_value"": 928669}, {""score_time"": 19163, ""score_value"": 1066250}, {""score_time"": 20829, ""score_value"": 21660456}, {""score_time"": 20896, ""score_value"": 21698974}, {""score_time"": 21129, ""score_value"": 28118614}]","[{""score_time"": 32328, ""score_value"": 28580829}, {""score_time"": 32462, ""score_value"": 40123342}, {""score_time"": 32762, ""score_value"": 46542982}, {""score_time"": 42760, ""score_value"": 47005197}, {""score_time"": 44127, ""score_value"": 57574494}, {""score_time"": 44427, ""score_value"": 65278062}]","[{""score_time"": 46960, ""score_value"": 65357218}, {""score_time"": 60358, ""score_value"": 69908684}, {""score_time"": 67857, ""score_value"": 72812011}, {""score_time"": 75491, ""score_value"": 93085170}, {""score_time"": 75791, ""score_value"": 103062115}, {""score_time"": 83690, ""score_value"": 128044388}]","[{""score_time"": 83990, ""score_value"": 138021333}, {""score_time"": 92424, ""score_value"": 184793255}, {""score_time"": 92724, ""score_value"": 194770200}, {""score_time"": 95657, ""score_value"": 194884223}, {""score_time"": 99224, ""score_value"": 212254996}, {""score_time"": 99524, ""score_value"": 221654762}, {""score_time"": 113057, ""score_value"": 221679923}, {""score_time"": 113357, ""score_value"": 234260061}, {""score_time"": 116523, ""score_value"": 234385863}]",True,True,46771922,9014840.884615384,4.481653846153845
曜丸祭司(仮),VAC80HKVR,2025-03-24 02:37:21,C,155366720872573,2461083835975,-,day3,138,"[{""score_time"": 0, ""score_value"": 0}, {""score_time"": 10439, ""score_value"": 45798744}, {""score_time"": 11638, ""score_value"": 109051732}, {""score_time"": 13905, ""score_value"": 173498173}, {""score_time"": 16138, ""score_value"": 300600875}, {""score_time"": 18338, ""score_value"": 427703577}, {""score_time"": 24004, ""score_value"": 435546266}, {""score_time"": 25737, ""score_value"": 451042522}, {""score_time"": 26037, ""score_value"": 594479520}, {""score_time"": 26804, ""score_value"": 625233049}, {""score_time"": 27104, ""score_value"": 915831477}, {""score_time"": 28404, ""score_value"": 965635422}, {""score_time"": 28704, ""score_value"": 1432552658}, {""score_time"": 28937, ""score_value"": 1494738964}, {""score_time"": 29170, ""score_value"": 1495555024}, {""score_time"": 29237, ""score_value"": 2166084031}, {""score_time"": 30004, ""score_value"": 2215034364}, {""score_time"": 30304, ""score_value"": 3227541356}, {""score_time"": 31370, ""score_value"": 3753899814}, {""score_time"": 31904, ""score_value"": 4794788450}, {""score_time"": 32437, ""score_value"": 5835677086}, {""score_time"": 32970, ""score_value"": 6604515283}, {""score_time"": 33503, ""score_value"": 7367439340}, {""score_time"": 34037, ""score_value"": 7887883658}, {""score_time"": 34270, ""score_value"": 7921397119}, {""score_time"": 34303, ""score_value"": 7922772064}, {""score_time"": 34570, ""score_value"": 9542915287}, {""score_time"": 35336, ""score_value"": 9607996006}, {""score_time"": 35636, ""score_value"": 11269387571}, {""score_time"": 35870, ""score_value"": 11512294480}, {""score_time"": 36003, ""score_value"": 11513861542}, {""score_time"": 36170, ""score_value"": 13522312020}, {""score_time"": 36703, ""score_value"": 14658431601}, {""score_time"": 36936, ""score_value"": 14907594382}]","[{""score_time"": 37236, ""score_value"": 17317668684}, {""score_time"": 37470, ""score_value"": 17571576759}, {""score_time"": 37736, ""score_value"": 17574178486}, {""score_time"": 37769, ""score_value"": 20390547584}, {""score_time"": 39836, ""score_value"": 20644215937}, {""score_time"": 40136, ""score_value"": 23960617151}, {""score_time"": 40669, ""score_value"": 25534996629}, {""score_time"": 41736, ""score_value"": 28849395040}, {""score_time"": 42802, ""score_value"": 30511170142}, {""score_time"": 43335, ""score_value"": 33850107152}, {""score_time"": 43569, ""score_value"": 34051674321}, {""score_time"": 43869, ""score_value"": 38434738254}, {""score_time"": 44102, ""score_value"": 38619556040}, {""score_time"": 44402, ""score_value"": 43611966273}, {""score_time"": 44935, ""score_value"": 47631829058}, {""score_time"": 45169, ""score_value"": 47776321824}, {""score_time"": 45468, ""score_value"": 53503016832}, {""score_time"": 45702, ""score_value"": 53615541368}, {""score_time"": 46002, ""score_value"": 60027676916}, {""score_time"": 46768, ""score_value"": 60105662350}, {""score_time"": 47068, ""score_value"": 67237755412}, {""score_time"": 47302, ""score_value"": 67265633301}, {""score_time"": 47602, ""score_value"": 75152200852}, {""score_time"": 48135, ""score_value"": 83722281946}, {""score_time"": 48668, ""score_value"": 92774335181}, {""score_time"": 49735, ""score_value"": 94731655659}, {""score_time"": 50268, ""score_value"": 104299594198}, {""score_time"": 50801, ""score_value"": 114375873638}, {""score_time"": 51334, ""score_value"": 123938502873}, {""score_time"": 51868, ""score_value"": 135934422476}, {""score_time"": 52634, ""score_value"": 148490126076}, {""score_time"": 53434, ""score_value"": 161677362109}, {""score_time"": 53967, ""score_value"": 170018007122}, {""score_time"": 57167, ""score_value"": 171599634524}]","[{""score_time"": 57700, ""score_value"": 185373824055}, {""score_time"": 58233, ""score_value"": 199741974769}, {""score_time"": 58767, ""score_value"": 215370819751}, {""score_time"": 59300, ""score_value"": 231599993850}, {""score_time"": 59833, ""score_value"": 238287840319}, {""score_time"": 60367, ""score_value"": 255880825459}, {""score_time"": 61433, ""score_value"": 274826937556}, {""score_time"": 61966, ""score_value"": 293372114638}, {""score_time"": 62500, ""score_value"": 315279189590}, {""score_time"": 62733, ""score_value"": 317426673237}, {""score_time"": 63033, ""score_value"": 344514616076}, {""score_time"": 63799, ""score_value"": 345012907009}, {""score_time"": 64099, ""score_value"": 377253893357}, {""score_time"": 64333, ""score_value"": 379401377004}, {""score_time"": 64633, ""score_value"": 412503833533}, {""score_time"": 64866, ""score_value"": 412955610959}, {""score_time"": 65166, ""score_value"": 451819377924}, {""score_time"": 65699, ""score_value"": 477531001075}, {""score_time"": 66233, ""score_value"": 504007031399}, {""score_time"": 66766, ""score_value"": 521376369594}, {""score_time"": 67299, ""score_value"": 534095488809}, {""score_time"": 69433, ""score_value"": 547878877312}, {""score_time"": 71033, ""score_value"": 561135771113}, {""score_time"": 71566, ""score_value"": 574310323958}, {""score_time"": 72099, ""score_value"": 587567217759}, {""score_time"": 72633, ""score_value"": 628486340905}, {""score_time"": 73166, ""score_value"": 670800931327}, {""score_time"": 73699, ""score_value"": 699010658275}, {""score_time"": 74233, ""score_value"": 727308540620}, {""score_time"": 74766, ""score_value"": 772712086346}, {""score_time"": 75299, ""score_value"": 804075178173}, {""score_time"": 75833, ""score_value"": 854584586045}, {""score_time"": 76366, ""score_value"": 908546782178}, {""score_time"": 76899, ""score_value"": 945694670821}]","[{""score_time"": 77433, ""score_value"": 984211165887}, {""score_time"": 83032, ""score_value"": 1048403924931}, {""score_time"": 83566, ""score_value"": 1116765881721}, {""score_time"": 84099, ""score_value"": 1188384461349}, {""score_time"": 84632, ""score_value"": 1188393224203}, {""score_time"": 84932, ""score_value"": 1261901589440}, {""score_time"": 85432, ""score_value"": 1262142614182}, {""score_time"": 85732, ""score_value"": 1336619464018}, {""score_time"": 86232, ""score_value"": 1337110173327}, {""score_time"": 86532, ""score_value"": 1412508324174}, {""score_time"": 87066, ""score_value"": 1412801939733}, {""score_time"": 87366, ""score_value"": 1489144983384}, {""score_time"": 87866, ""score_value"": 1489732967211}, {""score_time"": 88166, ""score_value"": 1567020903667}, {""score_time"": 88666, ""score_value"": 1567372567739}, {""score_time"": 88966, ""score_value"": 1645605397000}, {""score_time"": 89499, ""score_value"": 1646245972794}, {""score_time"": 89799, ""score_value"": 1725423694859}, {""score_time"": 90566, ""score_value"": 1725810992660}, {""score_time"": 90866, ""score_value"": 1805950999774}, {""score_time"": 92466, ""score_value"": 1840740234856}, {""score_time"": 92999, ""score_value"": 1875207347391}, {""score_time"": 93566, ""score_value"": 1909610035416}, {""score_time"": 97299, ""score_value"": 1974356667374}, {""score_time"": 98899, ""score_value"": 2022417351394}, {""score_time"": 99432, ""score_value"": 2070993431490}, {""score_time"": 99966, ""score_value"": 2141538269294}, {""score_time"": 100499, ""score_value"": 2157902094685}, {""score_time"": 101032, ""score_value"": 2193335574861}, {""score_time"": 101565, ""score_value"": 2228833479546}, {""score_time"": 104765, ""score_value"": 2268905524400}, {""score_time"": 105299, ""score_value"": 2307882352594}, {""score_time"": 105832, ""score_value"": 2343315832770}, {""score_time"": 106365, ""score_value"": 2369407759082}, {""score_time"": 106899, ""score_value"": 2408384587276}, {""score_time"": 107432, ""score_value"": 2447876811545}, {""score_time"": 107965, ""score_value"": 2461083835975}]",True,True,80140007114,17833940840.39855,0.7823550724637683
曜丸祭司(仮),VAC80HKVR,2025-03-24 02:36:37,B,259058614286480,2585538516022,-,day3,134,"[{""score_time"": 0, ""score_value"": 0}, {""score_time"": 8282, ""score_value"": 68380697}, {""score_time"": 12015, ""score_value"": 148023628}, {""score_time"": 12548, ""score_value"": 215200709}, {""score_time"": 13615, ""score_value"": 283070337}, {""score_time"": 14148, ""score_value"": 350247418}, {""score_time"": 15748, ""score_value"": 459231826}, {""score_time"": 17348, ""score_value"": 534293935}, {""score_time"": 18948, ""score_value"": 685139904}, {""score_time"": 20014, ""score_value"": 689873602}, {""score_time"": 21848, ""score_value"": 694988996}, {""score_time"": 22148, ""score_value"": 721154905}, {""score_time"": 22381, ""score_value"": 722989043}, {""score_time"": 22681, ""score_value"": 749154952}, {""score_time"": 24414, ""score_value"": 758628526}, {""score_time"": 24714, ""score_value"": 913398231}, {""score_time"": 31680, ""score_value"": 936813838}, {""score_time"": 31980, ""score_value"": 1100987165}, {""score_time"": 32780, ""score_value"": 1113575255}, {""score_time"": 32813, ""score_value"": 1115159770}, {""score_time"": 32880, ""score_value"": 1115423856}, {""score_time"": 33080, ""score_value"": 1290160614}, {""score_time"": 35213, ""score_value"": 1307190462}, {""score_time"": 35513, ""score_value"": 1593267400}, {""score_time"": 36580, ""score_value"": 1789617060}, {""score_time"": 40112, ""score_value"": 2045627999}, {""score_time"": 40646, ""score_value"": 2304031564}, {""score_time"": 41179, ""score_value"": 2562435129}, {""score_time"": 42879, ""score_value"": 2563118737}, {""score_time"": 49511, ""score_value"": 2639491679}, {""score_time"": 49545, ""score_value"": 2643100435}, {""score_time"": 49811, ""score_value"": 3332372644}, {""score_time"": 50045, ""score_value"": 3357633930}]","[{""score_time"": 50344, ""score_value"": 4068558669}, {""score_time"": 52011, ""score_value"": 4166235640}, {""score_time"": 52311, ""score_value"": 5184853710}, {""score_time"": 57610, ""score_value"": 5533171589}, {""score_time"": 57910, ""score_value"": 6741729060}, {""score_time"": 58143, ""score_value"": 7004841388}, {""score_time"": 58443, ""score_value"": 8873015371}, {""score_time"": 59010, ""score_value"": 9038638467}, {""score_time"": 59310, ""score_value"": 11655152917}, {""score_time"": 60576, ""score_value"": 12441965866}, {""score_time"": 61643, ""score_value"": 14108522426}, {""score_time"": 62710, ""score_value"": 14975875283}, {""score_time"": 64309, ""score_value"": 15912322206}, {""score_time"": 65043, ""score_value"": 16792954411}, {""score_time"": 65943, ""score_value"": 17300226912}, {""score_time"": 66243, ""score_value"": 20905579838}, {""score_time"": 66776, ""score_value"": 21742181070}, {""score_time"": 67309, ""score_value"": 25633040765}, {""score_time"": 67543, ""score_value"": 26030751319}, {""score_time"": 67843, ""score_value"": 30579416864}, {""score_time"": 68376, ""score_value"": 32841842135}, {""score_time"": 69143, ""score_value"": 33122859173}, {""score_time"": 69443, ""score_value"": 40134849614}, {""score_time"": 69976, ""score_value"": 43131985342}, {""score_time"": 70209, ""score_value"": 43433796878}, {""score_time"": 70509, ""score_value"": 50939718438}, {""score_time"": 70743, ""score_value"": 51054909346}, {""score_time"": 71043, ""score_value"": 59945991808}, {""score_time"": 71576, ""score_value"": 69885780276}, {""score_time"": 72109, ""score_value"": 73759693467}, {""score_time"": 73409, ""score_value"": 73793739952}, {""score_time"": 73709, ""score_value"": 85307971233}, {""score_time"": 74243, ""score_value"": 89433390997}]","[{""score_time"": 74776, ""score_value"": 97937768174}, {""score_time"": 75843, ""score_value"": 106682064245}, {""score_time"": 76376, ""score_value"": 111139442873}, {""score_time"": 77443, ""score_value"": 120242795481}, {""score_time"": 78209, ""score_value"": 120429214737}, {""score_time"": 78509, ""score_value"": 135533601967}, {""score_time"": 79576, ""score_value"": 146826644272}, {""score_time"": 79809, ""score_value"": 147144104750}, {""score_time"": 80009, ""score_value"": 147147413958}, {""score_time"": 80109, ""score_value"": 165949228611}, {""score_time"": 80342, ""score_value"": 166285664725}, {""score_time"": 80642, ""score_value"": 188669904036}, {""score_time"": 81176, ""score_value"": 205245433940}, {""score_time"": 81709, ""score_value"": 213745535544}, {""score_time"": 82242, ""score_value"": 230703189676}, {""score_time"": 82776, ""score_value"": 248516193857}, {""score_time"": 83309, ""score_value"": 279539999273}, {""score_time"": 83842, ""score_value"": 300206914966}, {""score_time"": 84376, ""score_value"": 311055874111}, {""score_time"": 84909, ""score_value"": 330948941423}, {""score_time"": 85442, ""score_value"": 341986487978}, {""score_time"": 85976, ""score_value"": 381273970465}, {""score_time"": 87042, ""score_value"": 408324963490}, {""score_time"": 87576, ""score_value"": 413707929552}, {""score_time"": 88109, ""score_value"": 440994937953}, {""score_time"": 88642, ""score_value"": 446377904015}, {""score_time"": 89176, ""score_value"": 474282183397}, {""score_time"": 91309, ""score_value"": 513269478256}, {""score_time"": 92376, ""score_value"": 541440221729}, {""score_time"": 93442, ""score_value"": 543204832059}, {""score_time"": 93976, ""score_value"": 571753876805}, {""score_time"": 94509, ""score_value"": 599759434697}, {""score_time"": 95042, ""score_value"": 617757382253}]","[{""score_time"": 95576, ""score_value"": 636010028304}, {""score_time"": 96109, ""score_value"": 661465069823}, {""score_time"": 96642, ""score_value"": 674258365884}, {""score_time"": 97709, ""score_value"": 687615833259}, {""score_time"": 98242, ""score_value"": 700874600136}, {""score_time"": 99309, ""score_value"": 714429468506}, {""score_time"": 99842, ""score_value"": 741605005578}, {""score_time"": 101442, ""score_value"": 769793503874}, {""score_time"": 102509, ""score_value"": 790893666341}, {""score_time"": 103042, ""score_value"": 805597842061}, {""score_time"": 103575, ""score_value"": 858099346518}, {""score_time"": 104109, ""score_value"": 917308413499}, {""score_time"": 104642, ""score_value"": 977097602380}, {""score_time"": 105175, ""score_value"": 1051416742556}, {""score_time"": 105709, ""score_value"": 1132833341798}, {""score_time"": 106242, ""score_value"": 1221409341364}, {""score_time"": 106775, ""score_value"": 1282359539667}, {""score_time"": 107309, ""score_value"": 1377514540066}, {""score_time"": 107842, ""score_value"": 1381057888084}, {""score_time"": 108375, ""score_value"": 1479756236501}, {""score_time"": 108909, ""score_value"": 1515576263733}, {""score_time"": 109442, ""score_value"": 1615305404300}, {""score_time"": 109975, ""score_value"": 1649063847231}, {""score_time"": 110509, ""score_value"": 1750854572099}, {""score_time"": 111042, ""score_value"": 1853096268533}, {""score_time"": 111575, ""score_value"": 1922352616149}, {""score_time"": 112642, ""score_value"": 2040120619351}, {""score_time"": 113175, ""score_value"": 2079934966167}, {""score_time"": 113709, ""score_value"": 2159821357836}, {""score_time"": 114242, ""score_value"": 2239707749505}, {""score_time"": 115309, ""score_value"": 2350195783144}, {""score_time"": 116375, ""score_value"": 2428986958153}, {""score_time"": 116909, ""score_value"": 2466546447140}, {""score_time"": 117442, ""score_value"": 2504170360636}, {""score_time"": 117975, ""score_value"": 2544757801565}, {""score_time"": 118509, ""score_value"": 2585538516022}]",True,True,117768003202,19295063552.40298,0.8843955223880601
