player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,姬芽,慈,さやか,花帆,缀理,小铃,梢,吟子,瑠璃乃
C7IMXOP79,ナーガ,FVJFA973A,蓮ノ空愛好会,0,179,8704931196000033,10,10,10,10,10,10,10,10,10
PFE7K6YNC,テニサー幹部,M5LHG6R4T,乙宗動物園,6,180,8695992253041263,10,10,10,10,10,10,10,10,10
JAG81QH05,たらみ,GXR6C85BT,花帆ちゃん親衛隊,10,181,8690974025138625,10,10,10,10,10,10,10,10,10
A1YL665HX,dai,YCTM6RYDP,金沢おでん同好会,15,182,8685885741648214,10,10,10,10,10,10,10,10,10
FYK24K9Y1,卓球,HBUK6F7CC,乙宗梢なりきり部,15,183,8685027691667459,10,10,10,10,10,10,10,10,10
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,15,184,8684548477810247,10,10,10,10,10,10,10,10,10
9L52YPRA1,ハミングバード,FVJFA973A,蓮ノ空愛好会,3,185,8681854211193203,10,10,10,10,10,10,10,10,10
AT03UHE11,えむ,25PMPEMG7,星見プロ,15,186,8669136856809174,10,10,10,10,10,10,10,10,10
7PLTVA4SD,どんきちうどん,M5LHG6R4T,乙宗動物園,4,187,8658884354460481,10,10,10,10,10,10,10,10,10
VLVZCU5K1,ひなつき,B5V2LNN43,WMW,15,188,8652801818682365,10,10,10,10,10,10,10,10,10
YHD181KD3,AN@,FVJFA973A,蓮ノ空愛好会,14,189,8641786184685106,10,10,10,10,10,10,10,10,10
AL804BYBX,はなぶさ,YE7CX8RNP,蓮ノ大三十穣角,15,190,8641770812909519,10,10,10,10,10,10,10,10,10
XK44KNPLR,C_T4KE,GXR6C85BT,花帆ちゃん親衛隊,13,191,8638793502694358,10,10,10,10,10,10,10,10,10
0USG3I0AK,ピーちゃん,VW65MCVF8,スリスリーズ,15,192,8628925775343749,10,10,10,10,10,10,10,10,10
ALF76WC94,あかつき,RWARTHA1M,乙宗梢大好き部,15,193,8617006781801327,10,10,10,10,10,10,10,10,10
