player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,结算前A RANK,结算前A分数,结算前B RANK,结算前B分数,结算前C RANK,结算前C分数,结算前音游 RANK,结算前音游分数,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
4YTEQDE04,ぎんかほ♡結婚式,EYN9H9N16,蓮すきすきクラブ,1751,17,1,6000000,3,12446257475926,2,13395367286907,1,11906347756729,2,109698278451,10,10,10,10,10,10,10,10,80
OZHGPXIGS,おばあちゃん,WN5B7VKPU,きんぴられんこん,1809,18,2,5990000,6827,25340376121,10194,5935416,7173,4898027458,11,107728004716,10,10,10,10,10,10,10,10,80
XTY4GG18V,スイカ果汁,1BME38BCD,さすさやクラブ,1750,17,3,5950000,8437,1375614746,6001,62145314728,5321,138952756996,3,109511873395,10,10,10,10,10,10,10,10,80
HVA8EZJWM,鍋,3F9P3U95T,ଳ天地鱏明の空ଳ,1766,17,3,5950000,15,12027698683692,15,12409488722976,7,11071963300266,0,0,10,10,10,10,10,10,10,10,80
NC6WJYFVX,でら,EYN9H9N16,蓮すきすきクラブ,1812,17,5,5940000,4,12387316671885,29,12138249732194,9,10804779507565,0,0,10,10,10,10,10,10,10,10,80
RKVK0YI1L,オレンジ果汁,1BME38BCD,さすさやクラブ,1822,17,6,5920000,0,0,0,0,0,0,8,108583331476,10,10,10,10,10,10,10,10,80
NWUFRAHLN,じゅんじゅん,3F9P3U95T,ଳ天地鱏明の空ଳ,1553,14,7,5910000,2,12489396471085,23,12292400649807,13,10718318236120,0,0,10,10,10,10,10,10,10,10,80
TKLRD66RN,ふじー,3F9P3U95T,ଳ天地鱏明の空ଳ,1727,16,8,5880000,8,12254054739372,24,12264634232358,20,10418866638855,0,0,10,10,10,10,10,10,10,10,80
M30MWLT24,ブルー果汁,1BME38BCD,さすさやクラブ,1848,18,8,5880000,8239,2018621806,9692,14919825,9973,10165909,9,108518453557,10,10,10,10,10,10,10,10,80
64M70NFSR,いなば,YE7CX8RNP,蓮ノ大三十角ex,1782,17,10,5870000,892,4569061893945,808,4457905556876,855,4443766760472,4,109186460871,10,10,10,10,10,10,10,10,80
5LL48ARPU,シュウ,3F9P3U95T,ଳ天地鱏明の空ଳ,1601,18,11,5860000,24,11302210052159,37,11912421788077,8,10918956332858,34,92782281963,10,10,10,10,10,10,10,10,80
6PNANEUV0,なの,WN5B7VKPU,きんぴられんこん,1785,18,12,5840000,7990,3321234753,6593,18147650048,6183,34438636208,6,108969079765,10,10,10,10,10,10,10,10,80
HF5CLQ1F8,すがぽん,M5LHG6R4T,乙宗動物園,1853,18,12,5840000,8107,2631489072,7189,4770513083,6940,7690475937,13,105496341955,10,10,10,10,10,10,10,10,80
ZWGHFBK3S,DSsuzu,YCTM6RYDP,金沢おでん同好会,1784,18,12,5840000,4184,411514546595,6105,51653093913,6240,31359530304,10,108513639856,10,10,10,10,10,10,10,10,80
8XP3JM3HY,ハヤシモリ,CX967RTGY,おんゆあさーくる,1672,16,15,5825000,7888,4077481255,7338,3354075832,8668,260876253,12,106200665252,10,10,10,10,10,10,10,10,80
ALF76WC94,あにょつき,11FB0EDDT,スクステ同好会,1548,16,16,5815000,36,11035663618567,27,12197610953313,15,10620765824447,0,0,10,10,10,10,10,10,10,10,80
NXLLUPEY0,ゆ〜いん,3F9P3U95T,ଳ天地鱏明の空ଳ,1520,16,17,5810000,7,12270641400153,22,12297881083218,34,10009943593711,0,0,10,10,10,10,10,10,10,10,80
TWKTW5AVC,喫茶蓮ノ空,GXR6C85BT,花帆ちゃん親衛隊,1543,18,18,5805000,7782,4896418238,9672,15589094,8125,792568235,7,108619608017,10,10,10,10,10,10,10,10,80
X0REUC1B0,ジークハルト,GXR6C85BT,花帆ちゃん親衛隊,1664,18,18,5805000,4993,234975935235,5847,84754599897,5467,110907456171,1,110533537478,10,10,10,10,10,10,10,10,80
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,1792,16,18,5805000,40,10901539803650,9,12655518806389,18,10514715406325,14,104573944314,10,10,10,10,10,10,10,10,80
JLADG5GPX,うぇすとれ,PBRDPWEY1,村村会,1616,17,18,5805000,28,11237275252315,3,12882540541485,11,10768622761683,0,0,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,49AMYCXCD,ルドベキア,1581,18,22,5800000,44,10643836371795,11,12561668978822,12,10727841964191,0,0,10,10,10,10,10,10,10,10,80
VGWT7LCX7,ZUC,3F9P3U95T,ଳ天地鱏明の空ଳ,1629,16,23,5795000,5,12356209638309,58,11398301419494,4,11139771359139,0,0,10,10,10,10,10,10,10,10,80
42J4J5OSG,ハラシヨ,W26TRPM1R,めぐ党藤島派,1706,18,24,5790000,32,11171592358241,28,12177465644322,3,11285264080086,0,0,10,10,10,10,10,10,10,10,80
A172AA7DD,にしん,3F9P3U95T,ଳ天地鱏明の空ଳ,1772,9,24,5790000,1,12699803203718,44,11759507577673,5,11093890662425,0,0,10,10,10,10,10,10,10,10,80
L8VJOGDKM,Ｚｚｚ,3F9P3U95T,ଳ天地鱏明の空ଳ,1815,18,26,5785000,5248,187375092394,6227,40064873909,3808,482229753878,5,109083929363,10,10,10,10,10,10,10,10,80
AJMEJX0KG,こーか,EYN9H9N16,蓮すきすきクラブ,1666,17,27,5765000,19,11467171447547,4,12813858751686,949,4063536204039,16,102410645090,10,10,10,10,10,10,10,10,80
KXMPLAX04,ろーぱす,3F9P3U95T,ଳ天地鱏明の空ଳ,1580,17,27,5765000,11,12190619696475,52,11504951536266,16,10604429515337,0,0,10,10,10,10,10,10,10,10,80
8E70ID58F,あるとす,WN5B7VKPU,きんぴられんこん,1762,17,29,5750000,3855,495209085532,5083,244376015518,4705,261756116203,20,101123201604,10,10,10,10,10,10,10,10,80
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,1799,17,30,5745000,42,10756246707578,21,12301960613957,10,10782271859279,0,0,10,10,10,10,10,10,10,10,80
FVG9O3T6M,484,CX967RTGY,おんゆあさーくる,1783,18,30,5745000,6721,30442792982,7188,4773226915,7057,6177020980,19,101163328787,10,10,10,10,10,10,10,10,80
ZX04ZZ2IW,きく,YCTM6RYDP,金沢おでん同好会,1600,16,32,5730000,0,0,0,0,0,0,21,100988531912,10,10,10,10,10,10,10,10,80
T09VDOIFQ,ぼぬ,998H940YN,お嬢様筋トレ部,1694,18,33,5725000,7576,7270999104,7871,1037809893,6728,12054299357,17,102231321478,10,10,10,10,10,10,10,10,80
1P6AUGHX2,もじゃもじゃ,CX967RTGY,おんゆあさーくる,1658,17,34,5715000,33,11083689587645,10,12637426663202,25,10339957972024,0,0,10,10,10,10,10,10,10,10,80
56DXP4XGM,osA_,3F9P3U95T,ଳ天地鱏明の空ଳ,1538,14,34,5715000,10,12194612572080,33,12036581835776,72,9322558420972,0,0,10,10,10,10,10,10,10,10,80
0UXX86CCP,やん(KK),1BME38BCD,さすさやクラブ,1807,19,36,5710000,0,0,0,0,0,0,23,99405954597,10,10,10,10,10,10,10,10,80
FCED0MOWI,つかべん,RWARTHA1M,乙宗梢大好き部,1743,19,37,5705000,4024,451222058915,5840,86087425164,4839,235057503425,22,100618883124,10,10,10,10,10,10,10,10,80
X0N1L475X,ぼた餅,PBRDPWEY1,村村会,1682,15,38,5700000,52,10456840044912,6,12699853350745,14,10709172750325,0,0,10,10,10,10,10,10,10,10,80
ZYAP6N76H,ぬわぁんでよぉ,3F9P3U95T,ଳ天地鱏明の空ଳ,1618,16,39,5695000,13,12139104380992,59,11391561868368,19,10427336939872,0,0,10,10,10,10,10,10,10,10,80
67IVLJVB0,ねこるて,CX967RTGY,おんゆあさーくる,1680,17,40,5690000,0,0,0,0,0,0,15,104488965449,10,10,10,10,10,10,10,10,80
LVRF4GDVF,るびたぬ,2K5AM4RV0,とろぺりです,1517,18,41,5685000,7434,9534623462,8272,444350602,43,9857495097226,24,98750101567,10,10,10,10,10,10,10,10,80
6NJM4GUG6,Sea,3F9P3U95T,ଳ天地鱏明の空ଳ,1786,11,42,5680000,6,12331124168520,141,9993992535406,24,10349507288994,0,0,10,10,10,10,10,10,10,10,80
NLNKEMVRB,ユッキー,X7C21B7H7,泥,1584,13,43,5665000,57,10356861058193,30,12131668257403,21,10391739399108,0,0,10,10,10,10,10,10,10,10,80
PG3THEV4C,あお,EYN9H9N16,蓮すきすきクラブ,1598,16,44,5655000,7816,4632240299,5222,212074881944,4150,395334541216,28,95688476205,10,10,10,10,10,10,10,10,80
EQOU1ZZS7,葵,3F9P3U95T,ଳ天地鱏明の空ଳ,1729,19,44,5655000,21,11376434257949,35,11952349359813,101,8895626308222,0,0,10,10,10,10,10,10,10,10,80
70NE2637U,りふいっと,3F9P3U95T,ଳ天地鱏明の空ଳ,1736,13,44,5655000,12,12169141602417,48,11593014405672,52,9682761002467,0,0,10,10,10,10,10,10,10,10,80
7RODEB74T,しよー,RWARTHA1M,乙宗梢大好き部,1676,18,44,5655000,51,10476067594583,38,11870339289665,37,9935920028921,29,95641519682,10,10,10,10,10,10,10,10,80
R3YC2XYYZ,秋の根性焼き,3F9P3U95T,ଳ天地鱏明の空ଳ,1767,15,48,5650000,603,5949142433279,7,12670079572877,29,10192433079867,18,101375944355,10,10,10,10,10,10,10,10,80
7Q17H65NQ,mitsu,YE7CX8RNP,蓮ノ大三十角ex,1796,16,49,5645000,7459,8975633010,8345,378771177,7959,1070788773,26,96604757586,10,10,10,10,10,10,10,10,80
JE5URLPU8,もご,11FB0EDDT,スクステ同好会,1171,6,49,5645000,45,10572752636796,12,12462749665245,57,9619972178930,0,0,10,10,10,10,10,10,10,10,80
KN3FIHXL7,トミィ,RFYKY8DCD,LA.LA.LA,1785,17,51,5635000,169,8424679205209,112,10457391548646,61,9571176433583,30,95309107369,10,10,10,10,10,10,10,10,80
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,1689,9,52,5625000,50,10504433463444,14,12419510940814,58,9617387039553,0,0,10,10,10,10,10,10,10,10,80
WY7ASMM7N,ちゅん,11FB0EDDT,スクステ同好会,1438,17,53,5620000,8025,3085853532,8885,102694088,8177,730712791,32,95126270607,10,10,10,10,10,10,10,10,80
JC33CNHML,かすかす,PBRDPWEY1,村村会,1602,16,54,5615000,9,12207656391410,1,13908657889283,2,11603180687507,0,0,10,10,10,10,10,10,10,10,80
IZUFEEX2U,アルメ,EYN9H9N16,蓮すきすきクラブ,1692,18,55,5610000,30,11206993911805,56,11436707668325,49,9746297133424,0,0,10,10,10,10,10,10,10,10,80
969Y977WP,k1みかん,2K5AM4RV0,とろぺりです,1597,18,56,5605000,7854,4326632793,6925,8491778335,6449,20517833831,27,96036322007,10,10,10,10,10,10,10,10,80
W6WFFMRAU,ほむまん,11FB0EDDT,スクステ同好会,1629,15,56,5605000,23,11306530555385,26,12197785860936,32,10135900021449,0,0,10,10,10,10,10,10,10,10,80
U7NEBV4KH,こーど,49AMYCXCD,ルドベキア,1550,18,58,5590000,61,10317681486194,51,11580076404141,26,10303636658505,0,0,10,10,10,10,10,10,10,10,80
3Q65ASSTC,ほうがく,YE7CX8RNP,蓮ノ大三十角ex,1648,18,58,5590000,70,10056865844413,17,12384913002518,6,11076681229775,0,0,10,10,10,10,10,10,10,10,80
NWW7GA7JI,虎／からあげ亡霊,PBRDPWEY1,村村会,1590,18,60,5585000,5631,126671105827,7998,792369262,507,6104292846655,35,92446144963,10,10,10,10,10,10,10,10,80
L6HBG7C3L,あまらく@,0TKFF5EG3,サークル名募集中,1705,17,60,5585000,29,11211651098033,40,11851531332389,50,9723940255306,0,0,10,10,10,10,10,10,10,10,80
4387Y57EA,あなたこなた,9GDHWXGVG,ルリと花咲く毎日,1690,14,62,5570000,10282,10199182,9424,26500773,10178,7119438,37,90354784498,10,10,10,10,10,10,10,10,80
W48K3OD0Q,ふっちー,998H940YN,お嬢様筋トレ部,1641,14,62,5570000,6496,43573602578,8015,753751809,7458,2850871263,25,97082294122,10,10,10,10,10,10,10,10,80
XP37Y6W68,るる,11FB0EDDT,スクステ同好会,1361,8,62,5570000,9263,192577838,10101,6982092,6129,37404753295,36,90412249616,10,10,10,10,10,10,10,10,80
OOC27PRN6,リリィ,11FB0EDDT,スクステ同好会,1780,7,65,5555000,55,10416981470096,20,12316529728829,65,9459382285377,0,0,10,10,10,10,10,10,10,10,80
TXTPD6OZ9,stella,3F9P3U95T,ଳ天地鱏明の空ଳ,1761,16,66,5548000,12217,0,96,10718869489050,23,10380836320258,0,0,10,10,10,10,10,10,10,10,80
OWS2KA4SW,ごみょ,49AMYCXCD,ルドベキア,1705,15,67,5545000,56,10394315809996,63,11292806071883,28,10203217241664,0,0,10,10,10,10,10,10,10,10,80
NY9X4SWNC,くりマロン,11FB0EDDT,スクステ同好会,1702,19,67,5545000,8186,2277327558,5687,113309316827,2665,901275223037,40,89114988941,10,10,10,10,10,10,10,10,80
DEVDG82YE,ジョーくん,11FB0EDDT,スクステ同好会,1527,11,69,5535000,109,9169605883713,42,11783772036396,30,10175017011802,38,89781050254,10,10,10,10,10,10,10,10,80
U1IQYBNI5,通りすがりの人,3F9P3U95T,ଳ天地鱏明の空ଳ,1793,14,70,5530000,18,11540391569721,67,11196572109920,31,10143534838129,190,33510553357,10,10,10,10,10,10,10,10,80
CAH984HAW,be proud,M5LHG6R4T,乙宗動物園,1836,17,71,5525000,0,0,0,0,0,0,42,85084107917,10,10,10,10,10,10,10,10,80
XB2VHAJYV,まさお,GMEF2K8DL,花咲く泥も好き²,1747,14,71,5525000,41,10797712429026,60,11376768157973,48,9815755676508,0,0,10,10,10,10,10,10,10,10,80
3LEXE0E48,わかめ,49AMYCXCD,ルドベキア,1427,16,73,5520000,127,8941749536084,19,12317517809785,33,10121557106425,215,30472323977,10,10,10,10,10,10,10,10,80
L10RA8434,なこちぃ,HE0GK3EPE,瑞蓮プロカ倶楽部,1416,16,74,5515000,5034,226183027527,4755,334070270860,5734,73925054563,43,84807731611,10,10,10,10,10,10,10,10,80
9L52YPRA1,ハミングバード,3F9P3U95T,ଳ天地鱏明の空ଳ,1724,10,75,5500000,4821,263318972760,4593,373984392576,4979,208327501199,31,95205369464,10,10,10,10,10,10,10,10,80
VK5FCXKLC,ぐっちー,M5LHG6R4T,乙宗動物園,1354,14,76,5495000,8994,436511475,9476,23720675,6554,17143272545,44,82787406515,10,10,10,10,10,10,10,10,80
1A279T9WC,ねば,49AMYCXCD,ルドベキア,1488,16,77,5485000,54,10427678563817,99,10667116130642,17,10598041942759,0,0,10,10,10,10,10,10,10,10,80
MC10A5K27,マヒナペ,0UT59MJ8U,かほすこ同好会,1482,13,78,5480000,0,0,0,0,0,0,46,81690033600,10,10,10,10,10,10,10,10,80
BTPB6DXYH,あ,CX967RTGY,おんゆあさーくる,1467,10,79,5475000,0,0,0,0,0,0,45,81982487114,10,10,10,10,10,10,10,10,80
JRXUOPXXN,ぐんま,49AMYCXCD,ルドベキア,1609,15,79,5475000,49,10505470433540,25,12226916276056,111,8701970831874,0,0,10,10,10,10,10,10,10,10,80
4F1HIHA3J,きびだんごうどん,11FB0EDDT,スクステ同好会,1801,17,79,5475000,6218,62881263593,9027,69569354,6606,15489286510,41,85708798416,10,10,10,10,10,10,10,10,80
62NPMRQF6,ふく,3F9P3U95T,ଳ天地鱏明の空ଳ,1719,16,82,5470000,27,11263660267191,93,10830802814579,46,9826242277134,0,0,10,10,10,10,10,10,10,10,80
7Y91YGHL0,taka,M5LHG6R4T,乙宗動物園,1228,13,82,5470000,6930,21570969272,6328,32717464367,5961,51332937569,47,80973960235,10,10,10,10,10,10,10,10,80
UPFLJNDNJ,もちもちかちまち,3F9P3U95T,ଳ天地鱏明の空ଳ,1004,7,84,5465000,17,11614316102468,90,10891256675907,41,9889815652395,0,0,10,10,10,10,10,10,10,10,80
FZMYZZPRK,彩花,FK5MUK0ET,くる♡すきクラブ,1520,16,84,5465000,5977,83422880697,7404,2916864944,6718,12352694854,33,94024846333,10,10,10,10,10,10,10,10,80
TW9L2LKS7,スクステ反抗組織,YE7CX8RNP,蓮ノ大三十角ex,1841,15,86,5460000,37,10963661265283,0,0,42,9867129984747,0,0,10,10,10,10,10,10,10,10,80
V8AFKEXP8,幻,R181MKNX1,みらくらは人生！,1480,17,87,5455000,20,11379562151744,57,11422965853492,38,9932516465516,0,0,10,10,10,10,10,10,10,10,80
4W6BIX284,リリィ♡,FK5MUK0ET,くる♡すきクラブ,1795,19,88,5450000,22,11328744278008,18,12338785389753,27,10237022361718,73,64070053208,10,10,10,10,10,10,10,10,80
49TUEFEKF,金時草(麸),RWARTHA1M,乙宗梢大好き部,1736,16,89,5445000,80,9706336443193,8,12667322409300,53,9675493864797,0,0,10,10,10,10,10,10,10,10,80
9NMP2LJU2,田中康人,EYN9H9N16,蓮すきすきクラブ,1756,18,90,5443500,1660,1933396831614,407,7235956487202,478,6235262765518,76,63646289374,10,10,10,10,10,10,10,10,80
FN9BYATDE,EVO,11FB0EDDT,スクステ同好会,1583,13,91,5440000,87,9563066030725,239,8932269144711,155,8216919583207,50,78349201274,10,10,10,10,10,10,10,10,80
ON66GC85Z,ミツボシ,JTX1G19BP,さやかほ癒し会,1876,19,91,5440000,9290,178276672,9329,33504647,8917,129157325,49,80671794916,10,10,10,10,10,10,10,10,80
GUUN5GB0W,むうげ,CX967RTGY,おんゆあさーくる,1264,15,93,5415000,25,11274798131008,97,10681182138423,22,10381561995432,0,0,10,10,10,10,10,10,10,10,80
8JKPKHDHC,天使と悪魔の墳墓,EYN9H9N16,蓮すきすきクラブ,1739,17,94,5405000,2394,1102299823876,5249,205977071649,2038,1327310547297,52,74224186793,10,10,10,10,10,10,10,10,80
B6XUHLVUZ,ればにら,RFYKY8DCD,LA.LA.LA,1726,18,95,5390000,68,10086804277579,103,10610344154657,47,9821512346328,0,0,10,10,10,10,10,10,10,10,80
1NOMUK0WK,凛さおり,PDMPF3VVV,r/LL,1515,18,95,5390000,9531,85017003,10080,7173161,0,0,56,70651492605,10,10,10,10,10,10,10,10,80
CO2UVBYHH,時間無引弱懺悔人,PBRDPWEY1,村村会,1707,9,95,5390000,69,10058401359881,80,11015424880313,80,9227159437918,0,0,10,10,10,10,10,10,10,10,80
TUHKRV0IW,ポン,EYN9H9N16,蓮すきすきクラブ,1792,17,98,5380000,128,8937009089535,5,12779380982173,39,9920687866248,0,0,10,10,10,10,10,10,10,10,80
H4CWPEX7A,カイ,GXR6C85BT,花帆ちゃん親衛隊,1760,15,99,5375000,10815,3283696,10250,5515972,10222,6478972,57,69700884002,10,10,10,10,10,10,10,10,80
KBI8MUTYD,まけれれ,EYN9H9N16,蓮すきすきクラブ,1810,18,99,5375000,43,10738009072488,50,11582696245809,64,9460724875946,0,0,10,10,10,10,10,10,10,10,80
RRW2O1DH8,ふかひれ,49AMYCXCD,ルドベキア,1748,15,101,5365000,58,10356106751658,113,10418685199411,0,0,0,0,10,10,10,10,10,10,10,10,80
LQEN0GFVZ,ごろーざ,WN5B7VKPU,きんぴられんこん,1786,18,102,5355000,60,10350660262289,53,11462132953269,69,9361731896988,899,4716824295,10,10,10,10,10,10,10,10,80
CL0CDYUYY,かなちゃん,PBRDPWEY1,村村会,1505,18,103,5345000,26,11270787335196,45,11752523534956,83,9194969994327,0,0,10,10,10,10,10,10,10,10,80
ZCN6JNO6H,Celica,11FB0EDDT,スクステ同好会,1753,15,103,5345000,8047,2952642815,8310,407379626,9204,57797431,54,72107907836,10,10,10,10,10,10,10,10,80
WCN6J32TG,しみちゃん,0TKFF5EG3,サークル名募集中,1677,16,105,5340000,86,9572726331944,41,11784599688420,74,9304260960735,0,0,10,10,10,10,10,10,10,10,80
7TAQGMS8W,果物ハンター,PBRDPWEY1,村村会,1645,17,106,5335000,132,8889989303002,32,12067161640718,98,8928707723475,459,14627601383,10,10,10,10,10,10,10,10,80
4KFUM6ADN,ねくすと,PBRDPWEY1,村村会,1635,17,106,5335000,31,11190027318018,36,11940272164390,97,8984875205500,0,0,10,10,10,10,10,10,10,10,80
CZKJL4VOV,調布のりこ,M5LHG6R4T,乙宗動物園,1769,17,108,5330000,9546,81613451,7531,2234646485,8627,295788347,61,68212959319,10,10,10,10,10,10,10,10,80
JTKBKTH2T,馬狼 照英,PBRDPWEY1,村村会,1395,17,109,5320000,10040,18814427,11085,1669093,10740,2974419,58,68899197658,10,10,10,10,10,10,10,10,80
GXB5VKOJ8,ティス,CX967RTGY,おんゆあさーくる,1581,18,110,5315000,71,10024570735866,65,11259946020786,70,9350360974645,0,0,10,10,10,10,10,10,10,10,80
9MA0T8B65,たな,RF5215M2U,スクステ同好会②,1433,12,110,5315000,10549,5287592,10676,2850127,10585,3592494,67,65843508982,10,10,10,10,10,10,10,10,80
ODE064I6J,ちあき,PBRDPWEY1,村村会,1639,16,112,5310000,10112,15829840,7266,3962890774,6550,17235538260,39,89163370951,10,10,10,10,10,10,10,10,80
Y2LLTQ4MF,Lautrum,M5LHG6R4T,乙宗動物園,1776,19,113,5300000,8422,1402172382,9388,28749644,7541,2420835376,69,64400592693,10,10,10,10,10,10,10,10,80
C7IMXOP79,ナーガ,RWARTHA1M,乙宗梢大好き部,1708,8,113,5300000,48,10510193767121,61,11323817910647,96,9001557696118,0,0,10,10,10,10,10,10,10,10,80
ZUTDBP2C0,Qくん,J7N4W6Y1K,こずミックラブ♡,1758,17,113,5300000,10153,13774058,9569,19119223,8593,320657020,65,66019193049,10,10,10,10,10,10,10,10,80
ME00V6X4B,オラトニス,3F9P3U95T,ଳ天地鱏明の空ଳ,1776,18,116,5295000,14,12080493009616,300,8420172742306,68,9365784029337,0,0,10,10,10,10,10,10,10,10,80
W9865YUF6,コクマロ,V4A5MP41E,徒町チャレンジ！,873,10,117,5290000,8665,847670510,11006,1857768,8999,105632463,70,64295574112,10,10,10,10,10,10,10,10,80
RD2UKKFRU,ヒツジグマ,RWARTHA1M,乙宗梢大好き部,1489,18,118,5285000,189,8261945802683,49,11588783705389,75,9295893990175,0,0,10,10,10,10,10,10,10,10,80
EFW2PMAHB,スンスン,M5LHG6R4T,乙宗動物園,1642,16,119,5275000,66,10138496923985,68,11158465588029,60,9588728136356,0,0,10,10,10,10,10,10,10,10,80
1Y0XFNNDJ,かなたなか,EYN9H9N16,蓮すきすきクラブ,1732,17,120,5265000,154,8682248957155,105,10552361493804,108,8759828332848,63,66370067595,10,10,10,10,10,10,10,10,80
7XT268BWG,秋はこずめぐ,EYN9H9N16,蓮すきすきクラブ,1612,18,121,5263000,63,10296255561793,123,10225384202314,619,5624642778314,0,0,10,10,10,10,10,10,10,10,80
WK70A6MEG,こへい,N7GLY2RUW,百生銀行,1737,18,122,5255000,1248,3052039369662,850,4249683750069,597,5725843892348,62,67085756050,10,10,10,10,10,10,10,10,80
KY1DYH45V,あて,6XX7GBM0K,ぷちぐる同好会,1770,18,122,5255000,0,0,0,0,0,0,51,77757327487,10,10,10,10,10,10,10,10,80
KJWYM5BGB,りーか,49AMYCXCD,ルドベキア,1584,18,124,5250000,53,10439310411920,64,11272928681651,35,9982818712652,0,0,10,10,10,10,10,10,10,10,80
QUQRGUWJL,にしおり,49AMYCXCD,ルドベキア,1648,18,125,5235000,126,8943346002275,66,11257712039301,78,9228623368417,0,0,10,10,10,10,10,10,10,10,80
TC29EK6TA,えくれあ,YCTM6RYDP,金沢おでん同好会,1497,13,126,5230000,7719,5513314262,6461,24507241962,6683,13210996865,68,64436727711,10,10,10,10,10,10,10,10,80
VVRBWNSVQ,かんべえ,E7UBR0A2W,冬枯れの原っぱ,1746,17,126,5230000,0,0,0,0,0,0,78,62068995472,10,10,10,10,10,10,10,10,80
72OA5HUPW,どなた,M5LHG6R4T,乙宗動物園,1416,18,128,5215000,7487,8660645451,7379,3074414891,7906,1170548965,60,68532765443,10,10,10,10,10,10,10,10,80
MTS3N3QJK,rifotaku,V4A5MP41E,徒町チャレンジ！,1568,18,128,5215000,8748,706743638,9624,17205643,9354,36966748,77,63111903092,10,10,10,10,10,10,10,10,80
N6KDBV2A2,カナザワの魔王,7R8NKPAB1,花帆推し倶楽部,1727,18,130,5210000,1188,3246379191635,168,9673243621222,217,7692841529770,79,61719860281,10,10,10,10,10,10,10,10,80
85NX5JDGB,いろはす,3F9P3U95T,ଳ天地鱏明の空ଳ,1716,19,131,5206000,16,11954786440193,993,3638254185764,55,9645439201988,0,0,10,10,10,10,10,10,10,10,80
7L6LDY5MT,handaeun,YE7CX8RNP,蓮ノ大三十角ex,1809,19,132,5200000,7817,4617872147,9217,44443584,8888,139565622,55,71533225551,10,10,10,10,10,10,10,10,80
8VNOEJXKL,めじろ,RF5215M2U,スクステ同好会②,1554,18,132,5200000,2321,1148073460867,2980,941056429080,2301,1106153147183,64,66366658761,10,10,10,10,10,10,10,10,80
ZHVYQOXPW,たかやん,YE7CX8RNP,蓮ノ大三十角ex,1559,16,134,5195000,125,8959239321880,82,10988662342034,36,9969672899178,0,0,10,10,10,10,10,10,10,10,80
P4ZNDWHDA,どんき,GXR6C85BT,花帆ちゃん親衛隊,1723,18,135,5190000,98,9293510813653,104,10579091858844,76,9256990323072,107,48464226728,10,10,10,10,10,10,10,10,80
QTHXHSE6U,輝きの向こう側へ,EYN9H9N16,蓮すきすきクラブ,1804,18,136,5185000,95,9310457695746,6339,31893838490,215,7715016701552,81,60567400650,10,10,10,10,10,10,10,10,80
FSHR5FP4W,Kian,KT4C59NXG,めぐ島,1761,19,137,5180000,46,10564869918453,139,10021684335464,62,9491143871382,0,0,10,10,10,10,10,10,10,10,80
0STI22GS3,マウスル,RWARTHA1M,乙宗梢大好き部,1771,18,138,5175000,0,0,0,0,0,0,82,60380483773,10,10,10,10,10,10,10,10,80
CHJFWLKCN,wag,11FB0EDDT,スクステ同好会,1574,15,139,5170000,67,10105177819570,127,10159169597914,112,8685976762962,0,0,10,10,10,10,10,10,10,10,80
I1D51RNAU,"AKIRA,s",CX967RTGY,おんゆあさーくる,1617,18,139,5170000,0,0,0,0,0,0,59,68869785362,10,10,10,10,10,10,10,10,80
ANDHY0LMT,こっしー,CX967RTGY,おんゆあさーくる,1278,16,141,5165000,6007,80315439195,8699,174243878,7382,3272374536,72,64120718801,10,10,10,10,10,10,10,10,80
ND6DAW05J,パトリシア,M5LHG6R4T,乙宗動物園,1545,15,142,5160000,64,10266034611172,43,11780438797774,144,8320651917629,0,0,10,10,10,10,10,10,10,10,80
0USG3I0AK,G,11FB0EDDT,スクステ同好会,1645,17,143,5150000,9706,49747971,7434,2746530769,6544,17442902307,85,58996997465,10,10,10,10,10,10,10,10,80
NXVRLTLHM,たわし,11FB0EDDT,スクステ同好会,1102,9,144,5140000,39,10908970734562,257,8801710831883,81,9215162813877,0,0,10,10,10,10,10,10,10,10,80
36TAUERL7,つきゆび,0TKFF5EG3,サークル名募集中,1329,18,144,5140000,7020,18720541939,7929,917601293,8846,163363206,84,59888686890,10,10,10,10,10,10,10,10,80
1VM9SAJVY,ユデジロウ,V4A5MP41E,徒町チャレンジ！,1624,15,144,5140000,5204,193780998476,9420,26691194,3890,460306927711,83,60162079093,10,10,10,10,10,10,10,10,80
P9G0536CW,みっつー,WTJV514G9,蓮ノ空のお弁当屋,1550,18,144,5140000,59,10355566551232,76,11051440655306,88,9105342866985,0,0,10,10,10,10,10,10,10,10,80
YVGO9EHKS,やたペン,HBM31HMUY,YUKIZURI,1578,16,148,5115000,78,9746606176608,198,9378885402503,40,9908378509100,0,0,10,10,10,10,10,10,10,10,80
NJ5M5IZWU,まき,3F9P3U95T,ଳ天地鱏明の空ଳ,1723,18,149,5113000,38,10944214483250,13,12425505117665,54,9667910821518,0,0,10,10,10,10,10,10,10,10,80
