player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,结算前A RANK,结算前A分数,结算前B RANK,结算前B分数,结算前C RANK,结算前C分数,结算前音游 RANK,结算前音游分数,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
E4R46VY57,ミルクティー,NGFXVPCGX,うさぎのしっぽ,1144,3,3144,2392200,1895,1563751801407,3224,825758341386,2184,1192420554078,0,0,7,7,7,6,5,8,5,7,52
9DBK5J4FH,ロッキー,F8MLHU2NV,乙宗梢様､､､,1214,3,3145,2392100,6948,20994099679,5919,72780426319,5842,62518324231,0,0,8,7,5,7,8,8,9,9,61
2JHVX9B1O,しるふぃん,9WJB6YPPN,温室花畑,1249,4,3146,2391800,2442,1073274781169,2229,1355286370725,2354,1072282392979,0,0,7,7,6,7,6,9,9,8,59
VBKPZ9TK8,ゆりか,UN4AHCLTX,蓮ノ初心者,1497,15,3147,2391600,2542,1011300209767,2137,1416252583995,2017,1345614592421,0,0,10,10,10,10,10,10,10,10,80
VCHLJNHL2,かうどん,P2J37FNLG,乙宗先生指導会,1203,3,3148,2391400,1535,2157048629270,2877,989562381889,2855,810792157766,0,0,2,4,4,7,4,8,5,10,44
4HG5APMFG,こけ,G6EH0KHT7,なんもわからん,1076,6,3149,2391200,2092,1343641863318,2358,1274289612856,2664,902539026804,0,0,7,6,6,8,5,8,6,8,54
9E2AWYLCD,（.8.）,2AUM7L9BW,蓮初心者クラブ,1193,3,3149,2391200,2279,1175791893919,2966,947343310370,1999,1363501059157,0,0,7,10,10,10,10,10,10,10,77
NTEMY3J5M,のふぃ,26JDLMBLN,徒町は強く生きる,596,2,3151,2391000,5888,94082974448,2287,1316877199214,1636,1850387186367,0,0,9,9,10,10,1,1,7,5,52
318H8W91E,こぼし,HBUK6F7CC,乙宗梢なりきり部,1387,12,3151,2391000,1826,1644483726154,2565,1134793912227,2355,1072262501658,0,0,9,9,9,10,9,9,10,9,74
951MHO8EI,もりょー,N2KCENRKH,猫＆旅大好き部,1416,12,3153,2390800,2320,1148379403680,2162,1401388913995,2653,908247724397,0,0,7,7,8,8,7,7,8,10,62
LEH4EK924,Array,BT22M41DV,梢花帆吟子同好会,993,6,3154,2390200,2406,1094703988259,1906,1620358433713,2428,1028111889865,0,0,10,4,8,8,1,10,9,10,60
XPRR2C3RM,カル,4FXPC55PY,PPIHクラブ,1232,18,3155,2389750,6006,80320043291,7048,6406940435,6081,41584747293,970,4069505378,10,10,10,10,8,10,9,10,77
CHCAOWDJC,焼きみかんの湯気,WCL6R1ANU,無所属の会,1236,6,3156,2389200,2556,1000806026083,2208,1368728123656,2409,1038895794217,0,0,6,7,6,6,3,8,7,7,50
VGZ1CCVZ4,タナトス,W3UUXHMDV,水彩ブーケ,1373,6,3156,2389200,2261,1185680185212,2090,1451902598314,2588,940648487839,0,0,10,5,5,10,8,9,9,10,66
W1RBXW89C,ウバギ,T045NDKW0,♬さやか愛好会♬,953,2,3158,2388800,5411,158829607035,2422,1233631475048,2022,1341830827031,0,0,7,7,6,10,7,8,7,9,61
DK446XXTN,なまこ丼,M8FM7P139,蓮ノ空ひとり旅部,1125,15,3159,2388300,0,0,0,0,0,0,0,0,10,6,6,4,2,8,10,10,56
B3KOC012S,てるねく,7U20138DB,LGP,1223,12,3160,2388200,2415,1090149704633,2440,1220161182206,2274,1134600044294,0,0,7,7,7,7,6,8,9,9,60
NJJF7FLCV,しらたき,2NY9H8BR9,乙宗紅茶館,1051,3,3161,2387800,2111,1320158790051,3029,918966243457,2068,1299649284783,0,0,10,9,8,10,8,10,8,10,73
XUMXWY6XW,ろんろん,KBJ2P8T0Y,人見知りの集い,702,4,3162,2386200,2098,1339188975590,2696,1062044676853,2476,1005584808404,0,0,8,9,10,9,8,10,7,10,71
PLE11SC0E,無軒,919XF8V2V,蓮之空大三腳,858,0,3162,2386200,1947,1493875701413,2950,955494183996,2455,1014781251799,0,0,7,4,4,7,6,4,7,6,45
94FZ4NEER,ウィル・シキ,2K5AM4RV0,とろぺりです,1469,11,3162,2386200,12218,0,2035,1491802725624,2061,1304409500224,1193,2250311144,10,10,10,10,10,10,10,10,80
7R0XSVGY3,のどぐろ,C0NDBKMRB,すりぃずぶぅ家,892,6,3165,2386000,1652,1943555088172,1140,3091974534149,1287,2682573427368,0,0,8,7,6,10,5,9,6,9,60
TMTXUN0C1,千陽,RBDLWNFFM,ドルスリズパーク,705,0,3166,2384600,1925,1531147643995,2567,1133901980513,3658,522305594748,0,0,7,6,5,4,6,7,8,7,50
X65BAL5W4,Shiro,E7UBFLW56,同好会の同好会,651,2,3167,2383740,0,0,0,0,0,0,0,0,8,10,9,8,10,8,2,4,59
PAJWEEFBW,イワーク,73N4AB3LR,かほ子のイオン,1329,11,3168,2382600,2061,1371262149196,2254,1336112311424,2383,1055151642673,0,0,8,7,8,9,7,9,7,9,64
2RD670428,なかむら,96M23BV22,高松家,1082,10,3168,2382600,2429,1080052762869,2340,1283416948054,2140,1234420424162,0,0,7,7,6,9,7,8,7,10,61
65WP833YT,まーぐ,06DCWC1RE,とりあえず参戦用,1212,1,3170,2382200,2674,934801438683,1799,1730631800576,2684,891021809940,0,0,9,7,7,9,7,9,7,9,64
USYD1MLTV,yukina,JTX1G19BP,さやかほ癒し会,1423,18,3171,2381000,2009,1418765251711,2837,1005042059074,2846,815598330758,1892,209501881,10,10,10,10,10,10,10,10,80
JKJ9MLXH0,ともか,ABU58EVJ2,Quatuor,1108,14,3171,2381000,2849,842314944700,2088,1453237429764,2096,1272777793923,0,0,10,10,10,10,10,10,10,10,80
G9681HMY9,温泉川,WFPA7YJE1,蓮ノ空文芸部,549,1,3173,2380400,0,0,1817,1705186211243,0,0,0,0,7,5,4,8,6,8,6,6,50
36O1J8BDY,タイム,95TAREFPT,ご自由にどうぞ,1415,3,3174,2379600,1962,1477382658942,2994,935502819696,2066,1302420250743,0,0,10,10,10,10,10,10,10,10,80
XPVK85R6U,ナギ,CXG25026E,泥のみんなS,1340,3,3175,2379000,2414,1090685387848,2413,1243328740794,2530,975048028409,0,0,7,8,7,8,6,9,7,9,61
7MX20LKKB,めぐかんーIX,G0WRCNRWK,県立沢庵図書館,247,0,3176,2378200,2905,817072665327,1866,1655732118470,2051,1317134692410,0,0,10,10,10,9,9,10,8,8,74
OQ0CB3XWK,うざむん,HBCC35887,そりゃー!!!,1626,5,3176,2378200,2530,1019232092159,2215,1362020124039,2469,1009790875944,0,0,10,10,10,10,10,10,10,10,80
6Y3MXTJLJ,ひろいち,VP0K6KF0K,蓮ノ空大好き!!,1208,14,3178,2378040,7143,15615214671,6476,23367670730,9376,34939309,1181,2358534706,9,8,7,8,9,9,8,10,68
4MYGMM92F,トリガー,JWUL2T36L,チーム初心者,1212,18,3179,2378000,1583,2063524993997,3178,848274030563,2430,1027212282874,0,0,9,9,9,10,9,10,10,10,76
MJXT05669,しんちゃん,ERVDJMHPF,敦賀第二機関区,1118,12,3180,2377660,5251,187210776482,5945,69152466100,6508,18414778641,0,0,9,8,7,10,6,8,7,9,64
9Z2DLEZD7,ひさを@にこ誕,573J1JVVK,かほかほ,1235,3,3181,2377000,2620,961077633531,1907,1618466986322,2619,924791295536,0,0,10,10,10,10,10,10,10,10,80
TR34AYUGM,えふ,BTVC9G95X,FES用,1200,14,3181,2377000,1972,1465498027693,3961,561036543626,2611,931176493156,0,0,9,9,9,10,9,9,9,10,74
H7MVU0A93,ぽて,GYG7B5R36,幼馴染同好会,842,7,3181,2377000,2144,1292329536341,2437,1223399343834,2658,905517491755,1064,3215851525,10,10,10,10,10,10,10,10,80
3GXV3YWWB,m4ax,BELCUYCMH,蓮hkg香港分部,1002,13,3184,2376400,2001,1432764919021,2426,1229128495347,2380,1058818284478,0,0,6,7,9,10,7,10,6,9,64
5LT3LJ3EG,gamoti,FK5MUK0ET,くる♡すきクラブ,771,3,3185,2375600,2174,1270182809485,1880,1645310189693,3218,665135578749,2519,54365659,10,8,9,8,8,9,8,10,70
SYWTDWS98,iga,4YTFBJAMP,HanaHana,1537,5,3186,2375400,1648,1946025564546,1467,2215357610303,2044,1323005124286,0,0,10,9,10,10,10,10,10,10,79
6R0UL4BC6,kino,FMKP92LRL,目が霞む人達,1060,3,3187,2375200,2382,1109679918898,2231,1354911854713,2467,1011294047256,0,0,7,7,7,8,8,7,7,7,58
MHA5MKNTG,千井川(ちいかわ,LHXNEF3D5,まるまるサークル,1321,4,3188,2374400,2814,862687253700,2013,1514400062856,2484,1001018589089,0,0,7,7,9,10,5,7,6,7,58
CB07BEGGR,チェケラんどう,X7YM9EG8K,伝統の石川地酒,1312,0,3189,2373400,4676,294785569924,1552,2052390116956,2094,1274088544517,0,0,10,10,10,10,10,10,10,10,80
0YS5ZI4UO,txaxkaたか,NT2KU5174,こずかほ。,1384,18,3190,2373200,1783,1706636018780,3070,900679107419,2204,1178682492779,0,0,9,8,10,10,7,10,10,10,74
RJG6BHCRD,ソイ,C0NDBKMRB,すりぃずぶぅ家,1338,10,3191,2373000,1822,1648126011444,3125,872200681671,2743,860082046226,0,0,6,7,7,8,6,8,8,10,60
YH73TWDB1,しげ,V9069U4Y3,ざぁこざぁこ,926,4,3191,2373000,3252,683108698077,1669,1898260490387,2971,760309898542,0,0,6,7,7,10,7,8,5,9,59
GL3WKV3PN,sake,865UE9UC6,蓮ノ空うどん部,875,2,3191,2373000,2412,1091378442274,2367,1269032802480,2483,1001227314695,0,0,8,5,7,8,5,10,5,5,53
VTN3U1GCG,ヒナンジュ,R181MKNX1,みらくらは人生！,1063,3,3194,2372600,2419,1087152643510,1634,1940324510381,1834,1557396917411,0,0,7,4,5,10,5,6,8,7,52
JLYBZX10E,ショウ,T56X6LP0L,光の海,973,2,3195,2372200,2784,881021471583,2274,1323337678428,2521,979765608267,0,0,8,5,7,8,5,8,6,8,55
T2T4RPAF2,静安寺ゆかり,9C2FC74H2,overseas,1132,17,3196,2372000,2342,1135096611046,2655,1077828455823,2486,1000746241483,0,0,9,9,8,10,10,10,8,9,73
FBV24R5LR,Kuma,X33HHA9F8,アルストロメリア,363,0,3197,2371800,2796,874845780986,2095,1446966498906,2444,1019106290291,0,0,9,5,7,8,4,7,5,7,52
MKRT2REM7,テア,GC2LB58KB,ゆきみかん,754,0,3198,2371600,2512,1030221697078,1960,1561704721794,2592,940242411209,0,0,7,6,7,4,6,8,5,8,51
WDR6PW0GS,咲姫,6045Y2RW7,ポチっと！蓮ノ空,1233,2,3198,2371600,1993,1443259585601,2223,1357561285969,1916,1457439759081,0,0,7,7,7,8,7,8,10,10,64
CT5SINOQL,ストリーク,JTX1G19BP,さやかほ癒し会,1196,5,3198,2371600,2031,1403750339288,3218,827000237628,2478,1005012628291,0,0,7,7,7,9,7,9,8,9,63
GBEAVAB4E,らむにく,1D7T2UXC2,無言でのんびり,913,4,3201,2370600,2960,794355653549,2355,1276353242659,1952,1410963449007,0,0,6,10,7,9,7,10,7,9,65
34NRW1GFD,おても,6FWRD1K40,いちじょ海賊団,1059,12,3202,2370200,1866,1594537079879,2654,1078206708994,1901,1474917499799,0,0,7,7,7,10,7,9,6,10,63
6X2PSP3DZ,ざっきー,P4NGERDXF,こじらせ部,1439,5,3203,2370060,0,0,0,0,0,0,0,0,8,8,8,8,7,10,6,8,63
59K7HM98C,しゃー,YD2XWWFA4,蓮好き好きクラブ,398,0,3204,2369800,2631,955486659197,3024,921020528976,1953,1410568445007,0,0,6,7,6,10,8,6,2,10,55
8FM01YL4A,リオス,2B97MH4YA,同じ話し何回も…,715,4,3205,2369680,1839,1625400850145,4608,371538285833,8183,721311375,0,0,10,7,8,9,4,10,2,10,60
521MU0XLT,ぬえ,CM5THHYHB,「」ノ空だけれど,1354,18,3206,2369600,2583,987102143149,1916,1611506700685,2426,1029070317379,0,0,9,8,7,8,7,8,8,9,64
TKN4K5KDJ,cosmos,M49MMBK4F,スリーズパーク,1008,8,3207,2369200,2431,1077898941853,2348,1279070172680,2116,1251143045962,0,0,2,4,10,8,8,6,8,10,56
8VV13U8E2,レイジ,7B8K574NX,GEAR,1214,18,3207,2369200,2243,1209453926562,1798,1730971460987,2842,818856346959,0,0,5,6,4,10,9,10,9,10,63
DKDK6P5R2,たし,48GTYR1VB,ハラショー！,932,1,3209,2368800,2898,819959893429,2280,1320395113057,2344,1079595895583,0,0,7,7,7,8,5,7,4,7,52
GYR6VF5PC,マサ吉,KWFJDTKE7,オメガケンタウリ,1198,7,3210,2368600,2230,1217798460911,2666,1072648266379,2073,1297165568822,0,0,10,10,9,9,9,9,9,9,74
6VCG605UG,有楽町,9GDHWXGVG,ルリと花咲く毎日,1052,13,3211,2368400,3090,742003375246,2400,1251330732967,1754,1667810909326,0,0,8,8,10,9,7,10,6,7,65
URJE71AE8,もよ,4XRHRYDW4,無言でエンジョイ,1217,4,3212,2367600,2981,785297385047,2537,1153578645696,2132,1239392557221,0,0,7,7,6,6,7,10,4,9,56
VAORDHLLC,Kisa,5YEE75CB4,ロビーで待ってる,1247,1,3212,2367600,2150,1289159103181,2910,974638442960,2505,991487259986,0,0,9,8,8,10,8,9,9,9,70
QBC5BTLB9,ヘリオ,3A63DYH54,LLすこすこ部,1118,13,3214,2366400,2379,1111765477629,2177,1393104363468,2523,979255400745,0,0,6,6,7,10,6,7,6,9,57
ORYI1IWJW,みゅう,BELCUYCMH,蓮hkg香港分部,1205,17,3215,2365800,2269,1183205424344,2038,1489209304522,2696,886793762902,0,0,6,5,8,8,7,8,6,10,58
F5MFEYLK3,たこ焼きさん,KULVP7FDR,アニマル分室,1082,5,3216,2365770,8356,1611933475,6882,9207775782,6598,15645619227,481,13845695939,8,4,9,7,7,8,5,8,56
TH6YBMAER,肉プルーン,G0J2F9NAL,さやさやさーくる,1429,18,3217,2365600,2752,898330342915,2721,1048931602354,1913,1462370954467,0,0,7,6,10,7,7,10,10,10,67
P99AB6MVA,ガッチ,F2M746D4B,頑張らないクラブ,773,2,3217,2365600,2529,1020859909923,2003,1524377046247,2496,995778479573,0,0,6,8,8,8,1,9,8,7,55
UFLPMI3S1,Kokoro,17AEM7PUN,SIFcord,989,7,3217,2365600,2260,1186044268709,2612,1101879951280,2419,1031822597666,0,0,4,4,6,6,7,6,8,9,50
KQJL49F8B,しゅが〜,K7JJTMPXB,チケキャン,1275,12,3220,2365500,0,0,0,0,0,0,0,0,8,6,6,7,7,8,5,8,55
QKB6JFPJ4,ふぁふま,WX1DYC9Y1,ラナンキュラス,1514,10,3220,2365500,0,0,0,0,0,0,914,4597332627,9,8,9,6,5,6,8,9,60
YRJ1RF15X,麟,5KK3DFY18,MUGEN∞,1251,2,3222,2365400,2034,1403322615793,2978,941504946000,2270,1137667251468,0,0,8,7,7,9,7,9,9,9,65
G5XP7HP0M,白聿,AWFDLJ1HC,小蓮花（重生版x,1250,13,3222,2365400,2996,775762630465,2256,1334162707976,2203,1178934562903,0,0,4,6,7,9,4,7,5,7,49
OOCUAWI57,hirokky,UMG1B9C7V,蓮ノ空女学院,1225,8,3224,2365200,2551,1003482794227,2165,1399479794280,2722,868150116407,1275,1739100299,10,8,7,9,8,9,8,10,69
5EH053XM0,❃,B5RB6PDGT,人見知りクラブ,700,0,3224,2365200,2603,972847855716,1715,1840111057631,2375,1061756358113,0,0,8,7,7,7,1,8,10,9,57
TAEPWJ4WM,アスカ,LUDNM40F8,ふくふく無言OK,1200,15,3226,2365000,2810,865918416082,2185,1387723655801,2273,1134983218970,0,0,7,9,9,9,10,10,9,10,73
Q8YX0Z3TC,andr4043,17AEM7PUN,SIFcord,1243,16,3227,2364800,2628,956037354878,2293,1313613757511,2660,904222346898,0,0,8,4,8,9,7,10,7,8,61
B3BSB19EC,端子,AXG81GPMP,蓮ノ空マタギ部,1064,3,3228,2364600,1739,1769936124376,2698,1060797597932,4232,372909218973,0,0,7,4,3,8,5,4,5,8,44
ESBNCNW5F,おだんご,8R49BTWW6,蓮女お嬢様クラブ,1370,18,3229,2364000,2654,944006115114,2253,1337521964881,2284,1126120732597,0,0,10,10,10,10,10,10,10,10,80
K6JY9MLK5,オズ,41N8G98LV,花帆梢百合応援部,1200,3,3229,2364000,2513,1029065351775,2716,1050698016588,2085,1284939336350,2014,155927536,10,7,7,10,7,9,10,10,70
FBMMG2GN2,りっひ,PMME7169X,蓮っ子動物園,1062,6,3231,2363800,2527,1021270545636,2050,1480627082171,2398,1048639869886,0,0,7,7,8,8,6,9,9,9,63
8N5CGXT6A,あるえるあ,9FF5JBNDF,めぐすきクラブ,739,0,3232,2363600,5177,197935247286,2447,1216043226106,3521,563752694547,0,0,10,10,10,10,10,10,10,10,80
HE0KS47VD,サボちゃん,EECF9C0N3,蓮ノ空　茨城分校,1227,1,3232,2363600,2650,946782644059,2501,1180056606311,2059,1306486031900,0,0,9,7,6,9,5,8,8,9,61
PK9AMV3AH,水橋リョウ,60KU468X3,はっすーず,910,5,3234,2362200,2475,1048684583232,2528,1161198032221,2353,1072812243173,0,0,5,6,8,9,7,10,6,8,59
EXFXHRJY2,空振り,MU7M5NFXM,蓮の振替休日,1464,18,3234,2362200,2791,877284664026,0,0,0,0,0,0,10,10,10,10,10,10,10,10,80
K62M4WLKT,アルヘナ,0UT59MJ8U,かほすこ同好会,1417,17,3234,2362200,2146,1291507804510,2937,960713292783,2217,1172040402855,0,0,7,7,8,9,7,9,8,10,65
O5W0KHG41,るりひめぱーく！,B2KV0EVPD,蓮ちゅきクラブ,1210,2,3237,2362000,2341,1135636780601,2190,1381851922678,2540,967527064725,0,0,8,9,7,9,7,10,10,9,69
0IFS761K4,さくら,RM7N1JDB5,無言推奨不干渉会,1251,3,3238,2361800,2440,1073654213977,1980,1545115204950,2277,1133101436855,0,0,8,7,5,8,7,7,8,9,59
C1REEM5XO,きむ,8YDE8BXJT,ずんだシェイク！,1297,8,3239,2361600,2002,1432266819879,3165,851734325639,3005,747630091372,0,0,8,7,7,10,7,9,7,8,63
7FBJ50B3E,メリッサ,8MLVA67AK,聖ミリオン女学園,1097,0,3239,2361600,2723,910640656953,2304,1301989370909,2300,1107416950452,0,0,10,8,9,10,7,10,9,10,73
5JCOT6Q8E,まっちゃん,FJMA5BPPE,蓮ノ空すきすき部,1247,1,3241,2361000,2946,800740304579,2142,1413237073984,2325,1086662855947,0,0,9,8,8,10,7,9,9,10,70
JWK0F6B8A,あば,5V9TDD4NF,みんはや蓮ノ空部,1048,6,3242,2360600,2312,1151777262647,2536,1154402497470,2553,958087567875,0,0,5,6,7,7,5,8,7,8,53
9T0V7BIR0,えりんぎ,424NLTEE8,無言な異次元部屋,944,3,3243,2360200,2575,991720543150,2305,1301655618027,2434,1025598952897,0,0,6,6,9,8,6,9,7,8,59
WRVEVRRSP,nissy,J0N1E3Y09,月火水木金土日,1198,3,3244,2359800,2124,1309326069693,3303,793290197574,2278,1133034690821,0,0,8,6,6,8,7,7,6,7,55
VMTBMK4LR,きょーすけ,573J1JVVK,かほかほ,1335,2,3245,2359200,2886,826307723668,2463,1207685965543,2283,1126144753849,0,0,9,7,5,10,7,9,7,8,62
MRW5T3JVN,ルイ,HMBW9DXY2,蓮好き皆あつまれ,1211,15,3246,2359000,2055,1374916639063,2578,1124905799216,2446,1018066098882,0,0,1,6,6,2,7,7,8,10,47
8RDB2RWKT,ハヤサク,97BGFLKW9,◯◯◯,1232,4,3247,2358800,1951,1490866669015,2022,1505960109612,2690,888825949930,0,0,7,5,5,9,7,8,7,10,58
W5XVLMYVJ,いけぱん,T2XRMGEAE,蓮根無言会,1003,11,3248,2358400,3174,711918372207,2025,1501459308852,2679,892331831536,0,0,7,6,6,7,6,8,6,8,54
9WX13LCFB,ぶーぶぶ,YXKR0GGM4,蓮ノ空好き好き,1115,4,3249,2357600,2106,1329605341158,1976,1547694770871,1741,1689328740817,0,0,8,10,9,9,7,10,10,10,73
6XGAF9J9B,ヒト,GYG7B5R36,幼馴染同好会,1371,16,3250,2357400,2125,1308898591853,1997,1526941309520,1995,1373167676941,0,0,10,8,8,10,7,9,10,9,71
WPPCDF0CE,アイン,L28X4MDJN,アフター観たいぞ,1363,18,3251,2357000,2367,1121674097987,3183,845994343063,1939,1430053419112,1770,302101318,7,7,8,9,6,9,8,10,64
FF3EBJ25M,かんばらい,YDYH4VRRP,レンクウ,1141,7,3252,2356800,1496,2264213378882,2347,1279143842327,1583,1947689167547,0,0,8,7,6,8,7,9,9,8,62
A28D4H38M,Sseason,AGJ215YND,蓮の空中國分校,504,1,3253,2356760,7714,5549622379,6943,8217283103,6639,14658971970,0,0,10,7,4,7,4,7,7,10,56
BITKA7GHG,ゆう,948FLPMPN,まったりハス煮〜,1046,13,3254,2356400,2228,1219261304306,2428,1228670679054,2601,936695529892,1174,2444855812,3,4,6,8,7,8,7,7,50
D2OR23P94,キール,UMG1B9C7V,蓮ノ空女学院,1407,10,3255,2355600,2516,1028579200248,1991,1532522843435,2992,753322476096,0,0,10,10,10,10,8,7,10,10,75
IJ01XIN5A,みつき,J7N4W6Y1K,こずミックラブ♡,1317,6,3256,2355400,2304,1160685899099,2251,1338962489409,2493,996506647315,0,0,8,7,7,9,7,9,5,9,61
KTMYEHRQ0,さぶれ,PPAHU1TNY,蓮ノ空のんびり部,723,0,3257,2353800,2963,793777744137,3174,849454873711,1551,2004811907648,2595,46300320,10,10,10,10,10,10,10,10,80
3FE67G88N,えーすい,Y2R7E79U3,カワウソ同好会,1505,18,3258,2352750,11069,1976243,10393,4488500,10492,4094101,882,4922572362,7,7,9,10,10,9,9,10,71
22IC1OH9I,ARK,JA2C658FW,さや綴理の村人,1173,5,3259,2352580,0,0,0,0,0,0,0,0,8,2,5,9,5,9,6,9,53
M2MEG8J22,りっぷる,WCUAMVY9X,ゔんゔん會,1168,2,3260,2351800,2635,953706333000,3309,791209120261,1934,1438288464373,0,0,10,6,10,8,8,10,10,10,72
9WVHJBDEG,まさ,E34RNNCMJ,サークル名は仮,1203,0,3261,2351600,2392,1105042280348,2430,1226614088724,2828,824929098360,0,0,7,7,6,9,7,8,7,9,60
SNYSNFYOP,すずめ,CTW8DKV5P,まったり,1449,3,3261,2351600,2399,1100234019319,2706,1056934517214,2726,867004859635,0,0,10,8,8,10,9,10,8,10,73
UV5HEP7GN,ぬるぽん,FR5PDRB5Y,株式会社つづさや,1106,12,3263,2351400,2421,1084869320718,2399,1252467523202,2285,1125923647211,0,0,6,6,7,7,5,7,7,7,52
FB957P8CR,くーもも,LHXNEF3D5,まるまるサークル,1237,16,3264,2350800,2482,1044684438334,2457,1209416604515,2329,1085935163962,0,0,7,10,7,10,9,10,9,10,72
2HBRHLDE5,エックス,573J1JVVK,かほかほ,1301,6,3265,2350600,2375,1114603478526,2585,1120653127539,2376,1060728082179,0,0,7,7,7,9,7,9,8,9,63
BJV4CQSRG,taktom,8YDE8BXJT,ずんだシェイク！,1358,10,3266,2349600,2233,1216891148989,2866,993496825241,2265,1139390085300,0,0,9,8,9,10,10,10,10,10,76
3LWYT4DP5,Spaicy,N7GLY2RUW,百生銀行,913,1,3267,2349200,2338,1136732214740,2558,1138232624982,2340,1082853839666,0,0,9,5,10,9,7,8,8,6,62
QSOCTGST3,ベア,TR057C1UW,蓮ノ空ぼっち部,1274,2,3268,2349000,2841,847561524983,1871,1651062204713,2230,1163774842383,0,0,9,7,7,9,8,5,8,9,62
IC1V0D9ZZ,じーく,EPWMMAXNY,蓮ちゃん初心者,1176,8,3269,2348250,0,0,0,0,0,0,954,4248208798,7,8,7,10,6,9,8,7,62
AJWLGEP4R,KB,2VJG66JTH,まったり,1262,14,3270,2347600,3051,757031599193,2420,1235406188992,2999,750862905189,0,0,9,8,7,9,9,9,10,10,71
5TWMV7M1F,のあ,GYG7B5R36,幼馴染同好会,906,0,3271,2347400,1920,1533978667418,1687,1874227835881,2550,960265835006,0,0,10,10,10,10,10,10,10,10,80
70K0IUW6G,デ徒町超巨大鈴,XE8513HNP,喫茶カワウ空✨,1413,5,3272,2347200,1524,2193645766725,2092,1451603702485,1980,1385429215880,0,0,6,7,1,3,4,7,10,10,48
762ZY9B09,たろう,JTX1G19BP,さやかほ癒し会,1239,3,3273,2346000,2244,1208243608492,2488,1190129270274,2947,772192386885,0,0,8,5,6,8,7,9,8,8,59
5H1L5HMYK,こぬ,0YLUK30K6,蓮っコの集い,989,5,3274,2345400,2236,1215493075405,2243,1345747872181,2631,916926000944,0,0,7,7,8,8,3,9,8,9,59
F2WDPD8J8,花若欣,J800VVPTN,Aqours,1057,1,3275,2345200,2830,854912865823,2416,1240191585297,2272,1135911096930,0,0,8,7,6,9,5,9,6,8,58
BB9PK0NPU,ケイ,WE4AB37FP,めぐ党,1283,4,3276,2345000,2585,986524013906,2336,1284753214589,2639,911294249505,0,0,7,7,8,8,5,8,7,8,58
GE5TDGFGV,神糸くくり,VP0K6KF0K,蓮ノ空大好き!!,1319,1,3277,2344600,2219,1228187416974,3023,921859057873,2389,1053391521440,0,0,9,10,9,10,7,10,10,9,74
3LGOQIOSC,raeeee,K25DPPGT9,圧倒的にまったり,1204,11,3277,2344600,2306,1157937383995,2395,1255236523355,2534,972299617705,0,0,5,7,9,8,7,10,10,10,66
DBN0KNDEH,あいす,TK9E1BB1P,無言で自由,683,4,3279,2344400,2417,1089208720864,2782,1026553431067,2328,1086040480957,0,0,6,4,6,6,5,5,9,9,50
HL1Y687Y8,綾鷹信者いっしー,ABU58EVJ2,Quatuor,1072,9,3279,2344400,2310,1153162645516,2642,1082747631873,2648,909708491416,1145,2635946616,10,9,9,10,9,10,9,10,76
MNVF5G0UB,イースト,8J1GJT2BC,近畿の大金沢,1422,6,3281,2343600,2465,1057830036593,2483,1193208904083,1967,1399693626860,0,0,10,10,10,10,10,10,10,10,80
9HIOUSLAM,あおつき,4XRHRYDW4,無言でエンジョイ,1418,15,3282,2343400,2758,895092076712,2127,1421731821347,2433,1026055605429,0,0,10,7,8,9,7,8,7,8,64
0JY49CDHJ,しびさん,BEMED3RY1,無言無課金ok,1075,14,3283,2343200,1910,1545943817498,3670,661478811316,2052,1313915431989,1222,2048049957,8,8,9,10,7,10,7,10,69
ZOKWOJ9OU,たのひと,A73H7ENN2,エロマンガ同好会,1401,2,3283,2343200,2096,1340624122309,1696,1860763911977,3054,730156986990,0,0,7,7,7,10,5,7,9,9,61
QA5SVL4G7,まーとん,J7N4W6Y1K,こずミックラブ♡,1002,6,3283,2343200,2696,923345829894,1747,1799957223979,3309,632580015702,0,0,10,8,7,10,7,8,9,9,68
5AC20S1SB,CEiS,FH7G62PKW,月火水木金土日,1391,7,3286,2342800,3185,707394069176,1826,1697204665450,2904,790790846378,0,0,6,7,5,7,6,8,7,10,56
JVJ0NE0YL,空,KGDNX3EF3,ENcircle,1173,3,3286,2342800,2514,1029001475683,2242,1347831090292,2552,959231942791,0,0,10,6,9,10,7,10,8,10,70
DR7HH3VRL,ゆきのはら,FLFXP0T22,沼津内浦メンバー,773,3,3288,2342400,2432,1077355426265,3060,904509322693,2178,1200373048004,0,0,4,4,6,5,4,5,6,7,41
PW2IZOV8C,メティス,6045Y2RW7,ポチっと！蓮ノ空,1466,15,3289,2341800,2266,1184051189289,2464,1207246809168,2836,820485076068,0,0,6,7,8,5,1,10,7,10,54
U8JD6PLY8,なかしょー,NMT63RUDV,泥村,1167,18,3290,2341000,2450,1068351601121,2219,1358943904494,2859,808783362655,0,0,9,10,7,9,8,9,8,9,69
9JBAR0FN5,さらだささみ,948FLPMPN,まったりハス煮〜,450,0,3291,2340800,2292,1166227053090,1877,1647411649180,2412,1036275215497,0,0,10,9,9,10,10,7,10,10,75
0I4R533B1,NORIp,HMBW9DXY2,蓮好き皆あつまれ,1281,5,3292,2340600,2456,1065676264917,2450,1214305680050,2758,853908802432,0,0,7,7,7,8,7,8,7,8,59
