player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
4YTEQDE04,ぎんかほ♡結婚式,EYN9H9N16,蓮すきすきクラブ,1751,17,1,3000000,10,10,10,10,10,10,10,10,80
RKVK0YI1L,オレンジ果汁,1BME38BCD,さすさやクラブ,1818,17,1,3000000,10,10,10,10,10,10,10,10,80
OZHGPXIGS,メロン果汁,WN5B7VKPU,きんぴられんこん,1809,18,3,2990000,10,10,10,10,10,10,10,10,80
NC6WJYFVX,でら,EYN9H9N16,蓮すきすきクラブ,1812,17,3,2990000,10,10,10,10,10,10,10,10,80
HVA8EZJWM,鍋,3F9P3U95T,ଳ天地鱏明の空ଳ,1766,17,5,2980000,10,10,10,10,10,10,10,10,80
XTY4GG18V,スイカ果汁,1BME38BCD,さすさやクラブ,1750,17,5,2980000,10,10,10,10,10,10,10,10,80
M30MWLT24,ブルー果汁,1BME38BCD,さすさやクラブ,1848,18,7,2970000,10,10,10,10,10,10,10,10,80
5LL48ARPU,シュウ,3F9P3U95T,ଳ天地鱏明の空ଳ,1592,18,7,2970000,10,10,10,10,10,10,10,10,80
ALF76WC94,あにょつき,11FB0EDDT,スクステ同好会,1548,16,9,2960000,10,10,10,10,10,10,10,10,80
NWUFRAHLN,じゅんじゅん,3F9P3U95T,ଳ天地鱏明の空ଳ,1549,14,10,2950000,10,10,10,10,10,10,10,10,80
HF5CLQ1F8,すがぽん,M5LHG6R4T,乙宗動物園,1853,18,10,2950000,10,10,10,10,10,10,10,10,80
ZWGHFBK3S,DSsuzu,YCTM6RYDP,金沢おでん同好会,1784,18,12,2940000,10,10,10,10,10,10,10,10,80
TKLRD66RN,ふじー,3F9P3U95T,ଳ天地鱏明の空ଳ,1727,16,12,2940000,10,10,10,10,10,10,10,10,80
8XP3JM3HY,ハヤシモリ,CX967RTGY,おんゆあさーくる,1672,16,14,2930000,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,49AMYCXCD,ルドベキア,1580,18,14,2930000,10,10,10,10,10,10,10,10,80
