player_id,player_name,search_guild_key,guild_name,DR数量,rank, point , 结算前A分数 , 结算前A RANK , 结算前B分数 , 结算前B RANK , 结算前C分数 , 结算前C RANK ,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
C7IMXOP79,ナーガ,M5LHG6R4T,乙宗家執事連合会,6,18," 16,730,000 "," 679,833,391,152,967 ", 40 ," 585,555,771,298,292 ", 27 ," 568,109,576,290,210 ", 61 ,10,10,10,10,10,10,10,10,80
5T57VL8MF,YNGDシン,PBRDPWEY1,村村会,14,19," 16,720,000 "," 664,405,329,909,164 ", 57 ," 579,889,025,892,149 ", 39 ," 616,995,568,113,989 ", 12 ,10,10,10,10,10,10,10,10,80
70NE2637U,りふいっと,49AMYCXCD,ルドベキア,9,20," 16,710,000 "," 698,183,448,710,032 ", 22 ," 570,036,721,599,117 ", 52 ," 569,809,114,658,858 ", 57 ,10,10,10,10,10,10,10,10,80
7604CH5KV,つるぎ,PBRDPWEY1,村村会,16,21," 16,693,000 "," 698,300,814,284,169 ", 21 ," 588,077,482,008,633 ", 20 ," 610,890,290,489,056 ", 15 ,10,10,10,10,10,10,10,10,80
JLADG5GPX,うぇすとれ,PBRDPWEY1,村村会,16,22," 16,685,000 "," 670,867,594,548,890 ", 50 ," 597,391,829,184,034 ", 6 ," 605,958,169,871,437 ", 18 ,10,10,10,10,10,10,10,10,80
7VE9T0CUP,ダグザマックール,PBRDPWEY1,村村会,16,23," 16,670,000 "," 673,297,987,711,043 ", 46 ," 589,788,592,875,349 ", 16 ," 552,645,307,477,087 ", 94 ,10,10,10,10,10,10,10,10,80
X0N1L475X,ぼた餅,PBRDPWEY1,村村会,15,24," 16,650,000 "," 709,035,206,571,752 ", 11 ," 577,953,421,692,055 ", 41 ," 590,805,839,334,670 ", 24 ,10,10,10,10,10,10,10,10,80
VGWT7LCX7,ZUC,PBRDPWEY1,村村会,15,25," 16,630,000 "," 695,591,703,435,736 ", 24 ," 595,464,111,451,514 ", 7 ," 574,870,967,795,787 ", 44 ,10,10,10,10,10,10,10,10,80
9L52YPRA1,ハミングバード,PBRDPWEY1,村村会,7,26," 16,625,000 "," 687,793,547,393,473 ", 33 ," 572,020,913,752,959 ", 48 ," 621,298,813,250,078 ", 10 ,10,10,10,10,10,10,10,10,80
XTY4GG18V,こーりん,1BME38BCD,さすさやクラブ,15,27," 16,575,000 "," 640,217,012,558,678 ", 90 ," 588,407,418,416,982 ", 18 ," 616,708,075,220,540 ", 13 ,10,10,10,10,10,10,10,10,80
PLE67URFB,DasserAN,M5LHG6R4T,乙宗家執事連合会,13,28," 16,550,000 "," 699,708,045,706,527 ", 19 ," 555,117,039,861,456 ", 80 ," 576,499,177,071,454 ", 41 ,10,10,10,10,10,10,10,10,80
JC33CNHML,かすかす,PBRDPWEY1,村村会,16,29," 16,545,000 "," 686,556,654,653,436 ", 34 ," 586,077,494,273,665 ", 25 ," 582,158,532,519,971 ", 33 ,10,10,10,10,10,10,10,10,80
L8VJOGDKM,まる,M5LHG6R4T,乙宗家執事連合会,16,30," 16,540,000 "," 701,274,835,845,913 ", 17 ," 584,931,631,894,545 ", 28 ," 574,589,013,317,385 ", 45 ,10,10,10,10,10,10,10,10,80
NWUFRAHLN,じゅんじゅん,M5LHG6R4T,乙宗家執事連合会,12,31," 16,533,000 "," 701,763,735,998,722 ", 16 ," 583,358,575,503,098 ", 30 ," 562,535,279,211,920 ", 72 ,10,10,10,10,10,10,10,10,80
PFE7K6YNC,テニサー幹部,M5LHG6R4T,乙宗家執事連合会,10,32," 16,425,000 "," 710,341,834,926,290 ", 7 ," 563,586,072,841,579 ", 63 ," 574,986,061,920,154 ", 43 ,10,10,10,10,10,10,10,10,80
AFMBX6BPP,美鳩,PBRDPWEY1,村村会,13,33," 16,420,000 "," 660,997,005,437,940 ", 60 ," 580,296,044,432,751 ", 38 ," 580,761,469,409,376 ", 35 ,10,10,10,10,10,10,10,10,80
6NJM4GUG6,Sea,M5LHG6R4T,乙宗家執事連合会,9,33," 16,420,000 "," 699,634,721,496,805 ", 20 ," 576,808,023,164,511 ", 44 ," 564,447,983,175,709 ", 68 ,10,10,10,10,10,10,10,10,80
L6HBG7C3L,あまらく@,0TKFF5EG3,サークル名募集中,16,35," 16,365,000 "," 684,349,897,344,200 ", 36 ," 588,313,340,115,998 ", 19 ," 569,026,506,618,266 ", 59 ,10,10,10,10,10,10,10,10,80
NJ5M5IZWU,まき,M5LHG6R4T,乙宗家執事連合会,16,36," 16,324,000 "," 692,702,759,893,315 ", 28 ," 533,120,359,207,830 ", 152 ," 572,043,136,734,810 ", 51 ,10,10,10,10,10,10,10,10,80
ODE064I6J,ちあき,M5LHG6R4T,乙宗家執事連合会,12,37," 16,300,000 "," 639,204,717,456,623 ", 91 ," 581,675,335,555,419 ", 35 ," 572,422,698,225,639 ", 50 ,10,10,10,10,10,10,10,10,80
RND3BA6Q4,あゆ,49AMYCXCD,ルドベキア,15,38," 16,287,000 "," 624,879,697,028,595 ", 104 ," 567,321,654,231,330 ", 58 ," 586,641,407,945,022 ", 28 ,10,10,10,10,10,10,10,10,80
NC6WJYFVX,でら,1BME38BCD,さすさやクラブ,15,39," 16,275,000 "," 634,228,807,308,492 ", 96 ," 564,623,653,029,116 ", 61 ," 629,652,734,300,529 ", 4 ,10,10,10,10,10,10,10,10,80
9ENVXR95K,マオ,M5LHG6R4T,乙宗家執事連合会,10,40," 16,250,000 "," 673,995,588,076,375 ", 45 ," 594,055,554,850,172 ", 10 ," 561,285,157,746,316 ", 76 ,10,10,10,10,10,10,10,10,80
C9325WMEN,初恋ドア,PBRDPWEY1,村村会,14,41," 16,245,000 "," 664,412,718,023,934 ", 56 ," 573,658,507,621,236 ", 46 ," 585,423,414,326,636 ", 31 ,10,10,10,10,10,10,10,10,80
W4E0R6NA9,そらをとぶ,0TKFF5EG3,サークル名募集中,16,42," 16,240,000 "," 665,965,719,961,795 ", 55 ," 575,877,164,256,212 ", 45 ," 581,560,932,246,630 ", 34 ,10,10,10,10,10,10,10,10,80
7PLTVA4SD,どんきちうどん,M5LHG6R4T,乙宗家執事連合会,4,43," 16,225,000 "," 689,731,899,479,020 ", 31 ," 591,484,365,013,261 ", 14 ," 549,633,202,873,472 ", 100 ,10,10,10,10,10,10,10,10,80
FM1GCQSEE,Goona,M5LHG6R4T,乙宗家執事連合会,13,44," 16,208,000 "," 662,785,353,057,661 ", 58 ," 600,525,395,003,531 ", 4 ," 574,422,223,089,140 ", 46 ,10,10,10,10,10,10,10,10,80
1P6AUGHX2,もじゃもじゃ,M5LHG6R4T,乙宗家執事連合会,15,45," 16,171,000 "," 702,158,495,354,543 ", 15 ," 587,633,794,545,177 ", 21 ," 591,964,124,370,172 ", 23 ,10,10,10,10,10,10,10,10,80
ZYAP6N76H,ぬわぁんでよぉ,M5LHG6R4T,乙宗家執事連合会,15,46," 16,150,000 "," 678,433,427,617,976 ", 41 ," 576,909,564,800,881 ", 43 ," 575,692,309,828,744 ", 42 ,10,10,10,10,10,10,10,10,80
72CKW0EAA,にっぴー,PBRDPWEY1,村村会,12,47," 16,141,000 "," 675,940,666,345,615 ", 43 ," 568,247,711,145,739 ", 55 ," 546,131,664,985,590 ", 109 ,10,10,10,10,10,10,10,10,80
HF5CLQ1F8,すがぽん,M5LHG6R4T,乙宗家執事連合会,16,48," 16,094,000 "," 704,026,959,985,205 ", 14 ," 557,033,411,800,475 ", 74 ," 558,176,850,752,579 ", 82 ,10,10,10,10,10,10,10,10,80
LP0BEDRF6,四ノ宮,YE7CX8RNP,蓮ノ大三十角ex,16,49," 16,090,000 "," 677,372,641,780,974 ", 42 ," 562,673,711,716,002 ", 66 ," 569,081,868,714,685 ", 58 ,10,10,10,10,10,10,10,10,80
CAH984HAW,be proud,M5LHG6R4T,乙宗家執事連合会,15,50," 16,041,000 "," 692,237,667,728,970 ", 29 ," 591,173,270,866,546 ", 15 ," 574,347,430,054,344 ", 47 ,10,10,10,10,10,10,10,10,80
OOC27PRN6,リリィ,11FB0EDDT,スクステ同好会,7,51," 16,035,000 "," 657,874,352,033,034 ", 65 ," 579,055,231,743,205 ", 40 ," 565,680,424,863,915 ", 64 ,10,10,10,10,10,10,10,10,80
9NMP2LJU2,くぼっち,EYN9H9N16,水すきすきクラブ,15,52," 16,008,000 "," 671,741,727,311,265 ", 49 ," 565,255,506,947,043 ", 60 ," 539,646,201,072,205 ", 122 ,10,10,10,10,10,10,10,10,80
42J4J5OSG,ハラシヨ,W26TRPM1R,めぐ党藤島派,16,53," 16,004,000 "," 584,652,441,903,623 ", 186 ," 577,698,680,897,759 ", 42 ," 578,181,626,117,036 ", 39 ,10,10,10,10,10,10,10,10,80
CZKJL4VOV,親戚プランタン,M5LHG6R4T,乙宗家執事連合会,15,54," 15,935,000 "," 669,193,672,480,171 ", 54 ," 565,342,124,117,615 ", 59 ," 557,754,315,512,059 ", 84 ,10,10,10,10,10,10,10,10,80
J9C1NN8VB,CBCRR23,VW65MCVF8,スリスリーズ,16,55," 15,862,000 "," 604,705,802,419,924 ", 132 ," 545,323,182,077,713 ", 108 ," 578,149,513,799,268 ", 40 ,10,10,10,10,10,10,10,10,80
0Y3QCF38L,be proud,M5LHG6R4T,乙宗家執事連合会,8,56," 15,848,000 "," 683,560,663,838,076 ", 38 ," 549,942,257,080,349 ", 94 ," 555,613,433,446,580 ", 87 ,10,10,10,10,10,10,10,10,80
NLNKEMVRB,なのはな,M5LHG6R4T,乙宗家執事連合会,13,57," 15,822,000 "," 709,612,533,339,875 ", 9 ," 583,035,135,683,483 ", 31 ," 555,327,317,244,598 ", 88 ,10,10,10,10,10,10,10,10,80
HU55NKXPK,たっち,EYN9H9N16,水すきすきクラブ,16,58," 15,805,500 "," 688,357,719,861,308 ", 32 ," 570,529,446,371,594 ", 51 ," 378,001,140,720,347 ", 683 ,10,10,10,10,10,10,10,10,80
ND6DAW05J,パトリシア,M5LHG6R4T,乙宗家執事連合会,15,59," 15,800,000 "," 659,774,720,623,913 ", 63 ," 556,350,402,787,506 ", 77 ," 559,267,096,824,324 ", 80 ,10,10,10,10,10,10,10,10,80
XEDYAEF7D,waito,PBRDPWEY1,村村会,5,60," 15,796,000 "," 684,913,214,981,857 ", 35 ," 557,720,766,714,725 ", 70 ," 570,087,851,846,023 ", 56 ,10,10,10,10,10,10,10,10,80
CL0CDYUYY,かなちゃん,PBRDPWEY1,村村会,16,61," 15,780,000 "," 670,041,433,670,474 ", 52 ," 582,234,980,473,154 ", 34 ," 539,133,980,028,779 ", 125 ,10,10,10,10,10,10,10,10,80
4W6BIX284,リリィ♡,FK5MUK0ET,Aq♡urs,16,62," 15,735,000 "," 652,703,175,783,969 ", 70 ," 580,613,935,735,713 ", 37 ," 610,647,429,001,980 ", 16 ,10,10,10,10,10,10,10,10,80
U1IQYBNI5,通りすがりの人,49AMYCXCD,ルドベキア,13,63," 15,660,000 "," 642,157,981,667,065 ", 86 ," 556,220,275,366,879 ", 78 ," 568,732,554,976,150 ", 60 ,10,10,10,10,10,10,10,10,80
AK6AYMM19,ごろよん,PBRDPWEY1,村村会,15,64," 15,658,000 "," 673,238,862,158,144 ", 47 ," 548,950,689,427,918 ", 98 ," 615,489,713,090,696 ", 14 ,10,10,10,10,10,10,10,10,80
4KFUM6ADN,ねくすと,M5LHG6R4T,乙宗家執事連合会,16,65," 15,612,000 "," 689,931,105,093,594 ", 30 ," 555,023,290,155,192 ", 81 ," 559,302,245,619,240 ", 79 ,10,10,10,10,10,10,10,10,80
OWS2KA4SW,ごみょ,49AMYCXCD,ルドベキア,15,66," 15,597,000 "," 644,372,508,560,952 ", 79 ," 559,917,682,010,356 ", 68 ," 561,761,173,365,821 ", 73 ,10,10,10,10,10,10,10,10,80
8E70ID58F,あるとす,WN5B7VKPU,きんぴられんこん,15,67," 15,579,000 "," 592,467,655,926,843 ", 162 ," 538,585,751,505,127 ", 126 ," 609,042,583,614,086 ", 17 ,10,10,10,10,10,10,10,10,80
1A279T9WC,ねば,49AMYCXCD,ルドベキア,15,68," 15,470,000 "," 587,787,883,961,332 ", 176 ," 534,917,300,887,721 ", 144 ," 588,288,101,353,482 ", 26 ,10,10,10,10,10,10,10,10,80
ALF76WC94,あにょつき,11FB0EDDT,スクステ同好会,15,69," 15,444,000 "," 584,137,594,880,424 ", 187 ," 556,719,667,414,930 ", 75 ," 571,405,123,277,613 ", 52 ,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,49AMYCXCD,ルドベキア,15,70," 15,435,000 "," 649,915,710,586,123 ", 72 ," 548,642,776,382,072 ", 100 ," 552,302,776,482,129 ", 95 ,10,10,10,10,10,10,10,10,80
6W15T8F42,しう,PBRDPWEY1,村村会,16,71," 15,422,000 "," 621,367,978,433,239 ", 114 ," 554,278,962,961,980 ", 84 ," 551,915,300,942,142 ", 96 ,10,10,10,10,10,10,10,10,80
AJMEJX0KG,こーか,EYN9H9N16,水すきすきクラブ,16,72," 15,413,000 "," 650,647,476,235,931 ", 71 ," 567,856,042,419,061 ", 57 ," 547,122,823,566,040 ", 107 ,10,10,10,10,10,10,10,10,80
XB2VHAJYV,まさお,GMEF2K8DL,花咲く泥も好き²,10,73," 15,402,000 "," 656,360,177,708,069 ", 66 ," 550,531,054,171,636 ", 92 ," 547,025,580,278,485 ", 108 ,10,10,10,10,10,10,10,10,80
TKLRD66RN,ふじー,GXR6C85BT,花帆ちゃん親衛隊,15,74," 15,389,000 "," 622,001,479,235,417 ", 112 ," 569,283,658,057,861 ", 53 ," 563,038,252,926,564 ", 71 ,10,10,10,10,10,10,10,10,80
LQEN0GFVZ,ごろーざ,WN5B7VKPU,きんぴられんこん,16,75," 15,386,000 "," 654,802,031,763,927 ", 68 ," 534,481,785,053,983 ", 149 ," 590,340,484,905,785 ", 25 ,10,10,10,10,10,10,10,10,80
W6WFFMRAU,ほむまん,11FB0EDDT,スクステ同好会,15,76," 15,383,000 "," 643,162,764,752,235 ", 82 ," 556,554,338,403,706 ", 76 ," 554,351,738,495,348 ", 91 ,10,10,10,10,10,10,10,10,80
UYWXG3CKZ,はすた,PBRDPWEY1,村村会,16,77," 15,365,000 "," 595,750,379,875,170 ", 154 ," 541,530,896,566,016 ", 118 ," 605,159,514,484,889 ", 19 ,10,10,10,10,10,10,10,10,80
1Y0XFNNDJ,かなたなか,EYN9H9N16,水すきすきクラブ,15,78," 15,345,000 "," 642,889,145,991,512 ", 84 ," 564,406,806,719,232 ", 62 ," 518,398,468,296,695 ", 163 ,10,10,10,10,10,10,10,10,80
AL804BYBX,はなぶさ,YE7CX8RNP,蓮ノ大三十角ex,16,79," 15,341,000 "," 653,299,615,436,302 ", 69 ," 515,451,889,229,607 ", 199 ," 196,204,521,383,191 "," 1,629 ",10,10,10,10,10,10,10,10,80
Z4TLWEM1D,ちびこま,YE7CX8RNP,蓮ノ大三十角ex,12,80," 15,320,000 "," 588,312,440,932,283 ", 174 ," 568,126,353,339,024 ", 56 ," 551,815,725,987,487 ", 97 ,10,10,10,10,10,10,10,10,80
UA5OC8495,zth,M5LHG6R4T,乙宗家執事連合会,16,81," 15,282,000 "," 674,310,993,213,418 ", 44 ," 542,275,858,171,229 ", 115 ," 540,994,350,399,648 ", 119 ,10,10,10,10,10,10,10,10,80
Y2LLTQ4MF,Lautrum,M5LHG6R4T,乙宗家執事連合会,16,82," 15,280,000 "," 658,553,172,370,104 ", 64 ," 535,894,452,035,654 ", 135 ," 571,050,996,142,904 ", 54 ,10,10,10,10,10,10,10,10,80
7XT268BWG,夏はこずめぐ,EYN9H9N16,水すきすきクラブ,16,83," 15,259,000 "," 632,418,024,144,108 ", 97 ," 582,608,695,806,095 ", 33 ," 523,344,527,796,312 ", 153 ,10,10,10,10,10,10,10,10,80
U7NEBV4KH,こーど,49AMYCXCD,ルドベキア,16,84," 15,255,000 "," 555,961,515,603,898 ", 294 ," 557,382,290,613,278 ", 72 ," 570,519,694,396,426 ", 55 ,10,10,10,10,10,10,10,10,80
FDXBWBH2B,あおっち,11FB0EDDT,スクステ同好会,1,85," 15,207,000 "," 596,980,889,174,606 ", 151 ," 538,045,868,741,093 ", 128 ," 566,149,081,327,756 ", 62 ,10,10,10,10,10,10,10,10,80
KYXUCDX5P,米豆梨（みどり）,9YM3DBTB7,泥民館,9,86," 15,190,000 "," 649,361,303,418,446 ", 73 ," 581,463,609,752,658 ", 36 ," 518,752,894,581,292 ", 162 ,10,10,10,10,10,10,10,10,80
V8AFKEXP8,幻,R181MKNX1,みらくらは人生！,15,87," 15,189,000 "," 589,743,388,363,020 ", 168 ," 557,355,430,783,435 ", 73 ," 563,833,243,952,919 ", 69 ,10,10,10,10,10,10,10,10,80
KBI8MUTYD,まけれれ,EYN9H9N16,水すきすきクラブ,15,88," 15,177,000 "," 684,247,653,516,217 ", 37 ," 554,735,397,613,905 ", 82 ," 547,859,387,166,230 ", 104 ,10,10,10,10,10,10,10,10,80
8DSWY1SNL,お茶とコーヒー,HBUK6F7CC,乙宗梢なりきり部,16,89," 15,174,000 "," 597,572,403,813,313 ", 148 ," 528,250,173,414,839 ", 165 ," 564,482,725,502,116 ", 67 ,10,10,10,10,10,10,10,10,80
IZUFEEX2U,アルメ,EYN9H9N16,水すきすきクラブ,16,90," 15,172,000 "," 560,600,997,338,931 ", 273 ," 568,941,579,523,914 ", 54 ," 538,368,025,760,154 ", 129 ,10,10,10,10,10,10,10,10,80
WCN6J32TG,しみちゃん,0TKFF5EG3,サークル名募集中,15,91," 15,147,000 "," 640,691,595,916,644 ", 89 ," 582,694,738,462,388 ", 32 ," 515,944,144,918,636 ", 168 ,10,10,10,10,10,10,10,10,80
L0HOC7EEE,子犬,YE7CX8RNP,蓮ノ大三十角ex,5,92," 15,095,000 "," 564,733,841,274,493 ", 261 ," 529,036,771,069,053 ", 161 ," 579,637,584,202,768 ", 36 ,10,10,10,10,10,10,10,10,80
8GYTX89XA,日野下花帆,PBRDPWEY1,村村会,15,93," 15,070,000 "," 645,433,991,991,958 ", 76 ," 549,616,586,490,664 ", 95 ," 544,970,613,629,093 ", 111 ,10,10,10,10,10,10,10,10,80
W0WYHMBR4,リョータ,49AMYCXCD,ルドベキア,15,94," 15,044,000 "," 707,494,731,736,460 ", 12 ," 487,836,947,690,055 ", 312 ," 535,996,267,938,883 ", 134 ,10,10,10,10,10,10,10,10,80
B424J17UB,ギンッカ,EYN9H9N16,水すきすきクラブ,16,95," 15,006,000 "," 638,014,276,033,679 ", 92 ," 553,012,076,662,638 ", 88 ," 523,494,432,986,857 ", 152 ,10,10,10,10,10,10,10,10,80
BCUBTG3Y4,ノノ,B5V2LNN43,WMW,14,96," 14,973,000 "," 661,084,650,976,738 ", 59 ," 530,949,590,770,725 ", 157 ," 530,246,156,848,760 ", 138 ,10,10,10,10,10,10,10,10,80
TUHKRV0IW,ポン,EYN9H9N16,水すきすきクラブ,16,97," 14,961,000 "," 647,330,654,426,216 ", 74 ," 557,502,829,737,055 ", 71 ," 538,887,887,085,553 ", 127 ,10,10,10,10,10,10,10,10,80
3Q65ASSTC,ほうがく,YE7CX8RNP,蓮ノ大三十角ex,15,98," 14,947,000 "," 637,335,063,603,606 ", 93 ," 531,693,916,936,827 ", 155 ," 537,520,721,483,890 ", 130 ,10,10,10,10,10,10,10,10,80
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,9,99," 14,925,000 "," 643,143,935,005,114 ", 83 ," 542,411,334,219,415 ", 114 ," 549,265,449,401,008 ", 102 ,10,10,10,10,10,10,10,10,80
CPU567Q5P,あいざっく,8M6UDX260,ぽけもん好き,4,100," 14,919,000 "," 619,911,542,016,491 ", 116 ," 543,586,533,947,096 ", 111 ," 537,468,997,242,901 ", 131 ,10,10,10,10,10,10,10,10,80
BJ2YEFM93,テンババア,EYN9H9N16,水すきすきクラブ,15,101," 14,869,000 "," 656,058,848,202,174 ", 67 ," 541,095,666,819,579 ", 121 ," 482,512,745,112,052 ", 243 ,10,10,10,10,10,10,10,10,80
56DXP4XGM,hΛЯu,11FB0EDDT,スクステ同好会,10,102," 14,840,000 "," 660,251,673,324,542 ", 62 ," 543,292,091,442,320 ", 112 ," 545,437,175,139,008 ", 110 ,10,10,10,10,10,10,10,10,80
64M70NFSR,いなば,9GDHWXGVG,ルリと花咲く毎日,15,103," 14,834,000 "," 594,951,501,639,970 ", 157 ," 558,289,272,493,587 ", 69 ," 505,885,758,683,475 ", 185 ,10,10,10,10,10,10,10,10,80
OJ8LRLQKO,抹茶あいす,1DU9LCND7,蓮ノ空すこやか部,16,104," 14,832,000 "," 583,015,646,650,084 ", 190 ," 520,124,456,988,385 ", 183 ," 573,990,190,557,669 ", 48 ,10,10,10,10,10,10,10,10,80
7YZUF27YY,ユウキ,11FB0EDDT,スクステ同好会,15,104," 14,832,000 "," 660,360,322,755,596 ", 61 ," 571,538,400,338,073 ", 50 ," 572,829,007,576,026 ", 49 ,10,10,10,10,10,10,10,10,80
5GUR9X53N,すてぽ,2B97MH4YA,同じ話し何回も…,15,106," 14,812,000 "," 582,196,293,876,059 ", 196 ," 553,439,403,079,129 ", 86 ," 527,751,867,219,383 ", 142 ,10,10,10,10,10,10,10,10,80
L5FWMMCWN,マナト,PBRDPWEY1,村村会,9,107," 14,781,000 "," 630,185,488,896,008 ", 98 ," 541,855,952,847,957 ", 117 ," 549,452,950,324,365 ", 101 ,10,10,10,10,10,10,10,10,80
MY1FSZGKQ,カルビ,M5LHG6R4T,乙宗家執事連合会,16,108," 14,772,000 "," 598,002,725,799,952 ", 146 ," 536,712,684,529,471 ", 134 ," 564,744,641,391,026 ", 66 ,10,10,10,10,10,10,10,10,80
RRW2O1DH8,ふかひれ,49AMYCXCD,ルドベキア,15,109," 14,768,000 "," 586,993,898,417,872 ", 180 ," 518,465,404,672,939 ", 190 ," 560,761,654,124,362 ", 77 ,10,10,10,10,10,10,10,10,80
TXTPD6OZ9,stella,M5LHG6R4T,乙宗家執事連合会,15,110," 14,741,000 "," 562,125,825,290,721 ", 267 ," 549,289,042,085,776 ", 96 ," 525,803,996,405,994 ", 147 ,10,10,10,10,10,10,10,10,80
QUQRGUWJL,にしおり,49AMYCXCD,ルドベキア,16,111," 14,739,000 "," 644,019,415,578,525 ", 81 ," 537,155,804,642,644 ", 131 ," 544,799,425,298,354 ", 112 ,10,10,10,10,10,10,10,10,80
1FREY7CCF,ぱむぱむ,HE0GK3EPE,瑞蓮プロカ倶楽部,15,112," 14,726,000 "," 670,792,543,982,971 ", 51 ," 534,732,022,579,813 ", 147 ," 522,185,940,656,577 ", 155 ,10,10,10,10,10,10,10,10,80
8Q0P3A5Y5,よしお,CM5THHYHB,「」ノ空だけれど,16,113," 14,691,000 "," 645,147,979,982,343 ", 78 ," 492,808,946,869,696 ", 292 ," 571,377,512,057,046 ", 53 ,10,10,10,10,10,10,10,10,80
DEVDG82YE,ジョーくん,11FB0EDDT,スクステ同好会,10,114," 14,684,000 "," 596,652,639,329,631 ", 152 ," 521,769,754,945,712 ", 179 ," 510,604,722,632,561 ", 178 ,10,10,10,10,10,10,10,10,80
B6XUHLVUZ,ればにら,RFYKY8DCD,LA.LA.LA,16,115," 14,656,000 "," 588,574,844,730,902 ", 173 ," 519,004,384,925,531 ", 188 ," 551,566,036,591,095 ", 98 ,10,10,10,10,10,10,10,10,80
