player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,结算前A分数,结算前A RANK,结算前B分数,结算前B RANK,结算前C分数,结算前C RANK,结算前音游分数,结算前音游 rank,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
74FH99Y65,ヌーノ,AVX749PPB,姫芽ちゃん親衛隊,554,0,8194,2669520,1216777037,7476,21217320393,6995,10990662990,6915,0,0,5,4,2,1,1,2,3,1,19
P2G6MNXC9,kuuki,Y6JNPC60C,綴理メイト,964,6,8195,2668831,17869334,8646,30934412596,6706,14628833955,6753,0,0,10,7,9,9,9,7,9,9,69
956GM930W,BELLWOOD,L5BGEMYVA,梢先輩を愛でる会,1070,10,8196,2668710,964041077,7544,1297203727,8683,3266842328,7598,80401917,2644,5,5,6,5,8,7,7,8,51
JB5IX6ZZT,ほろあま,9R4E0EDBV,いいね金沢,1044,1,8197,2668498,15895830000,6468,15517069853,7216,6385099,10661,0,0,2,4,4,5,5,1,9,9,39
NNB55XACG,ぱーらい,W3UUXHMDV,水彩ブーケ,1084,1,8198,2668440,6908097726,6826,12231670320,7369,10754463028,6931,0,0,8,5,7,7,7,6,7,7,54
02RXY12V7,ぬ,MTBRETXHJ,(*´°`*),721,3,8198,2668440,123689316,8101,13691955597,7283,12836998345,6836,78553031,2659,6,6,4,3,3,4,2,5,33
N3ECFEJL0,モノリス,YHWN0NJ03,ドカ食い気絶部,849,3,8200,2668227,4854510,9115,8624640711,7576,589955872,8600,0,0,10,9,9,10,8,7,8,9,70
5GJALCY6B,おとう,6B79AJXNY,こんめぐこんこず,728,0,8201,2668080,3477758395,7093,26043167659,6840,2890358028,7660,0,0,8,7,7,5,5,2,8,7,49
2W4TVBCWR,あなたちゃん,NDGW77R2V,こず花帆尊い,917,0,8202,2667510,16392559140,6450,4441647139,7980,4499137439,7429,0,0,7,6,7,8,8,7,5,8,56
OP62IT83S,ヒロ,0M875T3MD,ソラネル,1019,1,8203,2665740,2277427712,7263,7046826928,7701,24269868570,6400,37014418,3467,4,8,2,1,1,7,10,10,43
BPA1E0KKD,Teriyaki,2L8R7GAV6,大賀美組,532,0,8204,2665586,0,0,34309959902,6607,0,0,0,0,10,8,10,10,7,10,7,6,68
J6WH7LHRR,虎次郎,1618JMRED,リンクラ自習室,302,0,8205,2664390,0,0,0,0,0,0,80884066,2639,5,2,8,4,1,6,5,1,32
TJV0S3LAY,羅生門,ARF3KPJ41,夕凪P極進会,1237,14,8206,2664030,7071230748,6819,16054778885,7192,21742811007,6477,0,0,10,9,6,10,10,10,10,10,75
DKEN0UF73,ゆうちゃん,BELCUYCMH,蓮hkg香港分部,492,0,8207,2663850,2796358420,7176,3433530924,8125,3725120190,7523,75050281,2682,7,8,7,1,2,6,8,5,44
C9LL83UWW,ヒロっくす,JA2C658FW,さや綴理の村人,1217,14,8208,2661960,0,0,0,0,0,0,81336393,2631,10,8,10,8,8,9,10,10,73
