player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
4YTEQDE04,りんくらいふは神,3F9P3U95T,ଳ天地鱏明の空ଳ,1794,17,1,9000000,10,10,10,10,10,10,10,10,80
64M70NFSR,いなば,YE7CX8RNP,蓮ノ大三十角,1818,19,1,9000000,10,10,10,10,10,10,10,10,80
HVA8EZJWM,鍋,3F9P3U95T,ଳ天地鱏明の空ଳ,1816,17,3,8940000,10,10,10,10,10,10,10,10,80
TWKTW5AVC,ライト,GXR6C85BT,花帆ちゃん親衛隊,1601,19,4,8930000,10,10,10,10,10,10,10,10,80
1Y0XFNNDJ,吟子強化月間,EYN9H9N16,蓮すきすきクラブ,1791,18,5,8920000,10,10,10,10,10,10,10,10,80
EQOU1ZZS7,㍻₹˝ｬʓぁぉぃ,3F9P3U95T,ଳ天地鱏明の空ଳ,1763,19,6,8910000,10,10,10,10,10,10,10,10,80
9NMP2LJU2,アプリ平太郎,EYN9H9N16,蓮すきすきクラブ,1814,19,7,8900000,10,10,10,10,10,10,10,10,80
X0REUC1B0,ジークハルト,GXR6C85BT,花帆ちゃん親衛隊,1715,19,8,8880000,10,10,10,10,10,10,10,10,80
NC6WJYFVX,でら,EYN9H9N16,蓮すきすきクラブ,1882,19,9,8870000,10,10,10,10,10,10,10,10,80
7604CH5KV,ll,FK5MUK0ET,くる♡すきクラブ,1857,20,10,8850000,10,10,10,10,10,10,10,10,80
LVRF4GDVF,るびたぬ,2K5AM4RV0,とろぺりです,1571,19,11,8840000,10,10,10,10,10,10,10,10,80
JC33CNHML,アンガールズ山根,EYN9H9N16,蓮すきすきクラブ,1644,16,12,8805000,10,10,10,10,10,10,10,10,80
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,1856,18,13,8780000,10,10,10,10,10,10,10,10,80
5LL48ARPU,シュウ,3F9P3U95T,ଳ天地鱏明の空ଳ,1675,19,14,8765000,10,10,10,10,10,10,10,10,80
TKLRD66RN,ふじー,3F9P3U95T,ଳ天地鱏明の空ଳ,1776,18,15,8760000,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,PBRDPWEY1,村村会,1634,18,16,8750000,10,10,10,10,10,10,10,10,80
JE5URLPU8,もご,3F9P3U95T,ଳ天地鱏明の空ଳ,1222,6,17,8710000,10,10,10,10,10,10,10,10,80
W48K3OD0Q,ふっちー,998H940YN,お嬢様筋トレ部,1701,15,18,8705000,10,10,10,10,10,10,10,10,80
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,1832,18,19,8700000,10,10,10,10,10,10,10,10,80
WY7ASMM7N,ちゅん,11FB0EDDT,スクステ同好会,1504,18,20,8680000,10,10,10,10,10,10,10,10,80
ZWGHFBK3S,DSsuzu,YCTM6RYDP,金沢おでん同好会,1836,20,20,8680000,10,10,10,10,10,10,10,10,80
VGWT7LCX7,ZUC,3F9P3U95T,ଳ天地鱏明の空ଳ,1785,16,22,8670000,10,10,10,10,10,10,10,10,80
KXMPLAX04,ろーぱす,3F9P3U95T,ଳ天地鱏明の空ଳ,1612,17,23,8665000,10,10,10,10,10,10,10,10,80
QTHXHSE6U,総たい,EYN9H9N16,蓮すきすきクラブ,1881,19,24,8660000,10,10,10,10,10,10,10,10,80
6NJM4GUG6,石もふ,3F9P3U95T,ଳ天地鱏明の空ଳ,1830,12,25,8650000,10,10,10,10,10,10,10,10,80
0USG3I0AK,S,EYN9H9N16,蓮すきすきクラブ,1710,18,25,8650000,10,10,10,10,10,10,10,10,80
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,1735,9,27,8640000,10,10,10,10,10,10,10,10,80
