player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,音游分数,音游 rank,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
64M70NFSR,いなば,YE7CX8RNP,蓮ノ大三十角,1818,19,1,15000000,206011815232.0,1.0,10,10,10,10,10,10,10,10,80
4YTEQDE04,ଳ左上の大三角ଳ,3F9P3U95T,ଳ天地鱏明の空ଳ,1797,17,1,15000000,128749246347.0,108.0,10,10,10,10,10,10,10,10,80
HVA8EZJWM,ଳ鍋ଳ,3F9P3U95T,ଳ天地鱏明の空ଳ,1819,17,3,14920000,43175376784.0,652.0,10,10,10,10,10,10,10,10,80
1Y0XFNNDJ,かなたなか,EYN9H9N16,蓮すきすきクラブ,1791,18,4,14880000,193341650184.0,2.0,10,10,10,10,10,10,10,10,80
TWKTW5AVC,ライト,GXR6C85BT,花帆ちゃん親衛隊,1601,19,5,14860000,190712595831.0,4.0,10,10,10,10,10,10,10,10,80
EQOU1ZZS7,葵,3F9P3U95T,ଳ天地鱏明の空ଳ,1763,19,5,14860000,,,10,10,10,10,10,10,10,10,80
9NMP2LJU2,アプリ平太郎,EYN9H9N16,蓮すきすきクラブ,1814,19,7,14830000,190019809585.0,6.0,10,10,10,10,10,10,10,10,80
NC6WJYFVX,でら,EYN9H9N16,蓮すきすきクラブ,1882,19,8,14820000,190089639289.0,5.0,10,10,10,10,10,10,10,10,80
7604CH5KV,yyy,FK5MUK0ET,くる♡すきクラブ,1860,20,9,14800000,,,10,10,10,10,10,10,10,10,80
X0REUC1B0,ジークハルト,GXR6C85BT,花帆ちゃん親衛隊,1719,19,10,14740000,182153679865.0,8.0,10,10,10,10,10,10,10,10,80
JC33CNHML,アンガールズ山根,EYN9H9N16,蓮すきすきクラブ,1652,16,11,14725000,,,10,10,10,10,10,10,10,10,80
LVRF4GDVF,るびたぬ,2K5AM4RV0,とろぺりです,1575,19,12,14670000,180435336807.0,10.0,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,PBRDPWEY1,村村会,1637,18,13,14650000,,,10,10,10,10,10,10,10,10,80
W48K3OD0Q,ふっちー,998H940YN,お嬢様筋トレ部,1704,15,14,14625000,190840660881.0,3.0,10,10,10,10,10,10,10,10,80
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,1859,18,15,14610000,,,10,10,10,10,10,10,10,10,80
VGWT7LCX7,ZUC,3F9P3U95T,ଳ天地鱏明の空ଳ,1787,16,16,14550000,42777651766.0,657.0,10,10,10,10,10,10,10,10,80
5LL48ARPU,シュウ,3F9P3U95T,ଳ天地鱏明の空ଳ,1676,19,17,14540000,159061838892.0,34.0,10,10,10,10,10,10,10,10,80
JE5URLPU8,もご,3F9P3U95T,ଳ天地鱏明の空ଳ,1224,6,18,14505000,,,10,10,10,10,10,10,10,10,80
8JKPKHDHC,あるふぁん,EYN9H9N16,蓮すきすきクラブ,1810,18,19,14500000,185326699805.0,7.0,10,10,10,10,10,10,10,10,80
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,1832,18,20,14490000,178028583656.0,12.0,10,10,10,10,10,10,10,10,80
