player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,结算前A分数,结算前A rank,结算前B分数,结算前B rank,结算前C分数,结算前C rank,结算前音游分数,结算前音游 rank,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
64M70NFSR,いなば,YE7CX8RNP,蓮ノ大三十角,1813,19,1,3000000,1034816810505.0,1773.0,17127789232.0,6476.0,91983766849.0,4662.0,186373129535.0,1.0,10,10,10,10,10,10,10,10,80
4YTEQDE04,左上の大三角,3F9P3U95T,ଳ天地鱏明の空ଳ,1781,17,1,3000000,13241749963153.0,1.0,11945646327094.0,1.0,11099329312583.0,1.0,0.0,0.0,10,10,10,10,10,10,10,10,80
9NMP2LJU2,アプリ平太郎,EYN9H9N16,蓮すきすきクラブ,1805,19,3,2990000,12285140458662.0,13.0,11374641659368.0,5.0,11005096344329.0,2.0,55913342553.0,389.0,10,10,10,10,10,10,10,10,80
U1IQYBNI5,通りすがりの人,3F9P3U95T,ଳ天地鱏明の空ଳ,1835,15,3,2990000,37943314439.0,6250.0,11089792858.0,6716.0,82967499662.0,4755.0,154023613113.0,21.0,10,10,10,10,10,10,10,10,80
IZUFEEX2U,アルメ,EYN9H9N16,蓮すきすきクラブ,1742,18,5,2980000,0.0,0.0,11310127511422.0,6.0,10914106986661.0,3.0,0.0,0.0,10,10,10,10,10,10,10,10,80
0USG3I0AK,A,EYN9H9N16,蓮すきすきクラブ,1683,18,5,2980000,877616795.0,8163.0,21349121833.0,6344.0,150977252417.0,4134.0,177674699994.0,2.0,10,10,10,10,10,10,10,10,80
NC6WJYFVX,でら,EYN9H9N16,蓮すきすきクラブ,1861,18,7,2970000,11898725832640.0,24.0,43482968908.0,5911.0,9534654454949.0,19.0,177340445562.0,3.0,10,10,10,10,10,10,10,10,80
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,1839,17,7,2970000,12606175949238.0,5.0,11420746319371.0,4.0,10216398224327.0,6.0,0.0,0.0,10,10,10,10,10,10,10,10,80
1Y0XFNNDJ,食洗機,EYN9H9N16,蓮すきすきクラブ,1766,18,9,2960000,986585369345.0,1846.0,1672706643.0,7605.0,1731019044325.0,1274.0,125637461012.0,74.0,10,10,10,10,10,10,10,10,80
HVA8EZJWM,鍋,3F9P3U95T,ଳ天地鱏明の空ଳ,1802,17,9,2960000,12859637669670.0,3.0,10622632819761.0,18.0,0.0,0.0,0.0,0.0,10,10,10,10,10,10,10,10,80
