player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,姬芽,花帆,慈,瑠璃乃,小铃,梢,缀理,さやか,吟子,昨天分数,是否出刀,未出刀人数
WWZEQP96Z,ゆうすけ,C0NDBKMRB,すりぃずぶぅ家,2,3964,514567670158255,7,8,9,9,7,9,7,8,6,514567670158255,False,16
BGNPR0YM2,マッキー,6045Y2RW7,ポチっと！蓮ノ空,3,3965,514077903083358,6,7,6,6,6,7,9,7,5,408937674765427,True,19
VTHJKFAA0,Cherish,5WUDLMWEP,蓮ノ空は明日ノ空,0,3966,513745057508458,8,8,10,10,5,7,7,10,6,348116720124706,True,13
2FNCDALLX,ギヨモ,CT8XW752X,蓮ノ空写真部,3,3967,513584019812650,7,5,6,6,1,4,1,5,1,513584019812650,False,5
MP8NO9YZV,紅葉,RWG56GK19,e+本社ヲ爆破ス,2,3968,513382019663481,7,10,10,10,5,7,7,4,6,406162639256962,True,13
WZP191BKC,けんたろう,G0J2F9NAL,さやさやさーくる,7,3969,513221203616034,10,10,10,10,10,10,10,10,10,404987255209754,True,13
E6LUE5J86,ぼし,2DYYAPFVN,蓮っ子村,2,3970,512975885133966,7,5,10,6,10,10,10,6,9,512975885133966,False,15
JWK63ILN0,柚木みどり,TFGKYEY98,LLP JR,12,3971,512727150584877,5,6,5,6,1,3,3,5,2,512727150584877,False,13
W5O30UN6J,ゆーち,TM19BMU7C,ソロプレイヤーズ,3,3972,512714172119616,7,8,10,10,5,9,10,7,6,512714172119616,False,12
2ORXMSDJC,Neamior,919XF8V2V,蓮之空大三腳,4,3973,511386658815067,6,9,9,8,5,10,8,7,5,382952333005728,True,18
CCUAGD896,かさ,KHAKJKC0A,のんびりまったり,2,3974,511119263056477,6,7,2,10,5,10,10,7,10,511119263056477,False,5
5EGK0BFSO,なおすけ,BW38LDPRF,蓮浦の星空,12,3975,510997042939768,9,8,10,8,10,9,10,10,10,417687401949949,True,17
13R6KAVG7,なー。,4URND90YY,参加賞狙い,0,3976,510880922807243,9,9,10,10,8,10,10,8,9,406712460366164,True,11
K52GEI8A4,アナゴ,J62DRC7J5,蓮ノ空好き好き会,12,3977,510004534739992,6,7,10,9,7,9,10,8,7,383698443994469,True,19
7WBAU9EW5,海月,R181MKNX1,みらくらは人生！,0,3978,509281703685831,6,8,8,5,6,7,8,7,6,509281703685831,False,20
L12MNBJAH,なす,FC8NBAJBT,ラー麺二郎金沢店,5,3979,509039980236168,7,8,10,10,7,8,10,9,7,509039980236168,False,19
WLECCBYTE,ひゅー,WN3LHKX0L,レンコンおいしい,4,3980,508851295698509,7,7,8,10,6,10,8,7,6,374742160394878,True,11
KHV1TG9NI,星宮かぐら,JDAG79TG7,百合ノ空観察部,6,3981,508756679623166,7,9,10,10,7,9,9,8,6,508756679623166,False,19
DKDK6P5R2,たし,48GTYR1VB,ハラショー！,0,3982,507608633535943,5,7,9,6,4,7,6,6,4,507608633535943,False,14
EC08F0X0A,ムラマサ,8R49BTWW6,蓮女お嬢様クラブ,4,3983,506225873734947,10,10,10,10,10,10,10,10,10,400173888351345,True,17
RKLTWRT1K,かくかく,KT4C59NXG,めぐ島,3,3984,506019339486801,6,6,10,7,6,8,10,6,6,405889355407703,True,17
BHCTQEOBW,チャラディオン,HBK6KCRPP,無言でおけ,4,3985,505985893143062,7,8,8,8,7,8,8,7,7,402712269475015,True,20
4414A5DAK,ZERO,08DDCV5JN,黒ねこのしっぽ,0,3986,505979927723016,9,9,8,9,1,7,2,10,4,505979927723016,False,15
K8B40K2E5,雪月花,38KAJGDGU,異次元シャニP,0,3987,505964643285839,6,6,10,9,7,10,8,6,7,505964643285839,False,16
2L5ZFLT5Y,現代貨幣理論,GKR9TEBYC,毎日がホリデイ♪,10,3988,505633993862702,9,7,8,7,9,9,10,8,9,505633993862702,False,19
CJHC5HTV5,白濁課長,N7GLY2RUW,百生銀行,0,3989,505243973297222,9,9,10,9,5,8,8,5,6,369992576262553,True,18
8OWGCGEQC,きつかわ橘川,4WWM4VVDK,蓮ノ空遊戯開発部,0,3990,504623273358036,3,10,10,3,1,10,8,1,5,409843743290593,True,16
WKM9WKYCL,しゃま,6045Y2RW7,ポチっと！蓮ノ空,1,3991,504573971664388,4,4,4,4,4,4,4,4,4,412729201926308,True,19
FWL31RM30,みたらし,AVX749PPB,姫芽ちゃん親衛隊,0,3992,504322242168408,7,7,10,10,7,8,8,8,8,504322242168408,False,15
0TNGLPKNB,穂澄,ABU58EVJ2,Quatuor,2,3993,504267247239790,8,7,10,9,8,7,10,9,8,387362226037318,True,20
ELMA5YEX1,Z宗木肖,7U20138DB,LGP,4,3994,504250984130122,9,7,10,10,9,10,10,7,9,504250984130122,False,19
DI8P4HEN1,Chupigel,J80MEYHBC,Nymphaea,11,3995,504091106763983,9,6,9,8,8,7,9,9,8,504091106763983,False,9
Q8WWTOPQZ,ハムカツ,5KK3DFY18,MUGEN∞,12,3996,503092456121873,7,7,7,8,7,7,5,8,5,406686177241830,True,15
JBN6N91UN,BiBiっときた,5YXVKDEKV,サークル(仮),4,3997,502130155884160,10,10,10,10,10,10,10,10,10,502130155884160,False,13
TWMHXEK1W,さおり,BX7W9FA88,にゃんこな,12,3998,501828642426511,7,10,8,10,7,10,7,10,10,391233355434952,True,0
1BELD3S5I,星野優花,YM72HRVCF,ワンニャン部,3,3999,501007416695962,10,10,10,10,10,10,10,10,10,501007416695962,False,10
ND3607L78,タマココン東西,XXMU9WLKB,梢の機械さん,0,4000,500655111491888,7,8,10,8,7,8,8,7,7,442257166595566,True,11
LWYNTUFFF,meruru,M4D0VP1XT,蓮ノ空痛車部,1,4001,500342572301387,10,10,10,10,10,10,10,9,10,500342572301387,False,4
D5HFECWTD,めぐまわり,GN1798YEX,ド!ド!同好会,9,4002,500292794396802,8,7,10,8,7,8,7,4,7,441024160501059,True,18
4DPEMAB05,ココカメ2,AKF49TD3T,なんか,1,4003,499856179093288,8,6,10,9,4,7,8,8,4,499856179093288,False,2
02PTPEWA3,アマネ,J0N1E3Y09,月火水木金土日,1,4004,499479052429747,8,6,9,8,7,6,8,8,7,499479052429747,False,11
VVHB4RJFU,ナマサタ,GVY1F8C9D,花咲くラブライ部,0,4005,499467501575859,8,10,9,8,5,10,6,4,7,499467501575859,False,21
J3PNN0ECY,ちくわ,GVT61ATX0,なのだけれど,2,4006,498824181152324,6,6,7,7,6,8,7,1,4,238705386816579,True,18
CNW4CEET9,グゥ,MY7PHGEAX,かがやき号蓮女行,3,4007,498264988057401,8,10,9,8,8,10,9,9,8,405980391318442,True,0
K21DQHM4Z,る！,V6DV6KETG,梢好き好きクラブ,3,4008,498198323355797,4,3,7,5,1,5,6,3,2,454674364207582,True,19
X64FJD6HD,へろ太,MTBP3B4GM,ふらわーすきすき,0,4009,498191135380691,8,7,10,10,8,9,9,8,7,498191135380691,False,17
RM2GHAV28,haru,DHKUGEWBJ,めぐ党虹ヶ咲支部,6,4010,497977935337664,7,8,10,10,7,10,10,8,7,352215740755591,True,15
AR3PP5A2E,ころもち,TD87P23DJ,黄昏の旅団,0,4011,497929006251659,8,10,10,10,8,10,10,10,9,408539132687918,True,5
90C5H5PNF,いぬ,UHF5Y8PEF,さやちゃん倶楽部,0,4012,497905317858838,6,7,8,9,7,9,10,8,6,497905317858838,False,20
6V4C7PHJN,ReoNa,HBD61R6WC,梢先輩すきすき部,2,4013,497410686323269,10,10,10,10,10,10,10,10,10,402847022250110,True,7
WULLLT8DX,マ・BO,9RYR14H9L,ソロマターリ,8,4014,496430239055567,6,8,10,7,6,7,7,7,6,396136078169225,True,13
N9BBGDMV8,ポリスター,DKNHY5HH6,なす料理研究会,3,4015,496181836203899,9,9,10,10,9,10,10,9,9,348890259090183,True,19
WPU249DUJ,ひながめ,L15B25270,蓮女マネージャー,1,4016,496094086753972,6,9,8,6,6,9,7,5,5,496094086753972,False,19
71A2XUE9B,theta,BKUHCT7WF,蓮女お嬢様部,9,4017,495120181729898,8,6,9,9,4,7,9,6,4,495120181729898,False,19
DRPN82JR4,Rae,U57VPUTEE,ゆったりクラブ,0,4018,494965057657267,7,9,10,9,3,9,10,4,3,494965057657267,False,8
KHRKE5CNP,yuc,919XF8V2V,蓮之空大三腳,4,4019,494081558030715,7,9,8,8,4,10,8,7,5,494081558030715,False,18
2981091LV,めさ,PMME7169X,蓮っ子動物園,0,4020,494008439242488,6,7,8,8,6,7,9,8,6,419918166204912,True,8
Y4GLOZ0A8,えーたん,J0N1E3Y09,月火水木金土日,8,4021,493917354715406,9,8,10,10,9,8,9,7,9,493917354715406,False,11
AGF59LJG8,編,N1JAJ83CA,蓮ノ空園芸部,1,4022,493912929324149,8,9,10,10,8,9,9,8,9,464541153762972,True,13
3X404K304,いけ,E12PR824F,ゆるっと蓮ノ空,0,4023,493718618220549,10,10,10,10,10,10,10,10,10,384643549344976,True,9
RALEMQTLZ,いか,BYA3FA0X8,無言ぼっち同好会,4,4024,493589101953247,6,6,9,8,5,7,7,7,5,493589101953247,False,14
NWWUBUW9T,Dell(でる),H0DV3JJGA,かほさやてぇてぇ,4,4025,493538603534068,7,9,10,5,5,9,8,6,5,228960604603813,True,10
O7L5K6EKK,いちごう,TM19BMU7C,ソロプレイヤーズ,4,4026,491674535774155,10,6,10,10,6,9,10,9,5,358484929450699,True,12
5YA49Y81L,シエン,J7N4W6Y1K,こずミックラブ♡,9,4027,491483801692131,8,6,9,10,7,10,8,8,7,491483801692131,False,19
0JXYR6AAH,う,4WWM4VVDK,蓮ノ空遊戯開発部,0,4028,491458574315883,10,9,6,8,5,9,8,7,7,424051494548677,True,16
ANF0KJFE3,レディオ,DFXN9DB2H,どんぐり共和国,3,4029,491201649930042,6,8,7,7,6,6,6,5,5,361925683886413,True,15
8M57HANX4,白★旗,23YJ44XUE,あつまれ好好の森,2,4030,491170939732074,8,7,10,10,1,10,8,1,2,342694190402516,True,6
46EW8IIFD,秋水,1U4JN5CXB,LLユーカー部!,3,4031,490678830372131,7,9,10,10,7,9,10,8,7,490678830372131,False,5
E09RNAVW7,tonkotu,YNR28303K,りんくらぶ,0,4032,490302652411398,4,4,6,5,4,3,7,6,3,490302652411398,False,13
2UQOXOQLR,はちお,8JMW9G2XW,僕らのリンクラ！,4,4033,490107779876032,10,6,10,6,4,4,1,1,2,490107779876032,False,20
A9PBDJNKL,旅人,YC3DCPM7M,福井大学ラ研,2,4034,488779811913924,10,10,10,10,10,10,10,10,10,488779811913924,False,6
YCBF4FJU9,in章鱼,J800VVPTN,Aqours,6,4035,488209415308816,8,8,8,7,5,7,7,7,4,392762584699372,True,24
VBIVA29QF,りんてる,4XRHRYDW4,無言でエンジョイ,15,4036,488144705578455,9,10,10,10,10,10,10,9,10,488144705578455,False,20
9K5WNRTG3,かがり火,HBK6KCRPP,無言でおけ,12,4037,487621957571959,10,9,10,10,10,10,10,9,9,366142030244437,True,20
5PJMVDK3N,せかい,CRXN961YF,ビギナーズラック,0,4038,487579320922450,8,7,9,5,6,7,7,7,6,342601759316407,True,0
7K2JJX6JN,こ,26JDLMBLN,徒町は強く生きる,2,4039,487417201789914,7,3,6,3,5,7,6,8,4,487417201789914,False,10
9Z2DLEZD7,ひさを@にこ誕,573J1JVVK,かほかほ,3,4040,487368573748908,10,10,10,10,3,7,9,4,4,455500816798156,True,11
4F836WDGE,よこ,KXU941RFJ,梢先輩おめでとう,2,4041,487160362831737,10,7,10,10,7,8,10,8,6,487160362831737,False,19
E38GG76NH,とと丸,4XRHRYDW4,無言でエンジョイ,0,4042,486538020108336,10,9,10,10,5,9,7,7,6,486538020108336,False,20
A0PDR4YW8,サコッシュ,MUXWTW1GV,蓮の空見守り隊,0,4043,485748934331136,8,7,10,7,7,5,7,7,5,369044400952580,True,15
KAX983NVY,羊,GW4CH70HK,TKG同好会,0,4044,485541758022308,4,5,4,7,4,6,6,7,6,485541758022308,False,13
3W0RKLGFN,かえで,7R8NKPAB1,花帆推し倶楽部,12,4045,485525112694211,10,10,10,10,7,10,10,9,8,485525112694211,False,13
N1554VTPE,けいてぃ,PR2BGEK5K,ヒペリカムセゾン,3,4046,485057506844302,8,9,10,10,8,10,10,8,8,398042957844629,True,6
46TENF6Y6,MIZ,HBUK6F7CC,乙宗梢なりきり部,4,4047,484967942399865,10,10,10,10,10,10,10,10,10,484967942399865,False,14
CBU4LU5TA,もりか「づ」,X7C21B7H7,泥,3,4048,484579612290019,6,6,10,7,7,6,9,7,6,484579612290019,False,17
UEHC31TPH,Ryota7,7XH3K4GBT,LLP,2,4049,484476847061500,6,6,8,9,6,8,7,7,6,484476847061500,False,20
36O1J8BDY,タイム,95TAREFPT,ご自由にどうぞ,3,4050,484197922560698,10,10,10,10,9,10,10,10,9,392791494531007,True,21
396DJX80F,きゃべつ,2NY9H8BR9,乙宗紅茶館,4,4051,484068179685460,7,9,10,10,7,9,9,9,8,484068179685460,False,20
N261CPLVA,めーさー,72J5PWU5K,ライグラ待機室,4,4052,484060108794780,7,8,9,10,8,7,9,9,8,484060108794780,False,11
09NH2GY9J,めぐ党.しゅん,9JTF508LB,スクスタ亡霊部,2,4053,484030891079925,7,6,10,9,4,8,8,5,5,484030891079925,False,16
BDAGXRUPG,ほのぼー,UVM6NP6V7,リシアンサス,0,4054,483657836338642,6,4,7,10,4,1,5,5,10,384877361798210,True,10
T5559C220,Backspe,6N3F238R0,イベント参加用,0,4055,483503386636371,9,9,10,10,10,9,9,9,9,483503386636371,False,8
4NYA99EHN,でぃぷめ,JE7V5MM31,蓮ノ沼に沈んだ泥,12,4056,483247214450830,6,8,9,9,6,8,8,6,5,483247214450830,False,20
KBDCCJVXX,TECHI,PLBBEX019,相談室目指し隊,4,4057,483085161481942,10,10,10,10,10,10,10,9,10,483085161481942,False,18
HEEKF9J9A,TAKA,WWWUTP96L,異次元からキマシ,6,4058,482973456418344,10,10,7,10,6,10,8,5,9,410522435754732,True,14
IPKWA6ZPC,稲川淳二,0B8RTHY4D,のんびり屋さん,0,4059,482375559378388,8,7,10,8,7,3,6,6,6,482375559378388,False,14
SY66UXVUS,Maria,LUDNM40F8,ふくふく無言OK,1,4060,482165944177770,8,8,9,8,7,9,8,8,7,482165944177770,False,15
E1REWHBKH,DN梢,GVT61ATX0,なのだけれど,5,4061,482094630266611,6,8,8,5,7,9,8,8,8,390267081644399,True,18
VOS1JQ8PQ,Mikano,KGDNX3EF3,ENcircle,2,4062,481920741557097,8,8,7,8,7,7,8,7,6,388555905346883,True,6
FB957P8CR,くーもも,LHXNEF3D5,まるまるサークル,3,4063,481755424533060,6,7,10,4,5,8,8,6,5,452106947696812,True,9
HOF4O4KP7,sin,JE7V5MM31,蓮ノ沼に沈んだ泥,12,4064,481507722100125,10,10,10,10,8,10,9,9,6,378542996085520,True,20
GY819LBN4,ぽちゃ,V6VCA0C4N,ドル家の『D』,0,4065,481223197847365,9,10,10,10,7,6,10,7,6,481223197847365,False,17
EFR83B0RT,ネオンチュ,8M6UDX260,ぽけもん好き,0,4066,481180276627649,6,6,8,7,5,7,8,5,5,481180276627649,False,14
DJBH2Y105,00,N1DJVPGP8,いつでも咲けるよ,0,4067,481076249002513,9,9,10,10,9,8,10,8,8,481076249002513,False,22
98FETT27Y,たく,05KN1RR3U,さやかほ花卉園,2,4068,480614928005893,8,8,9,8,7,7,8,6,7,480614928005893,False,11
8PI1JTXLH,こうりゅー,GKR9TEBYC,毎日がホリデイ♪,3,4069,480528958553289,5,8,9,9,4,8,8,8,5,395039107415391,True,19
HD3PXOSVH,どっぺる,GVT61ATX0,なのだけれど,12,4070,479763086213215,7,6,8,7,7,7,8,5,6,383889985879316,True,18
2PG7MU3A0,りず,48BTAPMBG,蓮ノ空魔術部,2,4071,479760173881275,9,2,6,3,1,4,5,2,1,479760173881275,False,17
5D66Y89MR,桃皮,W2RUWYA8R,飛びポ好き好き部,0,4072,479641223004456,7,9,10,10,6,9,9,7,6,358542935211426,True,0
AHMHY5G8N,りゅう@北九州,HWMV33W7Y,フラワー泥民館,1,4073,479136706723480,9,7,9,9,1,8,8,8,3,309114525412751,True,19
PPJEWB2J7,kaki_max,3A63DYH54,LLすこすこ部,0,4074,478929910764713,4,10,10,10,9,7,8,9,5,332386268222140,True,17
BRBH87EDU,ばいぱー,VNEY6C9BE,スリーマーメイド,4,4075,477744521713470,6,10,6,10,1,9,10,1,10,477744521713470,False,16
W41S109F6,TsengBW,J83JWJ028,大ㄇㄚˊ露營區,11,4076,477613586047152,8,10,8,10,10,9,10,10,9,395191651250745,True,14
9HYL765TV,オルカ,WCUAMVY9X,ゔんゔん會,9,4077,476907485003751,10,5,8,6,5,7,10,7,4,402622680477030,True,1
ORGHE40XK,五郎島金時,K4TAHF9YA,はすっこ準備室,4,4078,476867280844143,8,5,6,6,1,1,7,4,3,476867280844143,False,15
XKOKX10FE,かいてんはくしゅ,MTBP3B4GM,ふらわーすきすき,4,4079,474973862861846,7,8,7,7,6,7,10,6,6,387941668102286,True,17
4RJ47A29P,塩,TKVR3KU7L,ネギトロTKG,3,4080,474804561052607,8,9,10,7,8,10,8,6,7,474804561052607,False,15
47D7XX6DW,ままんぴ,FC8NBAJBT,ラー麺二郎金沢店,2,4081,474362668773883,4,9,9,9,4,8,7,6,4,474362668773883,False,19
WHRJFD30K,たたみ,L28X4MDJN,アフター観たいぞ,12,4082,474338643259487,9,10,10,9,10,10,10,9,9,382362545336373,True,15
CWUGNVUR0,しのなり,HMBW9DXY2,蓮好き皆あつまれ,9,4083,473922369470847,7,9,10,10,6,8,9,9,7,416232843651764,True,20
B9DWARWMT,あ,AKF49TD3T,なんか,3,4084,473813583871123,5,6,7,8,6,10,10,7,6,473813583871123,False,2
Z8PVQH7GX,トキィ,2U4GLJXLJ,泥の中の養分,1,4085,473405360520238,5,9,10,8,5,9,9,9,6,473405360520238,False,16
5RPGFMVKV,seema,FVJABCVP3,瑞蓮ラボ,11,4086,473392076434549,10,10,10,10,10,10,10,10,10,367942480397051,True,4
GGB8NT5LG,めあ,2ULM366U6,毎日がエブリデイ,14,4087,473191727206991,7,10,10,10,9,10,10,10,7,473191727206991,False,19
1X39BTB5J,なた,3BDTCERX6,打ち返した流れ星,2,4088,472955201097936,7,2,10,9,7,7,7,6,7,472955201097936,False,16
9DBK5J4FH,ロッキー,F8MLHU2NV,乙宗梢様､､､,3,4089,472843019344005,10,7,10,10,5,8,7,7,4,472843019344005,False,15
ON4U2Z876,ヨシ,4XVD1CXVM,KIT,2,4090,470756055134134,5,4,10,7,5,10,7,4,6,380733697131833,True,1
LI442CJCF,みやび,4XRHRYDW4,無言でエンジョイ,3,4091,470583928208581,7,8,10,9,7,8,10,9,8,470583928208581,False,20
WVFT9HXLD,リン,85D411XNB,蓮っ子の集い,7,4092,470496266612339,8,9,9,8,7,8,8,6,5,395642016525410,True,7
KKPEVYOXQ,Chiyuu,V6DV6KETG,梢好き好きクラブ,8,4093,469837697747838,2,9,10,8,8,10,10,8,1,337310354070105,True,19
ZE381AAGN,かなん,WTJV514G9,蓮ノ空のお弁当屋,1,4094,469031022341590,8,8,10,10,7,8,9,7,7,469031022341590,False,16
VE85EYHW4,ちいかぶ,3F0M4HXJE,蓮ノ空まったり部,0,4095,468953590470826,6,8,10,9,5,9,8,8,5,468953590470826,False,18
LNNWYE4NS,モーセス,Y2HV0YEF7,蓮ノ空を応援し隊,4,4096,468853013123943,8,9,10,8,10,10,10,10,8,468853013123943,False,18
ABRRERTPY,こここ,JX3A0BCAU,かにたんく,4,4097,468776996746918,10,10,10,10,2,10,10,3,5,468776996746918,False,1
IJFIDA2MT,ちゃぴ,LW7MG1ERX,まったりプレイ,13,4098,467934126162570,10,9,9,9,8,8,8,5,9,467934126162570,False,1
1HL8FUJTU,MK,TTW02P5K1,はすのこ,7,4099,467844398953893,6,7,7,8,4,5,8,7,4,437623426438990,True,0
EHCNHT2XN,taka,63AKA05VR,まったりGngy,3,4100,467318983108380,9,7,8,8,7,2,7,7,8,339069710648339,True,4
L39ED33GF,ナレク,V5WNV1A43,異次元ビリーバー,8,4101,467299881092786,10,10,8,8,10,10,10,10,9,392531900117940,True,2
M2PEANDE6,青欞兒丶,AE3L01V24,LOVEミラクラ,4,4102,466943513546104,7,6,9,9,5,7,8,8,6,466943513546104,False,11
9NN93TEJW,叢雲,PLBBEX019,相談室目指し隊,5,4103,466418523456223,7,9,10,7,6,9,10,8,6,466418523456223,False,18
GA8CN9FJ3,ジロウ,G6EH0KHT7,なんもわからん,0,4104,466044072028822,8,6,9,9,5,8,8,5,5,466044072028822,False,14
NWKMW5Y10,多乃,714X39PEL,金蔓,2,4105,465912161601546,10,1,3,10,2,1,1,1,2,465912161601546,False,2
A8UAN5PTG,123,YAD615PCK,蓮を咲かせる泥達,0,4106,465209158976764,6,6,9,8,7,7,7,6,6,402518856999192,True,14
LA7NGCG9V,うしぞう,HWJ8XPW0T,箱推しなのだけど,0,4107,464637823284184,7,8,8,8,8,5,8,7,6,464637823284184,False,15
PHKLRXGCC,ザンジャン,6CC83J3EJ,蓮之空台灣分部,0,4108,464312315181452,8,10,6,6,5,3,4,9,8,366330519821861,True,2
URKDHU8TV,ワコール,R9NGK6L48,のんびりサークル,9,4109,463905482808484,10,10,10,10,10,10,10,10,10,312906391494932,True,17
BJTK5XOHC,やや,RHU8M5VUL,幼馴染同好会,15,4110,463473912266746,10,10,10,10,10,10,10,10,10,463473912266746,False,20
QMD9COWUZ,まきちゃん,TK9E1BB1P,無言で自由,2,4111,460894914320702,2,6,10,7,4,10,9,9,10,460894914320702,False,20
OTSV8JIJE,オトメザ,RHU8M5VUL,幼馴染同好会,10,4112,460367202722983,8,9,9,10,9,9,9,10,9,460367202722983,False,20
CJB5HYVP1,you,GR65FP8VN,蓮好き,0,4113,459937067364728,9,10,10,10,9,10,9,10,8,284757237004660,True,12
RTNUPDJUN,ふく,R2PFWX8WK,チョコパン,0,4114,459866510982980,6,9,9,8,6,7,8,8,5,459866510982980,False,1
BU49T3EVW,ruin,BK8AXMYGC,梢党,7,4115,459360150981755,10,9,4,6,10,6,7,7,8,459360150981755,False,2
15929XP5Z,とかまく,L1VGJTD5P,蓮ノ空お茶会部,8,4116,457847331722935,7,8,9,7,4,9,9,6,9,457847331722935,False,22
BBKWBREO7,カルガモ,NG47YWRR1,繚乱！蓮ノ空,12,4117,457560511702998,7,8,10,9,7,9,10,8,7,367858674304037,True,10
W4FZYODCZ,さばかん,N8L41JAA7,無言 ノルマなし,11,4118,457289112971063,6,10,7,9,7,6,8,9,7,457289112971063,False,19
EWTOZQ9TA,ビクトール,M6UPWJ6DU,蓮結ぶ虹と星の音,6,4119,457269206303413,6,7,8,8,6,7,8,6,6,457269206303413,False,16
G97WK9KRH,Leiya,NT2KU5174,こずかほ。,2,4120,457083515657597,3,8,10,10,5,6,10,9,2,457083515657597,False,14
JSA85T3QZ,うたたね,VF517JBVB,無言でいいよ。,7,4121,456390614791531,6,6,9,8,8,7,8,7,1,366617555467093,True,9
7FJ444IJN,スリーシ,7XH3K4GBT,LLP,2,4122,456061948350528,6,8,8,6,5,8,8,7,6,456061948350528,False,20
H818KNP80,ゆー,2VJG66JTH,まったり,2,4123,455951319631614,8,10,10,10,8,10,9,10,8,455951319631614,False,17
MT2Y3FYWK,希介のヘアピン,J800VVPTN,Aqours,4,4124,455869553381175,4,7,7,5,4,9,5,10,7,367723496746865,True,24
2VW44LGGL,カラメルプリン,FNMV166UY,蓮ノ空喫茶部,8,4125,455857324141072,4,7,7,7,4,6,8,7,8,455857324141072,False,12
N0OQXIE2H,ほー,KWX0HVHCT,梢と綴る刻,1,4126,455446625846537,6,10,10,9,6,10,10,7,7,369788162887048,True,3
THLXUC8XM,ChunZura,TXNCTRR1U,瑠璃乃推し隊,2,4127,455419852087702,6,7,6,10,5,6,5,7,5,364379065344746,True,12
07G3NQDBW,コギスキー,9JTF508LB,スクスタ亡霊部,5,4128,454684624896971,9,8,10,10,5,10,7,6,6,374696313043906,True,16
6A00GCUKJ,マッキー,E49YWK5YC,酢蓮根,2,4129,453640122027113,6,9,10,10,3,9,9,5,3,453640122027113,False,10
