player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,吟子,姬芽,缀理,瑠璃乃,梢,慈,小铃,花帆,さやか,季度等级
WHC9YENJ2,こあ,3A63DYH54,LLすこすこ部,0,2827,303358636724208,6,7,10,7,10,10,6,7,8,71
7L9MA3TG3,めがほたて,J9T0UFKXG,光を目指す者たち,2,2828,302937499402944,8,7,10,10,10,10,8,10,10,83
3DLKENQE0,うすい,6045Y2RW7,ポチっと！蓮ノ空,8,2829,302892596815566,7,6,10,8,9,9,7,9,8,73
YXEK463WP,もっちー,YDYH4VRRP,レンクウ,12,2830,302803769129885,6,10,10,8,10,10,7,10,10,81
6VCG605UG,有楽町,976BY5JWK,ハルカカナタ,3,2831,302167547086515,4,7,7,6,7,9,6,7,7,60
52WB3E1L2,Konetchi,FH7G62PKW,月火水木金土日,2,2832,301888208691782,4,6,9,6,5,6,4,6,10,56
GJDNBE89C,ちゃんはや,TTDBXERCU,蓮ノ空 全力応援,0,2833,301408019669138,3,5,2,4,2,5,3,6,3,33
B39LXFAKJ,ゴールドフラワー,X7C21B7H7,泥,10,2834,300847635258846,9,9,8,7,8,10,8,7,7,73
MWZYJWTDC,きゃっぷ,Y2HV0YEF7,蓮ノ空を応援し隊,0,2835,300714939338680,6,7,9,8,8,9,7,8,9,71
RJFX8NFUU,えるえる(ドクQ,4FXPC55PY,PPIHクラブ,1,2836,300665458754282,5,6,8,5,7,7,5,9,5,57
JPGJE5B0R,まりえ,G8F0M2PH2,アフターウォール,0,2837,300604347012083,8,8,10,7,10,10,9,10,10,82
AJ1BSP4EM,かが山,JTX1G19BP,さやかほ癒し会,1,2838,300600173236379,6,6,9,6,4,9,5,7,9,61
C2O72LNG5,オカ野,VP0K6KF0K,蓮ノ空大好き!!,3,2839,300381084264906,5,5,7,5,7,6,4,5,7,51
TFFBYIT98,べにーびーばっど,M851LEV3N,なっす父兄,7,2840,300143908577326,7,8,10,8,8,10,7,7,9,74
A23A649ED,未完蜜柑,RFYKY8DCD,LA.LA.LA,13,2841,300071984374495,7,10,10,10,10,10,5,10,10,82
36TAUERL7,つきゆび,G59NGM0XA,シュリーレン,0,2842,299867417865187,6,7,10,7,9,10,6,9,8,72
