player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,さやか,梢,缀理,吟子,慈,姬芽,花帆,瑠璃乃,小铃
OJG4FDHPU,ボルシチ,2KJ2UEC3P,ういちゅけクラブ,3,2129,1632525079892555,10,10,10,10,10,10,10,10,10
0JEB9XTOO,けんた,W3F0URUJC,梢先輩応援団,4,2130,1630649579632059,6,4,6,5,10,8,6,7,5
VKYV0KDAA,アズえもん,PULJ8VCHJ,蓮ノ空を推す会,1,2131,1630396302673593,9,10,10,10,10,10,9,10,10
WW9CJKV4V,花家愛菜,RHU8M5VUL,幼馴染同好会,6,2132,1630305486860652,10,10,10,9,10,9,10,10,9
BFN5RBZ11,Mez,KGDNX3EF3,ENcircle,3,2133,1628953777172747,6,7,9,5,10,8,7,6,5
5FE62D8VF,ピピひな,95031TR10,ひめぎん文化会館,2,2134,1628237238068760,7,10,6,5,10,10,5,10,5
L0VEFG4XP,mobi,0J44KFKD9,アサルトガーデン,2,2135,1627593283428145,9,10,10,9,10,9,10,10,9
XJSQA264N,Akky,D5A2EEG7F,わたくしは大丈部,6,2136,1627221367734074,10,10,10,10,10,10,10,10,9
W67F0AGNE,まゆい,5NPVVUGH7,蓮すきすきクラブ,2,2137,1627155231622035,8,9,10,7,10,7,9,9,5
58F5S114K,ヤスク,5W8RPRVUA,ド！ド！泥！,5,2138,1627118187497096,7,8,10,5,10,10,10,10,10
V26BVACUL,クライム,YDYH4VRRP,レンクウ,1,2139,1624560616330704,9,9,8,9,10,9,8,8,8
TC6LL2FAA,くさの,DHKUGEWBJ,めぐ党虹ヶ咲支部,2,2140,1622757847027978,10,10,10,10,10,10,10,10,10
C7Y1GWTCF,マサムネ,MTBP3B4GM,ふらわーすきすき,6,2141,1619062595933188,7,6,8,8,10,9,7,8,8
G94P2P1DG,水曜日のさばかん,VXF8P7NDC,どんぐり。,5,2142,1618320276194698,10,9,10,9,10,10,10,10,10
GS71O7T0G,まりも,FE282F3VH,天悶部,2,2143,1616703305481052,7,9,10,6,9,9,8,8,6
T05V3NB52,まおおおおおお,B5V2LNN43,WMW,7,2144,1615405965604719,8,9,9,5,10,10,10,10,5
FHXIUK8T4,•_•,G0J2F9NAL,さやさやさーくる,9,2145,1614801356729761,10,10,10,10,10,10,10,10,10
7L9MJBRL9,マックリ,D5A2EEG7F,わたくしは大丈部,5,2146,1614689487887517,8,9,9,8,10,7,10,10,7
AJWLGEP4R,KB,2VJG66JTH,まったり,2,2147,1613730963472017,7,6,7,7,9,7,6,9,7
JOUPM059M,りよ,AE3L01V24,LOVEミラクラ,7,2148,1610692252305481,10,10,10,9,10,10,9,10,9
72OA5HUPW,どなた,ATB27G5P2,おこめ茶寮,3,2149,1610343806121548,7,10,10,9,10,9,9,10,9
UF89MCNVB,だめたろう,R1RM3X0WV,後方腕組みオタク,4,2150,1610057423236918,8,7,8,1,10,10,7,10,10
HVZQZHLCK,ようか,5DT38JWAK,麦穂動物園,12,2151,1609676662593105,10,10,10,10,10,10,10,10,10
SUNQBR49F,チャロニー,48BTAPMBG,蓮ノ空魔術部,11,2152,1609627720872928,10,10,10,10,10,10,10,10,10
9SWQR4QN1,なつかわ,PDMPF3VVV,r/LL,4,2153,1609248141169161,8,8,9,7,10,10,8,10,10
RFPKCPLTE,たけぼー,HMBW9DXY2,蓮好き皆あつまれ,2,2154,1608853444801142,8,6,9,9,10,10,10,10,9
TM3VAHO5N,桜木,EHGD5JJK1,限界夜行,7,2155,1608092645145472,10,10,10,10,10,10,10,10,10
BGYBB4EPE,Glitter,JDAG79TG7,百合ノ空観察部,12,2156,1607812122513149,10,10,10,10,10,10,10,10,10
TG1PVMBTH,さかまき,M67ACEP3M,オーバーブースト,1,2157,1606586195726797,9,9,9,7,10,10,9,10,7
352PM3X01,梢先輩スキスキ,V6VCA0C4N,ドル家の『D』,11,2158,1606454874089545,6,8,10,7,10,8,7,6,7
42K81VYYS,ハイド。,0CBM28JP6,ほうき星,3,2159,1606237061097157,8,8,10,9,10,10,9,10,9
D909NU25N,アール,N2KCENRKH,猫＆旅大好き部,4,2160,1602089517247013,10,10,10,10,10,10,10,10,10
80HT9JB67,うみゃん,CM5THHYHB,「」ノ空だけれど,3,2161,1601804453769586,9,6,10,7,8,10,10,10,7
YFWPH1A3A,りょーすやぴ..,2DYYAPFVN,蓮っ子村,0,2162,1601358831607953,10,8,7,10,10,9,8,7,8
MO6L772HM,みみう,2ULM366U6,毎日がエブリデイ,4,2163,1600467937539182,10,10,10,10,10,10,10,10,10
FT7V0M8BB,ベガ,GKR9TEBYC,毎日がホリデイ♪,4,2164,1599384223180354,8,9,10,4,10,10,8,10,5
5I6CHLLS9,ハル,RHU8M5VUL,幼馴染同好会,8,2165,1599284874863363,6,7,8,8,10,10,7,10,6
4JKRPBA7G,ころも@めぐ党,JDAG79TG7,百合ノ空観察部,3,2166,1598279699591543,5,7,4,6,6,7,7,7,4
2I4NAUEKO,司馬雲英,J800VVPTN,Aqours,9,2167,1596210558911977,10,10,10,10,10,10,10,10,10
DM78PKE40,altshiki,WX1DYC9Y1,ラナンキュラス,3,2168,1596132371355018,8,8,7,6,8,7,7,6,7
VBN10J39K,ふく,JWUL2T36L,チーム初心者,0,2169,1595928424692034,9,6,10,6,8,10,10,6,6
FZFUYLW6P,とも,79C17CHA2,蓮ノ空出張部,4,2170,1595435972286894,10,10,10,10,10,10,10,10,10
FB0ZLS8HB,かも,Y2R7E79U3,カワウソ同好会,15,2171,1594938712825221,7,10,10,7,10,7,7,9,6
8T6LCIGVN,あき,8P39YRA1L,慈と愉快な仲間達,2,2172,1594224187569903,8,10,10,9,10,10,9,9,9
T7QKDXHHR,ズッキーニ,9FF5JBNDF,めぐすきクラブ,12,2173,1593612525696494,10,10,10,10,10,10,10,10,10
GL3WKV3PN,sake,865UE9UC6,蓮ノ空うどん部,2,2174,1593390181252083,4,4,5,1,10,9,4,7,8
0RB9J6BF4,ぺお,G0WRCNRWK,県立沢庵図書館,14,2175,1593317751090198,10,10,10,10,10,10,10,10,10
WJP7GPH5L,musiq,7R8NKPAB1,花帆推し倶楽部,4,2176,1593175339918772,10,10,10,10,10,10,10,10,10
N1W147J20,こあ3.0,95031TR10,ひめぎん文化会館,0,2177,1592403929042299,7,6,6,6,10,10,6,10,7
XYXX91YLL,機匁,ABALH0AL3,楽園計画,0,2178,1592152105615945,8,9,10,8,10,8,8,10,10
5BXXLGPXM,はねむーん,36DAM7HBL,蓮隠れノ里,3,2179,1590870460105951,5,6,8,7,7,8,7,10,7
7M5LCI7DG,バウムクーヘン,LT9K2FP23,いな民リンクラ部,0,2180,1590441265724971,8,7,10,4,10,10,7,10,5
GTVU8FY2P,♡村山結香♡,FK5MUK0ET,くる♡すきクラブ,8,2181,1588883755560885,10,9,10,10,10,10,10,10,10
2DW7GKH52,ペンゼン,AVX749PPB,姫芽ちゃん親衛隊,1,2182,1586915921520451,5,3,2,1,10,10,8,4,3
U8JD6PLY8,なかしょー,NMT63RUDV,泥村,10,2183,1584086059892481,9,7,8,9,10,9,10,10,8
X0GQORFOT,灼熱カバディ完結,F2CFWVMY9,藤島め組,10,2184,1582432649254180,8,7,10,5,10,6,7,10,5
6Y3MXTJLJ,アルバム,946GHDWF2,まったりハスら～,2,2185,1582288468808114,8,7,9,6,7,8,7,6,6
67P5PGFHE,か,TBHVUNGK6,ヨーロッパ軒,0,2186,1581488397139992,5,5,6,6,10,7,4,9,5
KEEKMXE23,ゆのし,GVT61ATX0,なのだけれど,8,2187,1580869810538883,10,10,10,10,10,10,10,10,10
L4E4Y46WR,takep,L231MX6MB,モノクル,0,2188,1579366304649217,7,7,7,5,10,9,7,9,5
R18RRXE8D,堕天使カナン,1BME38BCD,さすさやクラブ,12,2189,1579350509456122,10,10,10,10,10,10,10,10,10
HU1EE0C18,や,3HDDYR4FU,旅人,0,2190,1578260261215077,8,10,10,9,10,10,9,10,10
7MPJD915F,しゃけ,BKUHCT7WF,蓮女お嬢様部,2,2191,1575257161445506,8,8,9,8,10,10,8,10,7
MTC3Y7T16,こえたから,79C17CHA2,蓮ノ空出張部,15,2192,1575041904743467,10,10,10,10,10,10,10,10,10
62J35KH77,ぽちぺろ,N752V1LD6,思想の溜まり場,12,2193,1572042454561893,10,10,10,9,10,8,9,10,9
4EF25AJWC,あねーら,KWX0HVHCT,梢と綴る刻,3,2194,1570148365529030,7,7,6,9,7,10,8,7,8
9HDACK3F2,たんたん,0CEA9XFKR,蓮ノ空の泥人会,0,2195,1568368731337966,7,8,8,5,7,7,8,8,8
O8A9ZD5IG,堅揚げポテト,YCTM6RYDP,金沢おでん同好会,12,2196,1566561088401882,10,10,9,7,9,8,9,10,7
AXKP20H0X,Kちん。,B4ADNM80X,山本組,10,2197,1566102004812350,9,8,10,8,10,8,9,8,7
20MN614RB,らんちやん,Y6JNPC60C,綴理メイト,1,2198,1565723513818628,10,10,10,10,10,10,10,10,10
P17JKB403,ゆっくら,K8C99H42D,ルリと喜ド！愛楽,4,2199,1563916869887094,6,9,8,6,10,8,5,10,8
9JI8BMCH0,haruno,CX967RTGY,おんゆあさーくる,0,2200,1563904803607856,8,8,9,7,10,8,8,10,7
YWYJE223X,雨宮唯,TBHVUNGK6,ヨーロッパ軒,0,2201,1563639288528643,9,10,8,8,9,7,9,7,7
Y09U3DYJV,boomx,XHJLF3R8H,ゆったりプレイ,4,2202,1563189338394145,8,7,10,7,6,7,6,5,6
9X5GDG3PC,床,11XTEEEJT,リンクラ料理部,4,2203,1562710028378627,9,10,6,6,8,6,5,9,6
303KEPAXW,なんとか,U98UKD6RY,異次元フェスP,8,2204,1562640385838685,8,9,10,7,10,8,8,10,8
5XU0JBZT2,遼音,K8C99H42D,ルリと喜ド！愛楽,2,2205,1561176152989781,5,8,5,5,10,10,6,5,5
X9YMNH0G0,ブルータス,573J1JVVK,かほかほ,5,2206,1559402301972513,10,10,10,10,10,10,10,10,10
8S4KJM7JG,白水かなた,RF5215M2U,スクステ同好会②,5,2207,1558531542297136,8,9,10,6,10,9,10,10,6
BBVXVKXYD,ヨシノボリ,6KUYCDLGR,かよちんは宇宙,3,2208,1558367407411839,8,8,9,9,10,8,10,10,9
FVL8TMV0U,むなくぅ,9YM3DBTB7,泥民館,9,2209,1558286746320081,8,8,9,7,10,8,8,10,7
R41E9H88J,Uすず,KW0RM1LEP,はすっこくらぶ,0,2210,1558110796653750,10,10,10,10,10,10,10,10,10
BUHV09E6T,邪眼の魔法陣,U25M5KVHA,睡眠障害ーズ,4,2211,1557805915697049,8,5,7,9,10,9,9,10,10
N4OUJCCMP,おうどんさん,J7N4W6Y1K,こずミックラブ♡,12,2212,1557561083108780,8,10,9,9,10,10,9,10,9
WN6DMG5MT,ちぇすと徒町,3F0M4HXJE,蓮ノ空まったり部,2,2213,1557086233740462,7,9,9,4,10,4,9,10,4
1MGWOAM55,やよし,5KK3DFY18,MUGEN∞,13,2214,1555508839322010,10,10,10,10,10,10,10,10,10
AADRR31X2,Let's,M206VENTF,蓮紺の会,0,2215,1555060719560258,9,8,10,8,10,9,8,10,7
772T154U3,ハナムスビ,CXG25026E,泥のみんなS,4,2216,1555020319696483,4,9,10,9,10,10,10,10,2
YRYBVERHB,いるかす,R9T0YKDW8,かちまち応援隊,0,2217,1554192693810839,9,8,10,8,10,8,9,10,8
I8X5KZ72A,アルカディア,WE4AB37FP,めぐ党,3,2218,1552541542718342,7,8,9,8,10,8,8,10,8
5GPEMYD72,ろー,KT4C59NXG,めぐ島,3,2219,1551054795265339,10,10,10,10,10,10,10,10,10
SZGRXR27F,satyi,RF5215M2U,スクステ同好会②,4,2220,1550990142704286,7,5,7,4,8,5,4,8,2
45VJN76RA,りんご工場,B2KV0EVPD,蓮ちゅきクラブ,6,2221,1550628097164307,10,10,10,10,10,10,10,10,10
FDKWL2J7G,キーカ,F56XEUUBE,みらくら自習室,8,2222,1550396891610928,9,10,10,9,9,10,8,8,9
C70R7ET2U,SHIOSABA,FDWY9N1P7,フンゲ開放戦線,4,2223,1549389566578777,10,10,10,10,10,10,10,10,10
1AWCCFFLJ,Heiveen,7XH3K4GBT,LLP,4,2224,1548290479867404,7,8,7,7,10,9,5,6,6
4NT0CHOHL,みそしる,M8LEKM6U4,ルリめぐ,8,2225,1547725736078406,9,10,10,9,10,9,10,9,9
TN34E21UR,&,HBK6KCRPP,無言でおけ,3,2226,1546997996805086,10,10,10,10,10,10,10,10,10
KGMXT2D5Y,Ikra,VNEY6C9BE,スリーマーメイド,2,2227,1545564182598921,7,8,9,8,10,8,7,10,8
F4GBY0CFD,merumo,UEJMMVF33,さやかほ緩々会,13,2228,1545308132317127,10,10,10,10,10,10,10,10,10
742U62G5F,wasin,43HRXMXWA,無言OKクラブ,0,2229,1543665078663081,7,9,7,7,9,7,9,9,7
LJJD2P45P,yaopen,A3X92L6YU,お試し用サークル,2,2230,1543408653542143,4,1,5,1,9,7,6,8,1
3FXRPUT8R,無欲,7R8NKPAB1,花帆推し倶楽部,15,2231,1541541737030789,10,10,10,10,10,10,10,10,10
JJLREB25X,デンドロ,N752V1LD6,思想の溜まり場,9,2232,1541182049086719,10,6,10,10,10,10,10,10,9
9WVX5W6OD,くろすけ,WTJV514G9,蓮ノ空のお弁当屋,7,2233,1540365427307282,10,9,10,9,10,10,10,10,9
NPNLJ770W,ちびぃ,CX967RTGY,おんゆあさーくる,2,2234,1538654078402576,6,5,7,5,10,10,10,10,5
1A920W6UC,リンクラ,8MTLYLH9F,木星の月華富輝宮,1,2235,1536823662550242,10,10,10,10,10,10,10,10,10
OHN597EEX,じゅっぽん,WHWT61ELR,【無言】ハスノソ,7,2236,1536527332891570,10,5,7,10,10,5,10,6,5
UOCMXFPIR,飛鳥,WHWT61ELR,【無言】ハスノソ,3,2237,1536232615740129,6,4,6,7,8,9,6,8,5
KA05V4AMK,上様,75UJ5RB97,蓮ノ空雪野球部,0,2238,1534086507021186,7,9,9,9,9,9,8,8,9
VBJABKXCW,翼,DFFYFJ2B6,つづさや好き過ぎ,8,2239,1533536158274082,8,8,8,7,10,7,8,10,7
L840VBKCT,QYQ,J800VVPTN,Aqours,0,2240,1528359913968927,9,10,9,10,10,10,10,8,10
BATXTYUA0,一之瀬りと,UCF93JAPM,スワンプマン,4,2241,1526581795112764,10,10,10,10,10,10,10,10,10
NXVRLTLHM,たわし,FG5VFFNRK,蓮ノ空おじさん,0,2242,1524757555784253,9,9,10,9,10,10,9,10,10
F24D6MHHM,3歳児,LUDNM40F8,ふくふく無言OK,0,2243,1523327754871997,8,9,9,8,10,9,8,9,8
9WX13LCFB,ぶーぶぶ,YXKR0GGM4,蓮ノ空好き好き,2,2244,1521399486232804,9,10,10,10,10,10,9,10,10
NGAV1YXBK,くろ,C8A9CTB34,蓮ノ空山岡家部,2,2245,1520740240820566,8,9,10,8,10,9,9,10,8
3U5DVETKL,るや,WT275TUAT,ゆっきー組,2,2246,1520426654673206,7,10,10,6,10,8,9,10,7
P65NXE2H1,ナスちん,G0WRCNRWK,県立沢庵図書館,6,2247,1520214876602341,10,10,10,10,10,10,10,10,10
ISK5MIR6S,みぃ,R181MKNX1,みらくらは人生！,7,2248,1519915625045572,9,10,10,9,10,9,10,10,10
64G97EX0C,金沢市民,26JDLMBLN,徒町は強く生きる,1,2249,1518625963336164,8,10,8,10,10,8,9,10,7
N9NJTPBZH,ニコ,W26TRPM1R,めぐ党藤島派,14,2250,1516140032038217,9,10,10,10,6,6,7,9,6
F1RF7597L,ぼん,WX1DYC9Y1,ラナンキュラス,7,2251,1515637793996825,7,4,10,6,4,10,10,10,6
5F8U0T79J,Go North,TK9E1BB1P,無言で自由,0,2252,1514148462188633,10,8,10,8,10,10,10,10,10
U0VPYD90F,ゆうゆう,V78LAX1HN,蓮ノ空ボドゲ部,2,2253,1514076922654603,10,10,10,10,10,10,10,10,10
L6CCJ396P,もってぃー,RF5215M2U,スクステ同好会②,15,2254,1513083769256089,9,10,10,10,10,10,8,9,10
KXDDJ5B1D,との,2ULM366U6,毎日がエブリデイ,10,2255,1512879960921509,6,7,9,7,10,8,8,10,7
PR8HYP78J,hrgn,W26TRPM1R,めぐ党藤島派,2,2256,1511555297689207,6,7,8,6,8,7,7,7,8
QMTRT7QBS,みかん星人,JA2C658FW,さや綴理の村人,4,2257,1508991129092483,10,10,10,9,10,10,10,10,10
BNV0K5GM2,ミ,M8LEKM6U4,ルリめぐ,8,2258,1507678243095654,10,10,10,10,10,10,10,10,10
0K636THUY,saikusu,BW38LDPRF,蓮浦の星空,6,2259,1506770678081109,9,10,10,9,10,9,10,10,9
GDTVJ1B8L,ツナ缶,7HWM7661K,A,11,2260,1505878185167731,10,10,10,10,10,10,10,10,10
CWCS43V3K,はおぺ,XPRA8TRVE,蓮ノ空ロボット部,10,2261,1505849685034387,10,10,10,9,10,10,9,10,10
FA4C0U7P4,主任,WN3625XFV,チーム自由,9,2262,1505742187979820,10,10,10,10,10,10,10,10,10
Z5D4UIYVF,ひろみみ,NA8FEYN0M,蓮ノ空飲酒クラブ,15,2263,1505295367673086,10,10,10,10,10,10,10,10,10
IMNKC4SP6,だみん,D7H8MN2U4,LLD,8,2264,1505209052085687,7,8,10,7,10,7,9,10,7
966KRJZVB,きょん,MVMP6NNXD,空き時間らくがき,9,2265,1504804050951193,9,8,10,9,10,9,8,8,7
C88Q8HAG2,めんつゆ,B6KWXGHWH,蓮ノ空SIFC,0,2266,1504154700138654,10,10,5,9,9,9,9,10,9
BAOCW568E,トミー,WN5B7VKPU,きんぴられんこん,6,2267,1502607173784645,9,10,10,8,10,8,8,6,8
LWHJCVJ19,小泉コン,FC8NBAJBT,ラー麺二郎金沢店,4,2268,1500890427450857,10,10,10,10,10,10,10,10,10
W0D0FD1RO,ファンタ,GMEF2K8DL,花咲く泥も好き²,4,2269,1500793778550876,10,6,9,9,10,9,8,10,10
BOY5LVU3N,ざるそば,X7C21B7H7,泥,3,2270,1500072916595673,8,8,10,9,8,8,10,10,9
177CJ4RPV,アーケオス,N1DJVPGP8,いつでも咲けるよ,0,2271,1497815613968800,7,6,8,6,10,7,5,10,7
V1M3H0HXS,みかんぬ,JU476V6K9,ポチッ！,5,2272,1496467821775758,9,10,10,9,9,10,8,10,9
43YKLH543,リュウ,BT22M41DV,梢花帆吟子同好会,8,2273,1493433910779578,10,10,10,10,10,10,10,10,10
M4MNKLJ3T,たか,M8LEKM6U4,ルリめぐ,0,2274,1493191835588221,7,7,9,8,10,10,7,10,8
P98G1CEUE,のねるーしゃ,XK83VXEED,TUAS,6,2275,1492844701382194,9,9,10,10,10,10,9,10,9
SDO1X5IAP,ramen,PDMPF3VVV,r/LL,1,2276,1491539041905264,9,10,10,7,10,10,10,10,8
FU3EDC4KM,肉じゃが,DMDVHGFUG,インドネシア仲間,6,2277,1491356026059524,4,8,7,5,10,7,10,10,6
OHN0Y0DNJ,くまちゃま♪,PUJ0ERCMW,蓮ノ空倶楽部,10,2278,1489719469051412,8,9,10,8,10,10,10,10,9
HFX3R1P0U,ふらわー！,JTX1G19BP,さやかほ癒し会,7,2279,1489659763040108,7,5,7,5,8,7,7,9,5
2TMBXYL4T,"Mirai,A",MTBP3B4GM,ふらわーすきすき,2,2280,1488149458305230,9,8,10,8,10,8,7,7,7
U8NDKWLJM,いしころりん,V33FGRFC4,1限目に遅刻ラブ,4,2281,1487826929024170,10,10,10,10,10,10,10,10,10
22VLF2LFX,わたくしの花帆…,MTBP3B4GM,ふらわーすきすき,0,2282,1486667874874814,10,10,10,10,10,10,10,10,10
DHRYG7PFB,ロッソネロ,9GDHWXGVG,ルリと花咲く毎日,3,2283,1483690145366849,10,10,10,10,10,10,10,10,10
BJR5XEUHO,りちょぴぃ,L15B25270,蓮女マネージャー,12,2284,1483353218134366,8,8,10,9,10,10,8,10,8
HZDPQN12V,ぼたん,G59NGM0XA,シュリーレン,3,2285,1482393081406764,10,10,10,10,10,10,10,10,10
L7ZAVOJ1R,葉月,2DYYAPFVN,蓮っ子村,8,2286,1481851199918646,9,9,10,8,10,9,9,9,9
8VGP4G7PN,えるたそ,2ULM366U6,毎日がエブリデイ,3,2287,1481168975697475,8,9,10,9,10,8,8,7,9
C9DG98GXN,ヘッドギア,J0N1E3Y09,月火水木金土日,0,2288,1480166791686807,8,8,10,8,10,10,8,10,8
RIR184MZQ,たむろん,RF5215M2U,スクステ同好会②,9,2289,1478444246456913,8,10,8,5,8,10,9,7,6
GTYD8T18U,マッケン,3LPBPHL3V,壁の民の伝説,8,2290,1477246025957574,8,9,9,8,10,9,8,10,9
X53CRC1BL,おやつ,HBUK6F7CC,乙宗梢なりきり部,11,2291,1477080278093745,10,10,10,10,10,10,9,10,9
UGTEP77JP,夏鷹,AND13836G,乙宗梢親衛隊,14,2292,1476805859801870,10,10,10,10,10,10,10,10,10
59FIWWE5F,せーの,RHU8M5VUL,幼馴染同好会,7,2293,1475610320215900,9,10,9,8,10,8,9,10,8
PX1DWEERM,KH,YDYH4VRRP,レンクウ,1,2294,1475010707748346,8,8,10,8,10,8,7,10,8
F9FNKC3CV,富士盛,M4D0VP1XT,蓮ノ空痛車部,13,2295,1474821929857688,10,9,10,10,10,8,8,10,8
B8GEMJUDW,桜木花道,KW0RM1LEP,はすっこくらぶ,12,2296,1474652567271530,10,10,10,10,10,10,10,10,10
31GWXMY70,ソアラ,HBM31HMUY,YUKIZURI,9,2297,1471396082156487,7,10,10,7,10,8,10,10,9
BUMXYUKA5,もら,11KVGWXAK,藤島幼稚園蓮組,2,2298,1471085288125680,8,7,9,7,10,8,6,8,8
GXGC0J3UF,金ヶ崎氣比,79C17CHA2,蓮ノ空出張部,12,2299,1470357131678738,10,10,10,10,10,10,10,10,10
J6PG333UX,あむん,G59NGM0XA,シュリーレン,0,2300,1469296594693079,8,8,8,8,10,9,7,9,8
YC8AHBBCX,ふろっず,D7H8MN2U4,LLD,7,2301,1468771086320735,10,10,10,10,10,10,10,10,10
C23COYMFE,えりりぃ,HWJ8XPW0T,箱推しなのだけど,0,2302,1468425457453974,7,6,8,2,10,9,10,7,1
6WD9HFP2A,ちゃそ,ABU58EVJ2,Quatuor,5,2303,1467943835777385,9,10,10,10,10,10,10,10,10
DM23BNW1P,ザカ,G59NGM0XA,シュリーレン,6,2304,1466550889053513,5,9,8,5,10,10,8,8,7
F48D2MF1G,adunkrul,D5A2EEG7F,わたくしは大丈部,12,2305,1466138032743094,6,7,7,4,9,8,9,6,4
1GIV5SI6B,かりん,5W8RPRVUA,ド！ド！泥！,7,2306,1464937810670587,10,6,9,9,10,10,10,10,7
CJ77DG0DE,ひじり,3LPBPHL3V,壁の民の伝説,0,2307,1464264305366446,10,10,10,10,10,10,10,10,10
DCA3TX2NE,リィ,2JK7E4115,ラ！推し,0,2308,1463720482274586,7,6,8,5,10,7,6,10,5
DKCU5911H,あんこ,YCTM6RYDP,金沢おでん同好会,4,2309,1462706146120990,8,9,9,8,10,8,9,7,8
60XNEPMPY,はむさぶ,LUMM4W0UF,蓮ノ空社辞部,0,2310,1460716616378480,6,7,7,7,9,6,6,7,6
VG3QY59G3,こまつな,W26TRPM1R,めぐ党藤島派,12,2311,1456356923118826,7,7,7,7,10,7,7,8,7
V5B1VKYJM,MikaSa,AVX749PPB,姫芽ちゃん親衛隊,1,2312,1456271876510414,10,10,10,10,10,10,10,10,10
3PTDHH0AG,かぐら,73CBYJYB0,"oNM,",1,2313,1454557433534218,8,9,10,9,10,10,8,10,9
DLVE9BZ1H,波,KFC62L0FV,ねるねる同好会,12,2314,1453822558943948,8,8,10,8,10,8,8,10,9
36TAUERL7,つきゆび,G59NGM0XA,シュリーレン,2,2315,1452114724796790,8,9,10,8,10,8,9,10,8
Z4QLPXYDP,Enzal,BELCUYCMH,蓮hkg香港分部,10,2316,1451682980488705,4,4,10,7,5,5,6,9,4
SKN67I1NN,在床上睡覺,FH7G62PKW,月火水木金土日,12,2317,1448935303000076,8,8,9,7,10,7,8,6,7
E5EDAWQS6,よーなな,F56XEUUBE,みらくら自習室,6,2318,1448210051946375,7,7,9,7,10,7,7,10,7
0P4MD9MKL,ずいせつ,2ULM366U6,毎日がエブリデイ,4,2319,1447999850621636,8,10,7,10,9,10,10,10,7
HFA1JGBAU,ビショップ,NMT63RUDV,泥村,3,2320,1447755838261097,10,9,9,10,10,10,10,10,10
5C4TET6WP,ダイヤ,WN5B7VKPU,きんぴられんこん,3,2321,1447237106008796,8,10,9,8,10,10,9,10,8
5BCGBFRJ8,サンディ,D7H8MN2U4,LLD,12,2322,1447229778490717,10,10,10,9,10,8,9,7,9
WMY0VJALJ,しゅんか,GN1798YEX,ド!ド!同好会,0,2323,1445504132916415,10,10,10,10,10,10,10,10,10
B676D4CKM,まき,5YXVKDEKV,サークル(仮),0,2324,1444360027997940,8,8,8,5,10,8,8,10,4
77S4HCW1S,おっとっと,RHU8M5VUL,幼馴染同好会,3,2325,1443657165944435,7,7,5,4,8,9,7,8,4
C9KVADJH4,あきゆる,J62DRC7J5,蓮ノ空好き好き会,4,2326,1443545799402768,8,6,7,5,9,7,7,8,5
EN5UNTDGP,ぬるま湯,GW4CH70HK,TKG同好会,2,2327,1442079921854919,3,6,5,5,7,7,3,7,6
AE8XEDN84,ほしかわ,AWFDLJ1HC,小蓮花（重生版x,2,2328,1441928344015040,10,10,9,10,10,10,10,8,2
8M3DAHAEP,成成 戌,BCJRMHE75,梢すきすきクラブ,5,2329,1439750200176190,9,9,10,8,10,8,10,10,9
2F12C709Y,なずな,8JMW9G2XW,僕らのリンクラ！,9,2330,1439347683780971,7,9,10,8,10,9,6,9,9
D2T3YFID3,エルダずえ,2UKNVBMBU,梢ちゃん同好会,14,2331,1438777195884005,10,10,10,10,10,10,10,10,10
F1K2RFRU9,パイセン,GR65FP8VN,蓮好き,0,2332,1438227809262978,8,7,9,7,9,7,7,8,7
3GWWIDCBG,九代目松本梢四郎,NMT63RUDV,泥村,13,2333,1437621273593605,10,10,10,10,10,10,10,10,10
EAPGDKNV9,ちょもろー,HBM31HMUY,YUKIZURI,5,2334,1435652497010029,8,6,8,5,10,7,5,6,4
E2VA2UUV6,やつで,GVY1F8C9D,花咲くラブライ部,7,2335,1430211543036684,9,9,9,8,10,8,8,10,9
SDTXR9S9Z,なまにく,Y2R7E79U3,カワウソ同好会,7,2336,1429472244005592,7,7,10,8,10,4,7,9,8
JM8UVFGRG,masaki,JXN6XJAFK,ぼくなんなの,2,2337,1428250638158693,7,5,6,9,10,9,6,10,9
WEV79L7C0,ライトブルー,4RY75CKM4,LLすこ部　メ募,11,2338,1427237208202324,10,10,10,10,10,10,10,10,10
JVHAWHL1K,ヨウ,V7768X8AC,せーので！,13,2339,1426346631928866,9,8,8,8,10,9,8,10,9
HO4W2L02N,N.T.,N1JAJ83CA,蓮ノ空園芸部,6,2340,1426259034970354,8,10,10,6,10,10,10,10,6
U7O6241ZM,わち,B5V2LNN43,WMW,2,2341,1426127534921913,8,7,8,4,10,10,7,10,6
0YNR6FZYP,アカミソ,RWARTHA1M,乙宗梢大好き部,4,2342,1425153886862573,10,9,10,9,9,9,9,8,9
K397Y27G5,キョウ,2NY9H8BR9,乙宗紅茶館,6,2343,1425098999423715,8,10,8,7,10,10,9,10,7
J8772ALYM,「Tofu」,LX25CP0TG,深夜の芋煮処,0,2344,1424904652605897,7,8,8,6,9,7,7,8,5
X84013AKY,すん,3YPGAUM04,ゆのくに天門,4,2345,1422962001596499,10,10,10,10,10,10,10,10,8
1L91OV140,オハナ,R9T0YKDW8,かちまち応援隊,13,2346,1422156102507549,10,10,10,10,10,10,10,10,10
6FXNY8SQM,ぽん,DH6C5B7WF,蓮ノ空FC,8,2347,1422118789019712,9,8,9,8,10,10,7,10,7
