player_id,rank,point,player_name,search_guild_key,guild_name,DR数量,小铃,姬芽,花帆,梢,吟子,瑠璃乃,慈,さやか,缀理,数量
1F56LUFLG,2744,159625076849996,フリーダム,AXG81GPMP,蓮ノ空マタギ部,0,7,7,7,7,8,6,7,3,5,1
DENK5IZRZ,2745,159535208664473,Dyrea,PDMPF3VVV,r/LL,6,8,9,8,8,8,9,9,8,8,1
BY68E709X,2746,159528951260794,ぽてころち,2U4GLJXLJ,泥の中の養分,0,7,7,6,7,8,8,7,6,6,1
TI3AN9EMX,2747,159509621290353,マトリックス,V4A5MP41E,徒町チャレンジ！,8,10,10,10,10,10,10,10,10,10,1
6LP7HXF8R,2748,159356720998105,はる,5V9TDD4NF,みんはや蓮ノ空部,5,5,6,1,5,10,9,5,5,4,1
UKKTDBLTD,2749,159338134806670,しの,B5V2LNN43,WMW,9,7,9,9,9,9,9,8,8,7,1
X7DBAFS6A,2750,159232037630971,ふろやん,1UBNNHVLG,蓮箱推し（仮）,0,7,9,9,8,9,9,9,7,7,1
HKA8V11UH,2751,159100069598341,まいこ,38KAJGDGU,異次元シャニP,1,5,8,9,7,9,7,9,6,6,1
36O1J8BDY,2752,159040592604419,タイム,95TAREFPT,ご自由にどうぞ,3,7,9,9,9,9,8,9,7,6,1
ECAEK0TJX,2753,159032865995217,アカツキ,49AMYCXCD,ルドベキア,8,9,10,8,9,10,10,10,9,8,1
WJ6MGMU0G,2754,159014284664337,__hqze,RA1676TKK,蓮の空好き好き部,1,6,5,4,5,8,7,5,5,3,1
5YA49Y81L,2755,158885052242704,シエン,J7N4W6Y1K,こずミックラブ♡,8,7,9,8,9,9,9,10,7,5,1
NJG7DAVT2,2756,158758289346992,だえま麗奈,M206VENTF,蓮紺の会,0,5,7,9,9,9,8,8,6,5,1
78BDHKKK0,2757,158739848536729,ビー玉,Y2R7E79U3,カワウソ同好会,3,8,9,9,9,9,9,9,6,7,1
L4913JTNA,2758,158696827273394,ちりめん山椒,TBX7N9RK5,つよつよなLH,2,7,9,8,8,9,8,8,9,8,1
GGU78Z4C2,2759,158547471261855,ホルティの栄光イ,73N4AB3LR,かほ子のイオン,5,8,10,6,4,8,6,7,4,9,1
IFUPYKR0L,2760,158495783771883,くまのすけ,KBJ2P8T0Y,人見知りの集い,1,5,8,9,8,8,8,7,6,5,1
MW8KUNW0W,2761,158466110673110,ふじ,YVV9CMBLW,東京公演で沼落ち,2,8,8,9,9,10,7,8,7,7,1
3FC6OXDSL,2762,158442957451253,とりに9,3YPGAUM04,ゆのくに天門,2,5,7,7,7,6,8,8,6,7,1
K4WPCPFUA,2763,158400892239452,みちこ,8R49BTWW6,蓮女お嬢様クラブ,4,7,7,9,9,6,8,8,6,7,1
5U8U3WENP,2764,158260023322976,K算,KGDNX3EF3,ENcircle,1,5,8,7,6,9,7,7,6,4,1
CBR337FMZ,2765,158148708882622,ケイゴ,J8HXTJ8TB,流し素麺同好会,7,7,8,8,9,9,7,9,7,6,1
DXHPR58P4,2766,158081451815284,ぎん,6H800PBV7,新鮮館,0,7,7,8,8,8,8,7,8,8,1
XBAVYF3UT,2767,158039337720454,のんすけの後頭部,4FUWL63MV,せーのでちぇす党,0,8,7,6,7,6,9,7,8,8,1
U2A1CRAJ5,2768,157888383010081,花奈,AGJ215YND,蓮の空中國分校,2,5,7,7,6,6,7,6,6,4,1
RW1CU41CB,2769,157867057538055,だーしゅ,G0J2F9NAL,さやさやさーくる,2,6,8,10,8,7,8,9,6,5,1
2TMBXYL4T,2770,157445223137061,"Mirai,A",MTBP3B4GM,ふらわーすきすき,2,6,8,8,7,7,6,8,5,8,1
UKSPQC01Y,2771,157428777594771,ユーヤ,LT9K2FP23,いな民リンクラ部,10,1,2,4,4,10,1,2,5,1,1
6YGRB1TYP,2772,157362256346868,샛별,HB9AU9DJJ,聖心党,2,10,4,7,10,5,10,10,9,1,1
0RK71VLVD,2773,157121129381665,クリームソーダ,BT22M41DV,梢花帆吟子同好会,0,5,7,6,7,7,6,6,5,5,1
E8WW2RBYZ,2774,157078589535748,もやしめ,49AMYCXCD,ルドベキア,7,9,9,9,10,9,9,9,9,9,1
N0WNJGNG0,2775,156969416971856,Shige推し,B6KWXGHWH,蓮ノ空SIFC,6,7,7,7,6,10,8,7,2,1,1
L5DTVDFV4,2776,156968319433153,しろ,,,0,6,8,8,8,8,7,8,8,7,1
WHE94E3R1,2777,156917569883457,朝倉恭一,V26546K3D,乙宗気合筋肉,2,7,10,10,9,10,8,8,6,6,1
E4R46VY57,2778,156794599643275,ミルクティー,NGFXVPCGX,うさぎのしっぽ,2,5,8,5,6,7,4,7,5,3,1
JD1A62UOF,2779,156735707268713,Capri,351WGFU96,紅茶党,1,7,9,10,10,10,8,8,7,7,1
L9SIC2Y70,2780,156670586471312,シアン,HBM31HMUY,YUKIZURI,9,4,7,6,6,6,6,7,6,5,1
JCTD0V0JM,2781,156632615846955,なわし,3HDDYR4FU,旅人,2,8,8,10,9,9,7,9,8,8,1
6MKX3AU5L,2782,156552645586151,ゆど,DFXN9DB2H,どんぐり共和国,0,7,7,7,7,6,2,7,6,4,1
HYMPX4WTX,2783,156443323089732,yuuki,N9B8HXXR0,25時、残陽で。,0,7,8,10,10,7,7,9,10,8,1
BVN3P4073,2784,156367631229031,K.F,CV62FGL1U,花咲かせ隊,10,9,10,9,9,9,9,10,8,8,1
U6RR3WKC1,2785,156295783420771,しぐまむら,25PMPEMG7,星見プロ,0,7,8,8,8,9,9,8,7,7,1
YM0PDHTDG,2786,156126157579821,かがみ,9YG7C0VM7,綴理と無言で昼寝,2,7,9,6,6,7,5,5,5,4,1
NNN6H5GTN,2787,156043667838930,三尺,WTJV514G9,蓮ノ空のお弁当屋,0,5,5,6,9,6,5,10,5,8,1
W26EE22R0,2788,155958948278927,キリサキ,B5V2LNN43,WMW,7,8,10,8,8,9,9,9,9,6,1
GS71O7T0G,2789,155819841433741,まりも,FE282F3VH,天悶部,2,5,4,5,5,7,4,5,4,4,1
3QJG5IBCU,2790,155652800076407,顔デカキンちゃん,946GHDWF2,まったりハスら～,0,6,10,4,9,7,9,1,2,3,1
UBA8NDEUF,2791,155590260549843,かでお,3BDTCERX6,打ち返した流れ星,0,9,8,8,9,8,7,9,8,8,1
J8772ALYM,2792,155579307975031,「Tofu」,LX25CP0TG,深夜の芋煮処,0,6,7,7,7,8,8,7,7,4,1
Y6AUJ66K3,2793,155250380473884,もみ,M8LEKM6U4,ルリめぐ,0,6,9,7,7,8,8,8,3,3,1
GGB8NT5LG,2794,155148392415790,めあ,2ULM366U6,毎日がエブリデイ,7,10,10,8,8,10,8,8,9,9,1
UVWHE6R8E,2795,155109394643109,LEAF,FNMV166UY,蓮ノ空喫茶部,12,7,9,8,8,8,8,8,7,7,1
RZFWQ8Y6F,2796,155102049269543,そふむに,JY79RPB1D,リンクラゆる部,5,8,6,6,10,7,2,6,5,7,1
U7A75A5NU,2797,155030400208605,nat9,48BTAPMBG,蓮ノ空魔術部,0,7,8,8,8,7,6,7,7,5,1
ZH8M683B6,2798,155024349582921,ブドー,B3F5XPDHH,仮宿(仮),5,6,7,7,6,7,7,7,5,5,1
T43L504ND,2799,154708848714322,パッキー,FMKP92LRL,目が霞む人達,0,6,7,7,6,7,8,7,5,6,1
TJMDPKU7K,2800,154675739024297,いこあん,9FF5JBNDF,めぐすきクラブ,2,7,9,6,7,5,8,9,7,6,1
YP39Y48UB,2801,154642914273179,たいやき,L15B25270,蓮女マネージャー,3,7,8,7,6,8,4,7,6,5,1
D5CC1372L,2802,154546588699284,あーのん,F08AHUJJ0,綴理のお世話係,0,5,7,5,5,5,4,4,5,4,1
647JT67DE,2803,154532840956426,リアラ,VXF8P7NDC,どんぐり。,6,10,10,8,8,10,8,9,4,6,1
CJECN5NNA,2804,154429517676216,くれと,9FF5JBNDF,めぐすきクラブ,2,8,10,7,9,9,10,10,8,8,1
D34MUXKD3,2805,154386538089705,はらみ,KULVP7FDR,アニマル分室,2,7,8,9,10,8,8,7,7,6,1
T4ZLB18HV,2806,154357437220597,彩月,DH6C5B7WF,蓮ノ空FC,5,5,9,10,6,10,5,7,5,5,1
DVXC35HH1,2807,154298582250976,サワラ,U98UKD6RY,異次元フェスP,3,6,8,5,10,10,6,7,4,8,1
GYYYUFDH2,2808,154210865290228,パステル,07JW71HWG,良いチケで観よう,0,5,7,5,3,5,5,8,4,4,1
A58D6TRJF,2809,154170737939258,ドド,PDMPF3VVV,r/LL,5,7,8,8,7,7,6,7,5,7,1
WP8OPYA8P,2810,154102985268373,カニ天ぷら,6XX7GBM0K,ぷちぐる同好会,6,6,8,6,7,10,7,7,5,6,1
U1FG74EC7,2811,154078562147315,piyopiyo,4NFMU2WME,好きだかんな？,0,5,7,7,8,6,6,9,5,5,1
TXLCBFGY0,2812,154064666734068,あきサカス,2NY9H8BR9,乙宗紅茶館,0,8,9,8,10,9,9,8,8,8,1
L6CCJ396P,2813,154062821279285,もってぃー,RF5215M2U,スクステ同好会②,13,10,10,10,10,10,10,10,8,8,1
U4GWKE30N,2814,154015544812911,Suica0w0,J800VVPTN,Aqours,2,6,7,8,8,9,7,6,6,6,1
1P6AUGHX2,2815,153764187113294,もじゃもじゃ,RWARTHA1M,乙宗梢大好き部,2,10,10,10,10,10,10,10,10,10,1
B7H72RVCF,2816,153748042814413,まさし,73N4AB3LR,かほ子のイオン,2,7,8,8,8,8,6,8,6,5,1
A2IN5CWL7,2817,153732160248677,きこ,YE7CX8RNP,能京カバディ部,7,10,10,10,10,10,10,10,10,8,1
PAJWEEFBW,2818,153647961615111,イワーク,73N4AB3LR,かほ子のイオン,5,7,8,9,8,9,7,7,5,4,1
0C3WWGBAP,2819,153583657049023,わっふる,UVM6NP6V7,リシアンサス,0,5,7,5,6,5,6,6,5,6,1
UNEP0FBMF,2820,153580639591760,GaRy,DFXEH0E0B,香港の初心者♪,1,5,8,9,7,10,5,5,6,6,1
KTLLLG4XP,2821,153573891680956,さめくま,GMEF2K8DL,花咲く泥も好き²,2,10,8,10,10,10,9,9,10,10,1
5C23KT41S,2822,153524287433021,ケロケロ,DHKUGEWBJ,めぐ党虹ヶ咲支部,3,7,7,5,6,7,6,5,5,4,1
D9J5A83WN,2823,153509241897116,bob1301,NC2YT2V28,蓮之愛同予者何人,7,7,8,7,7,7,8,8,7,7,1
KWJJT8M7P,2824,153431494616031,りちゃん,G59NGM0XA,シュリーレン,2,7,8,7,9,9,8,9,7,6,1
0807XGK2E,2825,153390216274714,あっかり〜ん,07JW71HWG,良いチケで観よう,12,6,9,9,7,10,8,9,6,7,1
YDIQLA0QG,2826,153286529105309,すたり(たっち),4FXPC55PY,PPIHクラブ,4,9,9,9,10,9,9,9,9,9,1
R18RRXE8D,2827,153090436313480,堕天使カナン,1BME38BCD,さすさやクラブ,10,10,10,9,9,10,7,9,8,8,1
42HWVANGB,2828,153057586440504,フッチー,KULVP7FDR,アニマル分室,0,9,8,8,9,8,8,8,7,7,1
05J0TPTJ6,2829,152436212169697,せいげん,NG47YWRR1,繚乱！蓮ノ空,2,4,4,8,7,10,4,7,4,4,1
3696CQRVA,2830,152418337788075,じょるつん,MVMP6NNXD,空き時間らくがき,6,7,8,8,8,8,8,8,5,6,1
FVL8TMV0U,2831,152301552344858,むなくぅ,9YM3DBTB7,泥民館,8,8,8,9,8,8,8,8,7,5,1
MO6L772HM,2832,152261428116207,みみう,2ULM366U6,毎日がエブリデイ,4,8,10,9,10,10,10,10,7,7,1
XLASG19TY,2833,152183031241455,こう滝,JHTULVV5P,故に瑠璃乃推し,10,9,9,9,9,10,10,9,10,9,1
DKDK6P5R2,2834,152150272627776,たし,48GTYR1VB,ハラショー！,0,6,4,5,7,6,5,5,4,4,1
42U72RD21,2835,152015381122267,-五玖,J800VVPTN,Aqours,3,7,7,7,8,8,7,6,6,5,1
ADT3AMTG5,2836,151960690203196,にっし,B2KV0EVPD,蓮ちゅきクラブ,10,5,5,8,8,7,1,2,6,7,1
WN2KMADQJ,2837,151933415222222,モルガナイト,GN1798YEX,ド!ド!同好会,3,7,7,7,8,8,5,7,5,5,1
WET0YXDUK,2838,151872062527258,うら,AE3L01V24,LOVEミラクラ,0,7,8,6,7,9,6,8,6,5,1
72WV8KO9H,2839,151832258411379,だいきん,KBJ2P8T0Y,人見知りの集い,6,9,10,10,10,10,10,10,9,10,1
KW6GFYLNN,2840,151817994776714,Lilac,6H800PBV7,新鮮館,0,7,6,6,5,6,3,7,5,5,1
EM89XFV5T,2841,151600543023846,Nao,RWG56GK19,e+本社ヲ爆破ス,2,8,9,9,9,10,8,8,8,7,1
IKGXEWZ7Z,2842,151536324873397,saka,JDAG79TG7,百合ノ空観察部,6,4,6,5,6,6,5,5,5,4,1
O98OIJEXZ,2843,151296259601943,ルルドルフ,V26546K3D,乙宗気合筋肉,12,7,8,8,8,7,7,9,6,7,1
LO590H6JH,2844,151127567919840,わっふる,FL7R6UULY,サークル無言ok,4,7,8,7,7,8,4,8,7,6,1
GDIJ8GEAN,2845,150993720553466,あーつ,FMKP92LRL,目が霞む人達,5,7,9,6,10,5,10,10,7,4,1
PLL896F5Y,2846,150992093579497,Zeon,RWDWD9PP6,乙宗家の屋敷妖精,0,7,8,6,10,9,5,7,5,5,1
WN14Z53Q7,2847,150901399274338,さいせん,31A7JKC69,蓮好きの巣窟,6,10,10,10,10,10,5,8,10,3,1
R18ES5Q3C,2848,150768494141155,nova,BYA3FA0X8,無言ぼっち同好会,3,6,5,9,8,7,6,7,4,8,1
QSOCTGST3,2849,150768254314474,ベア,TR057C1UW,蓮ノ空ぼっち部,2,7,8,8,8,8,8,8,6,7,1
RPP1DV14U,2850,150755753532110,EGY,FXAE4V7AJ,技大アイドル部,1,5,4,6,6,7,1,1,6,4,1
2ORXMSDJC,2851,150680660246149,Neamior,919XF8V2V,蓮之空大三腳,2,6,7,8,8,6,3,7,5,6,1
WRVEVRRSP,2852,150667221723612,nissy,J0N1E3Y09,月火水木金土日,3,4,7,8,7,8,6,7,6,5,1
MN74ELNEJ,2853,150650831180865,せりかわ,T48KV9EP2,無言ぱーく,3,10,10,10,10,10,10,10,10,10,1
EK1DBEXLU,2854,150644309216778,タイトルホルダー,X34LWGL6R,サークル2,8,6,6,9,10,10,6,8,6,6,1
Q084QHT3Z,2855,150273986761365,学生A,JA2C658FW,さや綴理の村人,9,9,10,10,10,9,10,10,10,9,1
MPAR46VH7,2856,150220072449282,asuda,EAY5EM96N,眩耀夜行好き好き,0,7,7,8,8,7,7,7,5,6,1
NN6156T93,2857,150170620339861,よぴ,GW4CH70HK,TKG同好会,7,6,7,7,8,6,7,5,4,5,1
HWWN7ND5L,2858,150013522728716,宮原修一,CXG25026E,泥のみんなS,7,8,9,9,9,10,9,9,9,8,1
4DB6SIL32,2859,150003512314424,デヘラー,Y7KJ3PM8P,蓮すきすき同好会,2,9,9,9,9,10,9,8,7,8,1
AHFOC54DV,2860,149983774350994,名無しの女学院生,79C17CHA2,蓮ノ空出張部,0,7,8,7,8,7,6,7,6,6,1
OQX4GEHB0,2861,149893297214718,ぎんいろ,11XTEEEJT,リンクラ料理部,9,7,8,10,8,10,9,9,10,7,1
WA10A8RX4,2862,149876538346893,アムリタ,6045Y2RW7,ポチっと！蓮ノ空,1,7,9,10,10,10,7,9,9,8,1
VSW63OWX2,2863,149849191120114,はろすた*,WAT20PN3Y,こな党,6,7,7,7,7,8,5,8,6,6,1
T6T5TPJBO,2864,149841264932447,しきし,BCJRMHE75,梢すきすきクラブ,2,7,8,5,8,7,6,7,4,4,1
O017GBZ7N,2865,149754011123077,アイプル,73CBYJYB0,"oNM,",3,6,7,8,8,10,7,7,6,6,1
DJ35J917D,2866,149746860808752,モリサマー,KND3T7056,ぽかぽかモガの村,0,5,8,7,7,8,4,5,4,2,1
BA7ML95N2,2867,149683358572374,ブチコ。,DHBGK1398,となりにこな,5,10,10,10,10,10,10,10,10,10,1
POECWKUBK,2868,149573240542095,みーわ,8CEWMFEHX,ねるねるねるね,2,6,7,8,7,8,7,7,5,6,1
U3DLQMXJD,2869,149572795054866,ボン太,8P39YRA1L,慈と愉快な仲間達,3,6,9,8,6,7,7,8,6,6,1
JSZQ6MZK7,2870,149370292479501,こーくす,HWMV33W7Y,フラワー泥民館,3,6,8,8,8,8,7,8,6,4,1
TFFBYIT98,2871,149341983777233,べにーびーばっど,M851LEV3N,なっす父兄,7,7,8,8,9,9,9,9,6,7,1
B39LXFAKJ,2872,149233527220277,ゴールドフラワー,X7C21B7H7,泥,10,7,6,7,7,8,4,9,4,4,1
KELAXQ9TF,2873,149155550188304,みのゆ,CTW8DKV5P,まったり,8,8,8,10,7,6,7,7,8,8,1
FT7V0M8BB,2874,149077449577477,ベガ,GKR9TEBYC,毎日がホリデイ♪,1,7,8,7,7,7,6,8,6,5,1
EM1XPCKHC,2875,148761961020051,もにょ,J79LGCKKF,蓮ノ空コーラス部,2,7,8,9,9,8,8,9,7,7,1
RPM3CWTW5,2876,148695992620983,なべっち,73N4AB3LR,かほ子のイオン,7,8,9,9,8,9,9,9,7,7,1
TKXFJWA6V,2877,148520139132578,か,JCRNT9GKB,ハントンTKG,4,4,9,4,4,5,1,6,5,7,1
SDTXR9S9Z,2878,148449471705166,なまにく,Y2R7E79U3,カワウソ同好会,7,6,7,7,5,8,5,6,5,4,1
96C14P93Y,2879,148246553721297,Blue,R181MKNX1,みらくらは人生！,1,6,7,6,6,6,5,6,4,6,1
TL2MWA0NR,2880,148060060986199,マティー,9JTF508LB,スクスタ亡霊部,1,6,5,3,7,3,5,7,4,5,1
NL6XJH6HR,2881,148008795314804,＊あまの たつ＊,TK9E1BB1P,無言で自由,2,10,10,8,8,10,10,10,9,8,1
FKYV41FGL,2882,147977697344581,UR確定紫神引姫,8MTLYLH9F,木星の月華富輝宮,8,8,10,8,9,8,7,7,7,7,1
EA1BYPXXU,2883,147728038067507,やいり,3YWMY4JVN,82プロ,2,10,7,7,5,7,4,9,9,7,1
GO9Z67VC5,2884,147721274863699,森谷マイ,XLBU65J86,花の壁飾りクラブ,3,7,9,5,6,8,4,8,6,4,1
SRZB8AREX,2885,147520498136102,バーン,90U18712V,大野お台場公園,4,9,7,4,7,8,6,4,4,4,1
VKYV0KDAA,2886,147495913513357,アズえもん,PULJ8VCHJ,蓮ノ空を推す会,1,9,10,7,8,8,4,8,5,4,1
FT63UMMYB,2887,147390480164905,やきうどん,WTJV514G9,蓮ノ空のお弁当屋,0,7,7,8,9,9,7,8,5,5,1
82CJXV6T1,2888,147215595337026,しおれもん。,2U4GLJXLJ,泥の中の養分,2,10,9,9,9,9,9,9,10,10,1
NP4MDNF6N,2889,147082955685275,テキーラ,7XH3K4GBT,LLP,2,8,10,10,6,10,10,10,8,8,1
5O0HMLKPZ,2890,146999198967455,りあ,E76N52LMW,イベントのみ,0,7,9,8,9,9,8,10,7,6,1
2GCJ1MWUF,2891,146947975179796,えだまめ,P3T2T39HF,新川地区ノ空,0,8,8,6,5,9,7,8,6,5,1
NPXH5R3ON,2892,146945476018639,彩斗,N2KCENRKH,猫＆旅大好き部,4,7,8,8,8,8,6,7,7,7,1
CIG88XHJP,2893,146693652814518,日向（ひなた）,5C2EVBBC1,まったり蓮ノ空,5,8,8,8,6,10,4,7,6,5,1
LD3A9874J,2894,146576345228068,うず,X33HHA9F8,アルストロメリア,0,6,8,7,7,7,7,6,5,5,1
P61TV63B0,2895,146537242499322,シャベル,48BTAPMBG,蓮ノ空魔術部,0,2,4,9,10,8,6,7,7,5,1
98FETT27Y,2896,146324528010210,たく,EEP20F2M8,綴理の綴り,2,6,8,9,9,10,7,7,6,5,1
4AJTV8XPH,2897,146294461147052,あげ,90U18712V,大野お台場公園,4,9,10,7,8,10,8,8,2,1,1
ILO32VFUO,2898,146255460939337,わかやま,MVMP6NNXD,空き時間らくがき,5,10,6,10,10,9,6,10,10,10,1
6FIK9ZFYZ,2899,146071684043369,琉珈（ルカ）,J7N4W6Y1K,こずミックラブ♡,12,9,10,6,6,9,6,7,6,6,1
Y9D6E6KK8,2900,145743834121555,ぷん,K8C99H42D,ルリと喜ド！愛楽,0,3,10,10,6,10,6,10,9,4,1
46LUML6GW,2901,145687186177197,あやたか,9D722M8KC,蓮ノ空同好会,0,8,7,8,5,9,6,7,8,8,1
NT48TEY6L,2902,145603080378852,ハーメルン,3A63DYH54,LLすこすこ部,0,7,8,6,10,7,8,10,6,5,1
TR34AYUGM,2903,145459836593611,えふ,BTVC9G95X,FES用,1,8,10,9,9,5,9,9,8,8,1
955BYUBB9,2904,145371252687868,鰯,1G89KTD5X,サークルひとり,4,8,10,10,10,10,8,10,8,9,1
296T0TSAG,2905,145272478305701,R10,BKUHCT7WF,蓮女お嬢様部,5,8,7,10,8,7,6,9,5,7,1
79KWRVX56,2906,145174514650971,いくらのさぶ。,VNEY6C9BE,スリーマーメイド,0,7,8,8,7,7,6,8,7,5,1
LG9FEA1R8,2907,145149694927840,そらさき,8MTLYLH9F,木星の月華富輝宮,0,4,7,8,8,8,7,7,5,5,1
2DZ75N97R,2908,144945670328150,こーせ,PPAHU1TNY,蓮ノ空のんびり部,1,4,5,7,6,6,4,7,4,4,1
0AF6NRVW0,2909,144793593940684,ソラミ,2JVBK752G,卍愛蓮説卍,2,4,7,8,9,8,7,8,4,2,1
YUI9CAC3Q,2910,144743980574571,白河アヤノ,LHXNEF3D5,まるまるサークル,0,6,8,9,7,8,6,8,5,6,1
W309X26WN,2911,144580902244863,でぃおにす,MGN8DYTTN,スクスタおじさん,6,8,10,7,7,9,9,8,9,8,1
6YDW1KPK3,2912,144536125777066,いけ,F8MLHU2NV,乙宗梢様､､､,3,9,10,10,10,10,10,10,8,7,1
6UYRFMEV0,2913,144467632497953,こよあすめ,UYCT3Y4JK,蓮っ子,5,8,10,10,9,10,8,10,8,8,1
LOBRSY2BG,2914,144447830410211,Lollipop,279NUYU7C,れんこん,2,9,8,8,7,9,4,8,7,4,1
8GBLTVNND,2915,144382921799120,ガンジー,8M6UDX260,ぽけもん好き,0,5,5,7,7,6,6,7,5,5,1
S1S7PBWPQ,2916,144238528989901,しょこら,YE7CX8RNP,能京カバディ部,6,10,10,10,10,10,10,10,10,10,1
DD2659JY7,2917,144044004433592,氷狐,26JDLMBLN,徒町は強く生きる,2,6,5,4,8,8,6,2,7,3,1
CAX9XGU98,2918,143794605022125,三枝このは,82CY1DN9W,みらくるねす,0,8,8,6,8,7,6,8,6,6,1
L7F5NAGAG,2919,143730190453517,Riche,9JTF508LB,スクスタ亡霊部,6,8,10,7,8,8,3,8,5,6,1
XGR5P0YTA,2920,143716688441621,けをす,D7UA5ER1E,UR報酬欲しい！,0,7,7,7,6,6,7,6,5,6,1
L0K2NCHYN,2921,143675537059390,カンガルー2号,ATB27G5P2,おこめ茶寮,0,5,7,8,9,9,7,7,5,6,1
R5GW1UCPB,2922,143554121492976,キラ,R9T0YKDW8,かちまち応援隊,0,10,9,5,7,9,6,7,7,9,1
5HL9TJ1PA,2923,143537095836563,さば,9GDHWXGVG,ルリと花咲く毎日,2,6,7,8,9,7,3,8,4,6,1
DPGG6PPYT,2924,143529016164504,うおちー,YVV9CMBLW,東京公演で沼落ち,2,8,8,7,7,8,10,8,6,6,1
5OTF7JCU1,2925,143471322202105,こしあん,BKUHCT7WF,蓮女お嬢様部,1,4,8,3,3,7,1,8,5,4,1
5I6CHLLS9,2926,143439030707041,ハル,RHU8M5VUL,幼馴染同好会,8,7,8,9,9,10,8,9,7,9,1
BF5D7HWTE,2927,143415955666738,スケマサ,BT3GEWM5L,ささやか村の集い,2,6,5,6,6,6,7,6,10,4,1
YNLYR8JC4,2928,143287750280023,やんぴー,JY79RPB1D,リンクラゆる部,3,7,10,9,10,9,5,8,6,4,1
MW0E12KWR,2929,143260203764742,ふーさん,43HRXMXWA,無言OKクラブ,0,7,10,10,10,10,10,9,10,8,1
GT2ESRPP4,2930,143231918810936,京大ルビィ,,,0,9,9,9,6,7,8,7,8,7,1
LA25WU4LR,2931,143182935164396,ジマリン,L3NN1RWMY,アポロベイ海賊団,5,10,8,10,10,10,7,10,10,4,1
TN9XL2NVY,2932,143021941066041,のどっち,HMBW9DXY2,蓮好き皆あつまれ,3,6,8,9,9,10,7,8,6,6,1
G4B419TOO,2933,143014653333787,にんげん,573J1JVVK,かほかほ,5,7,7,7,8,7,8,8,6,6,1
UCY017A15,2934,142954834822299,异夢,6MWHCNJE8,蓮之空小賣部,0,7,1,6,6,3,10,9,5,3,1
UDO57A1F2,2935,142844123098373,としあき,TR057C1UW,蓮ノ空ぼっち部,0,5,8,9,10,10,5,7,6,4,1
3FCUYWNGY,2936,142822368498305,観月しおり,Y6JNPC60C,綴理メイト,4,8,8,4,5,10,7,7,7,7,1
09JZ013FL,2937,142779177333342,bassie,11KVGWXAK,藤島幼稚園蓮組,1,7,7,7,7,8,7,7,6,6,1
NT4O2HSPX,2938,142625084898255,そうさん,LYPVAETHY,金沢の泥,4,8,9,8,9,9,7,8,6,4,1
3MU2UPJ8P,2939,142608139508008,おいしい水,KW0RM1LEP,はすっこくらぶ,7,9,9,10,9,9,9,9,10,8,1
2KR57PL03,2940,142598930398755,カシワタツ,75UJ5RB97,蓮ノ空雪野球部,0,1,7,6,5,6,8,2,3,1,1
HNPU8P6L0,2941,142562979705034,ゴリラ,6045Y2RW7,ポチっと！蓮ノ空,0,9,10,10,10,10,10,9,9,8,1
TTG4K0752,2942,142558099932276,とっつぁん,HWJ8XPW0T,箱推しなのだけど,5,8,9,8,9,8,7,9,8,7,1
Y4GLOZ0A8,2943,142506180753038,えーたん,J0N1E3Y09,月火水木金土日,6,7,9,9,9,10,7,9,8,7,1
UMPUWCJ84,2944,142444443210068,とろろ,L15B25270,蓮女マネージャー,6,7,9,9,9,9,8,10,7,7,1
EOWWHMVU8,2945,142357295088239,みかのん!,KGDNX3EF3,ENcircle,5,7,6,7,7,8,7,7,6,4,1
2K55R3MK8,2946,142226025953706,小唯,AGJ215YND,蓮の空中國分校,0,7,5,6,7,7,7,7,4,5,1
ZJ03PVBKH,2947,142212102708658,ななすが,KT4C59NXG,めぐ島,3,9,10,5,5,6,7,9,3,4,1
4TJ80X7KS,2948,142007075067261,マック,C68491XHB,みらくらぽーく！,0,7,8,6,8,7,6,8,5,6,1
NLH1J5W2D,2949,141972598840270,にゃんこ,D7UA5ER1E,UR報酬欲しい！,0,7,8,7,6,6,4,7,4,5,1
PG06760H0,2950,141830944470092,KiLlerMI,BELCUYCMH,蓮hkg香港分部,0,5,4,6,8,6,6,10,5,6,1
VTN3U1GCG,2951,141802331818626,ヒナンジュ,R181MKNX1,みらくらは人生！,2,6,7,9,7,7,6,9,5,6,1
UWW8H4B96,2952,141743307783057,ボスコ,BWD9U1EJ2,蓮之空中国同好会,0,9,10,5,10,6,3,5,3,3,1
JTBY5LE0U,2953,141730271898169,とば,43HRXMXWA,無言OKクラブ,2,7,8,8,9,7,3,5,6,5,1
VJCNDJH23,2954,141688267752231,けいせん,UCF93JAPM,スワンプマン,2,9,10,8,8,9,7,9,8,8,1
G2RTAXMKU,2955,141658454189022,ムエタイ,2ULM366U6,毎日がエブリデイ,2,5,7,7,8,8,7,7,6,6,1
FRO9SDF5D,2956,141627927379661,伊吹,NDTPN879N,ライバーズハイ,4,7,10,10,9,10,9,9,8,8,1
UL3FJV4ED,2957,141506131436730,た,VP0K6KF0K,蓮ノ空大好き!!,4,8,9,9,10,9,8,9,8,8,1
JLTEW61V7,2958,141338388008717,川島緑輝,B2KV0EVPD,蓮ちゅきクラブ,6,10,10,10,10,10,10,10,10,10,1
WJG1SBROQ,2959,141330155229804,クロノス,VNEY6C9BE,スリーマーメイド,0,8,8,8,8,10,7,8,7,6,1
