player_id,rank,point,player_name,search_guild_key,guild_name,数量
CAH984HAW,1,630418156667704,タピエンル,MAJT0THVB,眩耀夜行,1
UA5OC8495,2,629323814141216,zth,MAJT0THVB,眩耀夜行,1
8EB0GXWX1,3,553519573044737,えーるん,EYN9H9N16,蓮すきすきクラブ,1
FWBTX791U,4,542381373524731,うおー,MAJT0THVB,眩耀夜行,1
7604CH5KV,5,540862242647807,く…る…す…,FK5MUK0ET,くる♡すきクラブ,1
KY6X3BV7A,6,534412826846650,とんとろ,25PMPEMG7,星見プロ,1
EQOU1ZZS7,7,533635216991415,あおいペン太郎君,VW65MCVF8,スリスリーズ,1
Z4TLWEM1D,8,521390554393609,カポエラー,YE7CX8RNP,能京カバディ部,1
LP0BEDRF6,9,516694779195522,素顔のピクセル,EYN9H9N16,蓮すきすきクラブ,1
BFBDRTETJ,10,515944527593287,からいろは,EYN9H9N16,蓮すきすきクラブ,1
0CPFA3PTM,11,512988506149789,かりん,25PMPEMG7,星見プロ,1
U1IQYBNI5,12,503258743482384,通りすがりの人,BKLW6CR5L,Mix鮭の空!!,1
15LURYMC1,13,500456101685745,ベルトーニ,FVJFA973A,蓮ノ空愛好会,1
JVDRVFFBP,14,496508791128756,たなばた野郎,EYN9H9N16,蓮すきすきクラブ,1
FM1GCQSEE,15,494817588426295,C72,MAJT0THVB,眩耀夜行,1
J9C1NN8VB,16,491072323102822,あーびん,VW65MCVF8,スリスリーズ,1
WL6FFE9FY,17,484957726151459,もょもと,EYN9H9N16,蓮すきすきクラブ,1
HVA8EZJWM,18,480104219331535,鍋,BKLW6CR5L,Mix鮭の空!!,1
FVG9O3T6M,19,468827788387049,つづもん,11XTEEEJT,リンクラ料理部,1
G25EXFDYH,20,465483180564494,いかずちさんだー,25PMPEMG7,星見プロ,1
TW9L2LKS7,21,464548060931754,日本エア時計学会,YE7CX8RNP,能京カバディ部,1
CO2UVBYHH,22,462389485332836,Say.Dat.,VW65MCVF8,スリスリーズ,1
A172AA7DD,23,461740866057360,にしん,FVJFA973A,蓮ノ空愛好会,1
KMUYDNERU,24,459726064163167,ゆうし,FC8NBAJBT,ラー麺二郎金沢店,1
L5FWMMCWN,25,457842280621729,はむすたー,PBRDPWEY1,村村会,1
1FREY7CCF,26,457292213915476,ぱ.む.ぱ.む.,11XTEEEJT,リンクラ料理部,1
WCN6J32TG,27,452776951089743,しみちゃん,BKLW6CR5L,Mix鮭の空!!,1
L6HBG7C3L,28,448475903920160,あまらく@,BKLW6CR5L,Mix鮭の空!!,1
W6KGEJ697,29,446598437506723,まだまだお,BKLW6CR5L,Mix鮭の空!!,1
8XP3JM3HY,30,443912973937366,リンモリ,YE7CX8RNP,能京カバディ部,1
B424J17UB,31,443552696597546,ginkaho,MAJT0THVB,眩耀夜行,1
NJ5M5IZWU,32,442561429514116,まき,R1RM3X0WV,後方腕組みオタク,1
VCYWGAUP5,33,442047313564347,ふぁる,BKLW6CR5L,Mix鮭の空!!,1
DV73OQD94,34,439739715678926,ちゆ,BKLW6CR5L,Mix鮭の空!!,1
3Q65ASSTC,35,437273976736026,ドガース,YE7CX8RNP,能京カバディ部,1
