行标签,求和项:point
2592,173497553287739.0
2593,173339001078597.0
2594,173332873381270.0
2595,173306335569428.0
2596,173200352624898.0
2597,173147593214251.0
2598,172918444932842.0
2599,172918159236855.0
2600,172866442129465.0
2601,172860418321009.0
2602,172796004413095.0
2603,172762917783868.0
2604,172714699918916.0
2605,172534270545376.0
2606,172396769282962.0
2607,172367019190157.0
2608,172294322583340.0
2609,172264933273578.0
2610,172169786942548.0
2611,172159164064393.0
2612,172158850267374.0
2613,172158036531784.0
2614,172143121429091.0
2615,172107509628488.0
2616,172092318480224.0
2617,171999040275326.0
2618,171876751164635.0
2619,171755358138137.0
2620,171744847464576.0
2621,171620157452657.0
2622,171495410046888.0
2623,171420240119749.0
2624,171387787964130.0
2625,171296581934448.0
2626,171264352968482.0
2627,171199183149072.0
2628,171187660241738.0
2629,171052671809124.0
2630,170984608523752.0
2631,170865562216488.0
2632,170795641013958.0
2633,170494844046202.0
2634,169945943230728.0
2635,169935662134971.0
2636,169926326601647.0
2637,169626912753539.0
2638,169595547359116.0
2639,169537030374526.0
2640,169445179777389.0
2641,169399054493116.0
2642,169235619536180.0
2643,169089951705609.0
2644,169050966227214.0
2645,168956645372998.0
2646,168749200198914.0
2647,168738148142901.0
2648,168708806678166.0
2649,168680687229941.0
2650,168591114182860.0
2651,168572415058012.0
2652,168556217607645.0
2653,168552539732419.0
2654,168496767799224.0
2655,168472887645024.0
2656,168454849249842.0
2657,168423437849109.0
2658,168177787729574.0
2659,168177380577875.0
2660,168158295753823.0
2661,168130564491434.0
2662,168115509607358.0
2663,168028100259715.0
2664,168017882508460.0
2665,167959796384843.0
2666,167897871583118.0
2667,167743303984413.0
2668,167684407890194.0
2669,167637736391802.0
2670,167608322836407.0
2671,167449848370782.0
2672,167437451537584.0
2673,167395103854512.0
2674,167348188798681.0
2675,167301533707035.0
2676,167192353631910.0
2677,167140775387981.0
2678,166982411936802.0
2679,166907149031255.0
2680,166853124243943.0
2681,166809728623018.0
2682,166723018715080.0
2683,166678078678097.0
2684,166636883708381.0
2685,166622895738924.0
2686,166283849068770.0
2687,166254110678180.0
2688,166162752489478.0
2689,166009497368987.0
2690,165933270180843.0
2691,165899704888778.0
2692,165833390386307.0
2693,165817210111730.0
2694,165276393155014.0
2695,165217554581905.0
2696,164926470920886.0
2697,164737567445618.0
2698,164711444911349.0
2699,164702742832475.0
2700,164591828274094.0
2701,164468289458060.0
2702,164433261004597.0
2703,164312309585127.0
2704,163981086869133.0
2705,163897443331433.0
2706,163852994620478.0
2707,163669631981583.0
2708,163546676958270.0
2709,163400479107665.0
2710,163399406884886.0
2711,163226792710740.0
2712,163075163427861.0
2713,162912447819582.0
2714,162893876560881.0
2715,162617084644294.0
2716,162600853999801.0
2717,162452356097115.0
2718,162442945217666.0
2719,162395433461201.0
2720,162066604833765.0
2721,161889914192776.0
2722,161811531196264.0
2723,161790345969657.0
2724,161768358251437.0
2725,161676902014524.0
2726,161660180028238.0
2727,161552416517781.0
2728,161328542723910.0
2729,161245881697713.0
2730,161071879098363.0
2731,161037180138712.0
2732,161013391559943.0
2733,160986621312485.0
2734,160794019861320.0
2735,160719458469046.0
2736,160651883109589.0
2737,160286306459035.0
2738,160165547076718.0
2739,160095661093406.0
2740,160085861697876.0
2741,160027642497130.0
2742,159939191893388.0
2743,159665868264251.0
2744,159625076849996.0
2745,159535208664473.0
2746,159528951260794.0
2747,159509621290353.0
2748,159356720998105.0
2749,159338134806670.0
2750,159232037630971.0
2751,159100069598341.0
2752,159040592604419.0
2753,159032865995217.0
2754,159014284664337.0
2755,158885052242704.0
2756,158758289346992.0
2757,158739848536729.0
2758,158696827273394.0
2759,158547471261855.0
2760,158495783771883.0
2761,158466110673110.0
2762,158442957451253.0
2763,158400892239452.0
2764,158260023322976.0
2765,158148708882622.0
2766,158081451815284.0
2767,158039337720454.0
2768,157888383010081.0
2769,157867057538055.0
2770,157445223137061.0
2771,157428777594771.0
2772,157362256346868.0
2773,157121129381665.0
2774,157078589535748.0
2775,156969416971856.0
2776,156968319433153.0
2777,156917569883457.0
2778,156794599643275.0
2779,156735707268713.0
2780,156670586471312.0
2781,156632615846955.0
2782,156552645586151.0
2783,156443323089732.0
2784,156367631229031.0
2785,156295783420771.0
2786,156126157579821.0
2787,156043667838930.0
2788,155958948278927.0
2789,155819841433741.0
2790,155652800076407.0
2791,155590260549843.0
2792,155579307975031.0
2793,155250380473884.0
2794,155148392415790.0
2795,155109394643109.0
2796,155102049269543.0
2797,155030400208605.0
2798,155024349582921.0
2799,154708848714322.0
2800,154675739024297.0
2801,154642914273179.0
2802,154546588699284.0
2803,154532840956426.0
2804,154429517676216.0
2805,154386538089705.0
2806,154357437220597.0
2807,154298582250976.0
2808,154210865290228.0
2809,154170737939258.0
2810,154102985268373.0
2811,154078562147315.0
2812,154064666734068.0
2813,154062821279285.0
2814,154015544812911.0
2815,153764187113294.0
2816,153748042814413.0
2817,153732160248677.0
2818,153647961615111.0
2819,153583657049023.0
2820,153580639591760.0
2821,153573891680956.0
2822,153524287433021.0
2823,153509241897116.0
2824,153431494616031.0
2825,153390216274714.0
2826,153286529105309.0
2827,153090436313480.0
2828,153057586440504.0
2829,152436212169697.0
2830,152418337788075.0
2831,152301552344858.0
2832,152261428116207.0
2833,152183031241455.0
2834,152150272627776.0
2835,152015381122267.0
2836,151960690203196.0
2837,151933415222222.0
2838,151872062527258.0
2839,151832258411379.0
2840,151817994776714.0
2841,151600543023846.0
2842,151536324873397.0
2843,151296259601943.0
2844,151127567919840.0
2845,150993720553466.0
2846,150992093579497.0
2847,150901399274338.0
2848,150768494141155.0
2849,150768254314474.0
2850,150755753532110.0
2851,150680660246149.0
2852,150667221723612.0
2853,150650831180865.0
2854,150644309216778.0
2855,150273986761365.0
2856,150220072449282.0
2857,150170620339861.0
2858,150013522728716.0
2859,150003512314424.0
2860,149983774350994.0
2861,149893297214718.0
2862,149876538346893.0
2863,149849191120114.0
2864,149841264932447.0
2865,149754011123077.0
2866,149746860808752.0
2867,149683358572374.0
2868,149573240542095.0
2869,149572795054866.0
2870,149370292479501.0
2871,149341983777233.0
2872,149233527220277.0
2873,149155550188304.0
2874,149077449577477.0
2875,148761961020051.0
2876,148695992620983.0
2877,148520139132578.0
2878,148449471705166.0
2879,148246553721297.0
2880,148060060986199.0
2881,148008795314804.0
2882,147977697344581.0
2883,147728038067507.0
2884,147721274863699.0
2885,147520498136102.0
2886,147495913513357.0
2887,147390480164905.0
2888,147215595337026.0
2889,147082955685275.0
2890,146999198967455.0
2891,146947975179796.0
2892,146945476018639.0
2893,146693652814518.0
2894,146576345228068.0
2895,146537242499322.0
2896,146324528010210.0
2897,146294461147052.0
2898,146255460939337.0
2899,146071684043369.0
2900,145743834121555.0
2901,145687186177197.0
2902,145603080378852.0
2903,145459836593611.0
2904,145371252687868.0
2905,145272478305701.0
2906,145174514650971.0
2907,145149694927840.0
2908,144945670328150.0
2909,144793593940684.0
2910,144743980574571.0
2911,144580902244863.0
2912,144536125777066.0
2913,144467632497953.0
2914,144447830410211.0
2915,144382921799120.0
2916,144238528989901.0
2917,144044004433592.0
2918,143794605022125.0
2919,143730190453517.0
2920,143716688441621.0
2921,143675537059390.0
2922,143554121492976.0
2923,143537095836563.0
2924,143529016164504.0
2925,143471322202105.0
2926,143439030707041.0
2927,143415955666738.0
2928,143287750280023.0
2929,143260203764742.0
2930,143231918810936.0
2931,143182935164396.0
2932,143021941066041.0
2933,143014653333787.0
2934,142954834822299.0
2935,142844123098373.0
2936,142822368498305.0
2937,142779177333342.0
2938,142625084898255.0
2939,142608139508008.0
2940,142598930398755.0
2941,142562979705034.0
2942,142558099932276.0
2943,142506180753038.0
2944,142444443210068.0
2945,142357295088239.0
2946,142226025953706.0
2947,142212102708658.0
2948,142007075067261.0
2949,141972598840270.0
2950,141830944470092.0
2951,141802331818626.0
2952,141743307783057.0
2953,141730271898169.0
2954,141688267752231.0
2955,141658454189022.0
2956,141627927379661.0
2957,141506131436730.0
2958,141338388008717.0
2959,141330155229804.0
2960,141074385961417.0
2961,141031505937615.0
2962,140866218809042.0
2963,140850470067248.0
2964,140827211564356.0
2965,140663531654517.0
2966,140621314839855.0
2967,140595486107762.0
2968,140571720982033.0
2969,140486814636048.0
2970,140438944520319.0
2971,140435049011071.0
2972,140311881366013.0
2973,140235172869618.0
2974,140220715211390.0
2975,140184381258336.0
2976,140162323045531.0
2977,140151427523086.0
2978,140148122866036.0
2979,140126908010832.0
2980,139958374090206.0
2981,139912942448813.0
2982,139869666166328.0
2983,139750361863771.0
2984,139685956048105.0
2985,139653978919002.0
2986,139562785503835.0
2987,139464267145456.0
2988,139349041906762.0
2989,139278203565287.0
2990,139208812399555.0
2991,139124387834888.0
2992,139090366964176.0
2993,138979812230952.0
2994,138970094353177.0
2995,138964722030388.0
2996,138255127421401.0
2997,138229090224256.0
2998,138222701991009.0
2999,138101573985924.0
3000,138069682674492.0
3001,138049847335112.0
3002,138012793278188.0
3003,137962409307371.0
3004,137910735563483.0
3005,137827879063589.0
3006,137662055454482.0
3007,137580571939680.0
3008,137532561063173.0
3009,137481526901075.0
3010,137466251304883.0
3011,137442171686104.0
3012,137400579634011.0
3013,137358369580783.0
3014,137331465901902.0
3015,137262337159821.0
3016,137158038353308.0
3017,137069341282949.0
3018,136959246697775.0
3019,136883850644569.0
3020,136844002238942.0
3021,136833065770014.0
3022,136802029955291.0
3023,136731556812417.0
3024,136619890943826.0
3025,136619709161702.0
3026,136575076976096.0
3027,136516223274341.0
3028,136425959480996.0
3029,136315016152319.0
3030,136232761814006.0
3031,136231971231250.0
3032,136181563852421.0
3033,136139683592002.0
3034,136030479449713.0
3035,135882802163920.0
3036,135876587282146.0
3037,135666660172359.0
3038,135514987730266.0
3039,135457326785753.0
3040,135377759821107.0
3041,135297487620064.0
3042,135284073545143.0
3043,135225351389803.0
3044,135039610736287.0
3045,134695049457879.0
3046,134671095619154.0
3047,134669657416125.0
3048,134544613585385.0
3049,134490040262440.0
3050,134413201128881.0
3051,134377789439523.0
3052,134247887136503.0
3053,134211511053375.0
3054,134186110991423.0
3055,134166734341735.0
3056,134048511458834.0
3057,134035799676144.0
3058,133964436462160.0
3059,133891029665799.0
3060,133805579065738.0
3061,133792173611757.0
3062,133790106252145.0
3063,133771552485609.0
3064,133726329485786.0
3065,133722694102832.0
3066,133686143338719.0
3067,133526033016355.0
3068,133467024611666.0
3069,133417862280902.0
3070,133360723842437.0
3071,133315063443599.0
3072,133244503411403.0
3073,133184822846599.0
3074,133050202206925.0
3075,133030956604477.0
3076,133013135404350.0
3077,132996914366030.0
3078,132870196257163.0
3079,132862527622486.0
3080,132829797415968.0
3081,132770058055269.0
3082,132697611690548.0
3083,132622618791842.0
3084,132329660381407.0
3085,132194630731910.0
3086,132098401051165.0
3087,132043428974732.0
3088,131976140656156.0
3089,131900583472935.0
3090,131888054930256.0
3091,131850505897467.0
3092,131806387294995.0
3093,131728288039673.0
3094,131726210303445.0
3095,131597479656229.0
3096,131580075446706.0
3097,131524881980235.0
3098,131449424671825.0
3099,131254143885799.0
3100,131226571139973.0
3101,131173709525441.0
3102,131141875944659.0
3103,131130561403608.0
3104,130829386081541.0
3105,130818071562024.0
3106,130624224579162.0
3107,130503713330548.0
3108,130336404832580.0
3109,130318157769820.0
3110,130143714221657.0
3111,130038428319981.0
3112,130031038472880.0
3113,130016236642081.0
3114,129973457090660.0
3115,129966534244244.0
3116,129768342625454.0
3117,129720970916860.0
3118,129688114794038.0
3119,129396795460954.0
3120,129282216698458.0
3121,129244684521311.0
3122,129240787205380.0
3123,129148235666421.0
3124,129135924908144.0
3125,129093596212959.0
3126,129059959094432.0
3127,129046312521274.0
3128,128980442394037.0
3129,128921109827453.0
3130,128891284649727.0
3131,128889943163965.0
3132,128791152760618.0
3133,128790905315825.0
3134,128746389676273.0
3135,128720130037490.0
3136,128677878772448.0
3137,128473582560298.0
3138,128410692188739.0
3139,128360916928992.0
3140,128016764573525.0
3141,127930498514662.0
3142,127914146843270.0
3143,127912683477686.0
3144,127870486775697.0
3145,127843253448657.0
3146,127781953325972.0
3147,127692625551492.0
3148,127617583855632.0
3149,127605901686386.0
3150,127555188453146.0
3151,127511744455926.0
3152,127483531676964.0
3153,127473036971772.0
3154,127399342452337.0
3155,127262247058837.0
3156,127243285135730.0
3157,127172386638105.0
3158,127006625117423.0
3159,126983199556844.0
3160,126981398235983.0
3161,126781072740283.0
3162,126711912218497.0
3163,126704384080726.0
3164,126663637256004.0
3165,126647411873170.0
3166,126640091250272.0
3167,126635128757923.0
3168,126495385076067.0
3169,126443747448566.0
3170,126425700348679.0
3171,126133264818422.0
3172,126112995001708.0
3173,126029023844140.0
3174,125768807520907.0
3175,125722550226484.0
3176,125562559813596.0
3177,125558784921460.0
3178,125476010255252.0
3179,125446463820052.0
3180,125358588242924.0
3181,125310419117427.0
3182,125305838441924.0
3183,125175209755050.0
3184,125174453010427.0
3185,125143736297379.0
3186,125047680618891.0
3187,125029511582632.0
3188,124782961685284.0
3189,124777091663814.0
3190,124689910472947.0
3191,124671612117840.0
3192,124530861989717.0
3193,124483017954303.0
3194,124432241324510.0
3195,124124804178373.0
3196,124019657030703.0
3197,124014821664439.0
3198,123978622420650.0
3199,123964491034858.0
3200,123881713571090.0
3201,123836908716840.0
3202,123777773815411.0
3203,123758189832880.0
3204,123736847978714.0
3205,123681692180172.0
3206,123680901822741.0
3207,123595620331361.0
3208,123570031988357.0
3209,123537894163516.0
3210,123480057411183.0
3211,123428975103787.0
3212,123410052658559.0
3213,123273468157941.0
3214,123254933763007.0
3215,123181335814587.0
3216,123007780872215.0
3217,122912368786461.0
3218,122907614094414.0
3219,122884842434542.0
3220,122688698551921.0
3221,122636285123871.0
3222,122617535446541.0
3223,122531701328914.0
3224,122358824902481.0
3225,122357983029006.0
3226,122354144476230.0
3227,122315255812121.0
3228,122197192124025.0
3229,122009660885557.0
3230,121780124154918.0
3231,121511809376715.0
3232,121354141301039.0
3233,121181190723302.0
3234,121115237732479.0
3235,121059424842231.0
3236,121027190983839.0
3237,120954984631176.0
3238,120874024097099.0
3239,120851478224922.0
3240,120824123659326.0
3241,120703029970577.0
3242,120624134709257.0
3243,120514994328759.0
3244,120266820347265.0
3245,120263845833996.0
3246,120245367381975.0
3247,120221516127952.0
3248,120186733151087.0
3249,120168662350654.0
3250,120107027320975.0
3251,120094227171332.0
3252,120006736415730.0
3253,119960499484155.0
3254,119950053917040.0
3255,119944107398616.0
3256,119791829941840.0
3257,119771790180486.0
3258,119765195292411.0
3259,119648067680952.0
3260,119556421439941.0
3261,119439160467935.0
3262,119377425723851.0
3263,119126710854107.0
3264,119037379597038.0
3265,118993426308901.0
3266,118985211331091.0
3267,118893115243111.0
3268,118866722041577.0
3269,118779341433291.0
3270,118714179167343.0
3271,118708394484117.0
3272,118666770482476.0
3273,118457134538050.0
3274,118258109821129.0
3275,118034212940464.0
3276,117892359018532.0
3277,117778271351284.0
3278,117764169068202.0
3279,117730588986030.0
3280,117652449774671.0
3281,117558197589151.0
3282,117527228857888.0
3283,117488343536879.0
3284,117477407205061.0
3285,117094251470649.0
3286,117062824082830.0
3287,117058558209568.0
3288,116956044422037.0
3289,116932740229640.0
3290,116920013602672.0
3291,116873962272032.0
3292,116867102615559.0
3293,116777740720249.0
3294,116776305872581.0
3295,116764177583747.0
3296,116756795979252.0
3297,116677064739655.0
3298,116607868731849.0
3299,116511039003582.0
3300,116479381587051.0
3301,116476707534456.0
3302,116421254487638.0
3303,116411468462749.0
3304,116045197592923.0
3305,116028909989002.0
3306,115990613704578.0
3307,115988406069096.0
3308,115891644103573.0
3309,115857623492540.0
3310,115803504412004.0
3311,115712610544853.0
3312,115645235913190.0
3313,115562550888034.0
3314,115465956001044.0
3315,115438310583323.0
3316,115428299225760.0
3317,115322022105028.0
3318,115275455076206.0
3319,115258442068209.0
3320,115258262725020.0
3321,115185420290912.0
3322,115173532145530.0
3323,115169626154100.0
3324,115154331579201.0
3325,114982427592859.0
3326,114948995988964.0
3327,114878050564549.0
3328,114744110001307.0
3329,114706137611134.0
3330,114599279966789.0
3331,114597226282015.0
3332,114437065848855.0
3333,114379157432409.0
3334,114174372177192.0
3335,114126085843565.0
3336,114107777490960.0
3337,114037908574924.0
3338,113967605213333.0
3339,113958810472684.0
3340,113930791867966.0
3341,113872361487209.0
3342,113818722811840.0
3343,113687570024246.0
3344,113674259847464.0
3345,113620100326235.0
3346,113583714322129.0
3347,113467808031096.0
3348,113457899400650.0
3349,113448691255422.0
3350,113224676920711.0
3351,113223759504520.0
3352,113153910605961.0
3353,113017160972391.0
3354,112914977317092.0
3355,112885532414650.0
3356,112840385707754.0
3357,112811408416148.0
3358,112743802810398.0
3359,112677782132809.0
3360,112628470515251.0
3361,112578379929300.0
3362,112565138444732.0
3363,112431289797671.0
3364,112410631488433.0
3365,112396779040703.0
3366,112377797988475.0
3367,112346938434976.0
3368,112201558239464.0
3369,112152515538206.0
3370,112132986340421.0
3371,112068563981805.0
3372,111930989771455.0
3373,111810189684030.0
3374,111741956407674.0
3375,111686818024146.0
3376,111673156070910.0
3377,111595857405237.0
3378,111483243489648.0
3379,111326137629479.0
3380,111322542184483.0
3381,111274401522385.0
3382,111147928660582.0
3383,111144442665403.0
3384,111086110846096.0
3385,111066931417801.0
3386,111057019084728.0
3387,110929642726269.0
3388,110754023034153.0
3389,110716932700296.0
3390,110691507518969.0
3391,110680721330643.0
3392,110618700469277.0
3393,110472829303708.0
3394,110378303118694.0
3395,110350729846485.0
3396,110255918026546.0
3397,110239121141873.0
3398,110223329229380.0
3399,110128991105555.0
3400,110079504068236.0
3401,110074262628221.0
3402,109934973076393.0
3403,109911286661724.0
3404,109742994049225.0
3405,109731029803875.0
3406,109721604384929.0
3407,109559025525497.0
3408,109545095232883.0
3409,109466283253944.0
3410,109387246523953.0
3411,109337836768379.0
3412,109232750456651.0
3413,109187058533901.0
3414,109111961843239.0
3415,109063023218896.0
3416,109036822673455.0
3417,108933135243812.0
3418,108926616352536.0
3419,108811099515580.0
3420,108788032036630.0
3421,108741282809111.0
3422,108739663685710.0
3423,108693200440216.0
3424,108515574164347.0
3425,108495727600771.0
3426,108490730562999.0
3427,108355426940903.0
3428,108339456951488.0
3429,108267097725780.0
3430,108257417594130.0
3431,108166791489590.0
3432,108139590712818.0
3433,108132782086750.0
3434,108112612087190.0
3435,108079666506574.0
3436,108014538121824.0
3437,107897292461460.0
3438,107885933598985.0
3439,107848972813798.0
3440,107788508289851.0
3441,107765881630091.0
3442,107759944092620.0
3443,107744787767508.0
3444,107732685480382.0
3445,107686530916542.0
3446,107675591619557.0
3447,107410853528288.0
3448,107337000343857.0
3449,107275589588255.0
3450,107106473271066.0
3451,107100695882827.0
3452,107076283490663.0
3453,106829519179089.0
3454,106805371004290.0
3455,106699884809074.0
3456,106649426776032.0
3457,106641318456354.0
3458,106564379399619.0
3459,106552873759464.0
3460,106533591460608.0
3461,106500282052873.0
3462,106443447326156.0
3463,106352927079151.0
3464,106202850935008.0
3465,106140200085640.0
3466,106017538838160.0
3467,105966688911144.0
3468,105939054544933.0
3469,105710710258331.0
3470,105671063368480.0
3471,105658013616030.0
3472,105619958991042.0
3473,105596686371087.0
3474,105541299169995.0
3475,105540145079404.0
3476,105381494855165.0
3477,105340150542632.0
3478,105312640207346.0
3479,105279034829448.0
3480,105250177527751.0
3481,105171675264466.0
3482,105091068045085.0
3483,104963305034705.0
3484,104908144845697.0
3485,104889190318689.0
3486,104860038462294.0
3487,104834774484298.0
3488,104790492853696.0
3489,104787329978530.0
3490,104699099334952.0
3491,104661152881842.0
3492,104659066624037.0
3493,104644686082507.0
3494,104538710975674.0
3495,104372364852024.0
3496,104319953682276.0
3497,104167105388374.0
3498,104055721348857.0
3499,104002245474973.0
3500,103991882017966.0
3501,103960471338029.0
3502,103947735142715.0
3503,103862428491508.0
3504,103726727862263.0
3505,103722693553298.0
3506,103644973147846.0
3507,103644257084698.0
3508,103606321657858.0
3509,103595447925297.0
3510,103566216224484.0
3511,103309631723020.0
3512,103307720830721.0
3513,103114758961704.0
3514,103105862578036.0
3515,103081614969853.0
3516,102949383101078.0
3517,102914188058589.0
3518,102909408273892.0
3519,102863958951380.0
3520,102844377304857.0
3521,102836650485014.0
3522,102784546415916.0
3523,102692254255246.0
3524,102673424426283.0
3525,102563118260881.0
3526,102562615761114.0
3527,102436932220484.0
3528,102420595105321.0
3529,102364079838828.0
3530,102110971297963.0
3531,101992099013726.0
3532,101939901117703.0
3533,101846857349169.0
3534,101838413911103.0
3535,101767147494171.0
3536,101696220540813.0
3537,101666687570482.0
3538,101618747348501.0
3539,101537559402965.0
3540,101506498692012.0
3541,101428633423775.0
3542,101419284350437.0
3543,101417505224576.0
3544,101394349166552.0
3545,101356394667923.0
3546,101296829847233.0
3547,101289269176745.0
3548,101199483783265.0
3549,101098490157953.0
3550,100935389911872.0
3551,100906258204045.0
3552,100864766665789.0
3553,100756301310597.0
3554,100663279017061.0
3555,100593314632872.0
3556,100468263201365.0
3557,100424571315572.0
3558,100371720918382.0
3559,100370995852396.0
3560,100156430899420.0
3561,99917298002891.0
3562,99865102512737.0
3563,99761517662791.0
3564,99759897968569.0
3565,99547897766313.0
3566,99428759478180.0
3567,99372125014701.0
3568,99371594267340.0
3569,99368526022611.0
3570,99352107168159.0
3571,99246336451068.0
3572,99244091206777.0
3573,99225236930378.0
3574,99188427297318.0
3575,99121522189364.0
3576,98920582077094.0
3577,98717470230914.0
3578,98700953514111.0
3579,98680687417985.0
3580,98484072953426.0
3581,98446106329807.0
3582,98410255000489.0
3583,98386016593187.0
3584,98364388143198.0
3585,98318577183588.0
3586,98282640012305.0
3587,98267055611601.0
3588,98248325756823.0
3589,98241092144069.0
3590,98237740577262.0
3591,98236702655819.0
3592,98207478784979.0
3593,98137966336668.0
3594,98105427472244.0
3595,98081832779956.0
3596,98062161689601.0
3597,98060052385940.0
3598,97946390770907.0
3599,97928016972356.0
3600,97618411859963.0
3601,97580909426685.0
3602,97519908127334.0
3603,97423744586952.0
3604,97295487531356.0
3605,97245192123829.0
3606,97231909381267.0
3607,97194754690076.0
3608,97165705449407.0
3609,97128686867175.0
3610,97033938512906.0
3611,96747099371519.0
3612,96731002476801.0
3613,96683754917543.0
3614,96578385904136.0
3615,96528863990485.0
3616,96497226777701.0
3617,96492800647691.0
3618,96473855751290.0
3619,96314213377092.0
3620,96245343301937.0
3621,96152874793524.0
3622,96008570173498.0
3623,95992179292939.0
3624,95956230606338.0
3625,95699419687170.0
3626,95518350567709.0
3627,95418328088770.0
3628,95222650815404.0
3629,95209055090880.0
3630,95192155282220.0
3631,95144423935073.0
3632,95118427421899.0
3633,94993661160775.0
3634,94949905924667.0
3635,94870630629299.0
3636,94772159368643.0
3637,94726336766010.0
3638,94666400871401.0
3639,94420554047806.0
3640,94402439479207.0
3641,94360148660736.0
3642,94269490362006.0
3643,94264252707171.0
3644,94155658804370.0
3645,94111775102554.0
3646,94078168132820.0
3647,94075376827823.0
3648,94042823583421.0
3649,93987435099438.0
3650,93942388461267.0
3651,93904715697770.0
3652,93858727166127.0
3653,93827877169308.0
3654,93767828919590.0
3655,93658365248785.0
3656,93654068263966.0
3657,93646419018086.0
3658,93607374279971.0
3659,93511370516118.0
3660,93422082843487.0
3661,93388074672638.0
3662,93318367845257.0
3663,93172043129815.0
3664,93111042220391.0
3665,93059986079915.0
3666,93053740528098.0
3667,93053561933435.0
3668,93019750820900.0
3669,93010684434762.0
3670,92946906518385.0
3671,92825152267692.0
3672,92764213020602.0
3673,92684100100041.0
3674,92646617450243.0
3675,92582581195018.0
3676,92579030578159.0
3677,92528092855460.0
3678,92465050183115.0
3679,92424513963047.0
3680,92419799767042.0
3681,92385658336431.0
3682,92380380400605.0
3683,92380133733859.0
3684,92332308616915.0
3685,92280277928620.0
3686,92203759673353.0
3687,92194333320716.0
3688,92187634043491.0
3689,92137926177251.0
3690,92134291115019.0
3691,92094552387267.0
3692,92092219532491.0
3693,92083663163312.0
3694,91915049719301.0
3695,91888622566251.0
3696,91874787343012.0
3697,91837351101985.0
3698,91787590035475.0
3699,91763194841162.0
3700,91629705266669.0
3701,91580911433343.0
3702,91553635184005.0
3703,91481390358107.0
3704,91442602708120.0
3705,91377233182964.0
3706,91316145373430.0
3707,91315612015477.0
3708,91296663697011.0
3709,91276189723656.0
3710,91268050521350.0
3711,91259156176764.0
3712,91234833598056.0
3713,91230246166336.0
3714,91159963165382.0
3715,91066937503663.0
3716,90993355914127.0
3717,90909202141301.0
3718,90720766864402.0
3719,90701695795781.0
3720,90698767505659.0
3721,90691833533390.0
3722,90453044060086.0
3723,90438301894398.0
3724,90419345612304.0
3725,90379619672500.0
3726,90365141675761.0
3727,90339102660417.0
3728,90277072364599.0
3729,90202058336449.0
3730,90178484812579.0
3731,90136000626388.0
3732,90133313556016.0
3733,89967852590612.0
3734,89945385914597.0
3735,89943768483367.0
3736,89930449299506.0
3737,89853994207844.0
3738,89806737120732.0
3739,89768018820763.0
3740,89670609880891.0
3741,89628926670627.0
3742,89547727083719.0
3743,89385948829797.0
3744,89284562484378.0
3745,89165815133265.0
3746,89071862532965.0
3747,89013886930071.0
3748,88991665500845.0
3749,88977772936184.0
3750,88957845147202.0
3751,88934730784686.0
3752,88884648170091.0
3753,88860608924696.0
3754,88844641630428.0
3755,88841116313059.0
3756,88787659548375.0
3757,88783327290075.0
3758,88763998061330.0
3759,88714381591912.0
3760,88692521914889.0
3761,88685290952394.0
3762,88590018314514.0
3763,88503808323240.0
3764,88452819524098.0
3765,88400239089200.0
3766,88308565825693.0
3767,88237483072312.0
3768,88204170562686.0
3769,88163858925141.0
3770,88051600969972.0
3771,88035953260016.0
3772,88013301751255.0
3773,87965825673410.0
3774,87952727947442.0
3775,87908654640859.0
3776,87907648850350.0
3777,87867760717424.0
3778,87810224349348.0
3779,87745048879006.0
3780,87689095421991.0
3781,87679536301664.0
3782,87664208024440.0
3783,87632976051331.0
3784,87629024142890.0
3785,87547449907999.0
3786,87472184302617.0
3787,87203655167903.0
3788,87095820130224.0
3789,87073661047273.0
3790,86968423530422.0
3791,86867970992822.0
3792,86783662540963.0
3793,86778694664969.0
3794,86726745794503.0
3795,86696703547138.0
3796,86616831096476.0
3797,86520714921244.0
3798,86519649787156.0
3799,86512901400760.0
3800,86495277292357.0
3801,86446073906170.0
3802,86423654587266.0
3803,86400492899070.0
3804,86380239357209.0
3805,86365691969795.0
3806,86280157087359.0
3807,86274845460506.0
3808,86223571086556.0
3809,86155403047371.0
3810,86007440234604.0
3811,86006515379097.0
3812,85988224135275.0
3813,85981622085039.0
3814,85968291049145.0
3815,85960626693474.0
3816,85877762009893.0
3817,85845823158377.0
3818,85834609196762.0
3819,85808891543831.0
3820,85794979007199.0
3821,85740430404359.0
3822,85624936157279.0
3823,85512646556215.0
3824,85434559415967.0
3825,85325314443137.0
3826,85262738145534.0
3827,85262263279301.0
3828,85162828632823.0
3829,85121354568092.0
3830,85114068344604.0
3831,85075426478181.0
3832,85046163743664.0
3833,85001879863429.0
3834,84928396660989.0
3835,84854540963820.0
3836,84821219122929.0
3837,84798680021602.0
3838,84777394349377.0
3839,84766587446703.0
3840,84695218105547.0
3841,84627693101303.0
3842,84583180989782.0
3843,84553824770759.0
3844,84450001108663.0
3845,84316050104666.0
3846,84286954980688.0
3847,84164967058373.0
3848,84158842526600.0
3849,84142917535196.0
3850,84099160043950.0
3851,84062109006065.0
3852,84061981322566.0
3853,83856241064020.0
3854,83842968293973.0
3855,83831712917028.0
3856,83819772177750.0
3857,83771175776358.0
3858,83728598089535.0
3859,83693602152600.0
3860,83679566415448.0
3861,83660015724365.0
3862,83598354126195.0
