player_id,player_name,search_guild_key,guild_name,DR数量,rank,point, 结算前A分数 , 结算前A RANK , 结算前B分数 , 结算前B RANK , 结算前C分数 , 结算前C RANK ,结算前音游分数,结算前音游 rank,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
HUREN9CYS,サキ,KND3T7056,ぽかぽかモガの村,2,4307,3331150," 524,429,658,158 "," 2,278 "," 539,325,046,295 "," 2,445 "," 33,252,763,967 "," 5,468 ", - , - ,7,6,4,4,9,4,6,8,48
B7JLRUWWR,T1 桂城iZu,GR65FP8VN,蓮好き,0,4308,3330400," 233,856,333,967 "," 3,772 "," 306,013,526,531 "," 3,577 "," 134,388,021,652 "," 3,232 "," 119,268,126 "," 2,450 ",7,8,10,6,9,5,6,8,59
XBJKA63GC,bell,N2KCENRKH,猫＆旅大好き部,12,4309,3330200," 243,295,734,676 "," 3,700 "," 439,578,954,756 "," 2,826 "," 87,004,830,794 "," 4,038 ", - , - ,7,1,7,1,7,1,6,8,38
WBCGWZCEN,NAS,KBJ2P8T0Y,人見知りの集い,8,4310,3329880,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,5,4,1,7,1,9,9,40
5NSKQLV1I,ごろー,R7VEXFUBP,蓮ノ空応援クラブ,14,4311,3329400," 143,607,110,251 "," 4,591 "," 213,151,566,522 "," 4,274 "," 25,404,128,444 "," 5,767 "," 185,383,365 "," 1,979 ",8,7,9,7,10,7,6,10,64
55R93YW78,セセ・ラ・セラ,9C0KWR782,まったリンクラ,11,4312,3329250," 403,821,155,731 "," 2,744 "," 381,608,362,871 "," 3,122 "," 63,344,038,991 "," 4,591 ", - , - ,7,6,3,1,9,2,7,7,42
7077BN653,Regerets,U57VPUTEE,ゆったりクラブ,2,4313,3328800," 421,284,599,276 "," 2,670 "," 225,686,962,691 "," 4,164 "," 102,715,504,383 "," 3,733 ", - , - ,5,3,10,1,6,2,1,1,29
7FNCJDNRY,みゅね,NK05UMLWW,かけ込み寺クラブ,0,4313,3328800," 188,003,196,891 "," 4,163 "," 227,109,986,772 "," 4,153 "," 131,530,976,005 "," 3,271 "," 185,380,205 "," 1,980 ",8,6,7,8,9,9,6,7,60
QOEYKHGZA,らいじゅ,CXG25026E,泥のみんなS,3,4315,3328600," 289,690,350,539 "," 3,365 "," 254,965,712,879 "," 3,930 "," 129,967,521,430 "," 3,294 ", - , - ,4,7,5,1,7,1,7,5,37
REPWVKN7F,灯里,K7LC46V5M,Link！ラ部,0,4316,3328200," 70,434 "," 14,036 "," 59,001 "," 13,758 "," 94,474,271 "," 9,149 "," 185,239,913 "," 1,981 ",8,9,7,3,7,1,6,6,47
9TALE5D6Y,うぇんずでい,RXXUPMWB9,待機室跡地観測所,6,4316,3328200," 279,232,554,484 "," 3,426 "," 270,889,061,863 "," 3,818 "," 97,658,977,466 "," 3,829 ", - , - ,5,5,5,4,7,4,5,6,41
K52GEI8A4,アナゴ,G0WRCNRWK,県立沢庵図書館,13,4318,3327800," 225,747,791,521 "," 3,831 "," 299,476,170,492 "," 3,614 "," 140,706,403,530 "," 3,151 "," 166,606,211 "," 2,087 ",8,6,9,2,8,3,6,9,51
G2NJ8V2QJ,とみ,31A7JKC69,蓮好きの巣窟,5,4319,3327600," 257,657,367,582 "," 3,602 "," 330,673,271,364 "," 3,414 "," 111,223,067,560 "," 3,576 ", - , - ,10,9,8,10,9,1,2,10,59
Y6T8DD66M,シンヤ,G0J2F9NAL,さやさやさーくる,4,4320,3327400," 257,357,094,785 "," 3,604 "," 299,644,570,454 "," 3,611 "," 124,477,143,952 "," 3,378 ", - , - ,6,4,5,1,7,1,4,6,34
XF646650E,なぽりたん,6N3F238R0,イベント参加用,10,4321,3327000," 122,581,036,312 "," 4,879 "," 99,116,071,851 "," 5,617 "," 119,544,453,198 "," 3,449 "," 185,208,535 "," 1,982 ",7,7,7,1,7,4,7,5,45
F43X37134,いさっち,YXKR0GGM4,蓮ノ空好き好き,12,4322,3326600," 276,497,597,412 "," 3,454 "," 321,307,304,796 "," 3,477 "," 106,153,462,332 "," 3,661 "," 28,163,992 "," 5,494 ",7,7,6,7,9,7,7,9,59
IVN9BKME2,スサノオブシドー,0B8RTHY4D,のんびり屋さん,13,4323,3326400," 166,085,514,401 "," 4,361 "," 288,289,751,082 "," 3,700 "," 193,332,296,708 "," 2,568 "," 62,818,251 "," 3,415 ",7,10,9,1,10,1,7,9,54
7GJ0D7APC,りむ,X0TFG829Y,ボクのおうち,1,4323,3326400," 112,751,511,510 "," 5,041 "," 169,431,899,457 "," 4,706 "," 413,867,390 "," 8,269 "," 185,190,175 "," 1,983 ",5,4,7,1,1,2,2,2,24
X0K6E9WBT,アイ,K2L5DCVNR,REAL,6,4325,3325800," 176,381,959,505 "," 4,264 "," 158,590,075,336 "," 4,824 "," 86,227,735,846 "," 4,056 "," 185,176,729 "," 1,984 ",7,4,7,2,7,1,6,7,41
ECBW60733,どんぶり,VNEY6C9BE,スリーマーメイド,1,4326,3325200," 214,213,944,520 "," 3,923 "," 213,827,080,582 "," 4,268 ", - , - ," 185,117,415 "," 1,985 ",9,8,10,6,10,8,8,10,69
AKJ5Z40M5,おおけん,WHWT61ELR,【無言】ハスノソ,2,4327,3324800," 230,726,519,134 "," 3,793 "," 400,231,004,503 "," 3,015 "," 99,371,338,694 "," 3,799 ", - , - ,10,10,10,10,10,10,10,10,80
VAWW6EPX4,えもマリ,NCF16M74K,村野お弁当屋さん,0,4328,3324000," 4,139,047 "," 10,939 "," 3,875,958 "," 10,944 "," 58,388,607 "," 9,392 "," 185,071,102 "," 1,986 ",6,7,7,1,7,2,4,8,42
PCMBXW4UR,そう,HP42726N2,日野下花帆,2,4328,3324000," 311,011,172,073 "," 3,241 "," 319,526,723,635 "," 3,488 "," 95,192,226,732 "," 3,877 "," 47,257,047 "," 4,091 ",10,10,10,7,10,7,10,10,74
22BJ84WPW,シノチカ,PXDL7Y3VM,ビギナーズ改,0,4330,3323600," 222,970,263,603 "," 3,855 "," 293,855,252,048 "," 3,655 "," 143,488,109,399 "," 3,114 ", - , - ,9,8,10,2,5,3,2,10,49
7YJ38UDHX,星月,KULVP7FDR,アニマル分室,6,4331,3323400," 253,379,838,186 "," 3,630 "," 297,827,650,387 "," 3,627 "," 125,373,237,840 "," 3,366 ", - , - ,7,5,7,1,7,1,6,8,42
191PEYH3K,kajikaji,FA0LCGP8K,ゴクリンコ,0,4332,3322800," 216,799,315,826 "," 3,896 "," 271,613,585,014 "," 3,813 "," 158,200,331,789 "," 2,928 ", - , - ,6,5,5,1,5,1,1,7,31
KPJ9UNUNS,キマケル,UYCT3Y4JK,蓮っ子,6,4333,3322200," 268,741,632,937 "," 3,514 "," 348,331,822,049 "," 3,307 "," 99,260,268,382 "," 3,801 "," 82,458,172 "," 2,952 ",8,3,7,3,9,1,7,7,45
S8E2XZ4MQ,レイ・オーキス,3HDDYR4FU,旅人,12,4334,3322000," 261,849,875,444 "," 3,567 "," 253,306,590,825 "," 3,939 "," 142,788,548,636 "," 3,129 ", - , - ,6,4,6,1,8,2,5,5,37
2WW330CL6,やくそく〜こーこ,D7H8MN2U4,LLD,14,4335,3321600," 408,461,788,991 "," 2,714 "," 367,466,356,335 "," 3,193 "," 62,530,073,457 "," 4,604 ", - , - ,2,7,5,1,9,1,4,7,36
0I4R533B1,NORIp,HMBW9DXY2,蓮好き皆あつまれ,5,4335,3321600," 40,996,955,861 "," 6,398 "," 141,605,789,771 "," 5,011 "," 14,116,597,999 "," 6,314 "," 184,475,982 "," 1,990 ",6,4,7,1,8,1,5,5,37
17AC8U9H7,めぐる,VLY5JDKCV,新規なのだけれど,11,4335,3321600," 202,994,582,121 "," 4,035 "," 247,599,671,133 "," 3,975 "," 185,503,546,664 "," 2,645 "," 55,195,547 "," 3,668 ",8,6,8,3,9,3,4,7,48
6CE9TCMQ2,トーヤ,XJK5GD94X,フリーダム,1,4338,3321400," 217,870,218,426 "," 3,889 "," 250,074,524,720 "," 3,962 "," 170,539,941,766 "," 2,796 ", - , - ,5,8,7,1,8,1,7,10,47
9MJEPAHBM,たけ,MUXWTW1GV,蓮の空見守り隊,2,4338,3321400," 227,632,429,818 "," 3,819 "," 294,168,648,785 "," 3,651 "," 139,595,591,798 "," 3,171 ", - , - ,8,8,8,3,8,5,5,9,54
1AD82Y7WB,Coddy,5W8RPRVUA,ド！ド！泥！,2,4340,3321200," 277,570,002,068 "," 3,442 "," 256,808,557,983 "," 3,919 "," 130,987,061,338 "," 3,279 ", - , - ,6,5,5,4,5,4,4,7,40
N0RU7XDMX,ショウ,VY26V3P0K,AltF4され隊,13,4341,3320400," 51,142,813,950 "," 6,155 "," 154,884,131,687 "," 4,870 "," 52,337,593,090 "," 4,874 "," 184,361,800 "," 1,991 ",5,7,7,3,5,2,4,4,37
JBOCD3MG8,りす,L1VGJTD5P,蓮ノ空お茶会部,7,4342,3319400," 280,365,550,227 "," 3,418 "," 310,420,151,899 "," 3,546 "," 105,342,499,185 "," 3,682 ", - , - ,6,7,7,3,7,2,5,7,44
MR2C7JKFV,アイと,N1JM7M3YC,丘側,0,4343,3318600, - , - , - , - , - , - ," 183,348,307 "," 1,994 ",9,7,7,3,7,4,4,7,48
WRKTXC0PV,EMOKC,MTBP3B4GM,ふらわーすきすき,2,4344,3318000," 195,219,850,381 "," 4,091 "," 263,216,347,126 "," 3,882 "," 179,839,051,858 "," 2,704 ", - , - ,6,4,6,3,8,3,6,7,43
XIZ2APUWH,モサ,Y7X2MNH1U,いとまき団,10,4345,3317400," 206,448,427,155 "," 3,996 "," 260,311,397,880 "," 3,900 "," 126,079,805,652 "," 3,352 "," 183,223,206 "," 1,995 ",6,8,8,1,8,3,1,7,42
XBEHLLH7T,TOMOKI,LUDNM40F8,ふくふく無言OK,3,4346,3316800," 89,715,540,971 "," 5,389 "," 143,680,301,915 "," 4,993 "," 75,040,903,592 "," 4,304 "," 182,938,774 "," 1,996 ",10,4,2,1,6,1,1,1,26
YYWUO3Q01,たね,UVK38MFR2,蓮の虚無サー,0,4347,3316600," 273,720,507,350 "," 3,475 "," 270,014,779,923 "," 3,822 "," 125,035,111,377 "," 3,371 ", - , - ,6,6,5,6,8,5,6,6,48
8768HVX95,まさみち,8BAYBXUXC,スリブ大好き♪,4,4348,3316200, - ," 14,420 "," 182,192,749,374 "," 4,554 "," 58,569,939,406 "," 4,697 "," 182,849,632 "," 1,997 ",4,5,5,3,1,3,7,7,35
Y41H5033C,ぷちぐる,,,0,4349,3315000," 1,301,888 "," 11,552 "," 748,513 "," 11,796 "," 533,677 "," 11,880 "," 182,765,447 "," 2,000 ",6,10,10,10,9,5,4,10,64
5WCN9T93E,あげどり,JVUNVCT8P,梢先輩のASMR,0,4350,3314800," 204,297,516,203 "," 4,020 "," 331,728,826,897 "," 3,409 "," 131,747,974,632 "," 3,267 ", - , - ,3,2,4,1,5,1,1,4,21
U6WJPTGAF,demidar,PDMPF3VVV,r/LL,0,4351,3314000," 203,271,587,277 "," 4,032 "," 256,039,153,293 "," 3,925 "," 126,489,782,236 "," 3,346 "," 96,650,604 "," 2,717 ",6,4,5,1,7,1,4,6,34
B9YPWPJ08,アル,KGDNX3EF3,ENcircle,6,4352,3313800," 215,898,547,565 "," 3,903 "," 267,118,949,365 "," 3,841 "," 155,375,137,910 "," 2,965 "," 182,456,185 "," 2,001 ",6,5,4,1,9,1,4,5,35
R2KHWOB68,ひやあつうどん,4XRHRYDW4,無言でエンジョイ,6,4353,3313650," 363,044,241,787 "," 2,934 "," 387,151,053,489 "," 3,092 "," 64,656,606,387 "," 4,557 "," 89,682,803 "," 2,818 ",10,10,10,8,10,10,8,10,76
GXT60BF8F,まつたけ,TBX7N9RK5,つよつよなLH,6,4354,3313000," 237,364,494,709 "," 3,738 "," 278,146,913,372 "," 3,771 "," 137,563,611,025 "," 3,196 "," 83,148,186 "," 2,932 ",6,5,6,4,7,4,7,7,46
61RXN1MFW,ヒビー,WAT20PN3Y,こな党,5,4355,3312800," 283,899,303,824 "," 3,397 "," 264,571,738,290 "," 3,865 "," 120,474,734,234 "," 3,434 "," 87,300,099 "," 2,861 ",6,5,7,2,8,1,5,8,42
1YUQCD17W,万能試験紙,4XRHRYDW4,無言でエンジョイ,9,4356,3312600," 219,372,992,333 "," 3,878 "," 285,449,070,455 "," 3,720 "," 144,054,756,056 "," 3,108 ", - , - ,6,6,7,4,7,5,7,7,49
TX6PQW596,おハッセ,DMDF4VUL1,ゆるはす,3,4357,3312000," 296,384,637,336 "," 3,329 "," 350,813,263,839 "," 3,294 "," 85,868,525,438 "," 4,064 ", - , - ,4,4,4,2,9,1,5,5,34
R1JYFA5DY,ゆう,GYJ3C6TKR,綴理先輩好き好き,6,4357,3312000," 5,972,951,587 "," 7,767 "," 103,449,204,157 "," 5,542 "," 53,315,653,689 "," 4,843 "," 182,189,648 "," 2,004 ",7,5,8,5,9,5,4,8,51
DPPGA3D2V,Kei,828YTYAA9,箱推し社畜の部屋,1,4359,3311400," 261,663,805,085 "," 3,568 "," 229,485,450,259 "," 4,137 "," 151,398,587,688 "," 3,013 ", - , - ,6,6,9,4,5,4,6,6,46
VPZOCPP20,ステラ,865UE9UC6,蓮ノ空うどん部,3,4360,3310800," 25,532,527,129 "," 6,868 "," 22,807,603,200 "," 7,222 "," 8,666,923,610 "," 6,635 "," 181,840,452 "," 2,005 ",9,7,8,6,9,6,7,9,61
VU8YDVTT0,そしゅーる,58EPXVKXX,金沢総合車両所,0,4361,3310200," 149,368 "," 13,582 "," 73,221 "," 13,645 "," 249,330 "," 12,621 "," 181,836,438 "," 2,006 ",3,1,1,2,1,1,1,2,12
18T943KO7,ポケっス,BT22M41DV,梢花帆吟子同好会,3,4362,3309200," 266,098,281,940 "," 3,534 "," 296,116,644,895 "," 3,640 "," 113,276,718,891 "," 3,546 "," 65,846,462 "," 3,317 ",6,4,5,1,7,1,5,6,35
AOWZC0RUJ,なつの,NT2KU5174,こずかほ。,10,4363,3308400," 284,823,654,359 "," 3,394 "," 306,262,276,960 "," 3,576 "," 101,629,145,957 "," 3,755 ", - , - ,4,6,6,3,7,1,7,7,41
40VTB5KG0,わたげ,5NPVVUGH7,蓮すきすきクラブ,3,4364,3308000," 259,531,494,481 "," 3,585 "," 349,890,280,452 "," 3,297 "," 97,103,617,660 "," 3,843 "," 74,857,106 "," 3,101 ",10,7,9,4,8,4,7,8,57
71A2XUE9B,theta,BKUHCT7WF,蓮女お嬢様部,9,4365,3307800," 247,734,002,008 "," 3,663 "," 287,810,750,211 "," 3,705 "," 125,141,145,353 "," 3,369 "," 52,772,352 "," 3,768 ",8,4,8,3,8,1,7,7,46
UVVMPCE4P,ham,FH7G62PKW,月火水木金土日,6,4366,3307600," 246,313,483,253 "," 3,674 "," 281,357,537,464 "," 3,747 "," 128,295,903,414 "," 3,318 ", - , - ,6,4,5,1,7,1,1,5,30
RLA0JVUKJ,みんと,,,0,4367,3307200," 910,217,775 "," 8,727 "," 1,650,120,259 "," 8,682 "," 188,116,316 "," 8,734 "," 180,636,701 "," 2,010 ",9,10,7,7,6,5,4,3,51
UPW5X4M8M,ハロめぐ~,L1VGJTD5P,蓮ノ空お茶会部,2,4368,3307000," 286,217,063,326 "," 3,388 "," 347,188,377,943 "," 3,316 "," 87,641,340,173 "," 4,021 "," 14,780,873 "," 6,715 ",7,4,5,1,8,1,1,4,31
H3H6VZ3L0,FTLol,PH0YEPJD8,蓮ノ空北國金沢校,3,4369,3306600," 259,117,046,611 "," 3,587 "," 312,441,546,668 "," 3,536 "," 109,024,400,513 "," 3,617 "," 67,545,276 "," 3,280 ",3,1,4,1,8,1,4,7,29
NR0NYU4FR,ゆう,N1JAJ83CA,蓮ノ空園芸部,14,4369,3306600, - ," 14,480 ", - ," 14,190 "," 13,252,828,498 "," 6,362 "," 180,596,987 "," 2,011 ",6,4,6,1,9,1,4,8,39
P5EL95GFF,心音,U1X8XUL9G,イベント用？,0,4371,3306000," 205,627,188,027 "," 4,005 "," 6,253,436,755 "," 8,016 "," 44,536,244,982 "," 5,096 "," 180,391,127 "," 2,012 ",10,9,10,5,10,10,7,10,71
F1K2RFRU9,パイセン,VP0K6KF0K,蓮ノ空大好き!!,0,4371,3306000," 233,126,462,181 "," 3,778 "," 274,479,548,209 "," 3,794 "," 138,277,531,065 "," 3,183 "," 69,832,209 "," 3,223 ",7,7,8,1,9,1,7,8,48
CGE43E01F,ぴく,R181MKNX1,みらくらは人生！,4,4373,3305400," 61,672,746,189 "," 5,918 "," 224,854,456 "," 9,625 "," 284,849 "," 12,504 "," 180,313,568 "," 2,013 ",4,4,10,5,6,5,4,5,43
L6CCJ396P,もってぃー,Y2P9LABR2,スクステ同好会③,17,4374,3305000," 204,850,860,535 "," 4,011 "," 242,768,632,665 "," 4,010 "," 175,293,977,741 "," 2,748 ", - , - ,3,4,5,1,5,1,4,7,30
RYWCFVNF3,まことらまん,DFFYFJ2B6,つづさや好き過ぎ,0,4375,3304200, - , - , - , - , - , - ," 130,719,757 "," 2,339 ",5,4,6,1,5,2,5,3,31
P24FYZ5SZ,まち,4RY75CKM4,LLすこ部　メ募,12,4376,3303600," 114,377,932,961 "," 5,011 "," 129,676,557,502 "," 5,160 "," 42,960,883,870 "," 5,135 "," 179,948,962 "," 2,015 ",4,5,4,3,10,2,4,7,39
UKA2K44XM,ぱる。,FJMA5BPPE,蓮ノ空すきすき部,2,4377,3303000," 27,854,043,622 "," 6,789 "," 51,316,586,111 "," 6,516 "," 458,618,455 "," 8,212 "," 179,332,138 "," 2,016 ",6,5,8,4,7,4,4,4,42
V74QP6CHQ,watoson,L28X4MDJN,アフター観たいぞ,14,4378,3302600," 252,416,739,659 "," 3,638 "," 269,257,280,399 "," 3,831 "," 129,189,061,650 "," 3,306 "," 70,068,478 "," 3,212 ",6,4,7,4,7,5,7,9,49
UZNL744FG,タクたく,WX1DYC9Y1,ラナンキュラス,17,4379,3302450," 427,072,347,901 "," 2,647 "," 276,597,177,553 "," 3,780 "," 43,802,374,280 "," 5,112 ", - , - ,9,8,9,7,10,6,7,9,65
W4JF8NDVV,まー,E7UBFLW56,同好会の同好会,0,4380,3302200," 191,998,444,565 "," 4,119 "," 307,875,885,137 "," 3,565 ", - , - , - , - ,9,8,9,6,7,6,8,8,61
B37W5J7C4,コトコト,43HRXMXWA,無言OKクラブ,12,4381,3301400," 261,274,358,523 "," 3,570 "," 330,839,666,915 "," 3,411 "," 99,479,414,707 "," 3,794 "," 176,970,950 "," 2,025 ",5,10,10,3,7,1,4,10,50
744UAYYDJ,天使！！！！！！,TDVTNN329,なに,12,4381,3301400," 191,153,035,993 "," 4,135 "," 430,152,036,317 "," 2,867 "," 100,352,706,715 "," 3,783 ", - , - ,5,4,4,3,8,4,4,9,41
7UH1VKJYF,ただの,26JDLMBLN,徒町は強く生きる,1,4383,3301200," 199,206,784,851 "," 4,064 "," 233,953,397,755 "," 4,098 "," 185,966,774,110 "," 2,642 ", - , - ,4,6,5,1,1,4,4,6,31
Z6L0MX197,いちシート,2AUM7L9BW,蓮初心者クラブ,8,4384,3300600," 306,431,505,452 "," 3,269 "," 290,851,240,986 "," 3,678 "," 97,862,275,835 "," 3,827 "," 83,943,694 "," 2,922 ",7,10,9,6,7,6,7,8,60
FE33PJUPP,芙由,8MDA3A0AK,イベント用,2,4384,3300600," 37,593,053,059 "," 6,494 "," 37,889,174,251 "," 6,821 "," 35,944,029,022 "," 5,365 "," 178,798,948 "," 2,019 ",6,1,2,1,4,1,5,3,23
TVUZOOQZ0,t_f_r_c,5KK3DFY18,MUGEN∞,3,4386,3299300," 321,265,042,556 "," 3,175 "," 203,895,707,203 "," 4,349 "," 132,105,680,512 "," 3,263 ", - ," 8,077 ",7,6,9,6,9,6,6,7,56
1BELD3S5I,星野優花,YM72HRVCF,ワンニャン部,3,4387,3299200," 305,570,155,217 "," 3,276 "," 296,646,881,034 "," 3,637 "," 95,434,424,973 "," 3,871 ", - , - ,4,4,7,1,8,1,5,8,38
0PJDBJBQP,りんた,PLBBEX019,待機室目指し隊,8,4388,3298800," 132,072,730,327 "," 4,742 "," 158,550,217,128 "," 4,825 "," 52,837,042,645 "," 4,854 "," 177,383,848 "," 2,022 ",5,3,8,1,1,2,7,4,31
109NVTTG9,ツムジ,WTJV514G9,蓮ノ空のお弁当屋,4,4389,3297600," 5,061,337,210 "," 7,851 "," 76,358,707,122 "," 6,033 "," 15,672,006,983 "," 6,236 "," 177,015,348 "," 2,024 ",7,4,7,1,8,3,6,7,43
NFW3G52X6,おっさん,0R8BXPRC1,ポチっ！とクラブ,0,4390,3297200, - , - , - , - , - , - ," 131,611,262 "," 2,330 ",7,6,6,7,7,8,6,6,53
9W7CH610B,はんぺん,5VBB4F8N2,灰色ペンギン,3,4391,3297000," 214,617,737,534 "," 3,916 "," 318,652,384,886 "," 3,499 "," 123,077,781,492 "," 3,403 ", - , - ,6,7,8,7,9,7,5,10,59
JH6LDAMDN,ちーくゎーさー,B6KWXGHWH,蓮ノ空SIFC,4,4392,3296400," 228,700,638,015 "," 3,812 "," 309,612,288,521 "," 3,551 "," 118,850,485,920 "," 3,456 "," 71,773,657 "," 3,171 ",6,7,7,6,10,6,8,10,60
CZIPFNZ4E,ひとつの光,Y2R7E79U3,カワウソ同好会,2,4393,3296200," 217,167,427,521 "," 3,894 "," 265,266,042,789 "," 3,861 "," 146,677,134,665 "," 3,070 ", - , - ,6,4,6,4,8,4,5,8,45
7K2JJT6P9,プラチナ,BY5NV4UU8,トライファイター,1,4394,3295800," 1,877,271,422 "," 8,403 "," 1,887,295,310 "," 8,621 "," 1,777,435,662 "," 7,514 "," 176,535,630 "," 2,027 ",8,8,7,1,7,1,4,7,43
6S0ZHPYGW,lie,RF5215M2U,スクステ同好会②,13,4395,3295600," 289,388,750,469 "," 3,368 "," 237,073,918,741 "," 4,062 "," 123,754,355,693 "," 3,393 ", - , - ,6,4,6,1,8,1,4,8,38
ACX7610VH,へき,YVV9CMBLW,東京公演で沼落ち,3,4396,3294200," 236,473,559,872 "," 3,744 "," 288,336,856,111 "," 3,697 "," 123,658,109,942 "," 3,394 ", - , - ,6,6,7,3,7,4,4,7,44
Q7H8NJHO6,本居宣長,TKVR3KU7L,ネギトロTKG,8,4396,3294200," 360,404,348,053 "," 2,949 "," 296,246,420,493 "," 3,639 "," 78,733,908,345 "," 4,216 ", - , - ,6,4,5,3,7,1,4,7,37
6NQBOHUY9,HOZ,RM7N1JDB5,無言推奨不干渉会,3,4398,3294000," 105,900,838,549 "," 5,135 "," 246,452,732,160 "," 3,985 "," 86,457,541,631 "," 4,051 "," 176,142,451 "," 2,029 ",5,5,5,4,7,2,7,7,42
RYJ8D68MW,しらたま,HBCC35887,そりゃー!!!,0,4398,3294000," 221,337,863,729 "," 3,867 "," 256,766,577,984 "," 3,921 "," 147,549,653,766 "," 3,054 ", - , - ,8,7,8,7,9,7,7,7,60
8YU2TY3ZK,リジス,865UE9UC6,蓮ノ空うどん部,2,4400,3293800," 244,666,634,942 "," 3,685 "," 306,758,708,858 "," 3,571 "," 110,984,165,494 "," 3,581 ", - , - ,6,5,4,1,7,1,4,7,35
EE2GLSVHB,いちご,RF5215M2U,スクステ同好会②,7,4401,3293500," 346,443,446,116 "," 3,026 "," 346,415,924,527 "," 3,319 "," 70,513,337,779 "," 4,418 ", - , - ,7,1,6,1,9,2,4,5,35
FU9G7NGUM,ツーベルク,XE8513HNP,喫茶カワウ空✨,2,4402,3292650, - , - ," 66,846,456,114 "," 6,207 "," 439,453,644,701 "," 1,276 "," 6,644,993 "," 7,514 ",5,6,7,5,10,5,8,10,56
97C5X9TY1,echo,MVMP6NNXD,空き時間らくがき,6,4403,3292350," 158,890,873,274 "," 4,430 "," 310,229,005,219 "," 3,547 "," 161,808,043,860 "," 2,886 ", - , - ,6,7,6,2,10,1,6,9,47
171E3B0H9,パールム,06DCWC1RE,とりあえず参戦用,0,4404,3292200, - , - , - , - , - , - ," 175,302,811 "," 2,032 ",8,10,7,5,3,4,5,7,49
5M9YM8MVE,やすぴー,DHBGK1398,となりにこな,12,4405,3291400," 218,697,809,266 "," 3,882 "," 276,788,446,146 "," 3,779 "," 137,176,571,952 "," 3,198 "," 51,261,986 "," 3,867 ",6,8,6,5,7,5,5,7,49
MEN43JBG3,ぷらね,1618JMRED,リンクラ自習室,2,4405,3291400," 221,419,318,181 "," 3,866 "," 334,696,217,875 "," 3,387 "," 109,794,888,659 "," 3,601 "," 67,473,323 "," 3,281 ",7,10,8,1,9,1,6,7,49
7VGVR7YBY,キモ・ヤマト,,,15,4407,3291100," 504,611,880,529 "," 2,330 "," 600,706,785,349 "," 2,243 "," 24,420,539,344 "," 5,815 ", - , - ,8,6,7,5,9,5,7,8,55
DR2J5TUTL,はづき,W0L71MBKT,百合ノ花園同好会,3,4408,3290600," 220,253,122,952 "," 3,875 "," 382,388,302,181 "," 3,119 "," 96,230,827,778 "," 3,858 ", - , - ,8,7,8,5,10,5,7,9,59
VFE7VY9BI,すねお,578YG6EAT,桜桃花束愛聴会,3,4409,3290200," 272,154,485,252 "," 3,488 "," 364,927,383,699 "," 3,213 "," 82,169,206,847 "," 4,140 ", - , - ,5,4,4,1,8,1,4,8,35
DR7HH3VRL,ゆきのはら,FLFXP0T22,沼津内浦メンバー,3,4409,3290200," 233,890,703,898 "," 3,771 "," 250,284,945,552 "," 3,959 "," 141,895,274,115 "," 3,140 ", - , - ,3,5,1,1,4,1,4,4,23
NT48TEY6L,ハーメルン,3A63DYH54,LLすこすこ部,4,4411,3290000," 197,400,982,832 "," 4,078 "," 319,030,795,997 "," 3,494 "," 129,386,923,367 "," 3,302 ", - , - ,6,4,4,3,8,1,5,7,38
XJBEMP43J,おばけ,R9TC4WP0R,はんぺん同好会,4,4412,3289800, - , - , - , - , - , - ," 174,503,637 "," 2,036 ",7,1,1,1,1,1,2,2,16
EPC4MBL27,紫,U05XB59WH,まったり猫,5,4413,3289400," 259,893,977,920 "," 3,582 "," 251,842,140,909 "," 3,947 "," 126,942,903,697 "," 3,341 "," 49,406,936 "," 3,960 ",3,8,8,2,8,1,5,8,43
RNT12ESL2,とにこ,TTDBXERCU,蓮ノ空 全力応援,8,4414,3289200," 235,860,700,244 "," 3,753 "," 263,792,628,993 "," 3,879 "," 133,735,344,758 "," 3,243 "," 41,663,965 "," 4,431 ",8,7,7,4,8,6,5,7,52
D9J5A83WN,bob1301,NC2YT2V28,蓮之愛同予者何人,16,4414,3289200," 314,626,645,280 "," 3,215 "," 241,961,637,175 "," 4,015 "," 107,686,486,667 "," 3,634 ", - , - ,9,7,9,7,9,7,7,8,63
7TJM3OMEH,しろくま,KXB93FVTR,フラワーガーデン,17,4414,3289200," 17,926,296,868 "," 7,121 "," 141,406,000,782 "," 5,015 "," 1,823,922,803 "," 7,499 "," 174,328,419 "," 2,038 ",4,4,7,1,5,1,5,9,36
S9V35Q754,エニっち,,,3,4417,3288400," 263,547,943,738 "," 3,554 "," 327,017,188,975 "," 3,433 "," 95,112,214,191 "," 3,880 "," 16,182,336 "," 6,568 ",8,6,8,1,10,1,6,8,48
R42RPBUW4,も,H3RE0VLMK,か,1,4418,3288000," 262,094,295,703 "," 3,565 "," 269,372,976,650 "," 3,829 "," 117,324,918,519 "," 3,479 ", - , - ,6,4,7,1,8,1,4,7,38
43311CCDN,たお,,,0,4419,3287400, - , - , - , - , - , - ," 174,195,006 "," 2,040 ",3,2,2,4,1,2,3,5,22
VY5H5Y1L7,いちろく,CTW8DKV5P,まったり,4,4420,3287200," 267,874,949,251 "," 3,517 "," 305,861,970,587 "," 3,578 "," 100,492,271,476 "," 3,781 ", - , - ,10,10,10,8,10,10,7,10,75
