player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,姬芽,瑠璃乃,さやか,慈,梢,花帆,吟子,小铃,缀理
BT6TGWYVB,健康によくない,,,1,13009,36060364108,1,1,1,1,1,1,2,1,1
47TFCEJH9,ウィス,74HPWML1R,VALORANT,2,13010,36054045528,1,8,7,1,10,1,8,1,1
7TM99X83D,カッシー,,,0,13011,36005094046,1,4,4,5,6,7,5,1,4
XZCIEKKZG,あなた,KHAKJKC0A,のんびりまったり,1,13012,35998492944,5,5,1,8,1,1,6,6,1
GGJBIPHHT,やーべん,YUVK7R51W,萌え萌え倶楽部,3,13013,35976051619,4,5,4,5,6,4,6,5,5
WA5CLAY91,やなな,H1G4CDT6C,無言自由,2,13014,35961997247,5,7,1,1,10,2,4,6,8
LBK6M349C,三里,1BVNBYTVC,咕咕王国,0,13015,35955594127,6,4,3,10,10,9,8,5,9
239PELLVF,なの,BW38LDPRF,蓮浦の星空,1,13016,35895694210,5,8,5,1,9,4,3,1,2
ZVA16DI1O,うは～,N94LEWF2D,無言よわよわの会,0,13017,35813018775,4,2,4,1,2,1,4,4,1
VNWME8JU5,うい,M49MMBK4F,スリーズパーク,0,13018,35786927443,4,5,6,7,4,6,6,4,7
LDUO0VZCJ,ふぃむ,0DT3GEJ6C,BBF 金沢支社,1,13019,35786108769,10,1,2,8,10,5,6,8,9
23PTP9P8W,すいむ,3PLMXJ3BY,RR軍,0,13020,35781312036,1,4,2,4,7,5,5,5,5
YWMVP2W97,詩音シオン,LUDNM40F8,ふくふく無言OK,2,13021,35745041333,1,5,1,5,5,4,8,6,5
LMQZEWSC7,ミカヤ,L6MF2MPBN,みらくらぱーく！,2,13022,35718128709,4,8,5,5,5,6,6,5,4
8JRGMXXCV,えぬび,9GDHWXGVG,ルリと花咲く毎日,2,13023,35669689744,2,1,1,1,1,1,2,1,1
UPAXHJR19,ヤマタ,3HDDYR4FU,旅人,0,13024,35634405835,2,4,4,4,4,6,5,4,4
P00H5EYIT,なすかわ,CKEJX38KH,綴理かわいい,1,13025,35631086153,1,4,2,1,1,1,4,4,10
J9M4FC0RM,マサキ,WAT20PN3Y,こな党,15,13026,35621277512,5,5,5,7,5,4,6,8,7
