player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,吟子,瑠璃乃,慈,梢,花帆,缀理,さやか,姬芽,小铃
D0RVYCT5J,MONO,BKLW6CR5L,Mix鮭の空!!,8,1,3529012041262186,10,10,10,10,10,10,10,10,10
UA5OC8495,zth,NC2YT2V28,蓮之愛同予者何人,15,2,3521172854455731,10,10,10,10,10,10,10,10,10
CAH984HAW,タピエンル,VW65MCVF8,スリスリーズ,14,3,3432867132333469,10,10,10,10,10,10,10,10,10
8EB0GXWX1,わいわい,EYN9H9N16,蓮すきすきクラブ,4,4,3367392061248769,10,10,10,10,10,10,10,10,10
PLE67URFB,祝祝,M5LHG6R4T,乙宗動物園,8,5,3351138853874707,10,10,10,10,10,10,10,10,10
WP2XGUKDR,祝祝,EYN9H9N16,蓮すきすきクラブ,15,6,3311613008785992,10,10,10,10,10,10,10,10,10
7604CH5KV,祝祝,FK5MUK0ET,くる♡すきクラブ,15,7,3311428135024593,10,10,10,10,10,10,10,10,10
9ENVXR95K,マオ･д･)?,M5LHG6R4T,乙宗動物園,10,8,3283964127342574,10,10,10,10,10,10,10,10,10
DES39P1DL,祝祝,EYN9H9N16,蓮すきすきクラブ,13,9,3276248108166794,10,10,10,10,10,10,10,10,10
B424J17UB,祝祝,EYN9H9N16,蓮すきすきクラブ,15,10,3275956439614122,10,10,10,10,10,10,10,10,10
L6A36K16J,なりり(本物),FK5MUK0ET,くる♡すきクラブ,12,11,3249725887058824,10,10,10,10,10,10,10,10,10
LP0BEDRF6,祝祝,,,13,12,3244072914199916,10,10,10,10,10,10,10,10,10
8XP3JM3HY,林杜,CX967RTGY,おんゆあさーくる,13,13,3234949011424712,10,10,10,10,10,10,10,10,10
FWBTX791U,garry,M5LHG6R4T,乙宗動物園,4,14,3219717334794763,10,10,10,10,10,10,10,10,10
A172AA7DD,にしん,FVJFA973A,蓮ノ空愛好会,6,15,3200783618504325,10,10,10,10,10,10,10,10,10
8KGF3M6WJ,Faker,EYN9H9N16,蓮すきすきクラブ,15,16,3162270164948070,10,10,10,10,10,10,10,10,10
0CPFA3PTM,かりんたや,25PMPEMG7,星見プロ,14,17,3133489190736295,10,10,10,10,10,10,10,10,10
WL6FFE9FY,もょもと,EYN9H9N16,蓮すきすきクラブ,15,18,3110771335963183,10,10,10,10,10,10,10,10,10
XREWTWWBK,握撃ルブラン,11XTEEEJT,リンクラ料理部,15,19,3099399078381178,10,10,10,10,10,10,10,10,10
FM1GCQSEE,Goona,M5LHG6R4T,乙宗動物園,13,20,3070346348978052,10,10,10,10,10,10,10,10,10
QTHXHSE6U,祝祝,EYN9H9N16,蓮すきすきクラブ,15,21,3025287132175939,10,10,10,10,10,10,10,10,10
64M70NFSR,たむ,VW65MCVF8,スリスリーズ,15,22,3014131166634685,10,10,10,10,10,10,10,10,10
HU55NKXPK,Fake野郎,EYN9H9N16,蓮すきすきクラブ,15,23,2999146670991427,10,10,10,10,10,10,10,10,10
WPLF5HB13,コライドン,11XTEEEJT,リンクラ料理部,15,24,2997497446271555,10,10,10,10,10,10,10,10,10
WCN6J32TG,しみちゃん,BKLW6CR5L,Mix鮭の空!!,15,25,2994916491776716,10,10,10,10,10,10,10,10,10
GVNJDLBW8,ダークライ,11XTEEEJT,リンクラ料理部,11,26,2950409377465155,10,10,10,10,10,10,10,10,10
K137HR419,しょうご,VW65MCVF8,スリスリーズ,15,27,2942013860066771,10,10,10,10,10,10,10,10,10
ZYAP6N76H,ぬわぁんでよぉ,BKLW6CR5L,Mix鮭の空!!,15,28,2935724831801740,10,10,10,10,10,10,10,10,10
3Q65ASSTC,ほうがく,YE7CX8RNP,蓮ノ大三十兆角,15,29,2904998276312194,10,10,10,10,10,10,10,10,10
HVA8EZJWM,鍋,YCTM6RYDP,金沢おでん同好会,15,30,2895443432846393,10,10,10,10,10,10,10,10,10
HF5CLQ1F8,すがぽん,M5LHG6R4T,乙宗動物園,8,31,2879324044428456,9,9,9,9,10,10,10,9,10
L6HBG7C3L,あまらく@,BKLW6CR5L,Mix鮭の空!!,15,32,2862333308277553,10,10,10,10,10,10,10,10,10
GRN5C49P3,サイバJイレブン,VW65MCVF8,スリスリーズ,15,33,2856531263833612,10,10,10,10,10,10,10,10,10
BFERXX3NE,SE,YFADYJVW4,FPS好きクラブ,12,34,2848164378174475,10,10,10,10,10,10,10,10,10
L8VJOGDKM,ひつじさん,VW65MCVF8,スリスリーズ,15,35,2844361562736229,10,10,10,10,10,10,10,10,10
P4LVRKG9L,月見海月,RFYKY8DCD,LA.LA.LA,15,36,2825402114723119,10,10,10,10,10,10,10,10,10
NOB5KDBV6,しる220,0UT59MJ8U,かほすこ同好会,15,37,2822117131852966,10,10,10,10,10,10,10,10,10
FVG9O3T6M,つづもん,11XTEEEJT,リンクラ料理部,13,38,2789997192526048,10,10,10,10,10,10,10,10,10
BRJ0XWX77,しいのき,EYN9H9N16,蓮すきすきクラブ,15,39,2751879695896626,10,10,10,10,10,10,10,10,10
EQOU1ZZS7,隠居→ラブカ,VW65MCVF8,スリスリーズ,15,40,2747347477332397,10,10,10,10,10,10,10,10,10
TKLRD66RN,ふじー@腰痛,BKLW6CR5L,Mix鮭の空!!,15,41,2741898230073063,10,10,10,10,10,10,10,10,10
DRSNNTTME,もや,YE7CX8RNP,蓮ノ大三十兆角,4,42,2727285358676074,10,10,10,10,10,10,10,10,10
8OJ4K93MD,コロ,HBUK6F7CC,乙宗梢なりきり部,14,43,2722002125415934,10,10,10,10,10,10,10,10,10
AL804BYBX,はなぶさ,YE7CX8RNP,蓮ノ大三十兆角,15,44,2714410924067921,10,10,10,10,10,10,10,10,10
CO2UVBYHH,社畜の墓場,VW65MCVF8,スリスリーズ,2,45,2710734886832115,10,10,10,10,10,10,10,10,10
OZHGPXIGS,まるごとみなみ,WN5B7VKPU,きんぴられんこん,14,46,2700634914482524,10,10,10,10,10,10,10,10,10
8JKPKHDHC,2252,EYN9H9N16,蓮すきすきクラブ,15,47,2690548332920728,10,10,10,10,10,10,10,10,10
1FREY7CCF,充電竜ル・リノ,11XTEEEJT,リンクラ料理部,15,48,2683607517479158,10,10,10,10,10,10,10,10,10
AKMY82517,とい,VW65MCVF8,スリスリーズ,15,49,2678060428701360,10,10,10,10,10,10,10,10,10
9FCM2N4CA,臨倉奴太郎,FVJFA973A,蓮ノ空愛好会,15,50,2676039987347417,10,10,10,10,10,10,10,10,10
5UT1FEC2R,きんちゃ,FVJFA973A,蓮ノ空愛好会,4,51,2674209458039829,10,10,10,10,10,10,10,10,10
6NJM4GUG6,Sea,VW65MCVF8,スリスリーズ,6,52,2673779190947079,10,10,10,10,10,10,10,10,10
TW9L2LKS7,パワッチョ,YE7CX8RNP,蓮ノ大三十兆角,15,53,2650015522568940,10,10,10,10,10,10,10,10,10
KBI8MUTYD,まけれれ,EYN9H9N16,蓮すきすきクラブ,13,54,2648277118584549,10,10,10,10,10,10,10,10,10
NC6WJYFVX,ヘブンズゲート,11XTEEEJT,リンクラ料理部,15,55,2648263799732307,10,10,10,10,10,10,10,10,10
9NMP2LJU2,くぼっち,EYN9H9N16,蓮すきすきクラブ,15,56,2645446732608184,10,10,10,10,10,10,10,10,10
XTY4GG18V,こーりん,1BME38BCD,さすさやクラブ,15,57,2642185114699149,10,10,10,10,10,10,10,10,10
S1JO65QZU,すと。,BKLW6CR5L,Mix鮭の空!!,9,58,2641368876700473,10,10,10,10,10,10,10,10,10
JRT9COU68,あ,VW65MCVF8,スリスリーズ,15,59,2636876703755701,10,10,10,10,10,10,10,10,10
KWSACZISO,すずき,CTW8DKV5P,まったり,15,60,2633400678327055,10,10,10,10,10,10,10,10,10
R3YC2XYYZ,秋,GPKTRBCTT,騎空団蓮ノ空支部,13,61,2631453596235741,10,10,10,10,10,10,10,10,10
P3O3FFU0F,てんま,EYN9H9N16,蓮すきすきクラブ,9,62,2627840877121927,10,10,10,10,10,10,10,10,10
0USG3I0AK,T.Y,VW65MCVF8,スリスリーズ,15,63,2625841313389922,9,9,9,10,10,10,10,10,10
5RR480B4E,らび,D5A2EEG7F,わたくしは大丈部,10,64,2625471285930526,10,10,10,10,10,10,10,10,10
DCU9XHY3U,しばひめ,YE7CX8RNP,蓮ノ大三十兆角,13,65,2623069728629806,9,9,10,10,9,10,10,9,10
JIKYKGGNX,ぬー,HBUK6F7CC,乙宗梢なりきり部,15,66,2621654192584114,10,10,10,10,10,10,10,10,10
LVRF4GDVF,るびたぬ,VW65MCVF8,スリスリーズ,15,67,2617082644029822,10,10,10,10,10,10,10,10,10
42J4J5OSG,ハラシヨ,W26TRPM1R,めぐ党藤島派,15,68,2616053738055032,10,10,10,10,10,10,10,10,10
152BPF239,たると,YE7CX8RNP,蓮ノ大三十兆角,10,69,2616007284735387,10,10,10,10,10,10,10,10,10
ON66GC85Z,ミツボシ,JTX1G19BP,さやかほ癒し会,15,70,2608933772944523,10,10,10,10,10,10,10,10,10
MEGKKH1W5,ccv,D7H8MN2U4,LLD,15,71,2602764042098369,10,10,10,10,10,10,10,10,10
T0AGDWEPM,ゆゆ,CX967RTGY,おんゆあさーくる,15,72,2597999952195343,10,10,10,10,10,10,10,10,10
ALF76WC94,あかつき,RWARTHA1M,乙宗梢大好き部,15,73,2595704852722820,10,10,10,10,10,10,10,10,10
KMUYDNERU,ゆうし,FC8NBAJBT,ラー麺二郎金沢店,15,74,2593073436886721,10,10,10,10,10,10,10,10,10
7RODEB74T,しよー,RWARTHA1M,乙宗梢大好き部,15,75,2588338593853213,10,10,10,10,10,10,10,10,10
H827FHG5T,つな,FC8NBAJBT,ラー麺二郎金沢店,15,76,2587548996972683,10,10,10,10,10,10,10,10,10
QH44G80K9,ぱとんく,11XTEEEJT,リンクラ料理部,15,77,2585568383071489,10,10,10,10,10,10,10,10,10
7TAQGMS8W,ゆる,PBRDPWEY1,村村会,15,78,2577683234291181,10,10,10,10,10,10,10,10,10
5LL48ARPU,シュウ,BKLW6CR5L,Mix鮭の空!!,15,79,2575005416104187,10,10,10,10,10,10,10,10,10
U7NEBV4KH,こーど,BKLW6CR5L,Mix鮭の空!!,15,80,2566807365056522,10,10,10,10,10,10,10,10,10
45NY6HUBX,かいこ,25PMPEMG7,星見プロ,12,81,2558666489144910,10,10,10,10,10,10,10,10,10
OWS2KA4SW,ごみょ,FVJFA973A,蓮ノ空愛好会,15,82,2554208278983682,10,10,10,10,10,10,10,10,10
SM59T811D,Case,RWARTHA1M,乙宗梢大好き部,8,83,2554150778013675,10,10,10,10,10,10,10,10,10
VGWT7LCX7,ZUC,BKLW6CR5L,Mix鮭の空!!,12,84,2552471625427940,10,10,10,10,10,10,10,10,10
U1IQYBNI5,通りすがりの人,BKLW6CR5L,Mix鮭の空!!,9,85,2549234101168495,10,10,10,10,10,10,10,10,10
OR2FS00BH,あぼます,494DMR1RJ,蓮ノ空推し活部,8,86,2543975456611610,10,10,10,10,9,10,10,10,10
W6KGEJ697,まだまだお,BKLW6CR5L,Mix鮭の空!!,8,87,2538064792819547,10,10,10,10,10,10,10,10,10
C7IMXOP79,ナーガ,FVJFA973A,蓮ノ空愛好会,0,88,2537448870802829,10,10,10,10,10,10,10,10,10
4387Y57EA,あなたこなた,11XTEEEJT,リンクラ料理部,12,89,2535669620693901,10,10,10,10,10,10,10,10,10
M3ANWTEQ1,"甘野老oNM,",73CBYJYB0,"oNM,",13,90,2529412200567660,10,10,10,10,10,10,10,9,10
KOKTCEUS1,にんじんソード,1BME38BCD,さすさやクラブ,15,91,2528540844399222,10,10,10,10,10,10,10,10,10
TUHKRV0IW,ポン,EYN9H9N16,蓮すきすきクラブ,15,92,2523716631017837,10,10,10,10,10,10,10,10,10
OYHRPRDN6,トマト先生,YE7CX8RNP,蓮ノ大三十兆角,6,93,2508804047755311,10,10,10,10,10,10,10,10,10
YIGSDJFDL,あっきー,YCTM6RYDP,金沢おでん同好会,15,94,2506634438691732,10,10,10,10,10,10,10,10,10
HGC8Y4QUS,もがの,0UT59MJ8U,かほすこ同好会,7,95,2505092169580812,10,10,10,10,10,10,10,10,10
G25EXFDYH,リフォームUK,25PMPEMG7,星見プロ,7,96,2504962163737308,9,9,9,10,9,10,9,9,9
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,8,97,2499474334992654,10,10,10,10,10,10,10,10,10
XCRX2GAFB,なる,WN5B7VKPU,きんぴられんこん,14,98,2498785339571208,10,10,10,10,10,10,10,10,10
4W6BIX284,リリィ♡,FK5MUK0ET,くる♡すきクラブ,15,99,2496586117536350,10,10,10,10,10,10,10,10,10
8Q0P3A5Y5,よしお,CM5THHYHB,「」ノ空だけれど,15,100,2491951546284490,10,10,10,10,10,10,10,9,10
V578L0R6J,mion,,,15,101,2491095984714070,10,10,10,10,10,10,10,10,10
AFMBX6BPP,(^o^),PBRDPWEY1,村村会,13,102,2489158988594614,10,10,10,10,10,10,10,10,10
AJMEJX0KG,こーか,FVJFA973A,蓮ノ空愛好会,14,103,2488165121025437,10,10,10,10,10,10,10,10,10
T8W3G9VWA,とれいん,GKR9TEBYC,毎日がホリデイ♪,12,104,2478274290005683,10,10,10,10,10,10,10,10,10
H4VR0D1DV,そー,WN5B7VKPU,きんぴられんこん,9,105,2476515137218835,10,10,10,10,10,10,10,10,10
X0N1L475X,ぼた餅,J7N4W6Y1K,こずミックラブ♡,15,106,2468649349076688,10,10,10,10,10,10,10,10,10
1Y0XFNNDJ,大三角.....,EYN9H9N16,蓮すきすきクラブ,15,107,2462805234827308,10,10,10,10,10,10,10,10,10
M8KSSVGQS,ひとひらだけ,BKLW6CR5L,Mix鮭の空!!,15,108,2461328621224917,10,10,10,10,10,10,10,10,10
BGZ7SP3WX,はろいと,VW65MCVF8,スリスリーズ,14,109,2457387334773660,10,10,10,10,10,10,10,10,10
PNCHE9KS0,凡ばぁどけーじ,WN5B7VKPU,きんぴられんこん,15,110,2455194628059001,10,10,10,10,10,10,10,10,10
8YL7FPM4D,ぷりっ,49AMYCXCD,ルドベキア,15,111,2454158792407509,10,10,10,10,10,10,10,10,10
FSHR5FP4W,Kian,0B4LPDY69,巣〜極楽〜,15,112,2446201751210633,10,10,10,10,10,10,10,10,10
W5XCH27LY,クロ,D5A2EEG7F,わたくしは大丈部,2,113,2444970049009437,10,10,10,10,10,10,10,10,10
RKVK0YI1L,おらぴさん,1BME38BCD,さすさやクラブ,15,114,2439583368479341,9,9,10,9,8,10,10,9,10
LVOYGDF8A,norano,RWARTHA1M,乙宗梢大好き部,9,115,2434890376626179,10,10,10,10,10,10,10,10,10
XB2VHAJYV,まさお,GMEF2K8DL,花咲く泥も好き²,4,116,2432155107266499,10,9,8,8,8,10,10,10,10
L5FWMMCWN,マナト,FK5MUK0ET,くる♡すきクラブ,9,117,2423988360091164,10,10,10,10,9,10,10,10,10
81GLQQIAH,ジンベイ,6XX7GBM0K,ぷちぐる同好会,15,118,2421418065489743,10,10,10,10,10,10,10,10,10
QUQRGUWJL,にしおり,49AMYCXCD,ルドベキア,15,119,2420846515448709,10,10,10,10,10,10,10,10,10
7YZUF27YY,ユウキ,11FB0EDDT,スクステ同好会,15,120,2420606211557552,8,10,10,8,8,10,9,10,10
67GP30NUW,yuba,11FB0EDDT,スクステ同好会,11,121,2413653917567244,10,10,10,10,10,10,10,10,10
9L52YPRA1,ハミングバード,FVJFA973A,蓮ノ空愛好会,3,122,2403146871096322,10,10,10,10,10,10,10,10,10
NWUFRAHLN,じゅんじゅん,M5LHG6R4T,乙宗動物園,10,123,2390723281581400,10,10,10,10,10,10,10,10,10
AK6AYMM19,ごろよん,PBRDPWEY1,村村会,15,124,2377201877976086,10,10,10,10,10,10,10,10,10
838S79KWG,マスオ君、左様,BKLW6CR5L,Mix鮭の空!!,10,125,2376933044508715,8,10,10,9,9,10,10,10,10
P4ZNDWHDA,どんき,GXR6C85BT,花帆ちゃん親衛隊,12,126,2373142797959713,10,10,10,10,10,10,10,10,10
0K9AYHMNP,茉莉,VW65MCVF8,スリスリーズ,9,127,2371246235639925,10,10,10,10,10,10,10,10,10
IZUFEEX2U,アルメ,EYN9H9N16,蓮すきすきクラブ,15,128,2366731035531943,9,10,10,10,10,10,9,9,10
UFXL4JKYR,そら。,JDAG79TG7,百合ノ空観察部,12,129,2359878705807424,10,10,10,10,10,10,10,10,10
M6J593C9W,うらかつ,494DMR1RJ,蓮ノ空推し活部,15,130,2354590725603669,10,10,10,10,10,10,10,10,10
RRW2O1DH8,ふかひれ,49AMYCXCD,ルドベキア,14,131,2354441890430269,10,10,10,10,10,10,10,10,10
2XWFCWBCR,そで,K4TAHF9YA,はすっこ準備室,12,132,2354089720036463,10,10,10,10,10,10,10,10,10
J9C1NN8VB,あび,VW65MCVF8,スリスリーズ,15,133,2351460822110198,10,10,10,10,10,10,10,10,10
MNV5KYXG7,六天,GXR6C85BT,花帆ちゃん親衛隊,15,134,2350588596880836,10,10,10,10,10,10,10,10,10
L0HOC7EEE,金無院田,YE7CX8RNP,蓮ノ大三十兆角,5,135,2349763493655196,10,10,10,10,10,10,10,10,10
KY1DYH45V,ate_san,B5V2LNN43,WMW,15,136,2349732927825794,10,9,10,10,8,10,10,9,10
JC33CNHML,かすかす,PBRDPWEY1,村村会,14,137,2349048131329686,10,10,9,10,10,10,10,9,10
8DSWY1SNL,お茶とコーヒー,HBUK6F7CC,乙宗梢なりきり部,15,138,2344408953520152,9,9,10,9,10,10,10,9,10
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,15,139,2340060987930959,10,10,10,10,10,10,10,10,10
BJI9H7CC6,エイジ,PBRDPWEY1,村村会,12,140,2328930046499556,10,10,10,10,10,10,10,10,10
XK44KNPLR,C_T4KE,GXR6C85BT,花帆ちゃん親衛隊,12,141,2328423419070300,10,10,10,10,10,10,10,10,10
06K5U684T,らぎあくるしゅ,KND3T7056,ぽかぽかモガの村,13,142,2308573552561265,9,10,10,10,8,10,10,10,10
EFW2PMAHB,くら,YCTM6RYDP,金沢おでん同好会,15,143,2304620532363908,10,10,10,10,10,10,10,10,10
72SX1Q0B7,ティーケー,YE7CX8RNP,蓮ノ大三十兆角,10,144,2297077098647213,10,10,10,10,10,10,10,10,10
1B2LJJF52,とむ#超人CS,1BME38BCD,さすさやクラブ,15,145,2288479338614318,10,10,10,10,10,10,10,10,10
8GYTX89XA,めぐるり結婚,FVJFA973A,蓮ノ空愛好会,15,146,2286143218099775,10,10,10,10,10,10,10,10,10
KYXUCDX5P,米豆梨（みどり）,9YM3DBTB7,泥民館,2,147,2276784803623547,10,10,10,10,10,10,10,10,10
4NF07ZA7K,ゆーさく,VW65MCVF8,スリスリーズ,15,148,2273858940910110,10,10,10,10,10,10,10,10,10
0YNR6FZYP,アカミソ,,,4,149,2270026401215079,10,10,10,10,10,10,10,10,10
NJ5M5IZWU,まき,M5LHG6R4T,乙宗動物園,9,150,2265554184092845,10,10,10,10,10,10,10,10,10
24M5TJDPS,わるつ,FVJFA973A,蓮ノ空愛好会,15,151,2264506151171239,10,10,10,10,10,10,10,10,10
5K59F4UVE,ガチャ至上主義,11FB0EDDT,スクステ同好会,15,152,2264192251262949,10,10,10,10,10,10,10,10,10
ME00V6X4B,オラトニス,BKLW6CR5L,Mix鮭の空!!,15,153,2253489568398350,10,10,10,10,10,10,10,10,10
5W83UKK4H,望月,1BME38BCD,さすさやクラブ,15,154,2248954808001384,10,10,10,10,10,10,10,10,10
JVDRVFFBP,たなばた野郎,EYN9H9N16,蓮すきすきクラブ,15,155,2247530855422093,10,9,10,9,10,10,10,9,10
6HHFM7N28,はなぶさ,0TKFF5EG3,サークル名募集中,10,156,2230480471172256,10,10,10,10,10,10,10,10,10
W4E0R6NA9,そらをとぶ,BKLW6CR5L,Mix鮭の空!!,15,157,2221870453294135,10,10,10,10,10,10,10,10,10
5GUR9X53N,すてぽ,2B97MH4YA,同じ話し何回も…,9,158,2213797747718023,10,10,10,10,10,10,10,10,10
LEEU9JZFJ,こずかほ結婚式♡,49AMYCXCD,ルドベキア,15,159,2213254169020913,10,10,10,10,10,10,10,10,10
RND3BA6Q4,あゆ,49AMYCXCD,ルドベキア,15,160,2208655723622313,10,10,10,10,10,10,10,10,10
ZUIWXH7GR,オバタさん,79C17CHA2,蓮ノ空出張部,15,161,2206951832918468,10,10,10,10,10,10,10,10,10
BJ2YEFM93,テンババア,EYN9H9N16,蓮すきすきクラブ,15,162,2206428467604900,9,10,10,10,10,10,10,9,9
7XT268BWG,春はこずめぐ,FVJFA973A,蓮ノ空愛好会,15,163,2194268773576489,10,9,10,10,10,10,10,9,9
9X5GDG3PC,床,11XTEEEJT,リンクラ料理部,11,164,2192020748611991,10,10,10,10,10,10,10,10,10
9RV301LEB,いもむし,GXR6C85BT,花帆ちゃん親衛隊,15,165,2184228182701170,10,10,10,10,10,10,10,10,10
KWNXKNY6X,応愛こず,49AMYCXCD,ルドベキア,15,166,2184170778171485,10,10,10,10,10,10,10,10,10
4F1HIHA3J,きびだんごうどん,11FB0EDDT,スクステ同好会,15,167,2181044114160064,10,10,10,10,10,10,10,10,10
KXMPLAX04,ろーぱす,BKLW6CR5L,Mix鮭の空!!,15,168,2173128404751856,10,10,10,10,10,10,10,10,10
BJC3OIEGV,まよせ,9JTF508LB,スクスタ亡霊部,12,169,2172440893925442,10,10,10,10,10,10,10,10,10
ODE064I6J,ちあき,M5LHG6R4T,乙宗動物園,12,170,2168017682727963,10,10,10,10,10,10,10,10,10
CL0CDYUYY,かなちゃん,PBRDPWEY1,村村会,14,171,2167783571690925,10,10,10,10,10,10,10,10,10
VH1RC5NNC,コグレ,25PMPEMG7,星見プロ,13,172,2166088872037965,10,10,10,10,10,10,10,10,10
VFEKJ4R8Q,眠くなったら寝る,VW65MCVF8,スリスリーズ,15,173,2165762433349825,9,10,10,8,8,9,10,10,9
L71LEGR49,かんなぎ,3BDTCERX6,打ち返した流れ星,15,174,2161601800886248,10,10,10,10,10,10,10,10,10
BMM78P2WR,(・8・),M5LHG6R4T,乙宗動物園,15,175,2159117835026304,10,10,10,10,10,10,10,10,10
VLVZCU5K1,ひなつき,B5V2LNN43,WMW,15,176,2155478785069140,9,10,10,10,9,10,9,10,10
RFP277XPM,スガ,11FB0EDDT,スクステ同好会,15,177,2154463592893595,9,10,10,9,9,10,10,10,10
GXADUIMKY,みず,G59NGM0XA,シュリーレン,0,178,2153457947919613,10,10,10,10,10,10,10,10,10
4FGPNYMSS,てんよし,VW65MCVF8,スリスリーズ,15,179,2151073755155490,10,10,10,10,10,10,10,10,10
LKY79HKFR,しらす,FVJFA973A,蓮ノ空愛好会,8,180,2147542092054465,10,10,10,10,10,10,10,10,10
AP7F00GN1,デンチ,WHWT61ELR,【無言】ハスノソ,6,181,2147274191828991,10,10,10,10,10,10,10,10,10
W51RD80OU,赤飯のごま塩,49AMYCXCD,ルドベキア,15,182,2146324218528793,9,9,10,10,9,9,10,9,8
W0WYHMBR4,リョータ,3BDTCERX6,打ち返した流れ星,13,183,2141385243643596,10,10,10,10,10,10,10,10,10
FSJBKEC6U,レアコイル,YE7CX8RNP,蓮ノ大三十兆角,7,184,2138959792358280,10,10,10,10,10,10,10,10,10
EU76L0TJ7,とまき,EYN9H9N16,蓮すきすきクラブ,8,185,2137113039282120,10,10,10,10,10,10,10,10,10
3LAV7X9TK,とい,RFYKY8DCD,LA.LA.LA,0,186,2135485934398075,8,9,7,8,8,8,9,8,8
JRXUOPXXN,ぐんま,49AMYCXCD,ルドベキア,14,187,2126859974137207,10,10,10,10,10,10,10,10,10
6PNANEUV0,なの,WN5B7VKPU,きんぴられんこん,15,188,2125406841026867,10,10,10,10,10,10,10,10,10
7VE9T0CUP,むらたみ,PBRDPWEY1,村村会,14,189,2121185846274731,10,10,10,9,10,10,10,10,10
FRTXRTHK1,コルド,49AMYCXCD,ルドベキア,15,190,2110741418441987,10,10,10,10,10,10,10,10,10
74M5NJZTF,lanndamu,RWARTHA1M,乙宗梢大好き部,15,191,2108880436574577,10,10,10,10,10,10,10,10,10
3FE67G88N,えーすい,Y2R7E79U3,カワウソ同好会,15,192,2106778411942118,10,10,10,10,10,10,10,10,10
GUUN5GB0W,むうげ,BKUHCT7WF,蓮女お嬢様部,12,193,2104966692954460,10,10,10,10,10,10,10,10,10
RGE7T0KWP,なーるる,49AMYCXCD,ルドベキア,8,194,2101526927658691,9,10,10,10,10,10,10,10,10
C3E5301MV,Peer,D7H8MN2U4,LLD,1,195,2100678598656445,9,9,10,9,9,10,10,9,10
NY9X4SWNC,くりマロン,BKLW6CR5L,Mix鮭の空!!,15,196,2097335935839912,10,10,10,10,10,10,10,10,10
3HDDUL1DX,シロくま,02XNKDH8X,せーはすの雑用係,11,197,2095547301806433,10,10,10,10,10,10,10,10,10
UYBPPXGKU,幸運の追い風,HBM31HMUY,YUKIZURI,12,198,2093185613620133,10,10,10,10,10,10,10,10,10
4N9BBW8FA,レベレンドX,PDMPF3VVV,r/LL,15,199,2091838724321680,10,10,10,10,10,10,10,10,10
70NE2637U,りふいっと,BKLW6CR5L,Mix鮭の空!!,7,200,2088622507971266,10,10,10,10,10,10,10,10,10
DLSZMF1HF,小牧,11XTEEEJT,リンクラ料理部,15,201,2087566958674215,10,10,10,10,10,10,10,10,10
L2DNOMKBV,レーン,0TKFF5EG3,サークル名募集中,13,202,2086049092946572,10,10,10,10,10,10,10,10,10
12Y4UB4XJ,かぴたる,49AMYCXCD,ルドベキア,15,203,2084675943214573,8,9,9,8,8,9,9,9,10
1KEVDVFF9,のら,WN5B7VKPU,きんぴられんこん,8,204,2083019420690099,10,9,10,10,10,10,9,10,10
YVGO9EHKS,やたペン,HBM31HMUY,YUKIZURI,15,205,2078657303396590,10,10,10,10,10,10,10,10,10
CZKJL4VOV,親戚プランタン,FVJFA973A,蓮ノ空愛好会,15,206,2071594477043546,10,10,10,10,10,10,10,10,10
DV73OQD94,ちゆ,BKLW6CR5L,Mix鮭の空!!,15,207,2067755083177681,9,10,9,10,10,10,10,9,10
RK1U34LGB,亀タンク,JDAG79TG7,百合ノ空観察部,15,208,2064653868237349,10,10,10,10,10,10,10,10,10
DPQ6HPBXJ,黒い秋,49AMYCXCD,ルドベキア,4,209,2064417994901677,9,10,9,9,9,9,9,9,10
FCED0MOWI,つかべん,RWARTHA1M,乙宗梢大好き部,15,210,2063433652863159,10,10,10,10,10,10,10,10,10
VD8CGKV44,のたく,79C17CHA2,蓮ノ空出張部,14,211,2062165893049069,10,10,10,10,10,10,10,10,10
JW6QPV8JC,あるそーやん,FC8NBAJBT,ラー麺二郎金沢店,13,212,2061473496281839,10,7,7,10,10,10,10,8,10
LQEN0GFVZ,ごろーざ,FVJFA973A,蓮ノ空愛好会,15,213,2048195252960827,9,9,9,9,9,9,9,9,9
4YTEQDE04,まんまる,1BME38BCD,さすさやクラブ,15,214,2047599238728330,10,10,10,10,10,10,10,10,10
A1YL665HX,dai,YCTM6RYDP,金沢おでん同好会,15,215,2047214728680271,10,10,10,10,10,10,10,10,10
M30MWLT24,ゆあゆあ,05KN1RR3U,さやかほ花卉園,15,216,2046198568568737,10,9,10,10,10,10,9,9,10
8XGER9Q5Y,ひろ,11XTEEEJT,リンクラ料理部,15,217,2044469427779341,10,10,10,10,10,10,10,10,10
04TRE8XUQ,kuro,WTJV514G9,蓮ノ空のお弁当屋,12,218,2039187647031479,10,10,10,10,10,10,10,10,10
0IEZ2HUX7,はる,HBM31HMUY,YUKIZURI,15,219,2039127509649708,10,10,10,10,10,10,10,10,10
DEVDG82YE,ジョーくん,N0EXH1CM1,ぱちぱち徒町,8,220,2034777354743890,10,10,10,10,10,10,10,10,10
8E70ID58F,あるとす,WN5B7VKPU,きんぴられんこん,15,221,2032246376419212,10,10,10,10,10,10,10,10,10
