player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,吟子,花帆,小铃,さやか,姬芽,瑠璃乃,塞拉斯,泉,季度等级,104季度等级
DM8C6N22V,なり,V6VCA0C4N,ドル家の『D』,0,2785,17162100,2,7,2,6,2,2,7,6,34,21
RGCDRMUA4,kopite,HWMV33W7Y,フラワー泥民館,12,2786,17161200,6,6,4,5,4,5,7,4,41,30
L55EE4DV6,やひろ,58EPXVKXX,金沢総合車両所,0,2787,17160550,8,9,3,2,8,3,7,4,44,33
AADRR31X2,Let's,M206VENTF,蓮紺の会,0,2788,17160350,2,4,1,1,2,1,9,4,24,11
272E1UNTU,おくやん,9RYR14H9L,ソロマターリ,1,2789,17160000,9,4,1,6,9,3,10,10,52,32
6ZQDZ2WMR,きらむ,FE282F3VH,天悶部,6,2790,17159950,4,7,4,1,4,1,7,4,32,21
NYXB3JJC0,むにゅま,YUVK7R51W,萌え萌え倶楽部,2,2791,17159850,4,7,4,4,4,4,5,5,37,27
XPVK85R6U,ナギ,CXG25026E,泥のみんなS,3,2792,17159350,4,7,4,4,4,4,7,4,38,27
VUDJLX0U7,コウ,8M2MFU9U0,リンクライブ,7,2793,17158800,6,8,6,5,4,6,6,6,47,35
ACB85YNR2,ユマす,AXG81GPMP,蓮ノ空マタギ部,2,2794,17158100,6,8,5,5,6,5,10,7,52,35
6A1ARNU7P,_zuuyan_,FE282F3VH,天悶部,2,2795,17156650,6,6,5,5,5,5,9,8,49,32
8XPBVMJNW,ikari,0CEA9XFKR,蓮ノ空の泥人会,2,2796,17155350,4,9,1,1,1,2,5,5,28,18
DXHPR58P4,ぎん,6H800PBV7,新鮮館,2,2797,17154500,5,7,5,6,6,6,8,6,49,35
98FETT27Y,たく,05KN1RR3U,さやかほ花卉園,4,2798,17154350,3,8,2,2,2,2,8,7,34,19
88VT23PV2,星のアラシ,CEP973KKU,スリブ好き好き会,0,2799,17154250,4,5,4,4,4,5,7,5,38,26
9WX13LCFB,ぶーぶぶ,YXKR0GGM4,蓮ノ空好き好き,4,2800,17154150,6,8,6,5,6,5,8,7,51,36
UJ739QP8K,わてて,KXU941RFJ,梢先輩おめでとう,7,2801,17153950,4,5,1,4,1,1,9,5,30,16
ODWXELYOX,邑楽(おうら),4WWM4VVDK,蓮ノ空遊戯開発部,15,2802,17153850,6,8,6,6,6,6,9,8,55,38
U5H26BL94,arium,N7GLY2RUW,百生銀行,0,2803,17152350,6,8,5,5,5,6,7,5,47,35
11MN4ULBT,ppq,Y337R7BW9,中国の蓮之空圈子,8,2804,17152200,5,6,4,4,4,7,7,5,42,30
NSU3TCVRR,ぬぬ,WTJV514G9,蓮ノ空のお弁当屋,2,2805,17151750,3,5,3,3,3,3,9,5,34,20
F43X37134,いさっち,YXKR0GGM4,蓮ノ空好き好き,1,2806,17151500,4,4,4,1,2,1,9,4,29,16
QOEYKHGZA,らいじゅ,,,3,2807,17151400,4,5,4,4,4,1,7,5,34,22
UZRS5HZOE,RX-178,PLBBEX019,待機室目指し隊,10,2808,17151250,1,1,4,1,4,1,6,2,20,12
WTYHJWCYW,デスロス,FTY0R8KPH,泥の皆様,0,2809,17150950,1,7,9,3,1,1,9,9,40,22
70J1KMRPV,tb200,G0WRCNRWK,県立沢庵図書館,12,2810,17150100,4,2,4,2,4,3,7,5,31,19
ZRFQXPVUS,enudal,535L2H3JU,Lotus329,0,2811,17149950,4,4,4,1,4,1,6,1,25,18
0JMCGI8NC,ポコまる,0R8BXPRC1,ポチっ！とクラブ,6,2812,17148450,5,7,4,5,4,5,7,4,41,30
YB23XF0RJ,ado2,BPG4D3VMA,不明,1,2813,17148350,2,1,1,4,4,1,10,7,30,13
CIG88XHJP,日向（ひなた）,5C2EVBBC1,まったり蓮ノ空,11,2814,17148050,5,7,5,6,5,5,8,5,46,33
V2AU5HAB1,三日月,NJBBTCY3A,かにかに！,13,2815,17147850,5,7,5,5,5,5,9,6,47,32
UI4395BTN,からくさ,G0WK9025W,ああああああああ,9,2816,17147750,5,8,5,6,5,5,4,1,39,34
27JFRY8KM,Via,UVK38MFR2,蓮の虚無サー,2,2817,17146900,1,1,4,3,3,3,9,3,27,15
P98G1CEUE,のねるーしゃ,XK83VXEED,TUAS,8,2818,17146100,4,6,4,4,4,4,7,5,38,26
ISZ26BAHV,リップ,RNJ306W6N,日曜日よりの使者,6,2819,17145250,6,7,6,6,6,6,7,6,50,37
GU83BC4PM,るなてぃっく,998H940YN,お嬢様筋トレ部,6,2820,17144750,5,8,5,5,5,5,5,5,43,33
HP0H7A898,けいアリーナ,1DU9LCND7,蓮ノ空すこやか部,2,2821,17144200,1,5,1,5,1,1,8,6,28,14
04REXQRZE,ユーロ,9X07VGM42,近江町食べ歩き隊,3,2822,17141950,2,6,3,3,3,3,8,4,32,20
F2WYIUOL5,おソラの星,JE7V5MM31,蓮ノ沼に沈んだ泥,7,2823,17141500,4,5,4,4,4,4,5,6,36,25
P070CLQMI,ゆう,DFXN9DB2H,どんぐり共和国,12,2824,17141450,5,5,5,5,5,5,8,6,44,30
U5LL8KJFM,ぶんぶんまる,DKPMRA0TA,蓮ノ空奉仕部,0,2824,17141450,5,4,4,4,4,4,5,4,34,25
UNX64AUDG,閉扉,48N7HVJH8,KER,4,2824,17141450,10,2,1,1,1,1,10,1,27,16
F8DVRWFBE,ｙｕｕ,7LMARTXVN,ご飯特盛肉蟹付き,7,2827,17141000,1,5,4,1,4,1,6,4,26,16
6MKX3AU5L,ゆど,HBK6KCRPP,無言でおけ,2,2828,17140550,6,6,5,5,6,5,7,5,45,33
55R93YW78,セセ・ラ・セラ,9C0KWR782,まったリンクラ,5,2828,17140550,3,6,3,3,3,3,10,8,39,21
JWB12P0L3,あなざー,M206VENTF,蓮紺の会,3,2830,17140400,1,4,2,4,1,1,9,4,26,13
5OTF7JCU1,こしあん,BKUHCT7WF,蓮女お嬢様部,2,2831,17139750,3,4,2,1,2,4,6,2,24,16
EA3CQLHAU,しましま,XPRA8TRVE,蓮ノ空ロボット部,2,2832,17139500,5,7,5,5,5,5,7,6,45,32
Y6T8DD66M,シンヤ,G0J2F9NAL,さやさやさーくる,4,2833,17139150,4,4,1,1,1,1,7,4,23,12
A02L7B15T,me,GVT61ATX0,なのだけれど,4,2834,17138700,6,8,4,10,4,5,9,5,51,37
W413KCJ21,花宮ももこ,W3F0URUJC,梢先輩応援団,4,2835,17138300,2,7,2,4,3,3,5,2,28,21
XPUYNGD34,たまちゃん閣下,V6VCA0C4N,ドル家の『D』,4,2835,17138300,7,6,5,8,4,4,8,4,46,34
WPYW07BAU,ねこまる,J7N4W6Y1K,こずミックラブ♡,7,2837,17138250,1,4,1,1,1,1,7,4,20,9
CJN2VVJL0,Tsumuji,WHWT61ELR,【無言】ハスノソ,1,2838,17137450,4,1,3,4,4,2,8,4,30,18
WKO5MRT84,NANA,7R8NKPAB1,花帆推し倶楽部,15,2839,17137200,1,4,1,1,1,1,9,7,25,9
7H3BAMLW2,カムバー,2HEFYHN82,異次元フェスから,8,2840,17136900,5,8,1,4,2,4,8,5,37,24
HF086UDM7,かじちゃん,AVX749PPB,姫芽ちゃん親衛隊,1,2841,17135950,7,10,1,7,2,2,9,8,46,29
UPYMGTVDG,つきよの,4YJYLLDHH,めぐ党同好会,12,2842,17135050,5,10,9,10,10,10,3,4,61,54
U1WMRJCJP,きつねうどん,G59NGM0XA,シュリーレン,2,2843,17133600,6,5,5,5,5,4,7,4,41,30
647JT67DE,リアラ,VXF8P7NDC,どんぐり。,15,2844,17133400,4,5,1,2,1,1,10,6,30,14
E0JO659QD,ソン,YVF1V2AH6,蓮ノ空全共闘,14,2845,17133350,6,5,7,7,6,5,6,5,47,36
UC2XHTF7W,なま,ABALH0AL3,楽園計画,3,2846,17131487,4,8,5,4,5,5,7,5,43,31
9GELNVWFN,まゆ,,,2,2847,17130850,5,10,5,5,5,5,7,5,47,35
FXNBXLOUO,ハシボソ,Y2HV0YEF7,蓮ノ空を応援し隊,12,2848,17130450,7,7,3,6,3,3,7,2,38,29
1185PKQ3V,りりん,BELCUYCMH,蓮hkg香港分部,2,2849,17130350,4,4,1,1,1,1,7,4,23,12
00XE0WB5M,カフェモカ,N94LEWF2D,無言よわよわの会,4,2850,17129570,5,6,4,8,4,4,6,4,41,31
O5JDQOZLK,まれょ,43235R4UP,MRY,6,2851,17126200,4,1,1,4,1,1,10,6,28,12
H818KNP80,ゆー,2VJG66JTH,まったり,3,2852,17125950,5,4,6,2,6,4,10,7,44,27
37O189Y0P,イウメ,BEMED3RY1,無言無課金ok,1,2853,17125450,8,6,5,5,5,5,7,5,46,34
XRGPHWY2U,kanpa820,K25DPPGT9,圧倒的にまったり,2,2854,17125300,4,10,5,7,4,7,4,1,42,37
NI9I62FHU,キリキリユウ,N7GLY2RUW,百生銀行,4,2855,17124100,4,8,6,7,5,7,8,6,51,37
E4R46VY57,ミルクティー,NGFXVPCGX,うさぎのしっぽ,2,2856,17123650,5,2,2,3,2,3,7,5,29,17
IJFIDA2MT,ちゃぴ,LW7MG1ERX,まったりプレイ,15,2857,17123250,6,5,6,6,6,5,8,1,43,34
U6TIC4IO2,nana,W3F0URUJC,梢先輩応援団,2,2857,17123250,2,7,1,2,1,2,6,1,22,15
M2JF48R82,くぼ,53M4V2BVG,吟子の髪飾り,0,2859,17122850,6,6,6,6,5,5,7,5,46,34
01CXA93FD,ゼロ,N7GLY2RUW,百生銀行,2,2860,17122700,6,7,6,4,6,3,6,6,44,32
Z0M1QY50D,ぺろすけ,0VP15L48C,ハスラー,5,2861,17122300,6,8,5,5,6,5,9,6,50,35
5AKWTWLSF,ゆうこん,998H940YN,お嬢様筋トレ部,1,2862,17122150,2,7,3,7,2,7,9,4,41,28
0R0DJUFCH,ニョレン,HMBW9DXY2,蓮好き皆あつまれ,15,2863,17122100,5,8,6,6,5,5,8,7,50,35
M3MIQCUYF,56,HBK6KCRPP,無言でおけ,1,2864,17121400,2,6,2,2,3,2,8,5,30,17
TC29EK6TA,えくれあ,YCTM6RYDP,金沢おでん同好会,9,2865,17121090,7,9,7,6,7,6,10,7,59,42
LOBRSY2BG,Lollipop,279NUYU7C,れんこん,2,2866,17118950,6,5,4,5,6,4,9,4,43,30
VH2WZ27L8,もりそば,0DT3GEJ6C,BBF 金沢支社,3,2867,17118500,4,1,1,1,1,1,5,5,19,9
8S4KJM7JG,白水かなた,RF5215M2U,スクステ同好会②,9,2868,17118200,1,8,1,2,2,2,7,4,27,16
3W0RKLGFN,かえで,7R8NKPAB1,花帆推し倶楽部,12,2869,17118150,2,10,2,2,6,2,4,2,30,24
H0JB811NN,コク,KXB93FVTR,フラワーガーデン,8,2870,17116150,5,8,6,5,5,6,8,6,49,35
5XA221NB7,茶ダム,FE282F3VH,天悶部,4,2871,17113300,1,1,1,1,1,1,10,1,17,6
3ETKWPKTC,KAHO,JKAYY0KXL,自由！開心！,12,2872,17113150,4,1,2,1,3,1,10,9,31,12
C2NMDFKG4,この瞬間を大切に,919XF8V2V,蓮之空大三腳,8,2873,17112600,5,10,4,5,4,4,7,4,43,32
DNWNNJFPR,雪珠,KANLFTMVJ,蓮ノ空中文同好會,8,2874,17112350,5,7,5,5,5,5,7,5,44,32
17RL4149C,みどりひすい,424NLTEE8,無言な異次元部屋,2,2875,17112050,4,4,4,4,4,4,9,4,37,24
GUNH4X689,しじみ,J800VVPTN,Aqours,3,2876,17111400,4,5,4,1,4,1,5,4,28,19
KW0V2VLU7,Cyan,9JTF508LB,スクスタ亡霊部,5,2876,17111400,6,8,6,7,6,8,10,8,59,41
LG5V6FL3M,いあ＝だーふぇ,UHF5Y8PEF,さやちゃん倶楽部,3,2878,17109550,1,7,1,5,1,4,6,2,27,19
01TBH0U21,ジエンド,BY5NV4UU8,トライファイター,6,2879,17108300,4,5,4,3,4,3,10,7,40,23
AA66U7MRG,なつむ,CV62FGL1U,花咲かせ隊,12,2879,17108300,4,5,4,5,4,5,6,4,37,27
SZGRXR27F,satyi,RF5215M2U,スクステ同好会②,4,2881,17107500,4,4,4,4,4,4,5,2,31,24
B3KOC012S,てるねく,7U20138DB,LGP,8,2882,17107400,6,7,5,4,5,5,5,5,42,32
BBVXVKXYD,ヨシノボリ,8R49BTWW6,蓮女お嬢様クラブ,5,2883,17107300,4,6,6,2,4,4,6,2,34,26
CPMDT3WK5,久太郎,V33FGRFC4,1限目に遅刻ラブ,12,2884,17107100,2,5,4,1,1,2,6,6,27,15
V0FNA2XDA,ミレット,9GDHWXGVG,ルリと花咲く毎日,4,2885,17106500,5,8,5,5,5,5,9,5,47,33
PBHMENECL,銘名,G8F0M2PH2,アフターウォール,2,2886,17105850,4,5,2,2,2,2,7,5,29,17
3LKER1ETS,rimel,N752V1LD6,思想の溜まり場,4,2887,17104500,4,6,4,5,4,5,7,5,40,28
F1WBX57IA,don_buri,N94LEWF2D,無言よわよわの会,6,2888,17103900,4,7,4,4,4,4,4,4,35,27
1RNVTK62H,くろあん,M8FM7P139,蓮ノ空ひとり旅部,7,2889,17103500,4,6,4,4,4,4,5,4,35,26
ZVSBOET82,へる,V26546K3D,乙宗気合筋肉,6,2890,17103300,1,4,1,4,1,4,4,1,20,15
0GNFJ8VJ9,canon,DHBGK1398,となりにこな,6,2891,17102362,5,5,9,10,5,5,10,7,56,39
5DAP851U5,ふゆ,ELTW62751,安全バーは君の腕,6,2892,17102200,1,1,4,1,1,1,7,5,21,9
P24FYZ5SZ,まち,4RY75CKM4,LLすこ部　メ募,12,2893,17101950,3,4,2,2,3,2,5,4,25,16
6PGPS88DW,さやかぴょん,DFXN9DB2H,どんぐり共和国,6,2894,17101800,2,7,1,1,1,2,7,4,25,14
GYYYUFDH2,パステル,07JW71HWG,良いチケで観よう,8,2895,17100900,1,2,1,2,4,1,4,6,21,11
6MSR6I1NC,ユキ,KC1W74B9B,蓮六園,2,2896,17100810,5,5,4,4,3,3,8,4,36,24
VKVTEJDV4,たらこパスタ,828YTYAA9,箱推し社畜の部屋,0,2897,17100800,4,6,4,2,2,4,5,4,31,22
WSSL0NS7J,よっぴー,32E82BNXN,主人公同好会,0,2898,17100500,4,5,4,5,4,5,2,4,33,27
HKZDREDZB,リオウ,5W8RPRVUA,ド！ド！泥！,2,2899,17099850,4,7,2,4,1,4,7,5,34,22
DR2J5TUTL,はづき,W0L71MBKT,百合ノ花園同好会,3,2900,17099350,6,7,4,4,4,4,7,4,40,29
LIQI49M3E,ごんじん,B2KV0EVPD,蓮ちゅきクラブ,12,2901,17097850,2,8,2,6,5,6,9,1,39,29
7BL3KR7D9,ホワイ,HWJ8XPW0T,箱推しなのだけど,12,2901,17097850,8,5,1,5,1,2,8,6,36,22
TEF8ARDKV,麦茶,UYCT3Y4JK,蓮っ子,3,2903,17097150,3,5,4,4,3,2,7,4,32,21
XJGU1LX69,ヨモギ,MTBP3B4GM,ふらわーすきすき,0,2904,17096150,1,8,1,5,4,1,9,5,34,20
P9BPCCIFR,Kuva,FG5VFFNRK,蓮ノ空おじさん,3,2904,17096150,2,5,1,1,1,1,9,1,21,11
J89QLWCS0,ツキミ@PTT,HWJ8XPW0T,箱推しなのだけど,0,2906,17095700,7,7,5,5,5,5,8,7,49,34
COE1XV2SR,ばや,578YG6EAT,桜桃花束愛聴会,1,2907,17095450,4,4,3,3,2,2,8,5,31,18
762ZY9B09,たろう,JTX1G19BP,さやかほ癒し会,3,2908,17095250,2,5,4,2,2,1,7,4,27,16
TDP9T3YV9,かなり,WTJV514G9,蓮ノ空のお弁当屋,0,2908,17095250,1,4,1,1,1,1,5,4,18,9
2952UQ44Y,shinobix,1047JNAJC,月火水木筋トレ日,13,2910,17094750,5,6,5,5,5,5,6,5,42,31
UALHDDBU1,高海果南,37N3TNTVB,推しを布教する処,5,2911,17094050,6,6,6,5,5,6,10,8,52,34
R5Y1F9WW9,はげたそ,X33HHA9F8,アルストロメリア,10,2912,17092150,7,10,5,7,4,8,10,7,58,41
40RFJH2T9,コッペパン,HWMV33W7Y,フラワー泥民館,6,2913,17091800,1,10,1,1,2,1,4,4,24,16
3GWWIDCBG,九代目松本梢四郎,NMT63RUDV,泥村,15,2914,17090600,6,6,6,7,6,6,10,8,55,37
35JP6F70G,わはー,J0PT5EX42,スクスタモ部,1,2915,17090300,3,7,2,4,4,3,3,2,28,23
XDLCMV6KN,伊達真,J7N4W6Y1K,こずミックラブ♡,12,2916,17089650,4,1,1,2,4,1,5,1,19,13
IPZ09MIB9,みらは,YC3DCPM7M,福井大学ラ研,2,2917,17089550,4,5,4,1,1,1,9,5,30,16
0EII2DPPH,なぃろ,N0EXH1CM1,ぱちぱち徒町,6,2918,17087600,4,7,4,6,5,4,7,4,41,30
W8BJZ0I0E,f960013b,YD2XWWFA4,蓮好き好きクラブ,12,2919,17087450,5,5,5,5,5,5,9,5,44,30
HJ3JGPM8X,ルーシャ,PRY4573W6,報酬用,3,2920,17087400,1,10,1,1,1,10,5,1,30,24
FC0492KR0,mirala,787P66W7E,m,0,2921,17087200,4,5,4,4,6,4,6,4,37,27
TJE8KWF91,かぜさやか,2NY9H8BR9,乙宗紅茶館,0,2922,17086900,4,6,4,5,4,5,8,6,42,28
5XU0JBZT2,遼音,K8C99H42D,ルリと喜ド！愛楽,2,2923,17086050,5,5,5,5,5,5,6,5,41,30
5J13HUBRA,まっくす,535L2H3JU,Lotus329,0,2924,17085400,2,4,4,2,2,2,7,4,27,16
POCOZSQEA,ういのん,0CBM28JP6,ほうき星,6,2925,17085250,5,7,5,5,5,5,8,5,45,32
GGGJYE94A,水餃子,WFPA7YJE1,蓮ノ空文芸部,0,2926,17085100,3,3,3,6,3,3,6,6,33,21
B2W4CLPYL,クロサキ,43HRXMXWA,無言OKクラブ,0,2927,17084300,3,8,5,4,3,3,9,7,42,26
F4GBY0CFD,merumo,YVF1V2AH6,蓮ノ空全共闘,15,2928,17084160,7,9,9,7,7,8,9,9,65,47
4F31TFH9D,あらかわ,B6KWXGHWH,蓮ノ空SIFC,5,2929,17084150,6,5,6,6,6,4,9,7,49,33
YXZEJMR8S,タイムタイラント,VP0K6KF0K,蓮ノ空大好き!!,12,2930,17083850,3,7,3,4,4,3,8,4,36,24
JPGJE5B0R,まりえ,G8F0M2PH2,アフターウォール,2,2931,17083250,7,8,7,7,7,7,9,7,59,43
QRZWL66DH,あゆりら1309,W189BP629,みんなのみかん畑,6,2932,17081500,4,4,3,4,3,3,4,4,29,21
D85NWAC8A,ぬまし,AXG81GPMP,蓮ノ空マタギ部,7,2933,17080100,4,1,1,2,1,3,5,5,22,12
0XS5ZHTMK,iKona,573J1JVVK,かほかほ,6,2934,17079550,1,10,1,1,1,1,1,1,17,15
6VCG605UG,有楽町,976BY5JWK,ハルカカナタ,6,2935,17079350,5,6,5,4,5,5,7,6,43,30
W67F0AGNE,まゆい,5NPVVUGH7,蓮すきすきクラブ,2,2936,17078700,1,1,1,2,1,1,7,4,18,7
U6WJPTGAF,demidar,PDMPF3VVV,r/LL,0,2937,17078250,4,7,1,4,1,4,5,5,31,21
X1B3DAUHA,kuro,YVV9CMBLW,東京公演で沼落ち,0,2938,17077600,2,10,1,2,1,1,4,2,23,17
HHX3RYYSE,あむちゃん,J7N4W6Y1K,こずミックラブ♡,7,2939,17077500,1,8,1,1,1,1,10,10,33,13
RTFHHNRRM,ピノン,1F5EPPMLD,UR貰えればいい,0,2940,17074500,5,7,5,5,5,6,7,5,45,33
3SUPO7DJK,天王寺渚,6BFC4G5YG,蓮ノ空足湯同好会,0,2941,17074250,4,8,4,4,4,1,5,1,31,25
8P9DB4M9B,海翔,UYCT3Y4JK,蓮っ子,13,2942,17073550,6,10,5,5,5,5,5,7,48,36
K6JY9MLK5,オズ,41N8G98LV,花帆梢百合応援部,3,2943,17073150,4,7,4,4,4,4,9,7,43,27
E3HYFERSO,とののの,WLLWJ8ADP,乙宗筋肉サークル,4,2944,17071450,1,3,2,2,3,2,4,2,19,13
DYL2U7HWR,少年A,BT22M41DV,梢花帆吟子同好会,13,2945,17066912,6,10,7,8,7,8,9,7,62,46
Y1YH9W3N3,まとぅ,G59NGM0XA,シュリーレン,7,2946,17066600,1,7,1,1,1,1,9,1,22,12
XZT84Y0BM,ケー,W26TRPM1R,めぐ党藤島派,6,2947,17066450,5,7,5,6,6,4,8,4,45,33
XUPXY03IA,Doby,KA652DGYV,ゆるリンクラ,3,2948,17065250,4,5,4,4,4,4,5,4,34,25
2K55R3MK8,小唯,AGJ215YND,蓮の空中國分校,0,2949,17065200,5,9,5,5,5,5,5,5,44,34
85LYH31MR,Y,9C2FC74H2,overseas,6,2950,17065150,2,10,2,2,5,2,7,4,34,23
Q9QU9VOPD,せつ菜,WBXF9XXW7,さやつづ愛でる会,14,2951,17064650,1,1,2,8,1,2,10,10,35,15
TC6LL2FAA,くさの,DHKUGEWBJ,めぐ党虹ヶ咲支部,2,2952,17064450,4,6,4,4,4,4,8,4,38,26
I1U3V478O,いるか,1BME38BCD,さすさやクラブ,8,2953,17064050,4,5,4,2,4,1,7,4,31,20
R6JKEPV5V,书中陌生人,6MWHCNJE8,蓮之空小賣部,4,2954,17062605,5,5,5,5,5,5,9,4,43,30
7RA05XXU9,つとむ,VNGFF4PY9,ねずみね！,2,2955,17062050,5,6,4,5,6,5,5,4,40,31
BRZTZ85OY,みたこ,1UBNNHVLG,蓮箱推し（仮）,10,2956,17061400,4,8,4,5,4,4,8,6,43,29
C7P08HU1V,マイケル,48BTAPMBG,蓮ノ空魔術部,0,2957,17060950,5,7,5,5,5,5,6,5,43,32
W5EAA1RLS,AOシロ,6D49YVAT7,ユニット愛で隊,8,2958,17060500,2,4,4,1,1,1,7,4,24,13
5E1U5Z7GL,飛行機雲,BT22M41DV,梢花帆吟子同好会,12,2958,17060500,4,7,4,5,4,5,8,4,41,29
KHIW242ZL,とうや,AND13836G,乙宗梢親衛隊,0,2960,17060350,4,7,4,4,4,5,6,4,38,28
3PXKPNL75,Ma2bi,K8C99H42D,ルリと喜ド！愛楽,15,2961,17059350,4,5,4,4,4,4,8,4,37,25
7HA07WCY2,あきたま,N7GLY2RUW,百生銀行,5,2962,17059200,6,8,1,1,1,4,4,3,28,21
9NT7YU06E,青葉,BW38LDPRF,蓮浦の星空,0,2963,17059150,5,9,5,8,6,6,8,6,53,39
CG165PYMH,もちごめ,3YPGAUM04,ゆのくに天門,5,2964,17058350,5,5,5,5,5,5,5,1,36,30
ER7QBUUBF,みんも,FNHT9JFY4,リンクラ楽しむ隊,4,2965,17056900,3,6,3,3,3,9,5,3,35,27
WFL6UVC29,ガリレオ,75UJ5RB97,蓮ノ空雪野球部,2,2966,17056650,4,5,4,4,4,4,7,1,33,25
Y4MDE7GDJ,パンナコッタ君,V7768X8AC,せーので！,6,2967,17056550,6,5,5,5,6,5,7,5,44,32
62C4CT335,ひるま,CV62FGL1U,花咲かせ隊,3,2968,17056400,2,7,3,4,2,4,8,4,34,22
NJL45BH0O,くらり,MUXWTW1GV,蓮の空見守り隊,12,2969,17056250,4,6,4,1,4,2,7,5,33,21
65WP833YT,まーぐ,06DCWC1RE,とりあえず参戦用,1,2970,17056000,5,6,4,2,4,1,7,4,33,22
MHA5MKNTG,千井川(ちいかわ,LHXNEF3D5,まるまるサークル,4,2971,17055750,1,4,1,1,1,1,4,5,18,9
LA1VNRF40,大福ほっぺ,53NYG615U,蓮ノ空飲酒愛好会,0,2972,17055700,4,7,5,1,1,1,7,5,31,19
W4Y8YXUNL,ともや,9JTF508LB,スクスタ亡霊部,4,2973,17054500,5,4,4,4,4,4,10,10,45,25
H5NL9RHWC,よっしー,U1X8XUL9G,イベント用？,8,2974,17054000,5,4,6,4,4,5,10,7,45,28
APNNN1TTL,non,TTDBXERCU,蓮ノ空 全力応援,1,2975,17053850,1,4,1,3,1,2,9,1,22,12
K0VEKPK8N,Renren,6045Y2RW7,ポチっと！蓮ノ空,3,2976,17053800,4,4,4,4,5,4,8,4,37,25
CGE43E01F,ぴく,R181MKNX1,みらくらは人生！,4,2977,17053750,5,6,5,5,4,9,7,5,46,34
FM7U6PWXN,k329/シュウ,KULVP7FDR,アニマル分室,1,2978,17051700,3,4,2,1,1,1,6,4,22,12
HCROHBDK4,めんつゆ,8YDE8BXJT,ずんだシェイク！,2,2979,17051600,1,1,1,1,1,3,7,5,20,8
JJAQ6J1B1,さんかく,RAP9FVR3B,あばうといち,4,2980,17051500,4,4,4,4,4,4,10,6,40,24
4RDJIJ4KM,ノラこま,G59NGM0XA,シュリーレン,12,2981,17050770,5,5,5,4,5,4,10,7,45,28
ZHA8KR27D,アカとんぼ,F08AHUJJ0,綴理のお世話係,12,2982,17050550,4,4,4,1,1,1,7,1,23,15
RDWY5090F,ホゲチータ,8MDA3A0AK,イベント用,0,2983,17050300,8,7,3,3,3,8,6,7,45,32
6R0UL4BC6,kino,FMKP92LRL,目が霞む人達,3,2984,17050250,6,4,3,3,5,4,4,2,31,25
0G8T68TUD,ねこず,DMDVHGFUG,インドネシア仲間,2,2985,17049750,6,5,2,3,2,2,7,1,28,20
E2VA2UUV6,やつで,GVY1F8C9D,花咲くラブライ部,7,2986,17049425,6,6,6,6,6,6,6,6,48,36
KAX983NVY,羊,GW4CH70HK,TKG同好会,0,2987,17048850,1,7,1,4,4,3,2,2,24,20
C4LX2F3FD,Yurika,P2J37FNLG,乙宗先生指導会,2,2988,17048400,3,5,3,3,3,3,5,4,29,20
AF9WUHL21,あまねす1本で,T56X6LP0L,光の海,0,2989,17048050,1,7,1,2,1,1,7,10,30,13
TDCAVHYEH,み,Y6JNPC60C,綴理メイト,9,2990,17047450,7,4,1,1,1,1,5,1,21,15
FPWL0ALUV,サカイ,7R8NKPAB1,花帆推し倶楽部,0,2991,17047050,1,7,2,1,1,1,7,4,24,13
WW9CJKV4V,花家愛菜,,,10,2992,17044900,7,8,6,8,5,7,9,4,54,41
JFL4K2GAV,SFI,8588YN91J,虹咲学院,0,2993,17044750,5,4,4,6,4,4,7,5,39,27
ZXSEHBX6O,てろてろ,9FF5JBNDF,めぐすきクラブ,15,2994,17043450,6,6,6,6,6,5,9,8,52,35
59CXAK4KV,感听,F8MLHU2NV,乙宗梢様､､､,0,2995,17043325,6,7,6,6,6,6,8,6,51,37
RPK3M0KMF,めのくま,E7UBFLW56,同好会の同好会,5,2996,17043100,5,5,1,5,1,5,10,2,34,22
6V4C7PHJN,ReoNa,HBD61R6WC,梢先輩すきすき部,9,2997,17042700,5,5,5,5,7,7,7,3,44,34
R64J14HVT,白川彩羽,J800VVPTN,Aqours,0,2998,17042250,6,10,6,6,6,6,5,3,48,40
TDTYCNO9S,アルコバレーノ,EECF9C0N3,蓮ノ空　茨城分校,0,2999,17039900,4,6,2,2,2,2,8,5,31,18
JT1ETU3HK,とりま,5WUDLMWEP,蓮ノ空は明日ノ空,0,3000,17039050,3,8,3,3,3,3,9,9,41,23
BQX7EYIWR,みそら,BELCUYCMH,蓮hkg香港分部,4,3001,17038650,1,10,1,1,5,1,5,1,25,19
E0EHXNWLE,リンクロス,KFC62L0FV,ねるねる同好会,2,3002,17037650,5,7,5,5,5,5,7,6,45,32
JV73YFW1J,やなけん,06A0GBYLL,ロータスNHK,3,3003,17037200,4,7,4,2,4,2,8,6,37,23
U1PHH007N,どっちゃん♪,E6WR9G75P,安養寺姫芽推し会,3,3004,17037050,4,7,3,4,3,3,8,7,39,24
M3NR053LW,ツキノワ,6XX7GBM0K,ぷちぐる同好会,9,3005,17036050,4,7,1,3,1,1,8,5,30,17
EG28XFDMR,恋太郎,UVN7G4X3A,闇のルビィ団,4,3006,17035650,5,5,5,5,5,5,9,5,44,30
C6F5965CD,鉛,97BGFLKW9,◯◯◯,12,3007,17035600,6,6,5,6,6,6,9,7,51,35
