player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,grade pt,塞拉斯,泉,花帆,姬芽,小铃,瑠璃乃,さやか,吟子,季度等级,104季度等级
2R50RFKTK,おかにく,6531MBM0X,のちもたーズ,4,4219,32710750,3289,8,4,1,5,1,3,1,1,24,12
B5KPAWVLC,Sonny,J80MEYHBC,Nymphaea,0,4220,32709000,3289,1,3,10,1,1,1,10,3,30,26
7Y72TVZYY,Akukyo,279NUYU7C,れんこん,5,4221,32708937,3289,8,8,5,5,5,5,5,5,46,30
2TNJUCKXM,チビ,JDAUTGR5N,花帆ウサギ,2,4222,32706124,3289,10,7,10,8,7,9,10,10,71,54
RFGK434G5,はりゔぉぉお,4YJYLLDHH,めぐ党同好会,4,4223,32704850,3289,5,4,5,3,3,3,4,3,30,21
9FMHBFB5B,さぶろう,07WJ3V6EC,ハスノコ,0,4224,32703350,3289,5,4,5,1,4,1,1,1,22,13
0M7VSW1M4,イリヤ,BW38LDPRF,蓮浦の星空,12,4225,32702950,3289,7,2,5,4,4,1,1,4,28,19
W5XVLMYVJ,いけぱん,T2XRMGEAE,蓮根無言会,0,4226,32702400,3289,4,1,6,2,2,4,4,4,27,22
5M9YM8MVE,やすぴー,DHBGK1398,となりにこな,8,4227,32697850,3289,8,4,7,4,5,4,5,4,41,29
CTDADL7ME,あーたん。,GVY1F8C9D,花咲くラブライ部,12,4228,32696570,3289,8,6,7,4,4,5,5,4,43,29
1YUQCD17W,万能試験紙,4XRHRYDW4,無言でエンジョイ,6,4229,32695650,3289,8,8,6,5,4,5,5,5,46,30
O0JXFKP5W,スウ,V7768X8AC,せーので！,15,4230,32694800,3289,10,6,7,6,6,6,6,6,53,37
L3HN1X8WQ,シャル村,PPAHU1TNY,蓮ノ空のんびり部,12,4231,32692170,3289,7,5,4,4,4,3,1,4,32,20
SU4PED2QC,てんぐかもつ,KPVJD4A1H,WINS金沢,9,4232,32691050,3289,10,10,5,2,4,4,1,8,44,24
LAFDKA9DU,べえ,XTMGPY62U,スクステ初心者,0,4233,32690000,3289,9,4,6,2,3,4,5,3,36,23
R9O17BK3H,yumeca,WAT20PN3Y,こな党,7,4234,32689400,3289,8,6,7,4,6,7,6,6,50,36
YX5WWUPJV,よろず,JK31VLBUV,よろずや,0,4235,32689250,3289,7,7,2,7,7,1,1,7,39,25
JXCA8K1CX,y,2JK7E4115,ラ！推し,2,4236,32686200,3289,8,4,9,5,4,4,4,4,42,30
V2BFZ3TVB,ハル,GK7JNB0NW,参加賞取り隊,2,4237,32684850,3289,6,4,5,4,1,1,4,4,29,19
695RR3G98,あるず,XPX36F6JX,無言初心者お試し,3,4238,32684350,3288,4,1,5,4,4,2,3,4,27,22
TY6XRB1C8,rino321,5JJKPNN2W,めぐ党韓国支部,2,4239,32684200,3288,6,5,2,1,2,2,2,2,22,11
D60KFRDD8,ベータ,6J2BDEHEG,蓮サークル,9,4240,32683100,3288,6,1,7,5,5,5,6,5,40,33
BTHT18UE1,しらかわ,KULVP7FDR,アニマル分室,5,4240,32683100,3288,8,6,6,1,4,1,3,1,30,16
VAORDHLLC,Kisa,5YEE75CB4,ロビーで待ってる,0,4242,32680200,3288,7,4,6,4,4,4,4,4,37,26
Z0MXBPNY4,くらっち,CM5THHYHB,「」ノ空だけれど,5,4243,32678335,3288,5,4,5,2,1,1,1,4,23,14
IARBTXP0K,逸璃,BXJ6WV4TB,中国club,4,4244,32677000,3288,3,3,2,2,1,1,1,2,15,9
EPV65RRPX,ショウ,75UJ5RB97,蓮ノ空雪野球部,6,4245,32676900,3288,4,4,2,1,1,1,4,1,18,10
25CG5VEF6,すう,JWUL2T36L,チーム初心者,2,4246,32676000,3288,1,1,7,3,1,1,1,1,16,14
EXJ5F3VAP,ゆいさ,,,10,4247,32675350,3288,10,10,1,1,1,2,2,5,32,12
JJXM4A4JB,ゴンザレス青山,9GDHWXGVG,ルリと花咲く毎日,13,4248,32674700,3288,9,5,7,1,1,1,1,1,26,12
D96PWG6YM,KanaΔ,L6MF2MPBN,みらくらぱーく党,0,4249,32673650,3288,9,5,4,1,1,1,4,4,29,15
K63R4H61A,まさ,ABALH0AL3,楽園計画,0,4250,32673600,3288,5,4,10,1,1,1,10,4,36,27
5PJMVDK3N,せかい,CRXN961YF,ビギナーズラック,0,4251,32672200,3288,4,1,6,4,4,4,5,1,29,24
W6HDN3PHW,綿,A7WWE0463,蓮ノ空初心者部,0,4252,32672000,3288,6,5,5,4,4,4,5,4,37,26
5D66Y89MR,桃皮,W2RUWYA8R,飛びポ好き好き部,0,4253,32671900,3288,5,1,4,1,1,4,4,2,22,16
GM0BIKL0K,小沢悠,AW470U964,ボッチ会,0,4254,32669900,3288,4,1,4,1,1,6,5,2,24,19
HLUM2DF33,セレナーデ！,DFFYFJ2B6,つづさや好き過ぎ,6,4255,32668300,3288,10,1,10,2,1,2,5,4,35,24
72WV8KO9H,だいきん,KBJ2P8T0Y,人見知りの集い,6,4256,32667400,3288,9,4,5,1,1,5,6,6,37,24
8E9593TDB,Chika,M8FM7P139,蓮ノ空ひとり旅部,0,4257,32666600,3288,5,4,4,2,1,1,1,2,20,11
G635BD4H8,しいな,1BME38BCD,さすさやクラブ,9,4258,32666500,3287,5,5,7,6,6,7,7,7,50,40
NFYUZ7V8Y,firehooh,EYEPHE14G,花上梢頭,8,4259,32665050,3287,9,5,1,1,5,1,1,1,24,10
PP5PJSC69,ライ,8R49BTWW6,蓮女お嬢様クラブ,10,4260,32664339,3287,10,5,10,1,4,2,8,10,50,35
744UAYYDJ,………………,TDVTNN329,なに,12,4261,32662500,3287,7,1,1,7,1,2,3,4,26,18
I12FV29D8,YNG,GR65FP8VN,蓮好き,13,4262,32662487,3287,10,7,6,5,5,5,5,6,49,32
WP8OPYA8P,カニ天ぷら,,,6,4263,32662050, ,7,4,4,1,2,1,1,4,24,13
OPB2WTUT7,や,07JW71HWG,良いチケで観よう,2,4264,32661812,3287,9,5,7,1,4,1,1,6,34,20
BV7K5HYA5,しゅーたろ,578YG6EAT,桜桃花束愛聴会,7,4265,32661100,3287,5,4,8,3,2,2,2,6,32,23
NTNXGJCHM,ささぴー,8MLVA67AK,聖ミリオン女学園,4,4266,32659550,3287,9,8,5,3,1,3,1,5,35,18
4BIMEWCSI,七影蝶,8JMW9G2XW,僕らのリンクラ！,10,4267,32659300,3287,7,2,5,4,5,4,4,4,35,26
3VJZVZZZO,たかイブ,C6V311T2P,LotuSky,4,4268,32659100, ,6,3,5,4,4,3,4,3,32,23
J8RYU36VL,KiRA,05KN1RR3U,さやかほ花卉園,6,4269,32658200,3287,8,4,5,3,1,4,5,4,34,22
UGY95G53B,0202,0CBM28JP6,ほうき星,4,4270,32656550,3287,8,5,3,1,1,1,2,1,22,9
G7WF2XEF4,くとうてん,EA7H8Y91R,てきとー,0,4270,32656550,3287,10,10,7,6,5,6,5,4,53,33
O5A7HLDYW,少年H™,BUKPFCJCY,TTMC蓮ノ空班,0,4272,32652200,3287,5,1,5,1,1,1,1,5,20,14
MSJL9N07K,れいぶ,KJVD138JU,イベント用,2,4273,32646500,3287,7,4,6,4,4,4,4,4,37,26
EH0YPZ15O,山2000,FHN78V2DJ,無言でどうぞ,6,4274,32644500,3287,10,7,10,4,10,5,4,5,55,38
TE3O47P4O,メラニー,JE7V5MM31,蓮ノ沼に沈んだ泥,11,4275,32644100,3287,8,4,4,5,4,3,1,1,30,18
B0J61OWAL,つっきー,5TBT6KTYY,チョコを食え,4,4276,32643600,3287,4,5,4,1,1,1,1,3,20,11
B7F8XL777,ひかる,K7LC46V5M,Link！ラ部,6,4277,32639875, ,4,5,1,1,1,1,2,1,16,7
XPRR2C3RM,カル,4FXPC55PY,PPIHクラブ,8,4278,32639349,3287,4,2,10,4,1,1,1,8,31,25
3ZI9W1ACH,しるびあ,JTX1G19BP,さやかほ癒し会,12,4279,32638400,3286,9,7,8,5,4,3,4,5,45,29
9WD164N1T,ね,H837E0M9R,沙知先輩大好き部,2,4280,32637500,3286,6,4,2,2,1,1,1,1,18,8
GQLE2MVF2,ソラ,YHFDP2WRA,気分屋,0,4281,32636950,3286,7,5,4,1,1,1,4,1,24,12
OVXPMW4PT,ごんた,N1DJVPGP8,いつでも咲けるよ,12,4282,32634890,3286,3,1,1,3,1,2,1,1,13,9
3RXN3AJYC,SENTA,KGDNX3EF3,ENcircle,4,4283,32633840,3286,10,1,1,3,10,1,2,10,38,27
XVCXAWQ2B,スガポンド,3JDDUYURT,無言,11,4284,32633050,3286,7,5,5,3,3,4,3,6,36,24
2TEUGED6G,wing,E7UBFLW56,同好会の同好会,0,4285,32631775,3286,4,4,4,4,4,4,4,4,32,24
G4IX3PBEO,ぽむぷりっ♡,Y2HV0YEF7,蓮ノ空を応援し隊,15,4286,32631385,3286,10,5,7,6,6,6,9,6,55,40
JVJ0NE0YL,空,KGDNX3EF3,ENcircle,2,4287,32631350,3286,6,5,5,5,5,5,5,5,41,30
1LYD4TC30,玲,CXG25026E,泥のみんなS,12,4288,32630500,3286,10,5,10,5,5,5,5,6,51,36
1ZACB791U,睦月,WAT20PN3Y,こな党,12,4289,32628350,3286,6,4,5,4,4,4,4,4,35,25
LDAK66P9A,ミケ,K8C99H42D,ルリと喜ド！愛楽,1,4290,32628075,3286,7,7,6,5,5,6,6,6,48,34
G39JB078E,エンユウ,7UAN6RT0D,さや弁食べたい,6,4291,32627600,3286,7,4,8,1,1,5,2,1,29,18
AUJANDO8S,102期の亡霊,JE7V5MM31,蓮ノ沼に沈んだ泥,12,4292,32624114,3286,4,4,9,5,4,5,5,5,41,33
FCH1KTEKC,はやせ,8GAY2WBT6,(・8・),0,4293,32623950,3286,4,5,3,5,4,3,3,5,32,23
N6VKC2U4W,sin,1UBNNHVLG,蓮箱推し（仮）,6,4294,32623824,3286,5,4,7,3,1,1,2,1,24,15
7GNJ185AY,wawawa,,,0,4295,32623200,3286,10,9,4,1,8,1,1,1,35,16
17AC8U9H7,めぐる,VLY5JDKCV,新規なのだけれど,2,4296,32623000,3286,7,5,10,1,2,2,4,2,33,21
0RM54EH65,empress,D7H8MN2U4,LLD,2,4297,32622637,3286,4,4,4,1,1,1,1,4,20,12
16EL0H18C,霞,3YWMY4JVN,82プロ,0,4298,32621737,3286,6,6,2,1,1,4,2,2,24,12
DPANK2A17,みつのん,HNUF2ERN0,個人主義,1,4299,32621665,3285,10,5,9,5,5,4,6,5,49,34
FOF1YITIM,ゆり♡,RW90G4W5W,めぐめぐめぐ党,15,4300,32621150,3285,8,5,5,4,4,3,2,4,35,22
09J07B810,いのさん,57HNJ07NK,みらぱ推活最前列,4,4301,32621000,3285,7,5,7,3,4,3,4,5,38,26
WBDXFH23K,もりっち,GPKTRBCTT,騎空団蓮ノ空支部,0,4302,32620700, ,5,7,3,2,2,2,3,4,28,16
1HWBHPYRV,TileBZ,TXNCTRR1U,瑠璃乃推し隊,0,4303,32620150,3285,6,5,1,1,1,1,4,3,22,11
AKPVVEEBF,ゆゆきち,W3YKKRWHG,ルリと愉快な一家,6,4304,32620100,3285,10,7,1,1,1,1,1,1,23,6
4DB6SIL32,デヘラー,Y7KJ3PM8P,蓮すきすき同好会,2,4305,32619400, ,9,4,4,1,1,4,1,4,28,15
1H1UIP4RS,ちゃんぽけ,Y6JNPC60C,綴理メイト,12,4306,32618500,3285,6,5,5,3,3,4,2,3,31,20
S8OW4YBAS,dhrs,8FR866PRY,蓮っ子みらくラブ,12,4307,32616600,3285,7,6,6,2,2,4,5,2,34,21
3P8RP6BF3,ゆう,43HRXMXWA,無言OKクラブ,1,4308,32611250,3285,10,6,4,10,4,4,6,4,48,32
VV7JUDN90,Barnett,K5TN1RT6D,キンカンナマナマ,8,4309,32609200,3285,5,5,4,4,4,3,2,4,31,21
XJRADRN7J,ウサンドラ,FTY0R8KPH,泥の皆様,8,4310,32608800,3285,8,8,1,4,6,4,7,4,42,26
6PR07W1W3,shum,V6VCA0C4N,ドル家の『D』,0,4311,32608750,3285,8,5,10,4,5,3,6,3,44,31
6PPYW6WVM,Jkgjar,30VW9U24D,Bigカツ同好会,1,4312,32607800,3285,6,5,5,3,3,3,3,5,33,22
FN1RVYY6V,ちーぎゅう太,PMME7169X,蓮っ子動物園,0,4313,32607075,3285,1,1,1,1,2,1,2,1,10,8
E7V3X4DSA,あいせつか,PPAHU1TNY,蓮ノ空のんびり部,2,4314,32606500, ,5,4,4,1,1,1,1,1,18,9
0SMA2YI5A,Forteen,3PPKGW6KV,リンクス同好会,5,4315,32605250,3285,6,5,8,5,5,4,4,5,42,31
F31U16NLG,よしお,RY00836BW,ムキムキカボチャ,6,4316,32604250,3285,5,4,4,4,4,1,1,6,29,20
0I4R533B1,NORIp,HMBW9DXY2,蓮好き皆あつまれ,5,4317,32601750,3285,9,7,5,4,4,4,4,4,41,25
9H33LCXBL,FUJI,5DUAAAPP7,蓮ノ空好き！,4,4318,32601120,3285,7,4,7,10,4,4,4,4,44,33
KWUIT8VGS,祀才,7AATUNUPE,無言サークル,12,4319,32600385,3285,8,5,5,2,5,3,2,2,32,19
UU6CVXU9L,あかり,WE6X1TNJ5,りんくら部,2,4320,32600150,3284,8,5,4,4,1,1,1,1,25,12
X1B3DAUHA,kuro,YVV9CMBLW,東京公演で沼落ち,0,4321,32598037,3284,4,2,10,1,1,1,3,2,24,18
1PULVYJ3T,Mr.カズサ,J5CJ60JTY,Jサポx蓮ノ空,2,4322,32597850,3284,5,4,4,2,1,1,1,4,22,13
7DKMEGBI6,ほかほかさやかほ,05KN1RR3U,さやかほ花卉園,3,4323,32597499,3284,5,1,7,1,1,6,5,5,31,25
O22OGJJL9,月,Y7KJ3PM8P,蓮すきすき同好会,6,4324,32596700,3284,8,2,1,1,1,2,1,1,17,7
B2PYP3FP8,えっちょこ,AXG81GPMP,蓮ノ空マタギ部,0,4325,32595400,3284,1,1,2,2,1,2,2,2,13,11
B5QOXVUG4,あい,9U0VB1H5P,あっとほーむ,5,4326,32594300,3284,5,4,5,6,4,4,5,6,39,30
O97061AAK,ぱし,ABALH0AL3,楽園計画,6,4327,32593300,3284,7,4,4,4,2,2,2,4,29,18
L61T2B9HS,すてらいと,J7N4W6Y1K,こずミックラブ♡,6,4328,32592850,3284,7,4,8,4,4,4,4,5,40,29
FCX92EF77,NQa,05KN1RR3U,さやかほ花卉園,0,4329,32591600,3284,5,4,7,1,1,2,4,4,28,19
5LKFWHUXA,Striker,A3472CNJE,ハントン✿ライス,3,4330,32590500,3284,7,5,7,5,5,5,5,5,44,32
JH3RLHA6C,じ~さん,6NLPKL7D9,ソロプレイヤー,0,4331,32590000, ,8,6,6,4,6,1,1,4,36,22
15B64L8A9,こはね,976BY5JWK,ハルカカナタ,1,4332,32589600,3284,2,8,2,2,1,1,3,1,20,10
YRJ1RF15X,麟,5KK3DFY18,MUGEN∞,2,4333,32589550,3284,6,4,5,4,1,1,2,2,25,15
C9LP9840K,じゃっきー,B86837CF4,ガチ初心,0,4334,32589300,3284,4,1,6,2,9,1,1,1,25,20
06H8TXWK2,アストレイア,HWMV33W7Y,フラワー泥民館,1,4335,32589200,3284,8,6,8,6,6,6,6,6,52,38
GTEER2YC2,とむ,FJMA5BPPE,蓮ノ空すきすき部,2,4336,32588350, ,4,1,4,2,4,1,4,1,21,16
HSF412L2Y,ヨシヒロ,WLLWJ8ADP,乙宗筋肉サークル,3,4337,32587200,3284,8,5,7,3,3,3,3,4,36,23
JBU2WDK9D,らっきょ,W09WBG3HY,どろんちゅ,4,4338,32582650,3284,6,4,4,3,3,3,3,3,29,19
3SNMNY1LK,カイル,PDMPF3VVV,r/LL,7,4339,32581600,3284,5,4,5,4,1,3,1,1,24,15
GEBWT9CLK,zarame,K3LMN5JHH,金沢カレーの皿,2,4340,32581150,3284,5,5,5,4,4,1,1,4,29,19
R229CDAF3,緑園えぼし,B6KWXGHWH,蓮ノ空SIFC,15,4341,32579100,3283,10,6,5,1,1,5,5,5,38,22
ZQD5HV9TF,ふじしまべあ,R5N8GFAVX,#蓮ノ空相撲部,9,4342,32577000,3283,8,6,7,5,4,5,6,5,46,32
WCWPLM931,まひろ,L6MF2MPBN,みらくらぱーく党,0,4343,32575400,3283,7,5,8,1,1,4,5,3,34,22
L06R595XE,まぁと,07JW71HWG,良いチケで観よう,12,4344,32574550,3283,4,1,10,4,4,3,2,5,33,28
MPBFY89K8,Y,HUYTHRVUX,らっこ,2,4345,32574062,3283,5,5,7,5,4,6,5,4,41,31
46KV1RHDL,RAVEN,6XJWABVN7,悠悠閑閑サークル,4,4346,32573150,3283,4,1,4,4,2,4,4,4,27,22
UET18LDX0,まなる,FG4170141,♪さやか愛好会♪,2,4347,32572450,3283,7,4,5,4,1,1,1,1,24,13
T23HY3WRB,えーぷる,BT22M41DV,梢花帆吟子同好会,5,4348,32572020,3283,5,4,4,2,1,1,2,1,20,11
JD3WTC652,てつごろう,4NDAG5E9N,国産牛のにげあし,6,4349,32571450,3283,7,4,7,6,4,1,3,5,37,26
V3ZCT2538,えくれあ,FBA3AGJVX,わいわい,3,4350,32569650,3283,6,4,1,1,1,1,1,2,17,7
6EWA1MEX7,メロンペンギン,1C2GN787H,℃！℉！度！,2,4351,32567750,3283,9,5,7,5,5,7,5,5,48,34
RMO77JXDG,Ryusei,WAT20PN3Y,こな党,0,4352,32567350,3283,5,6,4,1,1,1,2,2,22,11
TJ4F24LEP,タママ,LY0XPW7NL,元カノ概念強火派,8,4353,32566600, ,7,3,7,5,5,6,6,6,45,35
6J9BGLLY1,16000km,3BE2RELRC,見晴台,1,4354,32566350,3283,5,5,8,1,1,1,1,1,23,13
6DEKA1EL1,EI,2DYYAPFVN,蓮っ子村,2,4355,32565995,3283,7,5,6,3,3,3,3,3,33,21
G7ABMLKPB,桜 颯 か も,XXMU9WLKB,梢の機械さん,2,4356,32565950,3283,10,10,2,5,1,2,1,4,35,15
VNDD501GJ,きょーやま,3F0M4HXJE,蓮ノ空まったり部,2,4357,32565787,3283,1,2,7,1,1,2,2,1,17,14
HL8LPLRU9,キョン,C6V311T2P,LotuSky,8,4358,32563550,3283,7,4,6,4,2,2,3,4,32,21
J1BULTYGL,けいすけ,37N3TNTVB,推しを布教する処,0,4359,32562300,3283,5,4,4,1,1,1,2,1,19,10
83PTRH3XR,エル菜,H0DV3JJGA,かほさやてぇてぇ,0,4360,32561650,3283,4,4,5,4,4,2,3,4,30,22
ZYDH4J2RW,とってい,CW1FEUNC0,リンクラゆるぼ,2,4361,32561300,3283,5,4,4,4,4,1,1,4,27,18
YP6HP791G,ユウキ,PYFYMJGT2,サークル(仮),2,4362,32561037,3282,5,4,4,2,1,1,5,1,23,14
7TJM3OMEH,しろくま,KXB93FVTR,フラワーガーデン,12,4363,32559750,3282,8,7,5,5,5,5,6,6,47,32
TIM4PFF7L,ごんくまっき～☆,1EBG7YUTL,菅！CAN！叶！,12,4364,32558674,3282,4,4,4,1,4,4,2,2,25,17
GUTVND6JN,らでぃっしゅ,Y5J5Y90CD,まるまるサークル,0,4365,32558650,3282,4,4,4,4,3,1,3,4,27,19
6PGPS88DW,さやかぴょん,DFXN9DB2H,どんぐり共和国,6,4366,32558174,3282,7,4,7,1,1,2,1,2,25,14
LXZB6F6RI,てーとく,0WW0K5XEX,くりあろーたす,0,4367,32557800,3282,5,4,5,1,1,1,4,4,25,16
UEU2XJPPT,尨茸,XLBU65J86,花の壁飾りクラブ,10,4368,32557550,3282,4,1,1,1,1,7,1,1,17,12
XRWCY0X2K,μ'6 ニャズラ,18YYNRFGA,LotusSky,2,4369,32555850,3282,5,6,9,5,5,7,6,5,48,37
D1L1XHU07,はかせ,9U8KNU6U9,対抗戦用,0,4370,32552200,3282,10,5,4,3,2,3,8,7,42,27
2PTVHGACF,宮下もんじゃ,95031TR10,ひめぎん文化会館,8,4371,32551212,3282,10,7,7,5,5,5,5,5,49,32
JSSXJDU4T,SWing_,97BGFLKW9,◯◯◯,4,4372,32549787,3282,6,4,4,1,4,1,1,1,22,12
2K0NDWTNK,ひよ,GVT61ATX0,なのだけれど,12,4373,32549450,3282,8,5,5,5,5,5,5,5,43,30
1HJWW9EWS,しかざくら,BG041A4MD,TK会,0,4374,32549150,3282,8,5,7,1,1,4,4,1,31,18
KWRH7RT93,やなぎん,MG2RMMN2B,欲にまみれた梢,6,4375,32549050,3282,4,5,5,1,1,3,2,1,22,13
6XLXYEW06,タンクトップ井上,R1RM3X0WV,後方腕組みオタク,0,4376,32547900,3282,4,1,6,5,5,5,6,6,38,33
9TZFW4GNN,qasireu,E6LTKUYW4,月火水木金土日,12,4377,32543100,3282,7,3,6,3,3,4,4,3,33,23
PPXJNLDVX,とり,M6UPWJ6DU,蓮結ぶ虹と星の音,9,4378,32542100,3282,7,1,2,1,1,2,1,1,16,8
8V2VNR2XQ,黒澤姉妹のオヤジ,V8XX999F6,卍蓮村幼稚園卍,5,4379,32541850,3282,4,4,1,6,5,1,1,3,25,17
7V2PAI0W7,フォルス,6C9R15BLY,スクスタ避難民,0,4380,32541800,3282,4,4,7,4,4,4,5,5,37,29
WMPYXL9D1,Jenniはる,7XH3K4GBT,LLP,12,4381,32541200,3282,8,6,6,6,6,6,6,6,50,36
63VV2H90T,アロハ,X34LWGL6R,サークル2,2,4382,32540750,3282,5,1,6,1,4,1,2,1,21,15
J2U81HBDL,Kaz@よしりこ,8P39YRA1L,慈と愉快な仲間達,3,4383,32539860,3281,10,6,7,6,6,6,6,6,53,37
F8H7K8DWR,カンベエ,M206VENTF,蓮紺の会,3,4384,32539400,3281,7,4,5,4,8,5,5,5,43,32
FT0GTRT9V,ちゃんす,NL1MPRG05,とりあえず,2,4385,32536850,3281,4,1,4,1,1,2,1,7,21,16
DMCUW1TWY,そら,X0TFG829Y,ボクのおうち,0,4386,32532800,3281,1,2,2,1,1,1,9,1,18,15
Y4GLOZ0A8,えーたん,J0N1E3Y09,月火水木金土日,11,4387,32532600,3281,9,5,4,3,3,5,3,3,35,21
TGUKM4A1L,POM!!,75UJ5RB97,蓮ノ空雪野球部,0,4388,32532550,3281,7,5,6,1,3,1,3,1,27,15
GMJR0W60E,清茶,K3R1XY8UT,自由,2,4389,32531200, ,1,1,1,1,1,2,8,1,16,14
WGQGRIDWV,シノ,JDAG79TG7,百合ノ空観察部,6,4390,32529500,3281,7,6,5,4,4,5,5,6,42,29
IQTW8SJSO,なすお党,0JY7F3EKU,さやか愛でる会,3,4391,32528300,3281,7,4,5,4,1,1,2,4,28,17
NBG0TN1VK,ケムシャル,HKETDDCK6,ぼっちざ蓮!!,1,4392,32528161, ,6,6,6,4,4,6,6,4,42,30
2PMW238FR,やまだ,R1RM3X0WV,後方腕組みオタク,1,4393,32525572,3281,9,3,9,6,6,5,6,6,50,38
KFUXN8KTK,colo,PDTRRYUGM,石川県民ひろば,0,4394,32525150,3281,4,1,4,3,1,1,1,1,16,11
PD9U9BGR0,秋ナスの木,N7GLY2RUW,百生銀行,0,4395,32524400,3281,5,2,6,2,4,2,5,2,28,21
9HFVNLJMR,はたはた,7B0W0EWVA,ソロの為の避難所,9,4396,32523500,3281,8,4,4,1,4,1,1,1,24,12
YKC0BTK7F,じぇい,58FD7UF8J,としとしサークル,3,4397,32522450,3281,8,1,1,3,1,3,1,1,19,10
W309X26WN,でぃおにす,MGN8DYTTN,スクスタおじさん,12,4398,32521650,3281,10,7,5,5,5,5,5,6,48,31
7L7XLG2U2,Tokisa,GPKTRBCTT,騎空団蓮ノ空支部,0,4399,32521400,3281,7,5,7,6,4,4,4,4,41,29
EX2CRSMUS,まないた,VU0UYYA8K,蓮ノ空日野下厩舎,0,4400,32520549,3281,7,4,7,1,1,1,4,4,29,18
RHAMR1347,マユ,Y6JNPC60C,綴理メイト,7,4401,32518550,3281,8,4,6,4,3,4,4,3,36,24
JLP3ZOZS6,竜,GCFA4WL28,乙宗梢を愛で隊,6,4402,32518100,3281,4,2,5,4,4,4,1,4,28,22
PLNYTG153,たまちゃん,89K2PRDC6,つづるりのなかま,2,4403,32517850,3281,7,5,3,3,3,3,3,3,30,18
ZGPSPIOSZ,那珂,E515TRU1G,起きろ夕霧綴理,4,4404,32516750,3280,6,4,4,1,1,2,1,1,20,10
BVYZ8XLS0,大納言,WPG6BCG83,基本無言,6,4405,32516200,3280,8,5,4,1,2,4,2,2,28,15
1AAATY0UG,コニー,38KAJGDGU,異次元シャニP,4,4406,32514786,3280,7,3,5,5,5,7,7,5,44,34
XBR2OWDWF,あかい彗星,W3F0URUJC,梢先輩応援団,7,4407,32514500,3280,8,5,4,1,1,1,1,4,25,12
AG9UGHCDJ,黒麦茶,EA7H8Y91R,てきとー,10,4408,32514150,3280,9,4,7,5,6,4,6,7,48,35
U2K94DHQ6,minatrap,W3F0URUJC,梢先輩応援団,12,4409,32513950,3280,7,4,5,5,5,5,6,5,42,31
QQ5O9VP7D,リンドウ,PMME7169X,蓮っ子動物園,2,4410,32512650,3280,6,2,1,2,1,2,9,1,24,16
FAN4DK8HU,XiEYH,,,6,4411,32511100,3280,5,3,1,2,1,1,6,1,20,12
80U8EDFCT,星河の記憶,BWD9U1EJ2,蓮之空中国同好会,2,4412,32509800,3280,5,4,7,1,1,1,4,1,24,15
NG1V1KO2X,マジンライバー,D7UA5ER1E,UR報酬欲しい！,6,4413,32507300,3280,5,5,5,1,1,1,3,4,25,15
9AKP2ML53,カナセ,7RBMBBY88,瑠璃色金魚,0,4414,32506649,3280,9,5,5,1,1,1,2,2,26,12
KPKWMPD9Y,かなたん,PPAHU1TNY,蓮ノ空のんびり部,15,4415,32506615,3280,8,4,3,3,3,3,3,3,30,18
T6FERC8JF,猫山,75UJ5RB97,蓮ノ空雪野球部,4,4416,32503200,3280,5,3,6,1,4,1,4,2,26,18
U1M7HX4P3,SKY,LEHXHMR8N,みらぱ全力待機部,12,4417,32499250,3280,8,6,10,1,1,5,5,4,40,26
ML3545XJH,カズヤ,T48KV9EP2,無言ぱーく,0,4418,32498450,3280,9,5,2,1,1,1,3,1,23,9
4DTRE3LXC,いさき,95TAREFPT,ご自由にどうぞ,2,4419,32497090,3280,7,4,5,4,1,1,1,1,24,13
4J8BCCVDJ,ブラマト,573J1JVVK,かほかほ,7,4420,32496100,3280,8,6,5,4,4,4,4,4,39,25
P17JKB403,ゆっくら,K8C99H42D,ルリと喜ド！愛楽,4,4421,32495700,3280,7,1,1,5,1,5,2,1,23,15
3JN7VF6JA,わっちゅあね？,AH27N260E,ももせぎんこう,0,4422,32495250,3280,4,2,5,4,2,3,5,6,31,25
RWKK2U3TN,てっさ,RMT97FJ61,まったり　無言,0,4423,32493500,3280,8,4,5,3,3,4,3,3,33,21
X4P0986XF,女王陛下,646YTH7KK,KA,4,4424,32493424,3280,6,2,6,6,6,6,7,6,45,37
RBLR54GKN,信,EDBAMWXWB,ふごくらぱーく！,1,4425,32493250,3279,1,1,5,1,1,6,5,1,21,19
ZGRU9SHA4,Masa,A73H7ENN2,エロマンガ同好会,2,4426,32491150,3279,6,1,5,1,2,1,3,1,20,13
M7RC9X089,らら,H1G4CDT6C,無言自由,8,4427,32487100,3279,6,2,7,2,4,3,5,4,33,25
7ETY1CUXV,はぐれ,NA8FEYN0M,蓮ノ空飲酒クラブ,0,4428,32486800, ,7,1,1,1,1,1,1,1,14,6
UWCL4511M,明人,61UTNTRU1,初心者さん,4,4429,32486050,3279,9,4,4,2,2,2,4,2,29,16
T8TIB3RYB,跳びポ評論家,D8P64R82T,仮設,1,4430,32485950,3279,8,3,7,3,2,6,4,1,34,23
SFQHE200O,ミナミさん,V5WNV1A43,異次元ビリーバー,2,4431,32484950,3279,8,5,5,1,2,2,1,2,26,13
4MYGMM92F,トリガー,JWUL2T36L,チーム初心者,13,4432,32484800,3279,9,6,6,5,5,8,7,6,52,37
