player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,塞拉斯,花帆,姬芽,瑠璃乃,吟子,小铃,泉,さやか,季度等级
1WTH19TU5,水奈月葵彩,WCL6R1ANU,無所属の会,2,2080,5858050,5,4,5,5,7,7,6,6,45
CN58NYZ1W,雪見だいふく,79C17CHA2,蓮ノ空出張部,12,2081,5858000,7,5,6,6,6,6,6,6,48
EG94I1088,星野ユウカ@村人,WX1DYC9Y1,ラナンキュラス,10,2082,5857500,1,4,4,4,1,4,1,4,23
00XE0WB5M,カフェモカ,N94LEWF2D,無言よわよわの会,4,2083,5857400,4,5,4,4,5,4,4,8,38
B9P5BJ9BE,ペトラ,2NY9H8BR9,乙宗紅茶館,7,2084,5857200,9,6,5,5,5,5,5,5,45
FD9TC5S7T,陰気な学院生,TXNCTRR1U,瑠璃乃推し隊,12,2085,5856700,1,5,3,5,5,5,1,5,30
BCD0YERF9,たつ,72XD3ER0M,まったり,6,2085,5856700,5,3,2,4,2,2,5,5,28
2ORXMSDJC,Neamior,919XF8V2V,蓮之空大三腳,6,2087,5855950,2,4,1,4,1,1,5,4,22
UUTH59CXT,ともっち,DKNHY5HH6,なす料理研究会,2,2088,5855850,6,8,5,5,6,6,5,6,47
23BVBG4P8,薬屋わさび,NC2YT2V28,蓮之愛同予者何人,6,2088,5855850,4,1,5,1,1,1,4,1,18
JM8UVFGRG,masaki,JXN6XJAFK,ぼくなんなの,8,2090,5855550,10,10,1,1,1,1,4,8,36
KBDCCJVXX,TECHI,PLBBEX019,待機室目指し隊,6,2091,5855500,5,4,5,6,5,5,6,5,41
U0VPYD90F,ゆうゆう,V78LAX1HN,蓮ノ空ボドゲ部,2,2092,5855300,1,4,4,4,5,4,1,4,27
9TALE5D6Y,うぇんずでい,RXXUPMWB9,待機室跡地観測所,0,2093,5855150,4,4,1,4,1,1,4,4,23
0KVSYEBVN,ちろまる,KW0RM1LEP,はすっこくらぶ,4,2094,5855000,3,2,2,2,3,2,3,2,19
6DVNE2G8H,エクレア,2ULM366U6,毎日がエブリデイ,9,2095,5854950,5,1,4,1,1,1,5,1,19
1R9Y77BVF,n.k,EPWMMAXNY,蓮ちゃん初心者,8,2096,5854850,6,3,5,3,6,5,6,7,41
9PA07L63X,伊達じゃない！,,,5,2096,5854850,4,5,5,5,6,6,4,5,40
TF9047KYN,と！と！とさいぬ,Y2HV0YEF7,蓮ノ空を応援し隊,12,2098,5854550,5,1,1,1,2,4,4,4,22
UVP49MJTJ,トワ,PLBBEX019,待機室目指し隊,8,2099,5854450,6,6,6,6,6,6,6,6,48
EJPNW2093,ＤＨ・ミヤ,E58EXVMJU,ボクがんばる。,0,2099,5854450,4,4,4,4,2,4,3,4,29
53V2U6TCB,きゃみー,9U8KNU6U9,対抗戦用,5,2101,5854100,5,4,4,1,1,4,4,1,24
79MB12KLX,煌神,M6JPV9MVW,フォルテシモ,7,2102,5854050,3,5,1,4,1,1,3,5,23
YX8YXDMEK,Nenshima,11FB0EDDT,スクステ同好会,10,2103,5853950,3,5,5,5,5,5,3,5,36
D1T17CR7L,ふらぴく∬,11KVGWXAK,藤島幼稚園蓮組,15,2103,5853950,7,5,3,6,6,1,6,8,42
0CKCU5C49,こしょう,JDAG79TG7,百合ノ空観察部,12,2105,5853850,4,4,4,4,4,4,4,4,32
CEUBNJ4F6,a,75UJ5RB97,蓮ノ空雪野球部,0,2106,5853800,4,4,5,4,5,5,4,5,36
LJJRHMRA7,せつげん,07JW71HWG,良いチケで観よう,12,2107,5853700,2,4,1,4,1,1,1,4,18
HUCH8JBO4,wraita,T0XP8PFYU,兼六園と私,12,2108,5853500,5,5,5,5,5,5,5,5,40
MO6L772HM,みみう,2ULM366U6,毎日がエブリデイ,12,2109,5853300,6,5,5,5,5,5,5,5,41
NW13DWUTV,とも,R9T0YKDW8,かちまち応援隊,9,2110,5853150,5,5,5,5,4,4,5,5,38
UKGTVLNSD,クリス,JTX1G19BP,さやかほ癒し会,4,2111,5852950,4,5,5,5,5,5,4,5,38
IW1O2POHO,ゆざる,9YM3DBTB7,泥民館,15,2112,5852900,5,5,6,5,6,5,6,7,45
Y9D6E6KK8,ぷん,K8C99H42D,ルリと喜ド！愛楽,2,2113,5852800,5,4,5,4,8,4,5,8,43
BSVI4O7H3,ばたく,8R49BTWW6,蓮女お嬢様クラブ,3,2114,5852700,3,7,3,3,4,3,3,3,29
17F37EKBW,まっすう,VP0K6KF0K,蓮ノ空大好き!!,12,2115,5852600,6,7,5,6,5,5,5,7,46
UE06YY81U,ヒカル,GW4CH70HK,TKG同好会,11,2116,5852550,8,6,4,5,5,5,7,6,46
YMJWPJKY2,あるて,JVUNVCT8P,梢先輩のASMR,2,2117,5852300,1,5,5,5,5,5,1,5,32
Q7H8NJHO6,本居宣長,TKVR3KU7L,ネギトロTKG,8,2117,5852300,3,5,4,4,4,4,3,4,31
T853326MT,マスターデュエル,PLBBEX019,待機室目指し隊,3,2119,5851850,1,1,4,1,4,4,1,4,20
HH9Q5BUF8,れじぃな,1BME38BCD,さすさやクラブ,4,2120,5851700,6,6,5,5,7,5,6,6,46
GE5TDGFGV,神糸くくり,VP0K6KF0K,蓮ノ空大好き!!,1,2121,5851550,5,6,6,6,6,6,5,6,46
LFPRT4DAP,Wolfram,4XRHRYDW4,無言でエンジョイ,1,2122,5851500,6,4,4,5,4,5,5,5,38
71A2XUE9B,theta,BKUHCT7WF,蓮女お嬢様部,9,2123,5851250,4,4,4,4,4,4,4,4,32
907BNSHAW,白銀,J8HXTJ8TB,流し素麺同好会,6,2124,5851100,6,5,5,5,5,5,5,5,41
2P67B42VC,みっける,5KK3DFY18,MUGEN∞,3,2125,5851000,6,5,5,5,5,5,7,5,43
G8V625UCN,ハロこず,NMT63RUDV,泥村,2,2125,5851000,6,4,5,6,4,5,6,4,40
2KA7CXTUM,たま8段,K8C99H42D,ルリと喜ド！愛楽,6,2127,5850750,5,1,4,1,1,1,6,1,20
HCH7L01VU,スノーアイス,RF5215M2U,スクステ同好会②,15,2128,5850700,7,5,6,6,6,5,7,6,48
UCXYGCR1V,ふたなり女学院,MD802VP2H,専門演習F4,5,2129,5850650,10,4,1,4,4,5,10,6,44
KWRFG3WEH,しらたま,LUDNM40F8,ふくふく無言OK,6,2130,5850550,5,3,4,3,3,3,4,3,28
WYF5GRPEP,ちゃんかい,9VVUHVLTK,はすのひよこ,5,2130,5850550,5,5,7,5,7,5,8,6,48
42U72RD21,-五玖,J800VVPTN,Aqours,4,2132,5850350,6,5,5,4,5,5,7,4,41
R6JKEPV5V,书中陌生人,6MWHCNJE8,蓮之空小賣部,4,2133,5850050,6,5,5,5,5,5,4,5,40
TTRCNN54T,L.L.,GPKTRBCTT,騎空団蓮ノ空支部,15,2134,5849950,8,6,6,5,6,6,7,5,49
GARL762FP,ICH,MVMP6NNXD,空き時間らくがき,5,2134,5849950,6,1,4,2,1,1,6,1,22
2TMBXYL4T,"Mirai,A",MTBP3B4GM,ふらわーすきすき,6,2136,5849850,1,2,4,1,1,1,1,8,19
C2YJKTP3L,りょう,9UKKACGDU,蓮っ子CLUB,8,2137,5849750,5,5,5,5,4,5,5,5,39
P5UHQR1XO,ねぷ,9YM3DBTB7,泥民館,0,2138,5849700,4,5,4,4,4,4,4,4,33
75WTDUJG4,ふうりん,7RBMBBY88,瑠璃色金魚,3,2139,5849450,7,5,5,6,5,5,7,5,45
H5EH2INFD,ゆうづる,85D411XNB,蓮っ子の集い,12,2140,5849400,6,4,4,4,4,4,5,4,35
UKKTDBLTD,しの,B5V2LNN43,WMW,12,2141,5849100,5,5,5,5,5,5,5,6,41
NN1EGQEYN,射撃魔,CEWV1CM7H,隣の芝刈り,5,2142,5849050,10,1,1,1,1,1,8,9,32
W8E443WTL,しょくしょう,4KRBU0KFF,ノーチャン会,12,2143,5848900,5,3,3,3,3,3,5,3,28
UVVMPCE4P,ham,FH7G62PKW,月火水木金土日,2,2144,5848850,6,6,5,6,5,5,5,6,44
BAV021P5X,ケルビンYuu,R181MKNX1,みらくらは人生！,4,2145,5848650,1,1,10,1,9,8,1,1,32
LTG2LM5XL,マスト,KXU941RFJ,梢先輩おめでとう,2,2146,5848450,5,5,5,5,5,5,6,5,41
AANWCE2J0,八立,AG9PKMMC3,ぱかぱか同好会,1,2147,5848050,1,4,4,4,4,4,1,4,26
WN14Z53Q7,さいせん,YD2XWWFA4,蓮好き好きクラブ,6,2148,5847850,4,6,1,2,4,4,6,1,28
B4UKVJG1R,いじゅ,BCJRMHE75,梢すきすきクラブ,2,2149,5847750,4,4,5,1,5,3,4,4,30
TM3VAHO5N,桜木,EHGD5JJK1,限界夜行,8,2150,5847600,6,2,1,1,4,1,6,1,22
9T9WJC91B,五十嵐竜馬,N0EXH1CM1,ぱちぱち徒町,10,2151,5847500,4,5,4,4,1,1,4,2,25
X0GQORFOT,灼熱カバディ完結,F2CFWVMY9,藤島め組,12,2152,5847350,4,5,5,5,6,5,4,5,39
551YW8KVB,カミュ,K2L5DCVNR,REAL,4,2153,5847250,7,5,5,5,6,5,7,6,46
W05AYP371,なっとう,FE282F3VH,天悶部,3,2154,5847200,6,5,5,5,5,5,6,5,42
6HH8HG3CX,ろくがつ,8R49BTWW6,蓮女お嬢様クラブ,2,2155,5847100,9,6,6,6,6,6,1,6,46
SW6YQZLBU,しろみざかな,LX25CP0TG,深夜の芋煮処,11,2156,5846250,6,6,5,6,5,5,6,5,44
K397Y27G5,キョウ,2NY9H8BR9,乙宗紅茶館,10,2157,5846150,4,2,2,6,2,2,4,2,24
JUXSX3AKW,フィア,W3F0URUJC,梢先輩応援団,12,2158,5845950,7,1,4,1,4,1,6,1,25
IWSLLAQCP,vividsky,LHXNEF3D5,まるまるサークル,15,2158,5845950,8,4,4,4,4,4,7,4,39
B9OKMP2C8,いなかもの,ABU58EVJ2,Quatuor,8,2160,5845850,10,4,4,4,1,4,10,4,41
3R3NRSQ9A,yamato,K44BC8GLR,ことりのダイヤ,4,2160,5845850,4,5,5,6,6,5,5,6,42
NL6XJH6HR,＊あまの たつ＊,95031TR10,ひめぎん文化会館,8,2162,5845650,7,6,5,5,5,6,7,5,46
P9P8RWLV7,hychow,N8L41JAA7,無言 ノルマなし,9,2163,5845600,4,1,4,1,4,4,4,1,23
BUUM86UR6,葉月,3LUL3WR8Y,零組,4,2164,5845550,4,5,5,5,5,4,4,5,37
K3SYJ8EDY,わかちこ,JE7V5MM31,蓮ノ沼に沈んだ泥,12,2165,5845450,7,5,5,5,5,5,6,6,44
UBDNAYCNL,ドヤ,26JDLMBLN,徒町は強く生きる,4,2165,5845450,3,3,3,3,3,6,8,3,32
QFHEIH6YL,三ツ矢,2ULM366U6,毎日がエブリデイ,11,2167,5845050,4,5,5,5,5,5,4,5,38
M4WB1E4M0,なげねこ,3A63DYH54,LLすこすこ部,1,2167,5845050,4,1,4,1,4,4,4,1,23
CVAZ525CV,柊園ノ使徒,MG2RMMN2B,欲にまみれた梢,2,2169,5844850,4,5,6,4,4,6,4,5,38
C1Y7XAVVD,みよし,0TKFF5EG3,サークル名募集中,13,2170,5844650,4,5,5,5,5,5,4,7,40
MWZYJWTDC,きゃっぷ,Y2HV0YEF7,蓮ノ空を応援し隊,0,2171,5844350,6,5,6,5,6,6,6,6,46
64ENHT1HF,あくび,AG9PKMMC3,ぱかぱか同好会,11,2171,5844350,8,5,5,5,5,5,5,5,43
YNNDAPK92,はまち,FG5VFFNRK,蓮ノ空おじさん,9,2173,5844250,6,5,5,5,6,5,5,5,42
QMTRT7QBS,みかん星人,JA2C658FW,さや綴理の村人,9,2174,5844150,6,6,5,5,5,5,7,6,45
HAT3CGDP4,ツキダ,2NY9H8BR9,乙宗紅茶館,4,2174,5844150,6,3,2,2,2,2,6,3,26
GLYJZZ9ZS,トモ,FG5VFFNRK,蓮ノ空おじさん,4,2174,5844150,5,4,5,5,5,6,3,5,38
RYWMTGDGD,Orca,HBK6KCRPP,無言でおけ,2,2177,5844000,5,4,4,4,4,4,5,5,35
1UQI8OEZ4,暳,279NUYU7C,れんこん,12,2178,5843950,8,4,4,5,5,4,6,5,41
YXEK463WP,もっちー,YDYH4VRRP,レンクウ,13,2179,5843900,6,4,6,4,10,4,4,4,42
CK5EUDC61,茶トラマンチ,9UKKACGDU,蓮っ子CLUB,15,2180,5843800,7,1,1,4,1,1,7,1,23
S60C8RNFN,きゃろ,K4TAHF9YA,はすっこ準備室,9,2181,5843650,5,4,5,4,6,5,4,4,37
W4KHFCYGY,超ヤサイ人,6045Y2RW7,ポチっと！蓮ノ空,12,2182,5843200,5,6,5,6,5,5,4,6,42
05MUU458T,Kakeru,9VVUHVLTK,はすのひよこ,6,2182,5843200,7,5,5,5,5,5,5,5,42
4ZRPIW1AP,たると,9YG7C0VM7,綴理と無言で昼寝,10,2184,5842900,4,4,4,4,4,4,5,3,32
G1YBWSV87,トゥリー,GW4CH70HK,TKG同好会,3,2185,5842850,2,5,10,7,5,5,3,5,42
KP0UUPORZ,エンジャ,UNY76JJDE,ラブライ部,6,2185,5842850,4,6,6,6,6,6,4,6,44
J2HZWHLHZ,あにめほしいもの,G0J2F9NAL,さやさやさーくる,8,2187,5841900,5,6,4,6,6,4,4,6,41
TJMDPKU7K,いこあん,48BTAPMBG,蓮ノ空魔術部,4,2187,5841900,4,6,6,6,6,6,4,6,44
OLIPCC7QY,とうふのみそ煮,CV62FGL1U,花咲かせ隊,7,2187,5841900,4,5,5,5,5,5,4,5,38
HPW1ANKLW,きぶぎす,48BTAPMBG,蓮ノ空魔術部,0,2190,5841800,4,3,3,3,3,3,4,3,26
9AHEIBHLT,ろじや,AR9HR528A,いろいろ実況,3,2191,5841350,6,4,4,4,4,4,6,4,36
C88Q8HAG2,めんつゆ,B6KWXGHWH,蓮ノ空SIFC,6,2192,5841050,6,4,4,4,4,4,4,4,34
T9CFRYFDV,あにき,HWMV33W7Y,フラワー泥民館,9,2193,5841000,5,5,3,3,3,4,5,5,33
4H4L09G0F,すてけつ,,,9,2193,5841000,4,1,1,1,4,1,5,1,18
D0L5338PN,ひろせ,R181MKNX1,みらくらは人生！,15,2195,5840900,2,1,1,1,10,1,1,1,18
G7G5TJ07C,ろんぐ,,,0,2196,5840850,4,5,6,5,5,5,5,5,40
TFLG9WJ4A,海苔夫,414CEUPEH,アフター見よう！,1,2197,5840750,4,4,1,1,1,1,4,2,18
K9LLHN0WV,kyon,TD87P23DJ,黄昏の旅団,4,2197,5840750,5,5,5,5,5,5,5,5,40
PWBVNDHT2,まつろわ,AH27N260E,ほら、目の前に♡,12,2197,5840750,4,4,4,4,4,4,4,4,32
S1FZT5QOR,くみ,CV62FGL1U,花咲かせ隊,5,2200,5840150,5,5,5,5,5,5,5,5,40
H28HW286V,みょん,JTX1G19BP,さやかほ癒し会,4,2201,5839900,3,6,6,6,7,6,3,7,44
7R1SZ5PEX,Yuuki,NC2YT2V28,蓮之愛同予者何人,11,2202,5839750,5,1,4,1,1,4,4,1,21
58XEUUHP2,雅,AXG81GPMP,蓮ノ空マタギ部,15,2203,5839700,8,5,3,5,2,3,6,10,42
F2A1RX60N,みどり,JA2C658FW,さや綴理の村人,6,2204,5839600,6,4,1,6,5,1,7,6,36
8XEWYC30M,きよまる,U98UKD6RY,異次元フェスP,12,2205,5839400,5,6,6,6,6,6,5,6,46
GMC2EXT1P,苏（su）雨仙,AWFDLJ1HC,小蓮花（重生版x,2,2206,5839150,4,5,5,5,4,4,4,5,36
65J3TWC4M,アイス,LT9K2FP23,いな民リンクラ部,2,2207,5838950,7,4,6,4,6,6,7,5,45
78BDHKKK0,ビー玉,Y2R7E79U3,カワウソ同好会,3,2208,5837900,5,4,7,6,6,7,5,5,45
Z56UPEIG0,ツナマサ,N7GLY2RUW,百生銀行,13,2209,5837800,4,1,4,1,4,4,4,1,23
C2KU6VD9H,りっかちゃん,XE8513HNP,喫茶カワウ空✨,0,2210,5837250,7,5,5,5,5,6,5,6,44
FSEH1ZGCC,ケイ,3FF3NB77X,せーはす愛好会,5,2211,5836750,3,4,4,4,4,4,3,4,30
UKY9F5UK0,ゆっきー,3LAFHDKE5,こずさや保護者会,6,2212,5836650,4,6,4,7,4,4,4,7,40
5IZGYSDGG,かわい,WTJV514G9,蓮ノ空のお弁当屋,3,2212,5836650,4,4,5,4,1,5,4,4,31
3BUNFP8IH,あやっち,Y6JNPC60C,綴理メイト,6,2214,5836550,6,6,6,6,6,6,6,6,48
DV73OQD94,にゃ～,,,15,2215,5836400,1,1,1,1,1,1,4,1,11
69J4W6TUC,ぶろみ,PH0YEPJD8,蓮ノ空北國金沢校,4,2216,5836200,2,2,4,2,4,4,2,2,22
6DYBCZGXP,たかしゅん,JRAC1HYUD,SPHS-MMT,4,2216,5836200,4,4,4,4,4,4,4,4,32
0CPFA3PTM,かりんたや,25PMPEMG7,星見プロ,14,2218,5836150,3,8,4,8,1,1,3,7,35
JU4RNMVNS,ゆず湯,D7H8MN2U4,LLD,9,2219,5836000,1,3,4,3,3,4,1,3,22
E2VA2UUV6,やつで,GVY1F8C9D,花咲くラブライ部,7,2220,5835850,6,6,6,6,6,6,6,6,48
5PTT854P3,アークライト,X7YM9EG8K,伝統の石川地酒,3,2221,5835750,1,1,1,1,9,1,10,8,32
PKT6MUJP0,お野菜さん,95TAREFPT,ご自由にどうぞ,2,2222,5835650,8,4,4,4,4,4,7,4,39
L9GURE5F0,Shin,NA8FEYN0M,蓮ノ空飲酒クラブ,2,2223,5835600,5,1,1,1,1,1,7,1,18
BF3P10G4B,きあ,N1DJVPGP8,いつでも咲けるよ,0,2224,5835350,5,4,4,4,5,4,4,4,34
85M61AF85,なつ,4FR887RVF,わたし魚,3,2225,5835200,8,4,5,4,5,5,8,4,43
FXJVPAJ8K,ペンギン,4XRHRYDW4,無言でエンジョイ,2,2226,5834750,5,5,5,5,5,5,5,5,40
I46WRW3TG,ツペル,7R8NKPAB1,花帆推し倶楽部,12,2227,5834650,6,5,5,5,5,5,6,5,42
WTGR940GN,ちぇっき,X34LWGL6R,サークル2,9,2228,5834150,1,4,4,1,4,4,1,4,23
5LWEZ3CPP,せな,BWD9U1EJ2,蓮之空中国同好会,12,2229,5833750,6,6,5,5,6,5,5,6,44
5O0HMLKPZ,りあ,E76N52LMW,イベントのみ,1,2230,5833550,6,4,6,4,5,4,4,5,38
4UYETBB6Y,まほにゃん,,,1,2230,5833550,4,1,4,1,1,1,4,1,17
D23U0GPWC,shu,,,2,2232,5833250,3,4,4,4,4,4,3,4,30
78RRJULVG,かな,1DU9LCND7,蓮ノ空すこやか部,4,2233,5833200,1,7,1,1,1,1,1,1,14
Z09BFXIMH,eluna,TFGKYEY98,LLP JR,10,2234,5833150,6,5,6,5,6,6,6,5,45
GXY6KZWLL,シア,FK5MUK0ET,くる♡すきクラブ,12,2235,5832900,6,6,6,5,6,6,6,5,46
DYL2U7HWR,少年A,BT22M41DV,梢花帆吟子同好会,13,2235,5832900,4,8,7,8,6,7,7,8,55
KYTVHU2DN,バル,BTVC9G95X,FES用,9,2237,5832800,6,5,5,5,5,5,6,5,42
WN2KMADQJ,モルガナイト,V6DV6KETG,梢好き好きクラブ,4,2238,5832650,5,4,3,3,4,4,5,5,33
01717LQKU,01/ゼロとイチ,A92R69HTH,Lotus123,3,2238,5832650,6,4,4,4,4,4,6,4,36
KSZHG80JF,かわ,HYW8FP2GR,ちゅけ会,8,2240,5831950,7,5,1,5,1,1,6,5,31
2YRJ6J21P,ヒマザイン,,,0,2241,5831800,4,2,4,2,4,4,4,2,26
VSW63OWX2,はろすた*,WAT20PN3Y,こな党,10,2242,5831300,5,5,5,5,8,5,5,5,43
I8CFP6VS6,ぁぉぃ,XR2P2LDY3,蓮ノ空さいきょー,8,2243,5831200,6,3,4,3,3,3,5,4,31
2JN1JV70P,インディ,8MLVA67AK,聖ミリオン女学園,0,2244,5831050,1,4,1,4,1,1,1,4,17
2PUUKBKH3,시아しあ,RWARTHA1M,乙宗梢大好き部,4,2245,5830900,1,4,4,4,4,1,1,4,23
ABC8GFVVJ,じゃが,48BTAPMBG,蓮ノ空魔術部,13,2246,5830800,7,5,5,6,6,6,7,6,48
OLXZJUILY,あすろん,DKNHY5HH6,なす料理研究会,15,2246,5830800,5,6,6,6,5,6,5,6,45
45VJN76RA,りんご工場,B2KV0EVPD,蓮ちゅきクラブ,6,2246,5830800,6,5,5,5,5,5,7,5,43
TTG4K0752,とっつぁん,HWJ8XPW0T,箱推しなのだけど,13,2249,5830750,5,1,4,1,4,4,4,2,25
PXKMFL5F5,おさむ,W3YKKRWHG,ルリと愉快な一家,10,2250,5830700,2,1,1,1,5,2,2,4,18
NEVURWMRY,syndetos,6E27A15ER,蓮ノ空自由クラブ,2,2251,5830500,6,5,5,5,5,5,5,5,41
1W1ALKYJR,コン,DBHVM0X7P,ガンフィンガー村,13,2252,5830350,5,5,6,5,8,7,5,6,47
213G1AGIB,Tsutcho,XR2P2LDY3,蓮ノ空さいきょー,15,2253,5830250,7,5,5,5,6,5,7,6,46
UNJAN07RY,てるぴ,2ULM366U6,毎日がエブリデイ,3,2254,5830200,7,1,1,4,1,1,6,1,22
0047VUD1K,真エギル,3BDTCERX6,打ち返した流れ星,4,2254,5830200,4,1,1,4,2,4,7,2,25
FTW9VSAA8,ぽんすけ,AG9PKMMC3,ぱかぱか同好会,5,2256,5830150,8,4,4,4,4,4,7,4,39
0A76E8DGK,星鎧亜イカロス,N83DW3NYG,†極最強倶楽部†,0,2256,5830150,5,5,1,5,1,1,5,5,28
XKOKX10FE,かいてんはくしゅ,MTBP3B4GM,ふらわーすきすき,5,2256,5830150,6,4,4,4,4,4,6,4,36
PWCXVB1YJ,KOz,KGDNX3EF3,ENcircle,4,2259,5829850,1,1,4,1,4,1,3,4,19
ACX7610VH,へき,YVV9CMBLW,東京公演で沼落ち,3,2260,5829800,10,1,1,1,9,1,7,1,31
22VLF2LFX,わたくしの花帆…,MTBP3B4GM,ふらわーすきすき,6,2261,5829700,4,2,1,4,1,1,4,3,20
7Y91YGHL0,taka,NLUJRKCK5,さやの御御足,3,2262,5829600,4,4,5,4,5,5,5,4,36
VKYV0KDAA,アズえもん,PULJ8VCHJ,蓮ノ空を推す会,7,2263,5829550,5,5,7,5,5,7,4,7,45
5X1NQDTYD,いもりーぬ,998H940YN,お嬢様筋トレ部,3,2264,5829500,1,1,1,1,4,1,3,4,16
MLOI79WFB,やずな,06DCWC1RE,とりあえず参戦用,0,2265,5829400,1,4,4,5,5,4,1,4,28
1AWCCFFLJ,Heiveen,7XH3K4GBT,LLP,8,2266,5829300,3,2,4,2,4,4,2,2,23
7RGJF9Y2T,徒町ビッグベル,H6JWBBGCG,蓮天・乙宗一心流,2,2267,5829250,1,1,4,4,4,4,1,4,23
0RGZTSV31,未確認コンビーフ,KW0RM1LEP,はすっこくらぶ,12,2267,5829250,5,6,6,6,5,6,5,6,45
3X0Y8KUA4,ものくろ,RXXUPMWB9,待機室跡地観測所,15,2267,5829250,6,2,2,4,3,2,6,2,27
XPHNN9RCD,時止め,UCWKRB3WR,菅沼千紗が大好き,2,2270,5829200,4,8,3,8,1,4,4,8,40
0CSC6RF3X,alod,,,0,2271,5829000,4,7,1,7,1,4,4,7,35
R5GW1UCPB,キラ,R9T0YKDW8,かちまち応援隊,1,2271,5829000,1,1,5,1,1,1,3,1,14
EH279G4KU,れーと,4NDAG5E9N,国産牛のにげあし,0,2273,5828800,7,5,5,5,5,5,7,5,44
RR4L71LVA,縹（はなだ）,Y2HV0YEF7,蓮ノ空を応援し隊,12,2273,5828800,7,6,6,5,6,6,7,5,48
9X0V760V1,あずにゃん王子,4FXPC55PY,PPIHクラブ,7,2275,5828750,4,4,4,4,4,4,4,4,32
CC34Y8T5U,梨汁,919XF8V2V,蓮之空大三腳,5,2276,5828700,3,6,6,6,6,7,3,6,43
F7LDMC7M5,しの,2K5AM4RV0,とろぺりです,13,2277,5828500,6,6,6,6,5,5,6,6,46
RPH0HJPHH,はろめぐ,X7C21B7H7,泥,2,2278,5828450,1,2,1,2,4,1,1,1,13
J9M4FC0RM,マサキ,WAT20PN3Y,こな党,15,2279,5828250,5,2,4,4,4,4,7,2,32
09JZ013FL,bassie,11KVGWXAK,藤島幼稚園蓮組,5,2280,5827950,4,1,4,1,1,1,4,1,17
T33Z9UYY6,トニー,UYCT3Y4JK,蓮っ子,15,2281,5827900,7,5,5,5,5,5,5,5,42
L4P6V9CZ0,ウトク,V7768X8AC,せーので！,9,2282,5827650,4,4,3,3,4,3,4,3,28
NR2HU9W94,アロイン,J62DRC7J5,蓮ノ空好き好き会,0,2283,5827550,1,1,4,4,4,4,1,4,23
C73NJGKM8,学級委員長,W3UUXHMDV,水彩ブーケ,11,2284,5827450,4,5,4,5,4,4,4,6,36
0GRGPIGO5,maru,6WUADDR4U,からあげ,11,2285,5826700,8,1,5,3,4,5,8,5,39
MSCXU1CA6,ひとはし,GUB0YLPWA,料亭「さち処」,15,2285,5826700,7,4,4,4,5,4,7,4,39
3YUU56XK2,ヤヤカルメ,AXG81GPMP,蓮ノ空マタギ部,0,2287,5826500,7,5,5,5,5,5,6,5,43
L5TXUMJED,LaMeeska,2JVBK752G,卍愛蓮説卍,7,2287,5826500,4,1,1,1,1,4,4,1,17
G4B8CFE6U,あるみ,K2L5DCVNR,REAL,5,2289,5826450,4,3,3,3,3,4,6,4,30
PAJWEEFBW,イワーク,73N4AB3LR,かほ子のイオン,11,2290,5826250,7,5,6,5,6,5,6,4,44
Y30O6G1FG,wish,FTY0R8KPH,泥の皆様,9,2291,5826200,5,5,5,5,5,5,5,5,40
Q511Y9BHJ,ななみ,GW4CH70HK,TKG同好会,2,2292,5826000,2,2,4,2,2,4,4,2,22
2JHVX9B1O,しるふぃん,9WJB6YPPN,温室花畑,4,2293,5825600,4,3,4,4,4,4,4,4,31
K9G2HPEM9,para,2VJG66JTH,まったり,0,2294,5825250,5,4,4,4,5,4,4,4,34
2UCZTQIV2,E5,B2KV0EVPD,蓮ちゅきクラブ,11,2295,5825150,4,5,6,6,5,5,4,6,41
VJWFL71HX,Ponchau,N2KCENRKH,猫＆旅大好き部,12,2296,5824950,4,1,4,1,4,4,4,1,23
BUNQZ9F73,ねいぶる,GKR9TEBYC,毎日がホリデイ♪,12,2297,5824900,6,6,3,3,3,3,6,3,33
RQIIBW497,にゃんきち,18YYNRFGA,LotusSky,0,2298,5824750,5,9,3,5,3,3,4,5,37
P9MUAHW43,室長室長,AG9PKMMC3,ぱかぱか同好会,6,2299,5824350,1,1,4,4,4,4,1,4,23
Q084QHT3Z,学生A,JA2C658FW,さや綴理の村人,13,2299,5824350,5,2,1,4,4,1,4,4,25
1R8HTKY4Y,すなよ,4XRHRYDW4,無言でエンジョイ,15,2299,5824350,7,5,5,6,5,5,5,5,43
E970J53MM,アグリーな学院生,R9TC4WP0R,月夜見くらぶ＾～,10,2302,5824300,10,2,2,2,1,5,8,6,36
J7BA3D4F9,ライフ,,,4,2302,5824300,6,6,5,6,5,5,6,5,44
A23HGPH6W,Re:Rize,KULVP7FDR,アニマル分室,9,2304,5824150,5,2,4,1,1,4,7,1,25
DU4D4YVRK,あやや,VNEY6C9BE,スリーマーメイド,6,2304,5824150,4,5,4,4,4,4,4,5,34
E9W37M1V1,yu-ki,LX25CP0TG,深夜の芋煮処,6,2306,5824100,4,4,4,4,4,4,4,4,32
Z5WPM7NU1,信綱,5KK3DFY18,MUGEN∞,7,2307,5824000,3,1,4,4,4,4,4,7,31
WYT65FE8G,ティーカップ,M5LHG6R4T,乙宗動物園,2,2308,5823950,10,1,1,1,1,1,10,1,26
42K81VYYS,ハイド。,0CBM28JP6,ほうき星,3,2309,5823850,6,5,6,5,7,6,5,7,47
