player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,花帆,小铃,さやか,瑠璃乃,姬芽,吟子,泉,塞拉斯,季度等级,104季度等级
KFUXN8KTK,colo,PDTRRYUGM,石川県民ひろば,0,4345,27087950,4,1,1,1,3,1,1,4,16,11
JBU2WDK9D,らっきょ,W09WBG3HY,どろんちゅ,4,4346,27085100,4,3,3,3,3,3,4,6,29,19
DMW8AFW1W,かささぎ,2U4GLJXLJ,泥の中の養分,0,4347,27084924,6,5,5,5,5,6,4,7,43,32
LDXW39W4W,ハーレイ,RN24L196L,るりーーー,4,4348,27083850,1,8,10,9,3,4,3,9,47,35
YRJ1RF15X,麟,5KK3DFY18,MUGEN∞,2,4349,27082350,5,1,2,1,4,2,4,5,24,15
D1L1XHU07,はかせ,9U8KNU6U9,対抗戦用,0,4350,27082200,4,2,8,3,3,7,5,10,42,27
HG5JJ3RD0,こうた,BKUHCT7WF,蓮女お嬢様部,0,4351,27082050,5,1,2,2,1,4,4,5,24,15
5N945UVJV,あすか,G202YTPW1,無言倶楽部,0,4352,27081250,4,1,3,2,2,1,4,6,23,13
XBR2OWDWF,あかい彗星,W3F0URUJC,梢先輩応援団,7,4353,27081150,4,1,1,1,1,4,5,8,25,12
63VV2H90T,アロハ,X34LWGL6R,サークル2,2,4354,27080650,6,4,1,1,1,1,1,5,20,14
GEBWT9CLK,zarame,K3LMN5JHH,金沢カレーの皿,2,4355,27079950,5,4,1,1,4,4,4,5,28,19
YP6HP791G,ユウキ,PYFYMJGT2,サークル(仮),2,4356,27079837,4,1,5,1,2,1,4,5,23,14
23043GD8P,シリカゲル,UX96YX4T1,『位置について』,6,4357,27079700,6,4,4,4,4,4,6,8,40,26
6XLXYEW06,タンクトップ井上,R1RM3X0WV,後方腕組みオタク,0,4358,27079000,6,5,6,5,5,6,1,4,38,33
FR1MRWKHH,弾丸,KBJ2P8T0Y,人見知りの集い,11,4359,27077761,7,5,5,4,4,4,6,8,43,29
LXZB6F6RI,てーとく,0WW0K5XEX,くりあろーたす,0,4360,27076900,5,1,4,1,1,4,4,5,25,16
7ETY1CUXV,はぐれ,NA8FEYN0M,蓮ノ空飲酒クラブ,0,4361,27076750,1,1,1,1,1,1,1,7,14,6
T6FERC8JF,猫山,75UJ5RB97,蓮ノ空雪野球部,4,4362,27075800,6,4,4,1,1,2,3,5,26,18
16EL0H18C,霞,3YWMY4JVN,82プロ,0,4363,27075687,1,1,2,4,1,2,6,6,23,11
M7RC9X089,らら,H1G4CDT6C,無言自由,8,4364,27075300,7,4,5,3,2,4,2,6,33,25
PLNYTG153,たまちゃん,89K2PRDC6,つづるりのなかま,2,4365,27075150,3,3,3,3,3,3,5,7,30,18
E60YJ59TP,ロレ,VW65MCVF8,スリスリーズ,13,4366,27072375,6,6,6,6,6,7,7,10,54,37
RMO77JXDG,Ryusei,WAT20PN3Y,こな党,0,4367,27070850,4,1,1,1,1,2,6,5,21,10
VGYN8M9J4,西枕,424NLTEE8,無言な異次元部屋,8,4368,27070262,6,1,1,5,1,5,4,8,31,19
3JN7VF6JA,わっちゅあね？,AH27N260E,ほら、目の前に♡,0,4369,27070000,5,2,5,2,4,6,2,4,30,24
W6OP2F9NH,うさりん,L1VGJTD5P,蓮ノ空お茶会部,1,4370,27068550,8,5,7,5,5,7,7,9,53,37
88DNEW6GJ,高咲ひろむ,J8HXTJ8TB,流し素麺同好会,5,4371,27066250,3,1,1,1,1,1,1,1,10,8
6LQGT4QKX,bbb,KPABV0UJM,蓮の空サークル,12,4372,27066200,6,4,4,4,4,4,4,8,38,26
RBLR54GKN,信,EDBAMWXWB,ふごくらぱーく！,1,4373,27066100,5,1,4,6,1,1,1,1,20,18
7V2PAI0W7,フォルス,6C9R15BLY,スクスタ避難民,0,4374,27062050,7,4,5,4,4,5,4,4,37,29
T23HY3WRB,えーぷる,BT22M41DV,梢花帆吟子同好会,5,4375,27061770,4,1,1,1,2,1,4,5,19,10
QQ5O9VP7D,リンドウ,PMME7169X,蓮っ子動物園,2,4376,27060950,1,1,9,2,2,1,1,6,23,16
K4JNNTPVR,アサヒ,9YG7C0VM7,綴理と無言で昼寝,4,4377,27060900,4,2,2,1,1,2,1,4,17,12
0K636THUY,saikusu,BW38LDPRF,蓮浦の星空,8,4378,27059245,8,5,6,7,5,6,4,6,47,37
C9ZXL5AO2,こなつ,59AK7LJ7A,とりあえず,1,4379,27058650,5,4,1,1,4,4,5,7,31,19
9HFVNLJMR,はたはた,7B0W0EWVA,ソロの為の避難所,9,4380,27057650,4,4,1,1,1,1,4,8,24,12
85VA1VR6D,みらぱ推し,DFXN9DB2H,どんぐり共和国,4,4381,27056650,1,1,5,1,1,2,4,2,17,11
F8DVRWFBE,ｙｕｕ,7LMARTXVN,ご飯特盛肉蟹付き,7,4382,27055762,5,4,1,1,4,1,4,6,26,16
HB840DYBA,ひかり,MTBP3B4GM,ふらわーすきすき,12,4383,27055300,7,6,6,5,5,6,5,7,47,35
5C23KT41S,ケロケロ,DHKUGEWBJ,めぐ党虹ヶ咲支部,12,4384,27055250,5,2,2,8,2,2,5,7,33,21
RWKK2U3TN,てっさ,RMT97FJ61,まったり　無言,0,4385,27053800,5,3,3,4,3,3,4,8,33,21
6J9BGLLY1,16000km,3BE2RELRC,見晴台,1,4386,27052900,8,1,1,1,1,1,5,5,23,13
ZGRU9SHA4,Masa,A73H7ENN2,エロマンガ同好会,2,4387,27052850,5,2,3,1,1,1,1,6,20,13
5JNWK7JW5,音リン,V78LAX1HN,蓮ノ空ボドゲ部,2,4388,27050900,8,2,2,3,2,1,1,1,20,18
5X0YFNL8M,Sue,,,12,4389,27050350,1,4,1,1,4,4,4,7,26,15
4414A5DAK,ZERO,08DDCV5JN,黒ねこのしっぽ,0,4390,27046850,1,1,1,1,1,1,1,10,17,6
3EIKPTRAG,シナモンルイボス,865UE9UC6,蓮ノ空うどん部,0,4391,27045950,1,2,1,4,2,2,4,4,20,12
9YD240D8B,来栖りん好き,Y337R7BW9,中国の蓮之空圈子,1,4392,27045900,2,1,4,3,1,1,1,4,17,12
AUJANDO8S,102期の亡霊,JE7V5MM31,蓮ノ沼に沈んだ泥,12,4393,27043450,9,4,5,5,5,5,4,4,41,33
J5P3BB0H5,佐藤司,,,5,4394,27042650,2,4,2,2,2,2,1,6,21,14
8V4TIB9D3,鳴沢律佳,AFV2LPL78,玉狛第２,7,4395,27042000,3,5,3,2,5,10,6,8,42,28
YJUXGU9WG,ヤギー,TBX7N9RK5,つよつよなLH,0,4396,27041850,4,4,2,2,4,4,4,7,31,20
DDVO4B937,ソラ,EKACCPWWB,タフノ空学院,3,4397,27041300,8,6,5,5,5,5,6,8,48,34
JDPA3CHK7,ジュン,8M6UDX260,ぽけもん好き,11,4398,27041050,5,4,4,5,4,4,7,10,43,26
VWL2PNIEV,八月,V6DV6KETG,梢好き好きクラブ,2,4399,27040850,5,1,1,1,1,1,4,7,21,10
HL8LPLRU9,キョン,C6V311T2P,LotuSky,8,4400,27039450,6,2,2,2,4,4,4,7,31,20
7KK2LU102,GzStar17,8JMW9G2XW,僕らのリンクラ！,9,4401,27037400,2,1,2,1,1,1,1,8,17,8
N2DN8NLMN,ハスニ=クルーゼ,WE4AB37FP,めぐ党,4,4402,27037000,1,4,4,4,1,1,4,4,23,15
CP343090G,レトクロ,88DJ300PJ,めぐ党 • 永遠,7,4403,27035636,9,5,6,5,5,6,6,8,50,36
L3BPYYD4A,スミグ,WCL6R1ANU,無所属の会,0,4404,27035250,4,1,1,1,1,1,4,5,18,9
F2JHCLRDN,鰍沢,96LWYJ3Y6,無言絡みなし,0,4405,27034400,8,4,5,7,4,4,3,8,43,32
5M3TP0WVY,幸太郎,3FF3NB77X,せーはす愛好会,2,4406,27033900,6,1,1,7,3,1,3,5,27,19
4MYGMM92F,トリガー,JWUL2T36L,チーム初心者,13,4407,27033600,4,5,7,8,5,6,6,9,50,35
DV76TD4G0,炙りサーモン,95TAREFPT,ご自由にどうぞ,4,4408,27031750,6,5,5,5,5,5,5,8,44,31
FMH291MCJ,CatTea,G8F0M2PH2,アフターウォール,3,4409,27031600,1,1,1,4,1,1,4,7,20,9
IKZLMTNV9,みお*,59AK7LJ7A,とりあえず,14,4409,27031600,1,3,1,1,3,7,5,4,25,16
BTE8H39MX,ジュラ,UTN8134GA,パドマシューニャ,1,4411,27031050,8,1,1,2,1,2,1,6,22,15
SFQHE200O,ミナミさん,V5WNV1A43,異次元ビリーバー,2,4412,27028700,5,2,1,1,1,2,5,8,25,12
U1M7HX4P3,SKY,LEHXHMR8N,みらぱ全力待機部,12,4413,27028600,10,1,4,5,1,4,6,8,39,25
2D66WU02Y,せる,GW4CH70HK,TKG同好会,1,4414,27026750,6,4,4,3,1,5,4,6,33,23
82NUMY62V,クロツボ,54UAWUBHN,リンクラスキ♡,3,4415,27024450,5,3,4,4,3,4,6,7,36,23
91NNLE1R2,ハムカツ丸,57HNJ07NK,みらぱ推活最前列,7,4416,27024250,9,4,2,5,7,6,5,9,47,33
XPRR2C3RM,カル,4FXPC55PY,PPIHクラブ,8,4417,27020049,10,1,1,1,4,8,1,4,30,25
A3H935547,花宫初奈,FE282F3VH,天悶部,0,4418,27019450,2,1,1,1,1,1,1,8,16,7
94PR9DPD0,キツネコタヌキ２,X87KNX4N3,蓮ノ流星群,0,4419,27018150,1,4,1,1,4,4,1,7,23,15
JCTD0V0JM,なわし,3HDDYR4FU,旅人,3,4420,27017200,4,3,4,4,3,3,4,5,30,21
YFUVMWJ0U,ごま,11KVGWXAK,藤島幼稚園蓮組,3,4421,27015950,6,4,4,6,4,7,6,8,45,31
JLP3ZOZS6,竜,GCFA4WL28,乙宗梢を愛で隊,6,4422,27015650,5,4,1,4,4,4,2,4,28,22
APEHNRI7A,あめ,NGFXVPCGX,うさぎのしっぽ,0,4423,27010900,5,4,4,4,4,4,4,6,35,25
0F1Y9C8RG,レジェ,NFMEGRJ45,社畜無言サークル,2,4424,27010400,4,1,1,1,4,3,4,7,25,14
4DTRE3LXC,いさき,95TAREFPT,ご自由にどうぞ,2,4425,27010090,4,1,1,1,4,1,4,7,23,12
484TF7733,うさちゃん,646YTH7KK,KA,0,4426,27008950,4,4,2,2,4,2,2,4,24,18
P4K1B5T5L,いぶき,1G89KTD5X,サークルひとり,4,4427,27007800,2,1,1,1,1,1,2,9,18,7
ML3545XJH,カズヤ,T48KV9EP2,無言ぱーく,0,4428,27006750,1,1,3,1,1,1,5,9,22,8
VE85EYHW4,ちいかぶ,3F0M4HXJE,蓮ノ空まったり部,0,4429,27006700,7,1,1,1,1,1,4,5,21,12
YMHKGHFA3,kake,2B97MH4YA,同じ話し何回も…,0,4430,27005500,4,2,6,2,2,1,2,4,23,17
T2VTPBPXA,哲学のドンカラス,K8C99H42D,ルリと喜ド！愛楽,11,4431,27005270,5,4,4,4,4,10,7,10,48,31
BY6BIWMTP,TNWind,0R8BXPRC1,ポチっ！とクラブ,0,4432,27003750,5,1,1,1,1,1,4,6,20,10
0TNGLPKNB,穂澄,ABU58EVJ2,Quatuor,2,4433,27003380,5,5,5,5,5,5,7,10,47,30
5C4TET6WP,ダイヤ,WN5B7VKPU,きんぴられんこん,7,4434,27002500,1,1,1,1,1,1,1,2,9,6
YWJ4VWO1Z,しゅかしゅき,WLLWJ8ADP,乙宗筋肉サークル,4,4435,27002000,4,1,1,1,1,1,1,5,15,9
C9KVADJH4,あきゆる,J62DRC7J5,蓮ノ空好き好き会,4,4436,27000350,5,3,4,4,3,4,4,5,32,23
DKPOAWBV8,Gato,7XH3K4GBT,LLP,12,4437,26996274,7,7,6,6,6,7,4,10,53,39
8WXX2M8DA,さやかほ,GCFA4WL28,乙宗梢を愛で隊,2,4438,26995300,4,1,2,4,1,1,4,5,22,13
F4VNNF1RU,チコリータ,XVTV7MVCX,雪月花,0,4439,26994500,2,4,2,2,1,1,4,4,20,12
8DV5XX99R,あぐ゛,25PMPEMG7,星見プロ,11,4440,26990900,9,7,8,5,7,7,4,8,55,43
THU824DXM,さん,578YG6EAT,桜桃花束愛聴会,3,4441,26990600,4,1,1,1,1,1,4,5,18,9
B44J488GF,N@2(ナツ),H3T7BH4N7,リンクラまったり,12,4442,26990350,1,1,5,2,1,4,5,8,27,14
3RXN3AJYC,SENTA,KGDNX3EF3,ENcircle,4,4443,26989890,1,10,1,1,3,10,1,10,37,26
D5RU8K927,そふ,LMGYN5VAV,北部公園散歩部,0,4444,26988500,4,1,4,1,1,1,4,5,21,12
VNDD501GJ,きょーやま,3F0M4HXJE,蓮ノ空まったり部,2,4445,26987737,7,1,2,2,1,1,2,1,17,14
3TV860532,けだま,E8K438RP1,リンクラ初心者部,2,4446,26987350,4,2,1,1,1,2,4,5,20,11
11TDWYT6I,ししちゃん,2U4GLJXLJ,泥の中の養分,12,4447,26986500,7,1,1,2,1,3,2,4,21,15
DMZICJ1FP,めたつか,JDAG79TG7,百合ノ空観察部,3,4448,26985300,6,4,3,3,3,4,4,7,34,23
TNUADDPH6,オレマン,ATB27G5P2,おこめ茶寮,0,4449,26985100,1,3,1,1,2,1,1,1,11,9
G5E46CWKX,ももシャミ,N9B8HXXR0,25時、残陽で。,0,4450,26983400,6,5,5,6,5,5,5,6,43,32
IHL8AP0YV,ノエ,6HV2RH6TU,イベント用、無言,11,4451,26983250,8,6,4,4,6,6,7,9,50,34
KYGWNZWEE,ジン＠,DH97ANN9G,ツキマカセ,2,4452,26981550,7,1,4,4,1,1,4,7,29,18
ZCDPUZWF3,ヒーロー,43HRXMXWA,無言OKクラブ,4,4453,26981200,1,1,1,2,1,1,1,9,17,7
L06R595XE,まぁと,07JW71HWG,良いチケで観よう,12,4454,26980850,10,4,1,3,4,4,1,4,31,26
XRWCY0X2K,μ'6 ニャズラ,18YYNRFGA,LotusSky,2,4455,26980500,9,5,6,7,5,5,6,5,48,37
2TNJUCKXM,チビ,JDAUTGR5N,花帆ウサギ,2,4456,26979624,10,6,10,4,7,10,7,10,64,47
LVY4MM87V,ｼｬﾇﾋﾞｽ,9FF5JBNDF,めぐすきクラブ,5,4457,26977975,4,1,4,1,1,4,1,4,20,15
XYB6MEPGK,豆,AC94W0LN2,無言で自由に,0,4458,26977600,6,1,2,2,1,2,1,5,20,14
893CLBB6K,ひらがなのふー,XE8513HNP,喫茶カワウ空✨,1,4459,26976550,7,1,1,5,1,1,4,7,27,16
CLRP5J4NM,ただのいし,5ND05NCKT,喫茶店スカラ,10,4460,26974550,5,5,5,5,5,5,5,8,43,30
VPJ97L2NW,ひあるろん,XR2P2LDY3,蓮ノ空さいきょー,6,4461,26974350,5,1,2,1,1,4,4,5,23,14
LAM760LR1,もぐ,WPG6BCG83,基本無言,0,4462,26973600,5,1,2,4,4,4,1,4,25,20
74C00PR0G,火掻き棒,G8K4NUR4T,ステージ創造科,0,4463,26972500,2,1,1,4,2,1,5,5,21,11
AB310C9K2,なばな,FE282F3VH,天悶部,1,4464,26970050,7,1,1,1,4,2,4,6,26,16
EADHUK09K,右に左折,K5RXNH1TK,藤黄学園芸学部,2,4465,26968670,9,3,9,7,2,1,2,5,38,31
5YEKCXMGT,めぐ党,GWGDMA3YC,初心者無言自由だ,0,4466,26966700,1,2,1,1,1,2,4,7,19,8
TL9TGZFM4,カヌレ,FHN78V2DJ,無言でどうぞ,10,4467,26966600,5,4,1,1,4,5,1,5,26,20
9B0LRVTTJ,ヨネ,U6ADTX60C,シンカーン,0,4468,26964650,5,1,1,1,5,1,2,1,17,14
V281790FH,white,HK0E91U71,放課後写真部,10,4469,26963850,5,7,5,5,4,4,5,10,45,30
4J8BCCVDJ,ブラマト,573J1JVVK,かほかほ,7,4470,26962800,5,4,4,4,4,4,6,8,39,25
262YFT93R,VIPER,KBJ2P8T0Y,人見知りの集い,2,4471,26962500,5,1,1,1,1,4,2,5,20,13
T8TIB3RYB,跳びポ評論家,D8P64R82T,仮設,1,4472,26962200,6,2,4,6,3,1,3,8,33,22
1AHHP3A9V,リン,YRPE642UK,(。・ω・),1,4473,26961930,1,2,1,2,2,1,1,9,19,9
85XEVFFY9,海蘊,95TAREFPT,ご自由にどうぞ,2,4474,26959500,1,1,1,1,1,3,4,2,14,8
85W7VWKV4,病気は気分の問題,JD1PFYJWE,瑞蓮隊(無言OK,0,4475,26959050,4,1,3,1,1,1,3,5,19,11
Q9JF8M10P,オガ,J4KPR8GX0,関西ラ研,2,4476,26958830,5,1,1,1,1,1,4,4,18,10
JPA431T5R,すらいむ,EECF9C0N3,蓮ノ空　茨城分校,0,4477,26957650,9,1,1,1,1,1,1,5,20,14
P666WL615,水餅,HWMV33W7Y,フラワー泥民館,0,4478,26955900,4,2,2,1,2,2,4,5,22,13
N6VKC2U4W,sin,1UBNNHVLG,蓮箱推し（仮）,6,4479,26953674,7,1,2,1,3,1,4,5,24,15
YNBBYI8SO,きききりん,JY79RPB1D,リンクラゆる部,12,4480,26953300,5,5,5,4,4,6,6,7,42,29
HMXJ8QWX9,Setsuna,NC2YT2V28,蓮之愛同予者何人,9,4481,26953137,7,7,7,3,3,3,3,5,38,30
P80R78494,進藤•野中うたい,YFADYJVW4,FPS好きクラブ,0,4482,26953050,6,6,6,6,6,6,7,10,53,36
PMP8CGCDE,あってぃら,0B8RTHY4D,のんびり屋さん,1,4483,26952550,7,5,4,4,1,2,5,9,37,23
YGGF5LXHC,ラー,E49YWK5YC,酢蓮根,4,4484,26952100,7,1,2,1,2,1,4,7,25,14
YBPXD2U3Y,Nonna,573J1JVVK,かほかほ,0,4485,26951012,8,2,1,1,1,1,1,1,16,14
85YMLKW64,まゆき,Y2R7E79U3,カワウソ同好会,12,4486,26950650,6,5,4,4,4,4,5,7,39,27
30K7M61T9,ひぽぽ,GVNKNN878,Aqours,0,4487,26950250,3,4,1,1,1,4,5,4,23,14
HX75CXJGQ,どらい,7CP6HECWA,そろ,6,4488,26949750,7,5,6,5,5,5,5,6,44,33
8H9W2VDA4,プカマル,PD80VCP5N,虹ヶ咲学園,2,4489,26948950,1,2,1,1,1,2,4,4,16,8
B27KRAOCW,月森蓮,07JW71HWG,良いチケで観よう,0,4490,26948000,7,6,6,5,5,5,5,5,44,34
VODSJNHAL,まほほの,HWMV33W7Y,フラワー泥民館,4,4491,26947750,5,1,1,1,1,1,1,6,17,10
7Y72TVZYY,Akukyo,279NUYU7C,れんこん,5,4492,26945787,5,5,5,5,5,5,8,8,46,30
TFUV0QYEQ,だゆ,1F5EPPMLD,UR貰えればいい,0,4493,26945550,1,2,1,2,1,1,4,7,19,8
OPB2WTUT7,や,07JW71HWG,良いチケで観よう,2,4494,26945262,6,4,1,1,1,6,5,9,33,19
LURTWRY61,ほほ笑み,1G89KTD5X,サークルひとり,2,4495,26945250,5,1,1,1,1,2,1,1,13,11
XMZ1QGCTC,カエデ,B6KWXGHWH,蓮ノ空SIFC,6,4496,26945000,1,5,2,2,7,2,3,7,29,19
7DU6ELB6C,はばねろ,1D7T2UXC2,無言でのんびり,3,4497,26944550,4,1,1,1,4,1,4,7,23,12
8GUCXR1Y5,あいうえお,2ULM366U6,毎日がエブリデイ,6,4498,26943050,6,3,4,3,3,3,6,6,34,22
K6CG67XKH,ごまちゃん。,P2J37FNLG,乙宗先生指導会,2,4499,26941900,6,4,2,5,1,5,4,8,35,23
0VNZR6SUT,boba12,HB9AU9DJJ,聖心党,9,4500,26939150,4,2,2,2,4,2,4,7,27,16
V4EH3CB95,神山ともり,MFRXC8MVG,蓮ノ空ドキ同好会,0,4501,26938850,2,1,6,1,1,2,1,4,18,13
ULRGDTTA0,テンパ,C021HVB2B,第3芸能科,0,4502,26938100,4,1,4,1,2,1,4,4,21,13
QUGYQH3ST,中村,WAT20PN3Y,こな党,15,4503,26936900,2,1,2,1,1,4,6,10,27,11
BB4E7QNG5,近眼ダーツ,28XJ8NK4L,蓮ノ空まったり部,0,4504,26935000,2,1,1,2,1,4,4,4,19,11
UQ193P8WP,ルナ,57HNJ07NK,みらぱ推活最前列,2,4505,26934750,4,1,1,1,1,3,4,5,20,11
QO00FR1RD,乙宗 初奈,U3VW1GF2F,撫子祭,6,4506,26932950,7,3,5,5,5,7,7,6,45,32
IGO66YRV4,ぐちお,CJ398GJAT,バッグクロージャ,12,4507,26931200,6,4,4,4,4,4,5,9,40,26
03YS343AH,陸戦強襲型大納言,95031TR10,ひめぎん文化会館,5,4508,26930050,1,1,1,1,1,9,10,10,34,14
7BX6U2QTN,サムカワ,VR8J8A3CG,なし,11,4509,26928000,7,6,5,5,5,5,7,9,49,33
CINHGY203,村雨丸,7U20138DB,LGP,11,4510,26927700,4,1,1,1,3,1,8,10,29,11
ONI1MX5UO,はやみん*,79C17CHA2,蓮ノ空出張部,5,4511,26927095,1,1,4,2,7,2,4,9,30,17
RLN6TRNTA,アイ,JHTULVV5P,故に瑠璃乃推し,12,4512,26924050,6,5,5,5,5,5,9,10,50,31
U0652X7GO,なしれい,HKETDDCK6,ぼっちざ蓮!!,0,4513,26923050,5,1,1,1,1,4,5,7,25,13
DPPGA3D2V,Kei,828YTYAA9,箱推し社畜の部屋,0,4514,26921650,2,4,2,4,4,4,5,9,34,20
FDPLXY4SI,な,H5EKCWG1W,な,5,4515,26921150,5,1,1,1,2,4,5,7,26,14
U3YQSCTRE,ミナイ,9DKR4Y2CJ,蓮ノ空老人会,4,4516,26920700,5,3,4,4,4,3,3,7,33,23
11Z3XADM7,どんぐり@,MYTCXJ12B,つーりすと@蓮部,10,4517,26917000,4,2,1,1,1,1,3,7,20,10
3HVA9VQGX,しおり,KANLFTMVJ,蓮ノ空中文同好會,6,4518,26915650,4,1,4,1,1,3,1,6,21,14
XZL6BN34G,ポン,,,12,4519,26915600,8,6,6,6,6,7,7,10,56,39
ICT8EVY3B,ユミ,ELDXGWNA6,○サークル,9,4520,26914500,7,1,5,5,4,1,6,10,39,23
FXHU7EHD3,Leon,HBCC35887,そりゃー!!!,13,4521,26914050,7,6,5,5,5,5,6,8,47,33
0NXFTSPG0,由未,VB1TKAHFA,リンクラ同好会,2,4522,26913700,2,1,2,6,5,1,4,4,25,17
R7RXC5WYP,さーや,M08GKL70U,ららマジ難民の会,5,4523,26911400,4,2,2,3,1,6,5,5,28,18
9FU09JLJR,PKC,HB9AU9DJJ,聖心党,4,4524,26911220,9,1,1,1,1,6,6,7,32,19
Y4V1HPDBT,宝生,KHAKJKC0A,のんびりまったり,3,4525,26910515,10,1,2,1,2,1,8,10,35,17
TR3G3WTAB,Omogu,BWD9U1EJ2,蓮之空中国同好会,12,4526,26909650,10,1,1,1,2,1,5,4,25,16
N5TJTH86P,トオル,KFC62L0FV,ねるねる同好会,4,4527,26909474,5,3,3,3,3,3,4,4,28,20
118WW4RSW,赤獅子,9XNH0HDBN,蓮ノ空∞園芸部,0,4528,26909100,10,3,1,2,1,1,5,8,31,18
NX8P49EJQ,那須光輝,ULUELCJ7T,なるようになる？,2,4529,26908650,1,1,4,4,1,1,3,4,19,12
DC3C39ST9,れふぃ,MVMP6NNXD,空き時間らくがき,10,4530,26908300,2,1,2,1,1,1,4,8,20,8
I12FV29D8,YNG,GR65FP8VN,蓮好き,13,4531,26907787,6,5,5,5,5,6,7,10,49,32
BDDV0UGFY,kana,DALU6BL7L,東方星蓮船,2,4532,26905650,4,4,4,4,4,1,1,9,31,21
GPF5WR323,DREAM,88DJ300PJ,めぐ党 • 永遠,0,4533,26905300,6,1,1,4,1,1,4,5,23,14
JJXM4A4JB,ゴンザレス青山,9GDHWXGVG,ルリと花咲く毎日,13,4534,26904650,7,1,1,1,1,1,5,9,26,12
9NS1UF4CI,たかふぉい,F31A07X4V,蓮ノ空福井分校,1,4535,26902850,5,1,1,1,1,1,1,4,15,10
UL1UYJN4V,(^-^),HH93ADAW3,無言自由。,9,4536,26902800,4,1,2,1,4,1,4,7,24,13
6PGPS88DW,さやかぴょん,DFXN9DB2H,どんぐり共和国,6,4537,26901824,7,1,1,2,1,2,4,7,25,14
BLW9RTW04,草加雅人,LHXNEF3D5,まるまるサークル,2,4538,26901000,6,2,3,2,2,2,4,7,28,17
GBGN1EYNY,esca,H0DV3JJGA,かほさやてぇてぇ,1,4539,26900950,4,4,4,4,1,1,4,8,30,18
II7MPFFZI,ムム,GG56G6WKD,FF43企鵝冰屋,13,4540,26900000,4,9,3,7,6,6,6,7,48,35
JVAW467KM,NEKO,X1X2GPPA1,個人,0,4541,26899700,5,1,1,1,2,1,4,5,20,11
5WV29SIX9,ノエル,AND13836G,乙宗梢親衛隊,1,4542,26899600,1,2,3,1,1,1,4,9,22,9
TQA69D4WC,とべわき,YUBB47UXH,ソロプレイヤー,12,4543,26898150,4,1,1,2,4,4,4,5,25,16
USYD1MLTV,yukina,JTX1G19BP,さやかほ癒し会,13,4544,26898000,7,7,6,6,6,6,6,9,53,38
ONBYD0CIZ,かわいぺんぎん,BW38LDPRF,蓮浦の星空,11,4545,26897950,7,2,4,1,3,4,4,7,32,21
M6THEU0T1,クロレラ,04D5UV5XN,汚れてゆく花びら,15,4546,26895400,10,8,8,7,7,7,6,10,63,47
6CLFL7K9B,みんちゃ,0WW0K5XEX,くりあろーたす,1,4547,26895350,4,1,1,1,1,1,8,6,23,9
P6RXX9UPC,きれいあ,FH7G62PKW,月火水木金土日,6,4548,26893350,5,4,2,1,1,4,4,7,28,17
OQ0CB3XWK,うざむん,V7768X8AC,せーので！,2,4549,26891200,7,4,4,5,4,9,5,8,46,33
JYGPGYUOD,じっぷ,0DT3GEJ6C,BBF 金沢支社,1,4550,26891000,5,4,1,1,1,1,4,5,22,13
2K55R3MK8,小唯,AGJ215YND,蓮の空中國分校,0,4551,26889700,9,5,5,5,5,5,5,5,44,34
53KI0OR42,あんちゃん,229LK38CW,ライブグランプリ,15,4552,26887500,10,1,1,2,4,1,7,9,35,19
RHAMR1347,マユ,Y6JNPC60C,綴理メイト,7,4553,26886900,6,3,4,4,4,3,4,8,36,24
IOMJ6J49H,天城のるあ,9DKR4Y2CJ,蓮ノ空老人会,9,4554,26886100,8,8,5,6,7,7,4,6,51,41
AGNY1A44A,へなちょこ,394UG5LNY,行ってらっしゃい,2,4555,26882300,4,1,1,10,1,1,4,5,27,18
AFAVWBTDB,Eustia,PULJ8VCHJ,蓮ノ空を推す会,0,4556,26882150,4,1,1,1,1,1,4,5,18,9
UAFFAPBAE,おはよは,HKETDDCK6,ぼっちざ蓮!!,4,4557,26881900,5,1,1,4,1,4,1,4,21,16
09BGMNTAR,狼,MVMP6NNXD,空き時間らくがき,0,4558,26880800,1,1,1,1,3,3,4,5,19,10
MVDB0451D,和三盆,PH0YEPJD8,蓮ノ空北國金沢校,1,4558,26880800,6,4,5,7,4,4,5,6,41,30
YVRVWZL1C,深緋保護区,BUKPFCJCY,TTMC蓮ノ空班,0,4560,26880645,4,2,1,1,1,2,4,5,20,11
YWXLZFP6H,スカーレット,88DJ300PJ,めぐ党 • 永遠,3,4561,26880200,5,1,1,1,1,1,1,5,16,10
2XTM6NL82,12345678,KGF0L576E,サークル,12,4562,26878700,6,4,1,1,2,4,7,9,34,18
0FDYE6D3L,なんだ！？,E7UBFLW56,同好会の同好会,2,4563,26878200,7,1,4,4,1,1,4,5,27,18
BD0XAW2F2,ゆうびっと,998H940YN,お嬢様筋トレ部,4,4564,26877715,5,4,1,1,4,4,4,6,29,19
DNAOA014D,ミナト,07JW71HWG,良いチケで観よう,4,4565,26877350,9,1,1,3,1,4,3,5,27,19
2K0NDWTNK,ひよ,GVT61ATX0,なのだけれど,12,4566,26877050,5,5,5,5,5,5,5,8,43,30
ORYOJADD6,じん,8M6UDX260,ぽけもん好き,2,4567,26874800,4,4,1,1,4,1,1,4,20,15
