player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级,104季度等级
D0RVYCT5J,mono,9WDMCJNFX,雨と風と太陽と,12,1,35470000,10,10,10,10,10,10,10,10,80,60
L8VJOGDKM,まる,9WDMCJNFX,雨と風と太陽と,15,2,35125000,10,10,10,10,10,10,10,10,80,60
JVDRVFFBP,たなばた野郎,9WDMCJNFX,雨と風と太陽と,15,3,34950000,10,10,10,10,10,10,10,10,80,60
6NJM4GUG6,Sea,M5LHG6R4T,村村動物園,9,4,34915000,10,10,10,10,10,10,10,10,80,60
HVA8EZJWM,鍋,9WDMCJNFX,雨と風と太陽と,15,5,34810000,10,10,10,10,10,10,10,10,80,60
ME00V6X4B,オラトニス,M5LHG6R4T,村村動物園,15,6,34395000,10,10,10,10,10,10,10,10,80,60
R3YC2XYYZ,秋,9WDMCJNFX,雨と風と太陽と,15,7,34345000,10,10,10,10,10,10,10,10,80,60
A172AA7DD,にしん,9WDMCJNFX,雨と風と太陽と,9,8,34305000,10,10,10,10,10,10,10,10,80,60
8EB0GXWX1,みむ。,EYN9H9N16,蓮すきすきクラブ,4,9,34265000,10,10,10,10,10,10,10,10,80,60
CAH984HAW,be proud,M5LHG6R4T,村村動物園,15,10,34215000,10,10,10,10,10,10,10,10,80,60
UA5OC8495,zth,9WDMCJNFX,雨と風と太陽と,15,11,34160000,10,10,10,10,10,10,10,10,80,60
7604CH5KV,hiro,M5LHG6R4T,村村動物園,15,12,34105000,10,10,10,10,10,10,10,10,80,60
8XP3JM3HY,ハヤシモリ,M5LHG6R4T,村村動物園,13,13,34055000,10,10,10,10,10,10,10,10,80,60
GRN5C49P3,えーるん,9WDMCJNFX,雨と風と太陽と,15,14,34040000,10,10,10,10,10,10,10,10,80,60
HU55NKXPK,Rsハウスネイル,9WDMCJNFX,雨と風と太陽と,15,15,33935000,10,10,10,10,10,10,10,10,80,60
ZYAP6N76H,ぬわーら,9WDMCJNFX,雨と風と太陽と,15,16,33900000,10,10,10,10,10,10,10,10,80,60
