player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,A分数,A rank,B分数,B rank,C分数,C rank,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级,104季度等级
RWH0AWGU6,鳥月,Y2P9LABR2,スクステ同好会③,0,3492,12003500,138235551942953.0,2172.0,82251207660182.0,3209.0,251339835719398.0,2891.0,10,10,10,10,10,10,10,10,80,60
0SMA2YI5A,Forteen,3PPKGW6KV,リンクス同好会,5,3493,12002650,53129631628182.0,3477.0,114270233089212.0,2669.0,293319222146524.0,2515.0,10,10,10,10,10,8,8,10,76,58
5EM9A70TY,ダーヤマ,85D411XNB,蓮っ子の集い,4,3494,12001600,69934731861052.0,3083.0,58964371513654.0,3678.0,,,6,8,8,5,7,1,2,2,39,35
ODWXELYOX,邑楽(おうら),4WWM4VVDK,蓮ノ空遊戯開発部,15,3495,12000331,56457352685613.0,3378.0,101743148301152.0,2886.0,196628235472336.0,3491.0,10,10,10,9,9,9,8,10,75,57
D2YRHXX88,ユキ,YL2ELYC4U,さや…好きだよ…,0,3496,11999650,41609164929073.0,3802.0,112143231091795.0,2702.0,201461391696898.0,3430.0,5,9,9,1,8,8,8,4,52,40
NE4A3G1Y3,真田みかん,YFADYJVW4,FPS好きクラブ,4,3497,11999550,,,,,,,7,10,9,9,9,6,8,9,67,50
W413KCJ21,花宮ももこ,W3F0URUJC,梢先輩応援団,5,3498,11992450,65451183877077.0,3174.0,85389279129397.0,3152.0,178557286656005.0,3715.0,10,10,7,6,7,4,2,8,54,44
LDAK66P9A,ミケ,K8C99H42D,ルリと喜ド！愛楽,1,3499,11991000,50121409177038.0,3574.0,86567307763821.0,3134.0,236664549273180.0,3047.0,9,10,10,9,10,9,9,10,76,57
IPKWA6ZPC,稲川淳二,0B8RTHY4D,のんびり屋さん,0,3500,11986275,111301657756293.0,2444.0,71588469147861.0,3413.0,219571398113568.0,3220.0,9,10,10,6,10,9,9,10,73,54
A27URGDWD,マダオ,V4A5MP41E,徒町チャレンジ！,15,3501,11982368,94122197876760.0,2654.0,28112155073624.0,4591.0,229861893229212.0,3110.0,9,8,9,6,6,8,6,5,57,46
JX41CPFEV,美晴,N3YMU1HNU,サークル名を入力,1,3502,11976300,81061411466315.0,2849.0,60575314923964.0,3637.0,197033002982547.0,3484.0,6,10,10,8,10,10,8,8,70,54
KSZHG80JF,かわ,HYW8FP2GR,ちゅけ会,8,3503,11968200,43926074815202.0,3741.0,100292716792369.0,2908.0,161764390232633.0,3942.0,10,10,10,9,9,9,9,9,75,57
L06R595XE,まぁと,07JW71HWG,良いチケで観よう,12,3504,11960700,59077115530336.0,3310.0,95319180686606.0,3001.0,165075868092033.0,3904.0,9,10,10,7,10,6,9,8,69,52
C88CRM1AT,manaca,8MDA3A0AK,イベント用,0,3505,11956456,70066632797292.0,3079.0,54381356304424.0,3784.0,262349400649284.0,2795.0,10,10,10,1,8,6,8,9,62,45
PJNJH16H7,Ko-ki,5JA9K5FAK,オタサーの姫芽,15,3506,11954350,40395132539583.0,3834.0,46639691133080.0,3994.0,300040949857812.0,2450.0,10,10,10,10,10,10,10,10,80,60
2FM79ACN8,弟子,R9T0YKDW8,かちまち応援隊,3,3507,11952775,66528235704123.0,3145.0,51086711240692.0,3867.0,192286580049686.0,3538.0,4,9,8,9,5,5,6,8,54,40
PCCKUKYT9,ざくろ,GYG7B5R36,幼馴染同好会,3,3508,11951060,101254779819169.0,2567.0,92379609226465.0,3039.0,164313804777249.0,3914.0,10,10,10,9,10,9,9,9,76,58
G94P2P1DG,水曜日のさばかん,VXF8P7NDC,どんぐり。,6,3509,11949900,49310801792888.0,3596.0,88193364270499.0,3103.0,215117477113910.0,3273.0,6,8,9,7,7,7,6,8,58,44
638EZ84CK,ふれじゅ,6045Y2RW7,ポチっと！蓮ノ空,12,3510,11949300,66987227652728.0,3135.0,72560055446623.0,3394.0,252866724449146.0,2879.0,8,10,10,8,10,7,9,9,71,53
E4MGTFKW1,かの,K8C99H42D,ルリと喜ド！愛楽,5,3511,11948343,123708291422973.0,2315.0,198065846383033.0,1651.0,347666777628862.0,2057.0,10,10,10,10,10,10,10,10,80,60
7RBKF4QTD,fatzhi,PUJ0ERCMW,蓮ノ空倶楽部,3,3512,11935300,52459847415923.0,3498.0,57694177259895.0,3712.0,240818059694316.0,2997.0,8,10,8,7,9,8,5,9,64,50
AG1N2F2G1,ヨクバリ人間,F8MLHU2NV,乙宗梢様､､､,10,3513,11931600,26507679431830.0,4360.0,99643841405133.0,2923.0,238036297311174.0,3035.0,5,10,8,4,7,8,1,5,48,42
O8V23808Y,himawari,NGMU0511T,無言のお茶会,4,3514,11929525,57354553703575.0,3353.0,76842176224758.0,3313.0,188970365477836.0,3582.0,6,7,9,7,9,5,6,10,59,43
CYBUV425R,フル,AE3L01V24,LOVE蓮ノ空,4,3515,11928000,59837609897699.0,3286.0,89803813128871.0,3077.0,132731379803036.0,4327.0,9,10,10,10,10,2,6,10,67,51
Z7SWHY5XH,T–Mikan,4BU2PJLC1,Sky,12,3516,11926975,75680883894471.0,2955.0,36142049830855.0,4326.0,198378111357816.0,3470.0,9,8,8,9,10,10,10,10,74,54
1AD82Y7WB,Coddy,5W8RPRVUA,ド！ド！泥！,2,3517,11924875,51084716093573.0,3545.0,47906364548093.0,3952.0,221051598877854.0,3200.0,4,8,5,7,8,4,5,4,45,36
VEM7KEV0Y,ここじゃない,XLBU65J86,花の壁飾りクラブ,0,3518,11923000,92383394907179.0,2675.0,61241578798361.0,3622.0,173221229484541.0,3791.0,10,10,7,6,9,6,7,8,63,48
XKOKX10FE,かいてんはくしゅ,MTBP3B4GM,ふらわーすきすき,5,3519,11919300,,,,,,,7,10,7,8,9,8,9,10,68,49
SU704Y57D,ShiP3,HPTHY23VR,蓮ノ空文芸部,9,3520,11914000,97829994968998.0,2604.0,95907993708169.0,2991.0,103829300544237.0,4752.0,4,8,7,9,10,8,8,9,63,46
J6K83E5J5,さけはる,D7H8MN2U4,LLD,4,3521,11912570,25945644267778.0,4391.0,126706931887.0,8113.0,211359765030526.0,3318.0,10,10,10,10,10,9,10,10,79,59
D49EAEA5N,あすら,RAP9FVR3B,あばうといち,3,3522,11901900,37898113842455.0,3901.0,76941398704862.0,3312.0,201718011667614.0,3428.0,6,9,7,5,9,4,8,9,57,40
MRW5T3JVN,ルイ,HMBW9DXY2,蓮好き皆あつまれ,12,3523,11900200,42336860159415.0,3774.0,73451808351571.0,3378.0,186742715687531.0,3612.0,8,10,10,10,9,9,7,9,72,56
3SUPO7DJK,天王寺渚,6BFC4G5YG,蓮ノ空足湯同好会,0,3524,11882400,54138021786888.0,3431.0,104339668593315.0,2846.0,177416175155861.0,3733.0,8,10,9,9,9,10,9,10,74,55
T3NCHMRHP,TG,R083H7WRN,サークル無言,5,3525,11879400,50327614226203.0,3570.0,56515196840286.0,3740.0,248668976869327.0,2917.0,4,10,6,8,6,6,6,7,53,40
MZIDN029U,みらくる,PPAHU1TNY,蓮ノ空のんびり部,3,3526,11874718,,,,,,,6,10,7,6,9,9,9,8,64,47
K9LJ8MBBA,りすこん,9VVUHVLTK,はすのひよこ,3,3527,11867700,70577676225837.0,3067.0,81328835123238.0,3227.0,136412809639454.0,4281.0,7,9,7,9,9,7,7,10,65,48
9VVKLTE0B,桜の恋歌,KXU941RFJ,梢先輩おめでとう,12,3528,11867400,28678198434644.0,4260.0,106225745018368.0,2815.0,213570095171810.0,3292.0,6,7,7,10,9,9,8,10,66,48
KV8OEFAVO,ほののん,BT22M41DV,梢花帆吟子同好会,10,3529,11867250,30788826852532.0,4164.0,97979660351425.0,2955.0,202361635489010.0,3419.0,10,10,10,6,8,5,7,8,64,49
7J6C9ISNR,つくし,D7H8MN2U4,LLD,0,3530,11867000,44674605305636.0,3717.0,114369664304415.0,2668.0,205516056162201.0,3383.0,6,8,8,7,7,4,7,8,55,40
I0E2WJN90,ドン・ガンビーノ,EKACCPWWB,タフノ空学院,3,3531,11862000,50470116274255.0,3563.0,64492563927545.0,3543.0,256625380856592.0,2849.0,10,10,10,8,10,9,9,9,75,57
DRGR53P7W,陽,4RY75CKM4,LLすこ部　メ募,0,3532,11861650,32032350344513.0,4121.0,62927075505347.0,3581.0,286010480853342.0,2586.0,10,10,8,10,6,9,7,10,70,53
T12C5H4EH,お_,Y2R7E79U3,カワウソ同好会,8,3533,11857906,552296057325.0,7591.0,69530595572.0,8359.0,376985643573605.0,1830.0,10,10,10,8,10,8,10,10,76,56
HXFUGNRBB,とりがら,13GY0NAD4,にこたまぱーく,0,3534,11857075,19927226170778.0,4698.0,22482872379621.0,4791.0,198667407923839.0,3466.0,7,10,7,9,9,7,10,10,69,49
YGGMGH33C,Alice,PDMPF3VVV,r/LL,0,3535,11856380,44053541482794.0,3736.0,903623989.0,10815.0,231685644824503.0,3095.0,8,10,10,7,9,7,8,8,67,51
1PAP1H6LD,ろさ,1VPK1PKFW,すりすりの森,3,3536,11856000,59893696843990.0,3284.0,100515110504555.0,2902.0,127802243017248.0,4408.0,9,10,10,6,8,6,7,9,65,49
RPH0HJPHH,はろめぐ,X7C21B7H7,泥,2,3537,11854025,59585929370282.0,3293.0,102366338962299.0,2873.0,184872431254434.0,3636.0,5,5,6,4,7,7,8,8,50,34
NX28EZ0CO,えもいまっちゃや,GYG7B5R36,幼馴染同好会,0,3538,11849100,101516547462537.0,2563.0,90765975008226.0,3065.0,99505560257128.0,4821.0,8,9,9,9,8,7,5,2,57,50
O8R6M8UP4,たけうま,ABU58EVJ2,Quatuor,11,3539,11839300,24489426344619.0,4451.0,78285315161287.0,3286.0,245587425575968.0,2952.0,10,10,10,10,10,10,10,10,80,60
EPKW3LP7Y,おにまほ,05KN1RR3U,さやかほ花卉園,0,3540,11837700,70284597798462.0,3076.0,92541004454692.0,3036.0,221140424152976.0,3198.0,4,9,7,4,7,5,6,5,47,36
CVAZ525CV,柊園ノ使徒,MG2RMMN2B,欲にまみれた梢,2,3541,11836600,68975559330695.0,3100.0,56434161613747.0,3743.0,189335283529004.0,3574.0,7,9,7,6,7,5,7,8,56,41
X29MANB8M,又梢錢,YFADYJVW4,FPS好きクラブ,3,3542,11832300,26666894959835.0,4354.0,98513756061885.0,2942.0,206086753495119.0,3375.0,9,10,10,5,9,5,7,9,64,48
4ZRPIW1AP,たると,9YG7C0VM7,綴理と無言で昼寝,10,3543,11829025,42683342483533.0,3765.0,71965358355522.0,3410.0,222280601908863.0,3185.0,8,9,8,8,9,8,9,9,68,50
JVJ0NE0YL,空,KGDNX3EF3,ENcircle,3,3544,11826425,45146798420479.0,3704.0,65642365434755.0,3519.0,266992771922370.0,2752.0,9,10,9,8,10,8,8,9,71,54
6UPER4EDF,ハリ,X87KNX4N3,蓮ノ流星群,15,3545,11822925,42199005295977.0,3778.0,92468687395334.0,3038.0,154960505610736.0,4043.0,10,10,10,10,10,10,10,10,80,60
MPAR46VH7,asuda,EAY5EM96N,眩耀夜行好き好き,1,3546,11818500,33351208158758.0,4076.0,59292371050385.0,3669.0,239227352831898.0,3019.0,10,10,10,10,10,10,10,10,80,60
YHD79D8A4,白い勲章,998H940YN,お嬢様筋トレ部,9,3547,11799775,95429364288451.0,2636.0,103387559928951.0,2855.0,175011145462383.0,3766.0,7,10,10,8,8,6,9,9,67,49
0F7MEF8A4,Yosuke,HK0E91U71,放課後写真部,12,3548,11798112,46000385379269.0,3692.0,42696659779534.0,4121.0,91389374338673.0,4967.0,10,10,10,10,10,10,10,10,80,60
C7FEF3635,神城,JDAG79TG7,百合ノ空観察部,3,3549,11791950,74561254663094.0,2979.0,36393661196147.0,4319.0,312912216188321.0,2362.0,8,8,10,10,7,8,8,9,68,51
S19ANJ1G5,マッギョピー,J7N4W6Y1K,こずミックラブ♡,4,3550,11778875,59648940024594.0,3292.0,68111156441884.0,3480.0,209073528873143.0,3345.0,10,10,10,9,8,8,8,10,73,55
5J13HUBRA,まっくす,535L2H3JU,Lotus329,0,3551,11771400,48298817844155.0,3616.0,62857385026543.0,3586.0,188018035818769.0,3594.0,8,10,10,7,10,7,8,10,70,52
15929XP5Z,とかまく,L1VGJTD5P,蓮ノ空お茶会部,9,3552,11770500,37626717445322.0,3908.0,104481281380110.0,2843.0,181435218624948.0,3677.0,8,10,9,9,8,7,7,8,66,51
NH5EAYUVP,かもめ,V8PE7XEWX,松任工場を偲ぶ会,0,3553,11758174,106570527411703.0,2491.0,57217708408505.0,3722.0,210983272017491.0,3321.0,10,10,10,8,10,10,7,10,75,58
7A7T4RKAP,草色,424NLTEE8,無言な異次元部屋,2,3554,11754025,37561141876068.0,3912.0,76735975304188.0,3315.0,238605313650179.0,3029.0,8,10,9,7,9,7,8,9,67,50
9GELNVWFN,まゆ,V6DV6KETG,梢好き好きクラブ,2,3555,11744400,120733689378370.0,2341.0,95115354635371.0,3005.0,160065894427389.0,3967.0,10,10,10,10,9,8,10,10,77,57
AU5QG1UFD,バサラ,WX1DYC9Y1,ラナンキュラス,7,3556,11738025,143213033571104.0,2113.0,,,,,3,8,6,6,7,5,8,8,51,35
7UMK0KGXV,この手お,05KN1RR3U,さやかほ花卉園,4,3557,11731375,78659112384316.0,2899.0,27817414846402.0,4603.0,214243582735741.0,3285.0,8,9,8,6,10,5,7,10,63,46
WJP7GPH5L,musiq,7R8NKPAB1,花帆推し倶楽部,4,3558,11722850,,,,,,,10,10,10,10,10,10,10,10,80,60
CP343090G,レトクロ,88DJ300PJ,めぐ党 • 永遠,7,3559,11719475,29517347942751.0,4221.0,38882800741068.0,4235.0,367836411023465.0,1883.0,8,10,9,8,9,7,10,10,71,51
9XAYMC4D1,あずさはち,AH27N260E,百生信託銀行,0,3560,11718550,118928213486908.0,2359.0,209744378439423.0,1545.0,656340674493.0,8546.0,10,10,10,10,10,10,10,10,80,60
1B0D7OE6J,AN,N2KCENRKH,猫＆旅大好き部,8,3561,11714100,63775351144955.0,3201.0,57257921945622.0,3721.0,233981399512325.0,3076.0,9,10,9,7,8,7,9,10,69,50
3W6393R8A,ジャック,Y6JNPC60C,綴理メイト,13,3562,11713350,67656113459847.0,3125.0,68454096165147.0,3474.0,66542753533026.0,5412.0,10,10,10,9,10,5,8,10,72,54
K6KC83A9N,りゅうのあ。,378N79BKU,蓮ノ空至上主義！,2,3563,11709300,49652882980192.0,3584.0,69285662310532.0,3451.0,214507906682673.0,3283.0,7,9,8,8,8,5,8,9,62,45
95WRMY7XW,そし,9FF5JBNDF,めぐすきクラブ,1,3564,11707350,202553034791480.0,1662.0,76136305455191.0,3327.0,88607856575725.0,5015.0,9,10,10,4,10,6,7,10,66,49
MJP5M1594,くっま２号,48GTYR1VB,ハラショー！,13,3565,11706212,5301101999562.0,5871.0,139580649495.0,8064.0,13765473084755.0,6784.0,7,10,9,10,9,7,10,10,72,52
0RM54EH65,empress,D7H8MN2U4,LLD,2,3566,11684400,37569077512849.0,3911.0,121106306290353.0,2570.0,206998877575474.0,3363.0,7,10,10,7,10,8,8,9,69,52
CAX9XGU98,三枝このは,JVUNVCT8P,梢先輩のASMR,7,3567,11683725,55431408552254.0,3394.0,70163096368031.0,3438.0,239251059413242.0,3017.0,10,10,10,9,10,10,10,10,79,59
XDLCMV6KN,伊達真,J7N4W6Y1K,こずミックラブ♡,12,3568,11683500,60980301067950.0,3266.0,80139104131484.0,3246.0,246618319240937.0,2940.0,4,7,9,9,9,7,7,9,61,45
7FNCJDNRY,みゅね,NK05UMLWW,かけ込み寺クラブ,0,3569,11682000,65089240402749.0,3181.0,102214149728780.0,2875.0,163110880708293.0,3924.0,10,10,7,6,10,7,4,8,62,50
UVVMPCE4P,ham,FH7G62PKW,月火水木金土日,6,3570,11676675,10412260334820.0,5340.0,2729965766636.0,6196.0,30745229500558.0,6221.0,5,9,10,7,9,8,8,10,66,48
F6D460XUF,空蝉,865UE9UC6,蓮ノ空うどん部,0,3571,11676327,28652143161020.0,4261.0,73494109116826.0,3376.0,248681115794352.0,2916.0,10,10,10,10,10,10,10,10,80,60
0GKU2UV3W,てゃん,2K5AM4RV0,とろぺりです,13,3572,11675400,34920971329587.0,4010.0,44701081121427.0,4061.0,295291922018106.0,2503.0,4,10,6,9,10,7,8,9,63,46
R258NV5D6,シノ,H0DV3JJGA,かほさやてぇてぇ,7,3573,11673975,60626885456850.0,3270.0,88237874942667.0,3101.0,260999640378079.0,2811.0,9,10,10,9,10,7,5,10,70,55
6U6Y02F3F,ハープスター,FVJABCVP3,瑞蓮ラボ,1,3574,11673550,11064382451745.0,5301.0,106840479662677.0,2806.0,213376738058417.0,3295.0,10,10,10,4,10,7,2,10,63,51
DAA0K4TXM,「54」,LX25CP0TG,深夜の芋煮処,3,3575,11671325,129502965794031.0,2268.0,42917464361034.0,4111.0,175824325055698.0,3758.0,7,9,6,7,10,5,7,10,61,44
DEVXF85NM,774,06MWMBB26,ミステリサークル,1,3576,11667600,20837410683235.0,4644.0,46854370655868.0,3987.0,250399012538576.0,2899.0,7,10,8,8,8,7,8,6,62,48
5PWF38X87,背番号33,PPAHU1TNY,蓮ノ空のんびり部,5,3577,11662500,58685045895014.0,3319.0,60502245789025.0,3641.0,238457154165804.0,3032.0,8,10,7,8,7,5,7,8,60,45
VBWGAU5WY,いっぽー,R1RM3X0WV,後方腕組みオタク,0,3578,11659800,2079170966.0,10559.0,13782761719.0,8956.0,8064177696.0,10647.0,9,9,8,7,7,1,1,8,50,41
L0PV7RXF7,ほんだ,UCF93JAPM,スワンプマン,7,3579,11656000,45564075899303.0,3699.0,65608966392721.0,3520.0,318709951554830.0,2297.0,10,10,10,9,10,8,10,10,77,57
7RP2F5JT9,Linz,AAHB7C276,HaCordVN,13,3580,11649075,59163471419040.0,3306.0,749489131590.0,7046.0,,,9,10,9,9,10,7,9,10,73,54
5LK34EYHL,カク,7B0W0EWVA,ソロの為の避難所,0,3581,11648825,55149707909189.0,3402.0,108266728410832.0,2777.0,207261179107047.0,3360.0,6,9,8,6,8,4,7,8,56,41
B9DWARWMT,あ,AKF49TD3T,なんか,7,3582,11647500,49580231033483.0,3586.0,65138163958327.0,3527.0,256827204969960.0,2846.0,9,9,9,8,10,8,8,10,71,53
BGNPR0YM2,マッキー,M6UPWJ6DU,蓮結ぶ虹と星の音,3,3583,11641200,24622826562124.0,4441.0,58691764894853.0,3687.0,238869730447318.0,3026.0,7,8,8,7,9,5,8,10,62,44
5HG6RMM1K,ちゃうさ,1D7T2UXC2,無言でのんびり,2,3584,11634900,44574233787240.0,3722.0,83398200805364.0,3187.0,196919875707331.0,3487.0,7,8,6,7,8,7,7,8,58,43
HVZQZHLCK,ようか,5DT38JWAK,麦穂動物園,13,3585,11634300,59263929723021.0,3304.0,99909264665112.0,2914.0,189205912081406.0,3576.0,10,10,10,8,10,10,10,10,78,58
9DM7CC80B,pokki,K44BC8GLR,ことりのダイヤ,1,3586,11630900,1722904229263.0,6676.0,22242989078.0,8759.0,89032164654328.0,5010.0,6,10,7,8,8,6,8,9,62,45
17AC8U9H7,めぐる,VLY5JDKCV,新規なのだけれど,4,3587,11623600,121019881869873.0,2335.0,79543460406067.0,3263.0,110628632796954.0,4659.0,5,9,10,7,10,7,7,10,65,48
RWJTSAQK0,すたぁ西木野,2JK7E4115,ラ！推し,1,3588,11623043,,,,,,,10,10,10,10,10,10,10,10,80,60
4417MC5BF,ローカルサウンド,HWJ8XPW0T,箱推しなのだけど,7,3589,11622525,,,,,,,10,10,10,10,10,10,10,10,80,60
AADRR31X2,Let's,M206VENTF,蓮紺の会,0,3590,11619000,61644550916316.0,3247.0,52049435629191.0,3848.0,245622104010430.0,2951.0,8,10,10,7,9,5,2,6,57,49
6D0P7IPF9,aki,0YLUK30K6,蓮っコの集い,12,3591,11618725,52676225861350.0,3490.0,110469346827176.0,2734.0,193512195852973.0,3523.0,5,7,6,7,8,6,7,10,56,39
R9ARJEJDH,あちょ,573J1JVVK,かほかほ,1,3592,11613625,53361295918288.0,3466.0,68850239152687.0,3464.0,213854213385841.0,3290.0,9,10,9,9,10,7,6,8,68,54
5FUZHUWG4,ASBN,J0N1E3Y09,月火水木金土日,1,3593,11612600,103072927271359.0,2543.0,117075404354368.0,2626.0,95890296448399.0,4884.0,5,10,10,8,8,7,1,9,58,48
HPGXU5TQI,ファンカー,CXG25026E,泥のみんなS,12,3594,11610600,62585738121711.0,3226.0,72363652616740.0,3400.0,132288888317427.0,4332.0,9,9,9,9,9,9,8,10,72,54
WTGR940GN,ちぇっき,X34LWGL6R,サークル2,9,3595,11605050,48103130363478.0,3623.0,58168442811951.0,3700.0,303254782031216.0,2432.0,9,10,9,10,9,4,4,7,62,51
E58TCOAQF,乙宗さやか,HBUK6F7CC,乙宗梢なりきり部,15,3596,11598600,,,,,,,5,10,6,5,10,8,9,10,63,44
DBDPJ38BG,かののん,KHE3R0EE7,チーム本屋,2,3597,11573775,85988520454438.0,2772.0,86093846991456.0,3137.0,,,10,10,10,4,10,8,9,10,71,52
611L8CKNB,みとみと,VP0K6KF0K,蓮ノ空大好き!!,15,3598,11571925,28507056832626.0,4266.0,47047325013748.0,3980.0,276728392216749.0,2668.0,10,10,10,10,10,10,10,10,80,60
Y8NX2CHGM,らっとん,0NLHKATWL,生きてるだけ偉い,0,3599,11571100,116142782827058.0,2393.0,23901161196998.0,4736.0,239333144319915.0,3015.0,10,10,10,8,9,8,8,10,73,55
P24FYZ5SZ,まち,4RY75CKM4,LLすこ部　メ募,12,3600,11564700,47583947603724.0,3641.0,60721161029461.0,3633.0,198805398499824.0,3461.0,8,8,8,7,9,7,5,6,58,47
DZI854CGZ,誾月,WX1DYC9Y1,ラナンキュラス,4,3601,11563800,,,,,,,9,10,8,2,4,3,2,9,47,36
7XKBRR0ME,Kaho,JKAYY0KXL,自由！開心！,0,3602,11563200,25630766471510.0,4405.0,83892353015658.0,3177.0,195803241007465.0,3500.0,7,10,7,7,10,5,8,9,63,46
00EXDETRT,ウヤ,G0WRCNRWK,県立沢庵図書館,6,3603,11556600,46968197891769.0,3660.0,68123707735369.0,3478.0,251395103913277.0,2890.0,10,10,10,10,10,8,7,10,75,58
UAFTR920R,maho,YNR28303K,りんくらぶ,0,3604,11549800,62190784228180.0,3233.0,86994342082128.0,3123.0,165476667719872.0,3897.0,10,10,9,10,10,5,4,9,67,54
UY440ZNJ2,ＫＫ,N94LEWF2D,無言よわよわの会,8,3605,11544400,47788041069634.0,3633.0,74488071786639.0,3359.0,187344246494524.0,3603.0,10,10,10,10,10,10,10,10,80,60
U9X9YER23,みえる,FE282F3VH,天悶部,0,3606,11542000,53294411772441.0,3468.0,74582285163259.0,3357.0,192068019960692.0,3542.0,7,9,8,7,7,7,7,8,60,45
9X0V760V1,あずにゃん王子,4FXPC55PY,PPIHクラブ,8,3607,11535775,26950670311811.0,4336.0,37242969919588.0,4290.0,300337341047838.0,2448.0,10,10,10,9,10,9,9,10,77,58
FPF0WNKJ1,KubiAwei,D7UA5ER1E,UR報酬欲しい！,6,3608,11535325,54390437368596.0,3425.0,70205628889096.0,3436.0,177357349090397.0,3736.0,10,10,10,7,9,6,7,9,68,52
D85NWAC8A,ぬまし,AXG81GPMP,蓮ノ空マタギ部,7,3609,11531700,88249962258276.0,2745.0,44152982729933.0,4070.0,218326350847641.0,3236.0,8,7,6,7,1,8,5,9,51,37
8M0YM2D1H,213,7R8NKPAB1,花帆推し倶楽部,6,3610,11531450,117818402191786.0,2375.0,68099299378386.0,3481.0,167390798993937.0,3878.0,7,10,10,9,10,8,8,10,72,54
J4NZI8Y0P,Ｌｕｃｋｙ。Ｊ,PXPPLWXF0,ラッキーＫ,1,3611,11530800,72194376719044.0,3028.0,111626801352286.0,2716.0,121882043950303.0,4491.0,7,8,8,6,7,7,7,8,58,43
RUQ7CS2R1,知的な学院生*゜,35JCHXLTV,yumo,5,3612,11530275,74283063117725.0,2984.0,29483039525851.0,4549.0,236931766537412.0,3045.0,7,9,9,7,8,8,8,9,65,48
0CTRLY6DH,A,WJGWLM56V,ぎるてぃぱーく,6,3613,11529025,,,,,,,8,9,8,5,7,8,8,8,61,45
UI4395BTN,からくさ,G0WK9025W,ああああああああ,9,3614,11525400,68048205106647.0,3121.0,59754025453934.0,3658.0,156420443786725.0,4021.0,10,10,10,7,10,7,8,10,72,54
1YUQCD17W,万能試験紙,4XRHRYDW4,無言でエンジョイ,9,3615,11522975,35190865129171.0,4001.0,119128052553920.0,2601.0,229634678476537.0,3115.0,6,8,10,10,10,9,10,10,73,53
ZEHM6516A,ウトゥンドゥ,998H940YN,お嬢様筋トレ部,13,3616,11519875,88918829682503.0,2731.0,42788055783408.0,4117.0,129744158635592.0,4373.0,10,10,10,10,10,10,10,10,80,60
2KWFKGUSL,しっこく,YXKR0GGM4,蓮ノ空好き好き,4,3617,11516100,62181147603404.0,3234.0,61430408192769.0,3618.0,189831175849482.0,3563.0,2,9,8,9,8,6,7,8,57,42
UC14L7DPW,たかみん,R9TC4WP0R,月夜見くらぶ＾～,15,3618,11511125,1635360620186.0,6733.0,80208015968605.0,3244.0,264711553265397.0,2769.0,10,10,10,8,9,9,10,10,76,56
F8DVRWFBE,ｙｕｕ,7LMARTXVN,ご飯特盛肉蟹付き,8,3619,11506400,41897371805191.0,3791.0,69304478190680.0,3450.0,204374155208491.0,3397.0,10,10,10,7,9,8,7,8,69,54
TKN4K5KDJ,cosmos,M49MMBK4F,スリーズパーク,4,3620,11503425,45975316282573.0,3693.0,71919914861072.0,3411.0,214031495790604.0,3288.0,9,10,9,5,10,6,8,9,66,49
X65BAL5W4,Shiro,E7UBFLW56,同好会の同好会,2,3621,11498050,97176016811240.0,2616.0,90974165274382.0,3060.0,134685231713461.0,4307.0,8,10,8,8,10,10,8,10,72,54
W7EKV8YWG,激しく栃木,KXB93FVTR,フラワーガーデン,0,3622,11496000,49845209811077.0,3581.0,84177756806898.0,3172.0,171622621790453.0,3818.0,10,10,10,9,10,5,9,9,72,54
PAJWEEFBW,イワーク,73N4AB3LR,かほ子のイオン,11,3623,11494875,47817665178072.0,3632.0,108121607141495.0,2778.0,265786303356043.0,2761.0,10,10,10,9,10,10,10,10,79,59
XLTPT533F,とーゆ,L3NN1RWMY,アポロベイ海賊団,7,3624,11490250,30683079054866.0,4170.0,51912870768502.0,3851.0,207658216120859.0,3356.0,10,10,10,9,10,9,10,10,78,58
DF01TB95N,紅毛のペンギン,HBK6KCRPP,無言でおけ,12,3625,11488450,53794268789728.0,3444.0,73211042502479.0,3384.0,205922680811935.0,3379.0,8,10,10,8,9,7,9,9,70,52
2GCJ1MWUF,えだまめ,P3T2T39HF,新川地区ノ空,2,3626,11483925,569021324109.0,7571.0,44546257306.0,8535.0,238997033549949.0,3022.0,7,9,7,8,10,5,7,10,63,46
NDPT2LCHN,青汁,5WUDLMWEP,蓮ノ空は明日ノ空,8,3627,11483426,8530585596472.0,5511.0,261793911085.0,7736.0,332227394179301.0,2191.0,10,10,10,8,8,9,9,9,73,55
MYP1BFM9U,むっく,NK17PY5LW,のんびり,3,3628,11482175,113102121635712.0,2426.0,61078753069720.0,3625.0,226074620240286.0,3148.0,10,10,10,10,10,10,10,10,80,60
E38GG76NH,とと丸,4XRHRYDW4,無言でエンジョイ,0,3629,11481300,39529833779944.0,3857.0,79370301422001.0,3270.0,226032913236937.0,3149.0,4,9,9,6,9,7,7,8,59,44
F5EC0TEXD,ムラツキ,XXMU9WLKB,梢の機械さん,2,3630,11477843,28240816609127.0,4276.0,77544715328093.0,3298.0,198300437421451.0,3471.0,7,9,10,6,8,6,4,4,54,46
YXZEJMR8S,タイムタイラント,VP0K6KF0K,蓮ノ空大好き!!,12,3631,11477400,57294179608565.0,3355.0,61460944009702.0,3616.0,245544009024730.0,2954.0,7,10,8,10,10,8,7,9,69,53
