player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级,104季度等级
D0RVYCT5J,mono,9WDMCJNFX,雨と風と太陽と,12,1,26630000,10,10,10,10,10,10,10,10,80,60
L8VJOGDKM,まる,9WDMCJNFX,雨と風と太陽と,15,2,26315000,10,10,10,10,10,10,10,10,80,60
JVDRVFFBP,たなばた野郎,9WDMCJNFX,雨と風と太陽と,15,3,26190000,10,10,10,10,10,10,10,10,80,60
6NJM4GUG6,Sea,M5LHG6R4T,村村動物園,9,4,26160000,10,10,10,10,10,10,10,10,80,60
HVA8EZJWM,鍋,9WDMCJNFX,雨と風と太陽と,15,5,26110000,10,10,10,10,10,10,10,10,80,60
ME00V6X4B,オラトニス,M5LHG6R4T,村村動物園,15,6,25810000,10,10,10,10,10,10,10,10,80,60
R3YC2XYYZ,秋,9WDMCJNFX,雨と風と太陽と,15,7,25770000,10,10,10,10,10,10,10,10,80,60
8EB0GXWX1,みむ。,EYN9H9N16,蓮すきすきクラブ,4,8,25645000,10,10,10,10,10,10,10,10,80,60
A172AA7DD,にしん,9WDMCJNFX,雨と風と太陽と,9,9,25640000,10,10,10,10,10,10,10,10,80,60
WL6FFE9FY,ﾁｭｹの点描の唄,9WDMCJNFX,雨と風と太陽と,15,10,25635000,10,10,10,10,10,10,10,10,80,60
UA5OC8495,zth,9WDMCJNFX,雨と風と太陽と,15,11,25610000,10,10,10,10,10,10,10,10,80,60
CAH984HAW,be proud,M5LHG6R4T,村村動物園,15,11,25610000,10,10,10,10,10,10,10,10,80,60
IZUFEEX2U,アルメ,9WDMCJNFX,雨と風と太陽と,15,13,25560000,10,10,10,10,10,10,10,10,80,60
GRN5C49P3,えーるん,9WDMCJNFX,雨と風と太陽と,15,14,25550000,10,10,10,10,10,10,10,10,80,60
7604CH5KV,hiro,M5LHG6R4T,村村動物園,15,15,25510000,10,10,10,10,10,10,10,10,80,60
8XP3JM3HY,ハヤシモリ,M5LHG6R4T,村村動物園,13,16,25495000,10,10,10,10,10,10,10,10,80,60
