player_id,rank,point,player_name,search_guild_key,guild_name,DR数量,姬芽,吟子,小铃,慈,瑠璃乃,さやか,花帆,缀理,梢
20YXRIO59,876,387700440008564,イカ公,6045Y2RW7,ポチっと！蓮ノ空,2,4,4,4,7,4,4,5,4,7
D23U0GPWC,877,387633434176325,shu,Y2HV0YEF7,蓮ノ空を応援し隊,1,8,9,8,9,10,10,10,10,8
PI43ZYSVG,878,386943445611863,侑@蒼,GVT61ATX0,なのだけれど,0,7,8,7,8,9,6,8,10,9
NK2PP70S4,879,386784376378484,イーグルス,PDMPF3VVV,r/LL,4,6,6,6,7,6,6,6,6,6
LG4WRR8XI,880,386585428681851,ともてんてー,FG5VFFNRK,蓮ノ空おじさん,7,7,7,7,10,8,9,9,8,8
GDEW209B6,881,386238615190019,さくら,W3YKKRWHG,ルリと愉快な一家,0,8,8,7,9,9,8,8,10,8
OK7CBMS4G,882,386215292408658,ポール,F8MLHU2NV,乙宗梢様､､､,2,8,7,8,8,7,7,7,8,8
56DXP4XGM,883,386080700531298,aki_,0UT59MJ8U,かほすこ同好会,4,7,7,6,9,7,7,6,6,7
2E7QQUULE,884,384807489520249,sho,494DMR1RJ,蓮ノ空推し活部,15,6,6,6,10,7,10,10,8,10
TD6PV67JX,885,384550945302502,azuki,5WUDLMWEP,蓮ノ空は明日ノ空,2,8,7,7,10,7,8,9,10,8
YYT3VDTXD,886,384511838225003,イノベ,MUXWTW1GV,蓮の空見守り隊,0,4,6,4,8,7,4,5,6,8
MC5OZXTQF,887,384297791966250,しぐつき,9GDHWXGVG,ルリと花咲く毎日,6,6,6,5,9,6,6,6,7,9
F2KGTW1YD,888,384120948212114,片岡,V4A5MP41E,徒町チャレンジ！,2,5,6,6,8,7,6,6,8,8
4U8JF7WBG,889,384004135241733,ズミさん,2KJ2UEC3P,釜山でも爆発,9,6,7,7,8,7,7,8,6,8
EFRYPXCJ6,890,383315369014722,はる,JDAG79TG7,百合ノ空観察部,7,6,6,6,7,6,8,7,8,8
3YBA858WE,891,383025608016678,とやを,N0EXH1CM1,ぱちぱち徒町,7,7,6,6,8,7,10,8,8,9
X7RPCH2CD,892,382422323451829,アレックス,0TKFF5EG3,サークル名募集中,3,7,8,7,10,8,9,8,9,9
47E9NM0MC,893,382318755638365,バルト,79C17CHA2,蓮ノ空出張部,4,5,4,4,6,9,8,4,7,8
XGA0TTJ7I,894,381985435684206,ときのき,YCTM6RYDP,金沢おでん同好会,12,8,8,8,8,8,7,7,8,8
Y7KKD9JC9,895,381941971231671,Eiji,K4TAHF9YA,はすっこ準備室,1,6,5,6,8,6,6,7,6,5
0Y8BAPELP,896,381941659875381,キヨミズ,J7N4W6Y1K,こずミックラブ♡,0,5,6,5,10,8,7,7,8,7
VTNY8S6TV,897,381363364985494,cocoa,BCJRMHE75,梢すきすきクラブ,5,5,4,5,8,5,5,6,8,8
KKNLWHCN8,898,381039476248770,Andes,PBRDPWEY1,村村会,0,4,4,7,6,6,6,4,8,7
FGBAF868U,899,380933685205792,たかな,GXR6C85BT,花帆ちゃん親衛隊,13,6,7,6,10,7,7,6,10,9
LLJGE3G2V,900,380396048072434,わおん,N0EXH1CM1,ぱちぱち徒町,2,8,9,8,8,9,10,9,10,10
M5KH7N8V6,901,380393862155336,三千院羽月,J800VVPTN,Aqours,9,10,5,5,7,6,9,8,7,7
PU86LKNJ7,902,380265485440978,メグちゃん,JE7V5MM31,蓮ノ沼に沈んだ泥,9,5,5,5,9,7,7,7,8,8
3UUFFQO14,903,379956092784399,ちびっ子,FVJFA973A,蓮ノ空愛好会,6,4,4,6,8,4,6,9,10,7
LJJD2P45P,904,379856680115301,yaopen,A3X92L6YU,お試し用サークル,2,3,5,3,6,6,9,7,5,7
TA02490KL,905,379693287959695,ホシノヒツギ,J800VVPTN,Aqours,2,4,5,4,9,8,4,5,8,6
5Z53SYIYH,906,379514675220635,Shio,11FB0EDDT,スクステ同好会,12,6,6,6,10,6,8,9,10,10
M96XRQZRW,907,379151536132595,一輝,RFYKY8DCD,LA.LA.LA,12,7,7,7,8,7,8,9,8,10
8BH0VTM3U,908,378937472228137,たこや,11KVGWXAK,藤島幼稚園蓮組,10,7,7,7,7,7,7,7,8,8
19A9MUCBD,909,378562299624360,らゆ,V6DV6KETG,梢好き好きクラブ,12,8,7,7,8,8,7,8,7,7
K8NUIOH6S,910,378479694731545,アッツン,J8HXTJ8TB,流し素麺同好会,15,7,8,7,9,8,9,7,9,8
1PO8KIG7E,911,378151358597108,なしこ,YCTM6RYDP,金沢おでん同好会,3,6,7,6,7,7,8,8,8,7
43JYBJIVA,912,377364342213031,やこう,GXR6C85BT,花帆ちゃん親衛隊,3,6,6,7,7,6,6,7,9,6
ZYVZ4FSC5,913,377044239520009,ご注文は梢ですか,494DMR1RJ,蓮ノ空推し活部,15,8,8,8,10,8,8,8,9,10
N5TJTH86P,914,377001475499507,トオル,KFC62L0FV,ねるねる同好会,4,6,6,6,8,7,8,8,6,6
4T6CLBPT1,915,376368269619299,かいじんさん,TXNCTRR1U,瑠璃乃推し隊,8,7,8,8,7,10,10,8,10,9
6U65XRUYI,916,375801162755584,ねこ,MVMP6NNXD,空き時間らくがき,7,3,4,7,6,8,3,3,7,8
CQSYMDA64,917,375552717762542,やっちゃん,1DU9LCND7,蓮ノ空すこやか部,7,6,6,6,7,6,6,6,7,6
U9WAMY512,918,374996054837801,やこ,PBRDPWEY1,村村会,8,7,7,6,9,7,7,7,7,9
79D79HTEC,919,374945910472802,いっちー,D7H8MN2U4,LLD,2,6,6,6,9,6,7,7,8,9
NOBSSQRBX,920,374234921924555,パタポン,1BME38BCD,さすさやクラブ,9,4,6,5,7,6,7,5,9,7
J6B943VP6,921,373909554675173,まぁ,UYCT3Y4JK,蓮っ子,2,5,6,5,7,7,5,6,8,7
7YHYKRWN3,922,373452039772748,メイツ,N8L41JAA7,無言 ノルマなし,11,9,7,8,9,8,8,8,10,7
C8J195ETT,923,373152884421520,Ayumu,MAJT0THVB,眩耀夜行,9,6,6,6,6,6,6,6,6,6
MCLPXRE1E,924,372693076423969,ファラオ,1DU9LCND7,蓮ノ空すこやか部,8,5,5,5,7,7,6,5,8,8
NF154X7UN,925,372622233622727,紅月,X7C21B7H7,泥,12,6,6,6,10,10,9,10,10,10
9L8A47NPK,926,371955555538636,大坪あなご,FG5VFFNRK,蓮ノ空おじさん,5,6,7,7,8,6,6,6,8,8
G9KZQ5RPT,927,371141481616347,あずまき,CTW8DKV5P,まったり,1,4,4,5,9,10,9,9,7,9
JM6NJJML7,928,371068739975196,piyo,BXC1T2HY2,初心者の集い,0,4,6,4,6,7,5,5,6,6
7D5US0PU3,929,370969720173907,へきぬま,W26TRPM1R,めぐ党藤島派,3,6,6,6,10,6,4,4,6,6
XO322P711,930,370957844917814,あち,B647MRPHR,壁の民女学院,10,6,8,6,7,7,7,6,7,7
RR4L71LVA,931,370831299605534,縹（はなだ）,Y2HV0YEF7,蓮ノ空を応援し隊,8,6,7,6,10,7,6,7,10,8
HH9Q5BUF8,932,370463258351488,れじぃな,1BME38BCD,さすさやクラブ,4,6,7,7,7,7,7,7,8,8
RAAGABHLD,933,369100383947501,すわっぷ,BCJRMHE75,梢すきすきクラブ,7,5,5,6,6,7,7,7,5,8
M75U576BU,934,367706130003001,らんしょー⁶,VN1LXEHLR,綴理、愛,2,7,7,6,10,9,7,7,7,7
IPI65P1CN,935,366711179336364,Maru@@,R9TC4WP0R,はんぺん同好会,2,7,5,5,8,7,5,7,7,7
BJC3OIEGV,936,366459246577384,まよせ,9JTF508LB,スクスタ亡霊部,12,4,4,4,8,5,8,8,10,9
ME2W2BCWH,937,366352832666387,まっきー,2NY9H8BR9,乙宗紅茶館,9,7,7,7,8,7,7,9,10,9
J8LJOFWI4,938,366191248685321,八城,9FF5JBNDF,めぐすきクラブ,7,7,7,8,8,8,8,7,9,9
HD8JHV0UJ,939,365544447728434,木琴,MVMP6NNXD,空き時間らくがき,11,6,6,5,8,7,8,7,9,8
9KW789LG7,940,365375614630476,しずおぢ,1BME38BCD,さすさやクラブ,11,5,6,6,8,7,7,6,9,8
LVOYGDF8A,941,364711593241446,norano,RWARTHA1M,乙宗梢大好き部,6,6,6,6,7,8,7,7,7,8
7D0KNA7H1,942,364656191683470,じゅうじ,Y6KN85L5P,孤独の村人,0,8,8,8,9,9,9,10,9,10
YLGVH328E,943,363950857388132,めぐミルク,V4A5MP41E,徒町チャレンジ！,1,5,5,5,6,3,5,5,7,7
LNTJFQNJ4,944,363950342730107,雪人,V6DV6KETG,梢好き好きクラブ,4,5,5,5,8,8,7,7,7,8
VP8ALT1CU,945,363929676381387,どら,GXR6C85BT,花帆ちゃん親衛隊,6,6,7,6,8,7,7,7,6,7
MEY2VRMU0,946,363846219091469,あかよ,48BTAPMBG,蓮ノ空魔術部,3,5,6,6,9,9,9,8,9,9
39Z2746WP,947,362836926379665,かより,NA8FEYN0M,蓮ノ空飲酒クラブ,3,6,6,6,6,8,6,6,6,8
1H1KKK4WJ,948,362784771773370,ぺるりん,6XX7GBM0K,ぷちぐる同好会,12,5,5,6,9,7,8,6,10,10
MKWDCKPYV,949,362338588865707,会長♪,494DMR1RJ,蓮ノ空推し活部,4,9,6,8,9,9,7,5,7,7
DD5XSHXFG,950,361873723840520,うえ2,CTW8DKV5P,まったり,7,5,5,5,8,6,5,5,7,8
0T3EUCP82,951,361781326614939,すてら,8M6UDX260,ぽけもん好き,0,6,5,5,7,8,6,5,5,6
CX5BX990E,952,361732357235906,フツ奴,WN5B7VKPU,きんぴられんこん,2,7,7,7,7,6,6,7,7,10
3BU4KGTMM,953,361669092322134,いもたん,1DU9LCND7,蓮ノ空すこやか部,0,7,7,7,9,9,10,10,10,10
C4KHHI0XS,954,361511920170394,カルト,UCF93JAPM,スワンプマン,14,8,8,8,8,10,10,10,9,8
FZDZW0KWF,955,361021575747210,つづさや〜,PDMPF3VVV,r/LL,4,6,6,6,6,7,7,8,8,6
E414UTOTC,956,360967240026544,コッシー,DKNHY5HH6,なす料理研究会,3,6,6,6,7,7,7,5,7,6
JIHZKORO6,957,360802137425247,ラギア,57HNJ07NK,みらぱ全力視聴列,3,5,5,5,7,6,7,4,7,5
HY34E4YKX,958,360762815572764,風,7R8NKPAB1,花帆推し倶楽部,8,6,7,6,8,6,6,7,7,7
7T92E39GY,959,360745648181319,かーりー,NMT63RUDV,泥村,4,6,7,6,9,7,7,7,7,8
HCH35L7HK,960,360555965518100,げっきょ,Y2R7E79U3,カワウソ同好会,12,6,6,6,9,6,10,10,10,10
9WVX5W6OD,961,360528935271230,くろすけ,WTJV514G9,蓮ノ空のお弁当屋,5,5,6,5,6,6,6,6,6,6
X0REUC1B0,962,360158288299820,ジークハルト,KW0RM1LEP,はすっこくらぶ,3,6,6,6,7,6,6,6,7,8
715HWUL7M,963,360113416832690,クラリス,B5V2LNN43,WMW,7,7,7,7,8,8,8,8,8,8
NUJYM1WUV,964,359931166669183,dohho,ABALH0AL3,楽園計画,8,10,6,4,8,10,10,9,7,10
H04C1J119,965,359856613527404,ねざーる,N8L41JAA7,無言 ノルマなし,8,6,6,5,9,6,8,9,10,10
RUTCEFX6L,966,359642075267326,ゆう,V6DV6KETG,梢好き好きクラブ,15,5,9,6,9,10,9,6,7,10
VTF13V6H8,967,359406137777731,ゆう,V4A5MP41E,徒町チャレンジ！,2,5,6,5,6,5,7,5,8,6
DWCERKRUG,968,359204198406964,Porafa,CXG25026E,泥のみんなS,2,5,5,5,7,6,5,4,5,7
RXEBBTS8J,969,359176675120624,タダマレ,79C17CHA2,蓮ノ空出張部,2,6,6,6,10,9,9,9,10,10
GLC6K11GM,970,358960579314088,三途,BCJRMHE75,梢すきすきクラブ,12,7,7,7,8,7,7,7,9,8
8PYU8KCYR,971,358801818230399,デンキ,ABALH0AL3,楽園計画,6,10,7,7,10,10,8,10,10,10
ASLXPDS1Q,972,358373078641099,ささみ,Y2R7E79U3,カワウソ同好会,0,7,7,7,9,10,8,8,9,8
969Y977WP,973,357564576055438,k1みかん,2K5AM4RV0,とろぺりです,3,7,7,7,9,8,8,8,9,9
D091ANCFC,974,357321957219208,ぽっぽ,998H940YN,お嬢様筋トレ部,12,4,3,3,6,6,6,7,5,10
XH9G72MU9,975,357149442341895,機械3号･~･,KBJ2P8T0Y,人見知りの集い,3,7,7,7,10,7,9,7,8,10
EXMPE8C3N,976,356821909939187,しの,07JW71HWG,良いチケで観よう,7,5,5,5,8,7,7,6,9,8
7JYP28F29,977,356636596561336,苺牛乳,CM5THHYHB,「」ノ空だけれど,14,7,8,8,8,9,6,10,7,10
L5WXR0V9Y,978,356619536292143,Keyラ・ヤマト,25PMPEMG7,星見プロ,2,10,10,9,10,10,10,10,10,10
VVJ9J9TR8,979,356598132288830,みかん,6XX7GBM0K,ぷちぐる同好会,3,6,6,6,10,9,7,10,10,9
3V7XRLH5E,980,356533226670363,G.A.L,HMBW9DXY2,蓮好き皆あつまれ,11,9,3,2,10,7,10,4,10,8
P5UU1U4YW,981,356354596715111,ヒロ,JTX1G19BP,さやかほ癒し会,6,6,6,5,8,6,6,6,7,8
5J5KKRPKY,982,356122576848674,かなた,WHWT61ELR,【無言】ハスノソ,0,7,7,6,10,6,7,6,8,8
0RB9J6BF4,983,355809837529804,ぺお,G0WRCNRWK,県立沢庵図書館,7,6,6,6,7,6,6,6,10,7
7BDWE6NJD,984,355728712259038,ふかちん,M6UPWJ6DU,蓮結ぶ虹と星の音,2,4,4,5,5,8,6,5,10,6
6F9LWDMNT,985,355634648866905,ASH,LHXNEF3D5,まるまるサークル,2,4,4,5,10,8,7,4,8,7
ILU42GY1Q,986,355612448905504,てむ,BH244Y5H0,休暇建設協会,6,6,7,6,7,6,6,7,6,7
9DHBMHXY7,987,355607984365648,てぃーおー,6045Y2RW7,ポチっと！蓮ノ空,3,4,5,4,8,8,5,5,7,8
ARB6FHC6U,988,355462767261762,なべし,79C17CHA2,蓮ノ空出張部,14,10,10,8,8,7,6,7,10,7
VK5FCXKLC,989,355371303342223,ぐっちー,N7GLY2RUW,百生銀行,0,6,6,6,10,7,7,7,7,8
8LE4FHM3X,990,354976319272154,neon,W6JWRJGJH,ハロめぐ同盟,2,9,9,7,10,10,9,9,9,10
0BHUF5HP4,991,354450364718837,とやたい,FC8NBAJBT,ラー麺二郎金沢店,1,7,6,6,7,6,7,7,9,8
V4BF6FLLT,992,354141397798411,あめたま,2K5AM4RV0,とろぺりです,4,4,4,3,6,7,6,5,10,8
C3E5301MV,993,354106463859337,Peer,D7H8MN2U4,LLD,0,5,5,5,6,6,5,7,8,8
3HNHGOPR3,994,352979298813825,むらち,5V9TDD4NF,みんはや蓮ノ空部,4,6,6,6,10,7,9,9,10,8
A0PQIHNP6,995,352762971506907,カメリア,H837E0M9R,沙知先輩大好き部,6,6,6,6,8,6,6,6,7,8
RKMBL9587,996,352729278289950,ちくりん,KXU941RFJ,あけまして！,2,7,6,6,7,7,10,8,7,8
T79FD8K0A,997,352291939430523,ひとなみ,BWD9U1EJ2,蓮之空中国同好会,2,7,7,8,9,7,8,9,10,9
XWXVACCBL,998,351988888714681,しお,RWARTHA1M,乙宗梢大好き部,1,4,5,4,10,8,9,9,8,9
52S7V69W0,999,351850040341960,BYGの精霊,494DMR1RJ,蓮ノ空推し活部,2,8,7,6,9,7,6,7,8,9
K81OFWD3N,1000,351383021419423,炊きたてライス,PPAHU1TNY,蓮ノ空のんびり部,3,5,5,4,5,5,6,6,6,6
JRKLLY4D3,1001,351177429565306,kazu,HBM31HMUY,YUKIZURI,0,6,7,7,9,8,6,5,9,8
P05O92106,1002,351012561856016,キットモット,M5LHG6R4T,乙宗動物園,2,7,8,8,8,8,7,7,9,9
JHA2S8IM3,1003,350284430933557,pano,GKR9TEBYC,毎日がホリデイ♪,10,10,10,10,10,10,10,10,10,10
GDK24A9NC,1004,349788100258455,にゃおす,B5V2LNN43,WMW,8,4,4,4,8,7,8,9,9,9
82A32W326,1005,349629093126317,高架線,Y2R7E79U3,カワウソ同好会,8,8,8,8,10,8,8,8,9,10
9HT1LVL9E,1006,349026493926634,神の怒りマン,X7C21B7H7,泥,3,5,5,5,7,5,6,5,7,7
MGO4M6TKM,1007,348923342274271,ユノ,RHU8M5VUL,幼馴染同好会,2,7,8,7,7,9,8,7,10,9
TWDVYFCM2,1008,347310001031239,いぷ,1YLFFXC1E,安土桃山時代,2,6,6,6,9,7,7,6,8,8
TJ2EL63EH,1009,345982706323764,まっちゃん,GXR6C85BT,花帆ちゃん親衛隊,9,8,7,7,8,8,8,9,7,7
HDKBTYH2C,1010,345612266441513,ポポノタン,,,3,5,5,6,8,7,6,7,8,8
0JCJQG554,1011,345559835881203,イーサン,73N4AB3LR,かほ子のイオン,12,6,6,6,6,7,6,7,8,8
1Q6V88SU7,1012,345450986811561,ぱるぱ,L3NN1RWMY,アポロベイ海賊団,9,7,6,6,7,7,7,7,10,7
F8FF7Q69W,1013,345018664650192,ユッキー,D7H8MN2U4,LLD,13,9,8,8,10,10,9,10,10,9
UVGPMPJXJ,1014,344983863453812,Fuu,Y2HV0YEF7,蓮ノ空を応援し隊,9,7,7,6,8,8,8,8,8,8
AY3WK79BW,1015,344818341281869,Aegis,YFADYJVW4,FPS好きクラブ,7,6,7,5,9,7,8,6,9,9
P6JJP8MJW,1016,344108940634979,カニベロス,V26546K3D,乙宗気合筋肉,7,6,6,6,8,8,7,8,7,9
IUC2M7CPB,1017,343650159044825,スニャイパー,0UT59MJ8U,かほすこ同好会,3,7,7,6,7,7,6,7,7,7
83FJ498LO,1018,343145201059225,くれよん,TKVR3KU7L,ネギトロTKG,2,6,6,6,8,8,8,7,7,8
Y111EK3MP,1019,342868723397097,青春の輪郭,PBRDPWEY1,村村会,5,4,4,8,6,8,7,7,9,9
R50ENN3PN,1020,342470897292548,ろっく,RFYKY8DCD,LA.LA.LA,9,7,7,7,9,7,8,8,8,7
P34EPD352,1021,342207629068110,ゆー,9JTF508LB,スクスタ亡霊部,8,7,4,6,10,8,8,10,10,8
QGNGWJ8TF,1022,340978810439401,シオン,06DCWC1RE,とりあえず参戦用,3,4,4,3,9,5,6,7,8,7
55RNEC0DG,1023,340856790053231,【ギュウ】,CTW8DKV5P,まったり,2,7,7,7,8,8,7,7,8,10
EVJGZ1771,1024,340822503571842,まっつぁん,K8C99H42D,ルリと喜ド！愛楽,3,3,4,3,7,7,9,9,9,9
L39ED33GF,1025,340751824795904,ナレク,V5WNV1A43,異次元ビリーバー,4,6,6,5,7,5,6,8,7,7
8NUNT9NTA,1026,340356758000171,れん,CV62FGL1U,花咲かせ隊,0,5,5,5,9,7,6,6,10,8
RVCURAXF3,1027,340014723152891,めっち,CT8XW752X,蓮ノ空写真部,5,6,9,6,8,7,7,6,7,6
80XJM10F0,1028,339895345176570,うらピ,HBM31HMUY,YUKIZURI,0,5,4,4,8,8,4,4,7,7
M3LTBJH1V,1029,339243632694089,ネム,VD7N7A4WH,氷青色,2,5,5,5,9,8,6,5,7,8
0XJY5M175,1030,338712310759002,のあ,9JTF508LB,スクスタ亡霊部,11,8,9,9,10,10,9,9,10,10
K46ZQJI48,1031,338419270195690,prius,4XRHRYDW4,無言でエンジョイ,6,7,7,7,8,6,6,6,9,8
ZHOZOTSRT,1032,338272389318430,りょー,D7H8MN2U4,LLD,5,8,7,7,9,8,8,8,8,8
GLUP3RFD3,1033,337772337234057,Azu,0TKFF5EG3,サークル名募集中,0,6,7,6,10,9,9,9,8,9
M1EW1RNYV,1034,337771184359822,yamaso,FC8NBAJBT,ラー麺二郎金沢店,8,8,10,10,9,7,8,8,6,7
UWTH7CJXX,1035,337507662038055,アウル,GXR6C85BT,花帆ちゃん親衛隊,10,7,8,7,8,8,8,8,8,8
1W1ALKYJR,1036,337466722213346,コン,DBHVM0X7P,ガンフィンガー村,12,6,3,3,8,7,6,4,5,6
WCTP56LJL,1037,337439323168158,常夏☆まんぼう,F2CFWVMY9,藤島め組,9,6,6,5,10,6,6,7,7,7
DJPNUHADM,1038,336946637449680,ヨコヤン,D5A2EEG7F,わたくしは大丈部,0,3,5,5,10,8,9,8,10,10
QRGITUZ6B,1039,336840078397487,つぐみん,7R8NKPAB1,花帆推し倶楽部,10,7,7,7,9,7,8,8,10,8
5VVA4XN4T,1040,336633489085638,ゆうか,2NY9H8BR9,乙宗紅茶館,8,7,7,7,7,6,5,5,7,7
O9LDNC83Q,1041,336590113393184,mrn,EECF9C0N3,蓮ノ空　茨城分校,11,5,7,6,10,9,7,5,10,9
XOHZ2K3YU,1042,336385909224127,silly,HBUK6F7CC,乙宗梢なりきり部,7,5,5,6,9,7,9,8,9,9
LG5V6FL3M,1043,336208769652960,いあ＝だーふぇ,UHF5Y8PEF,さやちゃん倶楽部,3,5,5,4,7,6,5,4,8,8
NRWK8WWUK,1044,335953023600640,綴のすけ,4XRHRYDW4,無言でエンジョイ,4,7,7,7,8,6,6,8,8,6
P4CGFVWN1,1045,335776128532531,buta,ABALH0AL3,楽園計画,0,3,3,3,8,7,6,4,8,8
S14ZTUCRG,1046,335740006639394,ZEROICHI,BT3GEWM5L,ささやか村の集い,1,6,6,6,7,6,6,6,7,7
MSIM39YXD,1047,335509935295619,ヤシ,1BME38BCD,さすさやクラブ,7,8,8,8,10,10,9,9,10,9
PJWWM7VB6,1048,335480356935192,すいみんみん,414CEUPEH,アフター見よう！,2,6,7,5,8,6,6,6,8,6
GHRKDWYUH,1049,335390505443298,すわぼた,JTX1G19BP,さやかほ癒し会,5,7,7,6,10,9,6,10,9,10
49R4M93J6,1050,335191407890017,くしん,KXU941RFJ,あけまして！,5,6,6,6,8,8,8,7,9,6
EV124MBVX,1051,334807121190308,てんnew,RF5215M2U,スクステ同好会②,4,6,6,6,7,7,7,7,7,7
XYXX91YLL,1052,334738748738691,機匁,ABALH0AL3,楽園計画,0,5,5,8,8,7,7,7,8,7
JJXM4A4JB,1053,334628414004855,ゴンザレス青山,9GDHWXGVG,ルリと花咲く毎日,12,6,6,6,9,7,6,7,8,7
9EN208AJR,1054,333970867268181,ギャオギャ,9JTF508LB,スクスタ亡霊部,4,6,6,6,10,9,9,9,10,10
TRPDPT0YL,1055,332995108042867,わさろん,D7H8MN2U4,LLD,10,4,5,4,8,8,9,6,7,8
GKU8MUTMP,1056,332817681966296,荻や萩,38KAJGDGU,異次元シャニP,0,4,4,4,6,5,7,5,6,7
L31NRD4ON,1057,332802298332208,はる,JA2C658FW,さや綴理の村人,0,7,7,7,6,6,7,7,6,6
VGYP5JAA1,1058,332477108708934,丘,X87KNX4N3,蓮ノ流星群,10,7,7,7,10,7,10,8,10,7
G2YW20XX8,1059,331920403056460,きち村,JDAG79TG7,百合ノ空観察部,2,5,5,5,10,7,8,9,9,5
KEEKMXE23,1060,331540690411073,ゆのし,RHU8M5VUL,幼馴染同好会,2,7,6,6,10,6,6,9,10,10
NFHW3MHX0,1061,330613101365992,カンナ,K4TAHF9YA,はすっこ準備室,2,7,7,7,8,8,9,8,8,9
MYXP6MAC5,1062,330468151082993,タロウ,25PMPEMG7,星見プロ,2,9,9,9,9,9,9,9,9,9
A380FFKRG,1063,330204147966564,スニカ,V4A5MP41E,徒町チャレンジ！,0,4,5,4,8,6,5,6,7,7
7YQ5QL9X3,1064,329838298026062,紅蓮,GE3TL53AP,いい顔でこんぶ,1,6,7,6,10,5,9,4,10,7
62J35KH77,1065,329603080234479,ペロリスト,N752V1LD6,思想の溜まり場,10,7,8,5,7,6,7,7,6,7
BQUUCGODZ,1066,329179945040380,YUKI.N,UVN7G4X3A,闇のルビィ団,3,6,7,7,7,7,7,7,8,7
OQIZZEXIZ,1067,329059497282589,はま,8R49BTWW6,蓮女お嬢様クラブ,0,5,5,5,7,5,5,5,7,7
DFP8E0588,1068,328485547214608,そら,HWJ8XPW0T,箱推しなのだけど,8,5,2,4,8,8,7,7,8,8
U6BM3PMS3,1069,327884354807033,AiLeaf,V6DV6KETG,梢好き好きクラブ,7,4,5,4,7,6,5,5,6,7
H4VR0D1DV,1070,326873014877863,そー,WN5B7VKPU,きんぴられんこん,6,5,6,5,8,7,6,6,9,8
WHYCRK6EZ,1071,326707450773514,Salokim,R7VEXFUBP,蓮ノ空応援クラブ,8,6,4,4,6,9,5,4,7,6
PBG9WP057,1072,325284820589314,オトツ,UCWKRB3WR,菅沼千紗が大好き,3,4,10,8,7,7,5,8,6,7
L6AFKNUNA,1073,325193001838839,すいまる,BH9YH1YL5,ラブライバーの森,13,5,5,5,10,7,9,8,9,6
IMNKC4SP6,1074,324492640992738,だみん,D7H8MN2U4,LLD,8,5,5,5,7,7,7,6,7,6
RM8XVIS1J,1075,324148435308729,ローレンス,KW0RM1LEP,はすっこくらぶ,12,10,10,10,10,10,10,10,10,10
8VBLF9GS8,1076,323446309023282,ひだるま,578YG6EAT,桜桃花束愛聴会,6,10,10,10,10,10,10,10,10,10
6DHWTY93W,1077,323150941499199,さかっぺ,P4NGERDXF,こじらせ部,0,5,3,4,8,6,6,6,8,8
AADHJTAH6,1078,322730557807655,ハッピー至上主義,0UT59MJ8U,かほすこ同好会,1,3,3,4,10,7,4,6,8,8
7NCQUAL3N,1079,321969691715170,ドン太,JTX1G19BP,さやかほ癒し会,12,8,8,8,9,8,8,9,9,8
1CWT30PGP,1080,321305959596557,花宮家の執事,MTBP3B4GM,ふらわーすきすき,0,8,9,8,9,9,10,9,9,8
7GP8U9AL2,1081,321212859803366,ふじちま,0UT59MJ8U,かほすこ同好会,2,4,4,4,6,4,4,6,5,5
TF3UGM2I8,1082,321083219352353,たけＤ,V6DV6KETG,梢好き好きクラブ,12,8,7,8,8,10,10,10,10,10
15PLUIMFQ,1083,321050295332348,まよ,GMEF2K8DL,花咲く泥も好き²,7,7,7,6,8,7,6,7,6,8
WNGHAVX2A,1084,320883987638073,焼き海苔さん太郎,9GDHWXGVG,ルリと花咲く毎日,3,4,4,6,6,6,5,4,7,7
CJC6QJ6HK,1085,319949985493164,くあんた,9UKKACGDU,蓮っ子CLUB,7,3,5,3,8,4,5,7,8,8
WVX89MU4V,1086,319737008594059,焼き鳥,C6V311T2P,LotuSky,5,7,7,7,10,8,10,10,10,10
RMH27ZIYV,1087,319194002489718,シグレ,CV62FGL1U,花咲かせ隊,9,4,4,4,7,6,4,4,8,7
05MUU458T,1088,319169568217088,Kakeru,9VVUHVLTK,はすのひよこ,2,6,7,6,10,6,6,6,6,10
JKJ7SUKZM,1089,318772969756653,M.A.R.K.,7U20138DB,LGP,0,5,5,5,6,6,5,5,7,6
E654ER5U0,1090,318746057720364,Rinka.,79C17CHA2,蓮ノ空出張部,2,6,5,5,8,7,7,7,7,7
XBQTPQ3K0,1091,318437686256186,とみー,W3YKKRWHG,ルリと愉快な一家,3,4,5,4,4,4,7,4,6,4
DDEEYHBMP,1092,318212374796460,すずや,K8C99H42D,ルリと喜ド！愛楽,0,4,5,7,6,5,8,7,7,8
3DK4BALBB,1093,318206980340448,inoi,J7N4W6Y1K,こずミックラブ♡,1,6,6,6,8,9,8,6,9,7
XL4KR3J0W,1094,318171897733706,あつ,0TKFF5EG3,サークル名募集中,6,7,7,7,10,9,6,8,6,7
FUUC30B3H,1095,317980778617658,かほめぐer,R181MKNX1,みらくらは人生！,2,5,5,5,9,6,7,7,7,9
PDO5I6YWY,1096,317301627448202,ねぎま,3FF3NB77X,せーはす愛好会,11,5,6,6,8,8,9,6,10,8
UPYDB5L52,1097,316882733954466,もも,M8LEKM6U4,ルリめぐ,8,4,5,5,10,8,9,10,10,10
72K862Y7M,1098,316360773293051,ザ・松田,V6DV6KETG,梢好き好きクラブ,13,6,8,4,7,7,6,6,6,10
