player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
4YTEQDE04,♡せっちゃん♡,EYN9H9N16,蓮すきすきクラブ,1731,17,1,6000000,10,10,10,10,10,10,10,10,80
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,1783,17,2,5970000,10,10,10,10,10,10,10,10,80
64M70NFSR,袋,YE7CX8RNP,蓮ノ大三十角ex,1770,17,3,5960000,10,10,10,10,10,10,10,10,80
NC6WJYFVX,でら,EYN9H9N16,蓮すきすきクラブ,1805,17,3,5960000,10,10,10,10,10,10,10,10,80
HVA8EZJWM,鍋,3F9P3U95T,ଳ天地鱏明の空ଳ,1754,17,5,5950000,10,10,10,10,10,10,10,10,80
RKVK0YI1L,こずパイせん,1BME38BCD,さすさやクラブ,1802,17,6,5940000,10,10,10,10,10,10,10,10,80
M30MWLT24,ゆあゆあ,1BME38BCD,さすさやクラブ,1833,18,6,5940000,10,10,10,10,10,10,10,10,80
7L6LDY5MT,0924誕生日,YE7CX8RNP,蓮ノ大三十角ex,1798,19,8,5910000,10,10,10,10,10,10,10,10,80
9NMP2LJU2,くぼっち,EYN9H9N16,蓮すきすきクラブ,1736,18,9,5900000,10,10,10,10,10,10,10,10,80
XTY4GG18V,こーりん,1BME38BCD,さすさやクラブ,1733,17,9,5900000,10,10,10,10,10,10,10,10,80
VGWT7LCX7,ZUC,3F9P3U95T,ଳ天地鱏明の空ଳ,1624,16,11,5880000,10,10,10,10,10,10,10,10,80
7XT268BWG,秋はこずめぐ,EYN9H9N16,蓮すきすきクラブ,1597,18,11,5880000,10,10,10,10,10,10,10,10,80
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,1772,16,13,5875000,10,10,10,10,10,10,10,10,80
1Y0XFNNDJ,なおにゃ,EYN9H9N16,蓮すきすきクラブ,1723,17,14,5870000,10,10,10,10,10,10,10,10,80
42J4J5OSG,ハラシヨ,W26TRPM1R,めぐ党藤島派,1695,18,15,5860000,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,49AMYCXCD,ルドベキア,1567,18,15,5860000,10,10,10,10,10,10,10,10,80
NWUFRAHLN,じゅんじゅん,3F9P3U95T,ଳ天地鱏明の空ଳ,1542,14,17,5850000,10,10,10,10,10,10,10,10,80
8JKPKHDHC,ペキン・ダック,EYN9H9N16,蓮すきすきクラブ,1709,17,18,5840000,10,10,10,10,10,10,10,10,80
KXMPLAX04,ろーぱす,3F9P3U95T,ଳ天地鱏明の空ଳ,1572,17,18,5840000,10,10,10,10,10,10,10,10,80
OZHGPXIGS,まるごとみなみ,WN5B7VKPU,きんぴられんこん,1791,18,18,5840000,10,10,10,10,10,10,10,10,80
CZKJL4VOV,調布のりこ,M5LHG6R4T,乙宗動物園,1759,17,21,5815000,10,10,10,10,10,10,10,10,80
IZUFEEX2U,アルメ,EYN9H9N16,蓮すきすきクラブ,1669,18,22,5790000,10,10,10,10,10,10,10,10,80
CAH984HAW,be proud,M5LHG6R4T,乙宗動物園,1816,17,23,5785000,10,10,10,10,10,10,10,10,80
A172AA7DD,にしん,3F9P3U95T,ଳ天地鱏明の空ଳ,1765,9,23,5785000,10,10,10,10,10,10,10,10,80
TKLRD66RN,ﾐﾝﾅﾉﾀﾒﾆ!,3F9P3U95T,ଳ天地鱏明の空ଳ,1710,16,25,5775000,10,10,10,10,10,10,10,10,80
0UXX86CCP,やん(KK),1BME38BCD,さすさやクラブ,1791,19,26,5765000,10,10,10,10,10,10,10,10,80
QTHXHSE6U,総たい,EYN9H9N16,蓮すきすきクラブ,1790,18,26,5765000,10,10,10,10,10,10,10,10,80
ZWGHFBK3S,DSsuzu,YCTM6RYDP,金沢おでん同好会,1766,18,26,5765000,10,10,10,10,10,10,10,10,80
EQOU1ZZS7,ドフルパン,3F9P3U95T,ଳ天地鱏明の空ଳ,1719,19,29,5760000,10,10,10,10,10,10,10,10,80
3Q65ASSTC,ほうがく,YE7CX8RNP,蓮ノ大三十角ex,1641,18,30,5750000,10,10,10,10,10,10,10,10,80
9L52YPRA1,ハミングバード,3F9P3U95T,ଳ天地鱏明の空ଳ,1710,9,31,5735000,10,10,10,10,10,10,10,10,80
U7NEBV4KH,こーど,49AMYCXCD,ルドベキア,1544,18,32,5730000,10,10,10,10,10,10,10,10,80
R3YC2XYYZ,秋,3F9P3U95T,ଳ天地鱏明の空ଳ,1751,15,33,5720000,10,10,10,10,10,10,10,10,80
7RODEB74T,しよー,RWARTHA1M,乙宗梢大好き部,1658,18,34,5705000,10,10,10,10,10,10,10,10,80
L8VJOGDKM,羊,3F9P3U95T,ଳ天地鱏明の空ଳ,1798,18,34,5705000,10,10,10,10,10,10,10,10,80
W48K3OD0Q,ふっちー,998H940YN,お嬢様筋トレ部,1613,14,36,5700000,10,10,10,10,10,10,10,10,80
TWKTW5AVC,乙宗インストール,GXR6C85BT,花帆ちゃん親衛隊,1527,18,37,5690000,10,10,10,10,10,10,10,10,80
8XP3JM3HY,ハヤシモリ,CX967RTGY,おんゆあさーくる,1662,16,37,5690000,10,10,10,10,10,10,10,10,80
TY8GAY6VP,れいしす,YE7CX8RNP,蓮ノ大三十角ex,1176,11,37,5690000,10,10,10,10,10,10,10,10,80
T09VDOIFQ,ぼぬ,998H940YN,お嬢様筋トレ部,1682,18,40,5685000,10,10,10,10,10,10,10,10,80
ALF76WC94,あにょつき,11FB0EDDT,スクステ同好会,1532,16,41,5680000,10,10,10,10,10,10,10,10,80
JC33CNHML,かすかす,PBRDPWEY1,村村会,1592,16,41,5680000,10,10,10,10,10,10,10,10,80
GUUN5GB0W,むうげ,CX967RTGY,おんゆあさーくる,1256,15,43,5670000,10,10,10,10,10,10,10,10,80
U1IQYBNI5,通りすがりの人,3F9P3U95T,ଳ天地鱏明の空ଳ,1777,14,44,5665000,10,10,10,10,10,10,10,10,80
L6HBG7C3L,あまらく@,0TKFF5EG3,サークル名募集中,1696,17,45,5660000,10,10,10,10,10,10,10,10,80
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,1680,9,46,5655000,10,10,10,10,10,10,10,10,80
CL0CDYUYY,かなちゃん,PBRDPWEY1,村村会,1491,18,47,5650000,10,10,10,10,10,10,10,10,80
XB2VHAJYV,まさお,GMEF2K8DL,花咲く泥も好き²,1733,14,47,5650000,10,10,10,10,10,10,10,10,80
NY9X4SWNC,くりマロン,11FB0EDDT,スクステ同好会,1695,19,49,5645000,10,10,10,10,10,10,10,10,80
LVRF4GDVF,るびたぬ,2K5AM4RV0,とろぺりです,1500,18,50,5630000,10,10,10,10,10,10,10,10,80
56DXP4XGM,osA_,3F9P3U95T,ଳ天地鱏明の空ଳ,1527,14,50,5630000,10,10,10,10,10,10,10,10,80
I3Z8DKKMK,naru,YCTM6RYDP,金沢おでん同好会,1770,18,52,5620000,10,10,10,10,10,10,10,10,80
4W6BIX284,りりにゃん♡,FK5MUK0ET,くる♡すきクラブ,1786,19,52,5620000,10,10,10,10,10,10,10,10,80
8DSWY1SNL,お茶とコーヒー,HBUK6F7CC,乙宗梢なりきり部,1773,19,54,5605000,10,10,10,10,10,10,10,10,80
0USG3I0AK,K,11FB0EDDT,スクステ同好会,1632,17,55,5600000,10,10,10,10,10,10,10,10,80
HU55NKXPK,たっち,EYN9H9N16,蓮すきすきクラブ,1703,18,55,5600000,10,10,10,10,10,10,10,10,80
WY7ASMM7N,ちゅん,11FB0EDDT,スクステ同好会,1430,17,55,5600000,10,10,10,10,10,10,10,10,80
X0REUC1B0,ジークハルト,GXR6C85BT,花帆ちゃん親衛隊,1611,18,58,5595000,10,10,10,10,10,10,10,10,80
JRXUOPXXN,ぐんま,49AMYCXCD,ルドベキア,1598,15,58,5595000,10,10,10,10,10,10,10,10,80
