player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,音游分数,音游 rank,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
4YTEQDE04,ぎんかほ♡結婚式,EYN9H9N16,蓮すきすきクラブ,1734,17,1,18000000,,,10,10,10,10,10,10,10,10,80
RKVK0YI1L,おらぴさん,1BME38BCD,さすさやクラブ,1805,17,2,17910000,59419513382.0,1.0,10,10,10,10,10,10,10,10,80
64M70NFSR,いなば,YE7CX8RNP,蓮ノ大三十角ex,1773,17,3,17890000,58347837094.0,3.0,10,10,10,10,10,10,10,10,80
1Y0XFNNDJ,かなたなか,EYN9H9N16,蓮すきすきクラブ,1724,17,4,17840000,59374463515.0,2.0,10,10,10,10,10,10,10,10,80
NC6WJYFVX,でら,EYN9H9N16,蓮すきすきクラブ,1809,17,4,17840000,,,10,10,10,10,10,10,10,10,80
HVA8EZJWM,鍋,3F9P3U95T,ଳ天地鱏明の空ଳ,1759,17,6,17760000,,,10,10,10,10,10,10,10,10,80
M30MWLT24,ゆあゆあ,1BME38BCD,さすさやクラブ,1838,18,7,17730000,55947632827.0,7.0,10,10,10,10,10,10,10,10,80
8JKPKHDHC,あるふぁん,EYN9H9N16,蓮すきすきクラブ,1722,17,7,17730000,57861982789.0,4.0,10,10,10,10,10,10,10,10,80
A172AA7DD,にしん,3F9P3U95T,ଳ天地鱏明の空ଳ,1767,9,9,17705000,,,10,10,10,10,10,10,10,10,80
9NMP2LJU2,くぼっち,EYN9H9N16,蓮すきすきクラブ,1745,18,10,17700000,,,10,10,10,10,10,10,10,10,80
7L6LDY5MT,handaeun,YE7CX8RNP,蓮ノ大三十角ex,1800,19,11,17690000,56095904148.0,6.0,10,10,10,10,10,10,10,10,80
NWUFRAHLN,じゅんじゅん,3F9P3U95T,ଳ天地鱏明の空ଳ,1545,14,12,17655000,,,10,10,10,10,10,10,10,10,80
XTY4GG18V,こーりん,1BME38BCD,さすさやクラブ,1735,17,13,17580000,54713723907.0,9.0,10,10,10,10,10,10,10,10,80
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,1784,17,14,17540000,,,10,10,10,10,10,10,10,10,80
QTHXHSE6U,総たい,EYN9H9N16,蓮すきすきクラブ,1796,18,15,17505000,55761390962.0,8.0,10,10,10,10,10,10,10,10,80
KXMPLAX04,ろーぱす,3F9P3U95T,ଳ天地鱏明の空ଳ,1574,17,16,17490000,,,10,10,10,10,10,10,10,10,80
VGWT7LCX7,ZUC,3F9P3U95T,ଳ天地鱏明の空ଳ,1627,16,17,17470000,,,10,10,10,10,10,10,10,10,80
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,1779,16,18,17435000,53188219372.0,14.0,10,10,10,10,10,10,10,10,80
CAH984HAW,be proud,M5LHG6R4T,乙宗動物園,1828,17,19,17425000,54630566558.0,10.0,10,10,10,10,10,10,10,10,80
OZHGPXIGS,まるごとみなみ,WN5B7VKPU,きんぴられんこん,1793,18,20,17420000,54451857686.0,12.0,10,10,10,10,10,10,10,10,80
HU55NKXPK,たっち,EYN9H9N16,蓮すきすきクラブ,1706,18,21,17410000,57212181427.0,5.0,10,10,10,10,10,10,10,10,80
42J4J5OSG,ハラシヨ,W26TRPM1R,めぐ党藤島派,1700,18,22,17405000,,,10,10,10,10,10,10,10,10,80
7604CH5KV,ㅤㅤㅤ,FK5MUK0ET,くる♡すきクラブ,1795,18,23,17345000,,,10,10,10,10,10,10,10,10,80
7XT268BWG,秋はこずめぐ,EYN9H9N16,蓮すきすきクラブ,1604,18,24,17325000,,,10,10,10,10,10,10,10,10,80
JC33CNHML,かすかす,PBRDPWEY1,村村会,1593,16,25,17315000,,,10,10,10,10,10,10,10,10,80
