player_id,player_name,search_guild_key,guild_name,DR数量,rank,point, 结算前A分数 , 结算前A rank , 结算前B分数 , 结算前B rank , 结算前C分数 , 结算前C rank ,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级,104季度等级
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,15,42,23950000," 450,543,080,480,253 ", 49 ," 410,795,840,238,039 ", 38 ," 502,117,331,954,160 ", 80 ,10,10,10,10,10,10,10,10,80,60
RRW2O1DH8,ふかひれ,49AMYCXCD,ルドベキア,15,43,23879000," 440,264,211,340,903 ", 62 ," 399,899,295,281,105 ", 46 ," 510,527,153,477,801 ", 69 ,10,10,10,10,10,10,9,10,79,60
64M70NFSR,ぎんかほ〜,VW65MCVF8,スリスリーズ,15,44,23746000," 471,406,494,820,014 ", 30 ," 357,559,269,892,122 ", 98 ," 478,597,522,886,574 ", 116 ,10,10,10,10,10,10,10,10,80,60
49TUEFEKF,もふもふまじん,V6VCA0C4N,ドル家の『D』,15,45,23710000," 447,992,481,609,323 ", 51 ," 404,354,290,726,578 ", 43 ," 522,392,282,637,272 ", 58 ,10,10,10,10,9,10,9,10,78,59
ODE064I6J,ちあき,M5LHG6R4T,乙宗動物園,12,46,23696000," 504,834,205,210,515 ", 3 ," 399,287,467,494,684 ", 48 ," 460,705,493,703,038 ", 149 ,10,10,10,10,10,10,10,10,80,60
ND6DAW05J,パトリシア,M5LHG6R4T,乙宗動物園,15,47,23688000," 491,054,628,389,395 ", 14 ," 391,762,105,081,925 ", 54 ," 454,965,894,355,433 ", 165 ,10,10,10,10,10,10,10,10,80,60
TW9L2LKS7,パワッチョ,YE7CX8RNP,蓮ノ大三十角ex,15,48,23666000," 504,536,620,201,636 ", 4 ," 397,503,521,708,635 ", 49 ," 479,933,607,536,120 ", 112 ,9,10,10,8,10,9,9,10,75,56
KYXUCDX5P,米豆梨（みどり）,9YM3DBTB7,泥民館,8,49,23660000," 437,826,872,076,068 ", 67 ," 389,056,942,515,055 ", 58 ," 485,545,971,284,587 ", 101 ,10,10,10,10,10,10,10,10,80,60
OWS2KA4SW,ごみょ,49AMYCXCD,ルドベキア,15,50,23548000," 410,946,595,444,940 ", 117 ," 414,251,337,072,958 ", 36 ," 522,674,421,836,808 ", 57 ,9,10,10,10,10,10,10,10,79,59
BJI9H7CC6,エイジ,PBRDPWEY1,村村会,12,51,23508000," 446,918,179,113,888 ", 54 ," 419,715,957,541,598 ", 35 ," 454,839,130,005,649 ", 166 ,10,10,10,10,10,10,10,10,80,60
CL0CDYUYY,かなちゃん,PBRDPWEY1,村村会,15,52,23489000," 501,748,754,443,799 ", 6 ," 344,274,715,276,843 ", 114 ," 541,373,893,947,767 ", 43 ,10,10,10,10,10,10,10,10,80,60
7RODEB74T,しよー,RWARTHA1M,乙宗梢大好き部,15,53,23466000," 425,618,620,457,075 ", 91 ," 331,523,727,389,858 ", 141 ," 518,019,443,777,622 ", 61 ,10,10,10,10,10,10,9,10,79,60
W4E0R6NA9,そらをとぶ,0TKFF5EG3,サークル名募集中,15,54,23444000," 469,668,084,447,595 ", 32 ," 361,512,602,712,082 ", 92 ," 458,339,068,805,109 ", 153 ,10,10,10,10,10,10,10,10,80,60
U7NEBV4KH,こーど,49AMYCXCD,ルドベキア,15,55,23384000," 427,483,733,171,488 ", 87 ," 434,636,858,955,840 ", 25 ," 455,450,525,546,883 ", 162 ,10,10,10,10,10,10,10,10,80,60
L6HBG7C3L,あまらく@,0TKFF5EG3,サークル名募集中,15,56,23331000," 477,004,935,732,637 ", 27 ," 368,130,648,306,543 ", 78 ," 475,386,163,177,871 ", 125 ,9,10,9,10,10,9,8,10,75,57
M30MWLT24,ゆあゆあ,05KN1RR3U,さやかほ花卉園,15,57,23325000," 433,610,825,930,957 ", 78 ," 358,716,050,224,683 ", 96 ," 492,517,942,320,091 ", 89 ,10,10,10,10,10,10,10,10,80,60
IEM5ZNZ0W,Xenos,GXR6C85BT,花帆ちゃん親衛隊,9,58,23285000," 405,712,438,534,042 ", 136 ," 407,393,321,092,201 ", 41 ," 501,658,879,219,178 ", 81 ,10,10,10,10,10,10,9,10,79,60
8DSWY1SNL,お茶とコーヒー,HBUK6F7CC,乙宗梢なりきり部,15,59,23266000," 410,610,542,107,974 ", 118 ," 336,895,928,583,168 ", 130 ," 601,637,086,808,242 ", 16 ,10,10,10,10,10,10,10,10,80,60
TXTPD6OZ9,stella,M5LHG6R4T,乙宗動物園,15,60,23257000," 277,723,310,724,675 ", 720 ," 410,612,057,701,655 ", 39 ," 638,011,696,159,888 ", 10 ,10,10,10,10,10,9,10,10,79,59
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,8,61,23221000," 459,735,710,800,954 ", 38 ," 384,794,143,053,353 ", 62 ," 481,000,859,664,592 ", 109 ,10,10,10,10,10,10,10,10,80,60
W0WYHMBR4,リョータ,49AMYCXCD,ルドベキア,13,62,23190000," 461,348,817,633,992 ", 36 ," 390,627,801,207,791 ", 56 ," 418,329,851,057,629 ", 246 ,10,10,10,10,10,10,10,10,80,60
4W6BIX284,リリィ♡,R181MKNX1,みらくらは人生！,15,63,23189000," 435,806,115,002,892 ", 72 ," 370,006,018,812,639 ", 75 ," 523,221,498,370,919 ", 56 ,10,10,10,10,10,10,10,10,80,60
DJFBBUV8E,トルコ,WN5B7VKPU,きんぴられんこん,11,64,23165000," 450,597,350,971,216 ", 48 ," 450,834,350,672,002 ", 19 ," 416,404,390,623,721 ", 252 ,9,10,10,10,9,9,10,10,77,57
PLE67URFB,DasserAN,M5LHG6R4T,乙宗動物園,8,65,23127000," 430,625,716,901,247 ", 80 ," 332,686,160,380,451 ", 139 ," 556,215,272,737,857 ", 33 ,10,10,10,10,10,10,10,10,80,60
NLNKEMVRB,風呂花帆セラ返せ,0UT59MJ8U,かほすこ同好会,13,66,23124000," 428,172,557,934,871 ", 85 ," 365,902,618,480,591 ", 83 ," 509,788,934,088,419 ", 70 ,9,10,10,9,10,9,10,10,77,57
LDLTRQ88V,しらたま,YCTM6RYDP,金沢おでん同好会,15,67,23110000," 435,633,571,640,397 ", 73 ," 354,564,221,513,206 ", 101 ," 518,379,911,209,608 ", 60 ,10,10,10,10,10,9,9,10,78,59
24M5TJDPS,わるつ,,,15,68,23109000," 494,500,072,485,508 ", 13 ," 326,620,645,875,743 ", 154 ," 473,821,614,786,035 ", 129 ,10,10,10,10,10,10,10,10,80,60
BJ2YEFM93,テンババア,EYN9H9N16,蓮すきすきクラブ,15,69,23095000," 495,127,760,049,843 ", 12 ," 272,414,089,400,465 ", 287 ," 499,925,120,229,508 ", 83 ,10,10,10,10,10,10,10,10,80,60
1Y0XFNNDJ,かなたなか,EYN9H9N16,蓮すきすきクラブ,15,70,23058000," 435,386,541,181,405 ", 75 ," 342,646,012,041,720 ", 117 ," 526,411,790,713,504 ", 52 ,10,10,10,10,10,9,7,10,76,59
7Q17H65NQ,mitsu,YE7CX8RNP,蓮ノ大三十角ex,15,71,23053000," 407,790,860,302,668 ", 128 ," 396,671,599,995,123 ", 51 ," 504,579,497,580,732 ", 77 ,10,10,9,10,9,9,10,10,77,57
EEODMO0PN,kazami,VW65MCVF8,スリスリーズ,9,71,23053000," 404,057,359,507,425 ", 144 ," 344,840,986,236,303 ", 113 ," 561,769,655,081,296 ", 29 ,10,10,10,10,10,10,8,10,78,60
8GYTX89XA,しづ,PBRDPWEY1,村村会,15,73,23052000," 458,042,941,476,559 ", 39 ," 357,687,042,353,909 ", 97 ," 556,932,802,013,195 ", 32 ,10,10,10,10,10,10,8,10,78,60
P4ZNDWHDA,どんき,GXR6C85BT,花帆ちゃん親衛隊,15,74,22937000," 393,601,765,643,456 ", 175 ," 381,626,374,317,979 ", 66 ," 484,609,187,941,697 ", 103 ,10,10,10,10,10,10,10,10,80,60
76L1SWWX0,カプ・デカホ,GXR6C85BT,花帆ちゃん親衛隊,15,75,22900000," 503,714,156,123,140 ", 5 ," 339,922,870,777,387 ", 124 ," 476,117,177,942,116 ", 124 ,10,10,10,10,10,10,10,10,80,60
K8XN5UVA3,ツインドアノブ,W26TRPM1R,めぐ党藤島派,13,76,22863000," 390,041,523,426,675 ", 187 ," 358,968,864,132,845 ", 95 ," 542,721,753,332,217 ", 42 ,10,10,10,10,10,10,10,10,80,60
T0AGDWEPM,ゆゆ,CX967RTGY,おんゆあさーくる,15,77,22798000," 363,072,688,681,536 ", 288 ," 399,696,227,152,367 ", 47 ," 477,002,475,277,512 ", 121 ,10,10,10,10,10,10,10,10,80,60
XCRX2GAFB,なる,WN5B7VKPU,きんぴられんこん,15,78,22769000," 417,962,174,681,128 ", 104 ," 325,033,845,383,170 ", 162 ," 562,970,385,820,578 ", 28 ,10,10,10,10,10,10,7,10,77,60
KY1DYH45V,ate_san,6XX7GBM0K,ぷちぐる同好会,15,79,22750000," 408,381,973,736,490 ", 125 ," 387,046,665,386,656 ", 61 ," 498,080,029,295,660 ", 84 ,10,10,10,10,10,10,10,10,80,60
FSHR5FP4W,Kian,KT4C59NXG,めぐ島,15,80,22729000," 384,804,324,611,985 ", 211 ," 339,379,836,773,163 ", 127 ," 504,638,256,240,878 ", 76 ,9,10,10,10,10,10,10,10,79,59
FWBTX791U,garry,M5LHG6R4T,乙宗動物園,11,81,22727000," 417,931,700,500,441 ", 105 ," 256,916,692,195,996 ", 355 ," 606,670,333,024,573 ", 13 ,10,10,9,10,10,10,9,10,78,59
8YL7FPM4D,テツブリ,FK5MUK0ET,くる♡すきクラブ,15,82,22709000," 442,890,738,908,098 ", 59 ," 409,292,767,877,945 ", 40 ," 476,541,060,506,652 ", 122 ,10,10,10,10,10,10,10,10,80,60
JVDRVFFBP,たなばた野郎,EYN9H9N16,蓮すきすきクラブ,15,83,22669000," 457,136,142,525,752 ", 41 ," 312,251,779,645,628 ", 182 ," 525,652,112,785,106 ", 53 ,8,10,10,10,10,8,7,10,73,56
Y2LLTQ4MF,Lautrum,M5LHG6R4T,乙宗動物園,15,84,22661000," 440,112,363,362,552 ", 63 ," 366,665,010,460,989 ", 80 ," 455,382,644,544,202 ", 163 ,10,10,10,10,10,10,10,10,80,60
IMAK5NFHF,よもぎ,YE7CX8RNP,蓮ノ大三十角ex,15,85,22647000," 433,932,928,318,699 ", 77 ," 371,996,499,054,052 ", 74 ," 481,568,449,616,168 ", 107 ,10,10,10,10,10,10,10,10,80,60
J9C1NN8VB,CBCRR23,VW65MCVF8,スリスリーズ,15,85,22647000," 439,778,042,099,558 ", 64 ," 339,813,867,406,058 ", 125 ," 538,752,012,544,633 ", 45 ,9,10,9,10,10,8,8,10,74,56
7XT268BWG,春はこずめぐ,EYN9H9N16,蓮すきすきクラブ,15,87,22609000," 457,235,901,022,812 ", 40 ," 377,964,898,727,763 ", 69 ," 431,187,925,945,547 ", 210 ,10,10,10,10,10,10,10,10,80,60
ZUIWXH7GR,TLA,8JMW9G2XW,僕らのリンクラ！,15,88,22608000," 399,399,073,483,009 ", 164 ," 349,921,429,004,303 ", 108 ," 509,467,597,049,634 ", 72 ,10,10,10,10,10,10,10,10,80,60
7VE9T0CUP,안녕寺,PBRDPWEY1,村村会,15,89,22551000," 436,736,997,729,070 ", 71 ," 340,074,097,589,168 ", 123 ," 484,857,325,358,379 ", 102 ,10,10,10,10,10,10,10,10,80,60
C7IMXOP79,ナーガ,RWARTHA1M,乙宗梢大好き部,6,90,22522000," 377,225,130,920,488 ", 233 ," 405,781,705,062,568 ", 42 ," 499,985,896,783,635 ", 82 ,10,10,10,10,10,10,10,10,80,60
CO2UVBYHH,いついつ禁止はよ,VW65MCVF8,スリスリーズ,7,91,22520000," 423,087,010,186,231 ", 95 ," 310,465,294,253,448 ", 188 ," 509,503,499,607,883 ", 71 ,9,10,10,10,10,9,9,10,77,58
7604CH5KV,hiro,FK5MUK0ET,くる♡すきクラブ,15,92,22512000," 406,526,204,004,494 ", 133 ," 322,946,806,253,323 ", 167 ," 597,707,714,347,127 ", 18 ,10,10,9,10,10,9,8,10,76,58
VGWT7LCX7,ZUC,,,12,93,22507000," 402,289,135,718,456 ", 152 ," 323,880,538,521,916 ", 164 ," 541,010,475,282,052 ", 44 ,9,10,10,9,10,9,7,10,74,57
AJMEJX0KG,こーか,EYN9H9N16,蓮すきすきクラブ,15,94,22477000," 420,868,540,987,580 ", 100 ," 352,717,026,801,509 ", 103 ," 452,366,657,856,228 ", 171 ,10,10,10,10,10,10,10,10,80,60
5GUR9X53N,すてぽ,2B97MH4YA,同じ話し何回も…,15,95,22452000," 404,805,892,917,683 ", 140 ," 364,001,120,220,097 ", 86 ," 442,980,953,300,956 ", 187 ,10,10,10,10,10,10,10,10,80,60
8E70ID58F,あるとす,WN5B7VKPU,きんぴられんこん,15,96,22418000," 415,487,488,623,539 ", 109 ," 360,270,416,034,423 ", 94 ," 478,019,256,306,939 ", 117 ,10,10,10,10,10,10,10,10,80,60
M8KSSVGQS,おばすこ,PBRDPWEY1,村村会,15,97,22405000," 479,268,716,873,030 ", 23 ," 325,875,904,010,256 ", 157 ," 466,338,737,874,791 ", 139 ,10,10,10,10,9,9,10,10,78,58
BRJ0XWX77,しいのき,V4A5MP41E,徒町チャレンジ！,15,98,22401000," 386,019,587,749,645 ", 204 ," 339,610,363,514,827 ", 126 ," 507,727,768,945,885 ", 73 ,10,10,9,10,10,10,8,10,77,59
TUHKRV0IW,ポン,EYN9H9N16,蓮すきすきクラブ,15,98,22401000," 398,496,626,933,139 ", 166 ," 327,862,501,614,144 ", 152 ," 514,684,389,696,460 ", 64 ,8,10,10,10,9,8,8,10,73,55
NT480V79A,ゆざくら,PBRDPWEY1,村村会,15,100,22391000," 427,645,743,914,601 ", 86 ," 343,104,731,404,410 ", 116 ," 490,600,135,497,552 ", 92 ,10,10,10,10,10,10,10,10,80,60
PG3THEV4C,あお,EYN9H9N16,蓮すきすきクラブ,10,101,22372000," 420,275,223,385,840 ", 102 ," 288,313,624,989,164 ", 240 ," 462,093,913,807,370 ", 145 ,9,10,9,10,10,8,9,10,75,56
ALF76WC94,あかつき,11FB0EDDT,スクステ同好会,15,102,22362000," 377,573,473,896,657 ", 231 ," 396,243,774,582,750 ", 52 ," 451,260,204,520,548 ", 173 ,10,10,10,10,10,10,10,10,80,60
KXMPLAX04,ろーぱす,9JTF508LB,スクスタ亡霊部,15,103,22345000," 421,598,939,802,928 ", 97 ," 351,982,292,860,283 ", 105 ," 517,612,476,020,370 ", 62 ,10,10,10,10,10,9,9,10,78,59
N6KDBV2A2,ハンバーグ,7R8NKPAB1,花帆推し倶楽部,15,104,22301000," 414,805,684,647,525 ", 111 ," 373,031,876,176,395 ", 73 ," 411,070,657,675,200 ", 261 ,10,10,10,10,10,10,10,10,80,60
1FREY7CCF,ぱむぱむ,HE0GK3EPE,瑞蓮プロカ倶楽部,15,105,22288000," 478,032,824,786,399 ", 25 ," 366,203,297,342,113 ", 81 ," 436,313,525,725,881 ", 201 ,9,10,9,9,9,9,10,10,75,55
FM1GCQSEE,Goona,M5LHG6R4T,乙宗動物園,13,106,22258000," 399,753,283,967,992 ", 161 ," 299,986,023,886,130 ", 215 ," 514,758,096,805,300 ", 63 ,9,10,9,10,10,8,8,10,74,56
MOY90G2ES,kaz,2NY9H8BR9,乙宗紅茶館,15,107,22186000," 429,262,971,537,086 ", 82 ," 360,279,533,397,443 ", 93 ," 477,560,980,356,511 ", 119 ,10,10,10,10,10,10,10,10,80,60
L71LEGR49,かんなぎ,49AMYCXCD,ルドベキア,15,108,22165000," 407,587,151,677,700 ", 130 ," 356,520,339,396,761 ", 99 ," 482,318,462,575,779 ", 105 ,10,10,10,10,10,10,10,10,80,60
ARB6FHC6U,なべし,79C17CHA2,蓮ノ空出張部,15,109,22162000," 396,170,352,193,636 ", 172 ," 373,244,263,325,870 ", 72 ," 455,071,637,462,625 ", 164 ,10,10,10,10,10,10,10,10,80,60
GRN5C49P3,えーるん,EYN9H9N16,蓮すきすきクラブ,15,110,22156000," 399,427,804,930,136 ", 163 ," 235,516,643,454,681 ", 464 ," 564,712,090,088,103 ", 27 ,9,10,10,10,10,10,9,10,78,59
AKMY82517,いずのあいさん,VW65MCVF8,スリスリーズ,15,111,22125000," 438,458,737,473,737 ", 66 ," 363,639,679,718,637 ", 89 ," 488,244,062,276,255 ", 96 ,10,10,10,10,9,2,10,10,71,51
SM59T811D,Case,RWARTHA1M,乙宗梢大好き部,12,112,22121000," 362,674,630,936,333 ", 290 ," 284,016,601,401,100 ", 248 ," 560,152,678,202,599 ", 31 ,10,10,10,10,10,10,8,10,78,60
84U35FCIX,じゃじゃ,YCTM6RYDP,金沢おでん同好会,11,113,22119000," 369,434,326,254,922 ", 258 ," 377,343,118,678,124 ", 70 ," 431,818,221,645,747 ", 208 ,9,10,10,10,10,10,10,10,79,59
DEVDG82YE,ジョーくん,11FB0EDDT,スクステ同好会,9,114,22098000," 451,884,227,616,265 ", 45 ," 364,216,513,917,140 ", 85 ," 449,484,349,880,884 ", 175 ,10,10,10,10,10,10,10,10,80,60
8Q0P3A5Y5,よしお,CM5THHYHB,「」ノ空だけれど,15,115,22074000," 390,457,952,090,778 ", 185 ," 336,712,428,768,191 ", 131 ," 480,501,134,018,671 ", 110 ,10,10,10,10,10,10,10,10,80,60
7TAQGMS8W,石川大観光,PBRDPWEY1,村村会,15,116,22019000," 420,758,377,035,039 ", 101 ," 332,032,394,173,012 ", 140 ," 487,354,290,909,252 ", 98 ,9,10,9,9,10,10,10,10,77,57
EMFP5HG3T,さりっく,GXR6C85BT,花帆ちゃん親衛隊,15,117,21997000," 404,824,068,960,905 ", 139 ," 375,059,884,297,989 ", 71 ," 477,846,949,943,749 ", 118 ,10,10,10,9,10,9,8,10,76,58
56DXP4XGM,aki_,0UT59MJ8U,かほすこ同好会,9,118,21993000," 446,780,985,803,307 ", 55 ," 364,255,590,303,020 ", 84 ," 403,987,761,202,535 ", 283 ,10,10,10,10,10,10,10,10,80,60
