player_id,rank,point,player_name,search_guild_key,guild_name,DR数量,さやか,吟子,梢,小铃,花帆,姬芽,缀理,慈,瑠璃乃
ODE064I6J,88,1947675625505241,ちあき,M5LHG6R4T,乙宗動物園,10,10,10,10,10,10,10,10,10,10
U8OROTM2Y,89,1947576181183037,なってしまった！,YCTM6RYDP,金沢おでん同好会,11,10,10,10,10,10,10,10,10,10
XCRX2GAFB,90,1947200056775695,なる,WN5B7VKPU,きんぴられんこん,11,10,10,10,10,10,10,10,10,10
P4ZNDWHDA,91,1945685930317444,どんき,GXR6C85BT,花帆ちゃん親衛隊,12,10,10,10,10,10,10,10,10,10
15LURYMC1,92,1942212039069491,ベルトーニ,FVJFA973A,蓮ノ空愛好会,13,10,10,10,10,10,10,10,10,10
67GP30NUW,93,1941630909107856,yuba,11FB0EDDT,スクステ同好会,8,10,10,10,10,10,10,10,10,10
935BA0WHY,94,1939882381772943,にむ,11FB0EDDT,スクステ同好会,11,10,10,10,10,10,10,10,10,10
7RODEB74T,95,1938056526108180,しよー,RWARTHA1M,乙宗梢大好き部,15,10,10,10,10,10,10,10,10,10
ON66GC85Z,96,1937978820361453,ミツボシ,JTX1G19BP,さやかほ癒し会,15,10,10,10,10,10,10,10,10,10
6X3LMM5NH,97,1936758360210074,ズライカ,X7C21B7H7,泥,15,10,10,10,10,10,10,10,10,10
8OJ4K93MD,98,1936743962039111,コロ,HBUK6F7CC,乙宗梢なりきり部,11,10,10,10,10,10,10,10,10,10
W4E0R6NA9,99,1936337286695025,素晴らしい声の人,BKLW6CR5L,Mix鮭の空!!,15,10,10,10,10,10,10,10,10,10
JRXUOPXXN,100,1935991094673311,ぐんま,49AMYCXCD,ルドベキア,12,10,10,10,10,10,10,10,10,10
68X4A67UG,101,1935754090821679,いたこ,25PMPEMG7,星見プロ,13,10,10,10,10,10,10,10,10,10
7VGVR7YBY,102,1933348678173717,キモオ・タ,FVJFA973A,蓮ノ空愛好会,14,10,10,10,10,10,9,10,10,10
WPLF5HB13,103,1930296959862525,ふっと,11XTEEEJT,リンクラ料理部,5,10,10,10,10,10,10,10,10,10
C9ZMT7RH7,104,1928753961742499,キミタケ,YE7CX8RNP,蓮ノ大三十角,15,10,10,10,10,10,10,10,10,10
FSHR5FP4W,105,1922952205511968,Kian,0B4LPDY69,巣〜極楽〜,15,10,10,10,10,10,10,10,10,10
1Y0XFNNDJ,106,1919923651731155,かなたなか,EYN9H9N16,蓮すきすきクラブ,11,10,10,10,10,10,10,10,10,10
9FCM2N4CA,107,1919613679074482,臨倉奴太郎,FVJFA973A,蓮ノ空愛好会,12,10,10,10,10,10,10,10,10,10
MGGGX0GH1,108,1916711643456782,石もふ,VW65MCVF8,スリスリーズ,15,10,10,10,10,10,10,10,10,10
NJTVVJ3AR,109,1914426532721064,もつに(反省),EYN9H9N16,蓮すきすきクラブ,15,10,10,10,10,10,10,10,10,10
EFW2PMAHB,110,1909352372645973,くら,YCTM6RYDP,金沢おでん同好会,15,10,10,10,10,10,10,10,10,10
838S79KWG,111,1907521910170035,紅蓮の破壊神,BKLW6CR5L,Mix鮭の空!!,7,10,10,10,10,10,10,10,10,10
24M5TJDPS,112,1903899211348729,わるつ,FVJFA973A,蓮ノ空愛好会,15,10,10,10,10,10,10,10,10,10
QUQRGUWJL,113,1901784865004695,にしおり,49AMYCXCD,ルドベキア,13,10,10,10,10,10,10,10,10,10
XB2VHAJYV,114,1900751760147191,まさお,GMEF2K8DL,花咲く泥も好き²,3,10,10,10,10,10,10,10,10,10
BJ2YEFM93,115,1899813139984119,テンババア,EYN9H9N16,蓮すきすきクラブ,12,10,10,10,10,10,9,10,10,10
KY1DYH45V,116,1899369078490916,ate_san,B5V2LNN43,WMW,14,10,10,10,10,10,10,10,10,10
9ENVXR95K,117,1899253675317952,マオ,NC2YT2V28,蓮之愛同予者何人,7,10,10,10,10,10,10,10,10,10
DV73OQD94,118,1899174935747056,ちゆ,BKLW6CR5L,Mix鮭の空!!,15,10,10,10,10,10,10,10,10,10
64M70NFSR,119,1898541290393964,たむ,VW65MCVF8,スリスリーズ,13,10,10,10,10,10,10,10,10,10
JRT9COU68,120,1894343937803493,1192,VW65MCVF8,スリスリーズ,14,10,10,10,10,10,10,10,10,10
M8KSSVGQS,121,1893397526155739,おばすこ,BKLW6CR5L,Mix鮭の空!!,14,10,10,10,10,10,10,10,10,10
VLVZCU5K1,122,1891438336540406,ひなつき,B5V2LNN43,WMW,15,10,10,10,10,10,10,10,10,10
B6XUHLVUZ,123,1888924450087814,ればにら,RFYKY8DCD,LA.LA.LA,12,10,10,10,10,10,10,10,10,10
L0HOC7EEE,124,1884805725983124,まほプリ神,YE7CX8RNP,蓮ノ大三十角,5,10,10,10,10,10,10,10,10,10
ROKS5RRX4,125,1883824438110922,アボカドの片割れ,BKLW6CR5L,Mix鮭の空!!,13,10,10,10,10,10,10,10,10,10
4L6ELEBZY,126,1881654930250188,私を叶える物語,BKLW6CR5L,Mix鮭の空!!,14,10,10,10,10,10,10,10,10,10
W51RD80OU,127,1874764992675374,赤飯のごま塩,49AMYCXCD,ルドベキア,15,10,10,10,10,10,10,10,10,10
7TAQGMS8W,128,1873555008057376,ゆる,PBRDPWEY1,村村会,15,10,10,10,10,10,10,10,10,10
CRBY4XCB9,129,1872558624081503,すべゆるお,VW65MCVF8,スリスリーズ,9,10,10,10,10,10,10,10,10,10
MY9GFUXVC,130,1871563842557892,きっくー,BKLW6CR5L,Mix鮭の空!!,12,10,10,10,10,10,10,10,10,10
IEBYCC1D7,131,1871289552290880,わらび餅,RFYKY8DCD,LA.LA.LA,14,10,10,10,10,10,10,10,10,10
68S69TGO8,132,1869034635816520,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,8,10,10,10,10,10,10,10,10,10
TRLEB6AD0,133,1868999092363571,ねんねこ,FC8NBAJBT,ラー麺二郎金沢店,15,10,10,10,10,10,10,10,10,10
4W6BIX284,134,1868924279814668,リリィ♡,FK5MUK0ET,くる♡すきクラブ,15,10,10,10,10,10,10,10,10,10
L71LEGR49,135,1867955337762234,かんなぎ,3BDTCERX6,打ち返した流れ星,13,10,10,10,10,10,10,10,10,10
BJI9H7CC6,136,1866171576938066,エイジ,PBRDPWEY1,村村会,9,10,10,10,10,10,10,10,10,10
91HY4FXBS,137,1865356609032045,WishSong,BKLW6CR5L,Mix鮭の空!!,12,10,10,10,10,10,10,10,10,10
KWSACZISO,138,1864097180583517,すずき,CTW8DKV5P,まったり,15,10,10,10,10,10,10,10,10,10
Z55OCBCZ1,139,1858389843504069,すこや,RFYKY8DCD,LA.LA.LA,15,10,10,10,10,10,10,10,10,10
K137HR419,140,1852892089808873,しょうご,VW65MCVF8,スリスリーズ,15,10,10,10,10,10,10,10,10,10
TXTPD6OZ9,141,1852255026302002,stella,BKLW6CR5L,Mix鮭の空!!,14,10,10,10,10,10,10,10,10,10
ISRNX35D4,142,1847959619648907,KYB,RWARTHA1M,乙宗梢大好き部,15,10,10,10,10,10,10,10,10,10
CH6EH94XB,143,1846707746623438,ばやしこーと,VW65MCVF8,スリスリーズ,14,10,10,10,10,10,10,10,10,10
TW9L2LKS7,144,1844518091874573,パワッチョ,YE7CX8RNP,蓮ノ大三十角,15,10,10,10,10,10,10,10,10,10
XH8YBK7X1,145,1836761483662414,アイマスP,25PMPEMG7,星見プロ,10,10,10,10,10,10,10,10,10,10
5GUR9X53N,146,1831768198480730,すてぽ,2B97MH4YA,同じ話し何回も…,3,10,10,10,10,10,10,10,10,10
C7IMXOP79,147,1831600905874375,ナーガ,FVJFA973A,蓮ノ空愛好会,0,10,10,10,10,10,10,10,10,10
ZWGHFBK3S,148,1829899486443869,DSsuzu,YCTM6RYDP,金沢おでん同好会,14,10,10,10,10,10,10,10,10,10
VDNBJFHAE,149,1828812943511617,稲妻葵,FVJFA973A,蓮ノ空愛好会,11,10,10,10,10,10,10,10,10,10
FRTXRTHK1,150,1820900568897578,コルド,49AMYCXCD,ルドベキア,13,10,10,10,10,10,10,10,10,10
MF5AJYWR7,151,1818496595195005,あさかぜ,25PMPEMG7,星見プロ,6,10,10,10,10,10,10,10,10,10
HF5CLQ1F8,152,1817379053386210,すがぽん,M5LHG6R4T,乙宗動物園,7,10,10,10,10,10,10,10,10,10
9NMP2LJU2,153,1817287735132151,くぼっち,EYN9H9N16,蓮すきすきクラブ,14,10,10,10,10,10,10,10,10,10
AJMEJX0KG,154,1812898952501502,こーか,B5V2LNN43,WMW,12,10,10,10,10,10,10,10,10,10
92BAX6L8R,155,1810505838749351,なかさん,EYN9H9N16,蓮すきすきクラブ,12,10,10,10,10,10,10,10,10,10
FM1GCQSEE,156,1809476992284615,Goona,NC2YT2V28,蓮之愛同予者何人,13,10,10,10,10,10,10,10,10,10
7XT268BWG,157,1806287712789201,冬はこずめぐ,FVJFA973A,蓮ノ空愛好会,14,10,10,10,10,10,10,10,10,10
ED3WCG3KU,158,1803729191090377,千早愛音,FVJFA973A,蓮ノ空愛好会,8,10,10,10,10,10,10,10,10,10
XTY4GG18V,159,1803017867908992,こーりん,1BME38BCD,さすさやクラブ,14,10,10,10,10,10,10,10,10,10
OOC27PRN6,160,1802100020678577,リリィ,DH6C5B7WF,蓮ノ空FC,1,10,10,10,10,10,10,10,10,10
OYHRPRDN6,161,1802021437306746,トマト先生,YE7CX8RNP,蓮ノ大三十角,2,10,10,10,10,10,10,10,10,10
YVGO9EHKS,162,1800807767527381,やたペン,HBM31HMUY,YUKIZURI,6,10,10,10,10,10,10,10,10,10
OWS2KA4SW,163,1800644894646179,ごみょ,FVJFA973A,蓮ノ空愛好会,14,10,10,10,10,10,10,10,10,10
5W83UKK4H,164,1799284145925735,望月,1BME38BCD,さすさやクラブ,15,10,10,10,10,10,10,10,10,10
RBOS9CUIB,165,1797696139113684,たわ,W3YKKRWHG,ルリと愉快な一家,12,10,10,10,10,10,10,10,10,10
8E70ID58F,166,1795198201290571,あるとす,WN5B7VKPU,きんぴられんこん,15,10,10,10,10,10,10,10,10,10
T0AGDWEPM,167,1794650192411854,ゆゆ@野中と交際,CX967RTGY,おんゆあさーくる,14,10,10,10,10,10,10,10,10,10
LDLTRQ88V,168,1794308067889748,しらたま,YCTM6RYDP,金沢おでん同好会,15,10,10,10,10,10,10,10,10,10
M3ANWTEQ1,169,1793764356589767,"甘野老oNM,",73CBYJYB0,"oNM,",9,10,10,10,10,10,10,10,10,10
K8XN5UVA3,170,1792382375908054,ツインドアノブ,W26TRPM1R,めぐ党藤島派,13,10,10,10,10,10,10,10,10,10
MNUBWRC8C,171,1792155895407928,でした。,R1RM3X0WV,後方腕組みオタク,9,10,10,10,10,10,10,10,10,10
3U8FCLD8W,172,1788179922186832,すけ,HBM31HMUY,YUKIZURI,12,10,10,10,10,10,10,10,10,10
12Y4UB4XJ,173,1786235488620619,かぴたる,49AMYCXCD,ルドベキア,13,10,10,10,10,10,10,10,10,10
BE9A0VUV4,174,1785566550014520,覚醒クッキー,FVJFA973A,蓮ノ空愛好会,0,10,10,10,10,10,10,10,10,10
ZHVYQOXPW,175,1784020689230436,たかやん,VW65MCVF8,スリスリーズ,15,10,10,10,10,10,10,10,10,10
76L1SWWX0,176,1783114725399427,カプ・デカホ,GXR6C85BT,花帆ちゃん親衛隊,13,10,10,10,10,10,10,10,10,10
4KFUM6ADN,177,1783041111112143,ねくすと,M5LHG6R4T,乙宗動物園,14,10,10,10,10,10,10,10,10,10
VVRBWNSVQ,178,1782846993013442,かんべえ,WN5B7VKPU,きんぴられんこん,15,10,10,10,10,10,10,10,10,10
45NY6HUBX,179,1782291151453692,かいこ,25PMPEMG7,星見プロ,8,10,10,10,10,10,10,10,10,10
764KKEH5V,180,1781718324904733,K,X7C21B7H7,泥,2,10,10,10,10,10,10,10,10,10
KYXUCDX5P,181,1781264628374797,米豆梨（みどり）,9YM3DBTB7,泥民館,2,10,10,10,10,10,10,10,10,10
LKY79HKFR,182,1779527855358531,しらす,FVJFA973A,蓮ノ空愛好会,7,10,10,10,10,10,10,10,10,10
19KYGA4WX,183,1779411185444567,ココ,25PMPEMG7,星見プロ,14,10,10,10,10,10,10,10,10,10
R3YC2XYYZ,184,1774274250549183,秋,GPKTRBCTT,騎空団蓮ノ空支部,12,10,10,10,10,10,10,10,10,10
42J4J5OSG,185,1772071581800839,ハラシヨ,W26TRPM1R,めぐ党藤島派,14,10,10,10,10,10,10,10,10,10
AL804BYBX,186,1771141909412062,はなぶさ,YE7CX8RNP,蓮ノ大三十角,13,10,10,10,10,10,10,10,10,10
KWNXKNY6X,187,1770194824921318,ぷいにゅー,49AMYCXCD,ルドベキア,15,10,10,10,10,10,10,10,10,10
OZHGPXIGS,188,1768762520204890,まるごとみなみ,WN5B7VKPU,きんぴられんこん,9,10,10,10,10,10,10,10,10,10
V578L0R6J,189,1768432722167002,mion,AXG81GPMP,蓮ノ空マタギ部,12,10,10,10,10,10,10,10,10,10
74NVPKIGI,190,1765696988951762,"なめろうoNM,",73CBYJYB0,"oNM,",15,10,10,10,10,10,10,10,10,10
7Q17H65NQ,191,1765318002165919,mitsu,YE7CX8RNP,蓮ノ大三十角,14,10,10,10,10,10,10,10,10,10
CCQ5QCTL1,192,1761572165580099,琥珀,GMEF2K8DL,花咲く泥も好き²,14,10,10,10,10,10,10,10,10,10
T95Y9M2F4,193,1761455084240281,いくりら,M5LHG6R4T,乙宗動物園,11,10,10,10,10,10,10,10,10,10
80YJPN7V1,194,1761093982385943,シガナ,25PMPEMG7,星見プロ,11,10,10,10,10,10,10,10,10,10
22F9H0NK0,195,1759964743438620,かじみん,JTX1G19BP,さやかほ癒し会,15,10,10,10,10,10,10,10,10,10
7PLTVA4SD,196,1759954642871005,どんきち,M5LHG6R4T,乙宗動物園,4,10,10,10,10,10,10,10,10,10
IMAK5NFHF,197,1758162134302023,よもぎ,YE7CX8RNP,蓮ノ大三十角,13,10,10,10,10,10,10,10,10,10
CPU567Q5P,198,1756564345870833,あいざっく,8M6UDX260,ぽけもん好き,1,10,10,10,10,10,10,10,10,10
ZAHTN08A4,199,1756103186573461,まいにち,WTJV514G9,蓮ノ空のお弁当屋,5,10,10,10,10,10,10,10,10,10
KARXL77JJ,200,1750758622294773,∫ai9a,0TKFF5EG3,サークル名募集中,12,10,10,10,10,10,10,10,10,10
1FO8RWDNB,201,1749893217184257,⠀ ⠀,YE7CX8RNP,蓮ノ大三十角,12,10,10,10,10,10,10,10,10,10
MT9XVRL4Y,202,1746117899301960,レプリカ,11FB0EDDT,スクステ同好会,14,10,10,10,10,10,10,10,10,10
J4NN3D06A,203,1745733699002681,斯波,FVJFA973A,蓮ノ空愛好会,15,10,10,10,10,10,10,10,10,10
LQEN0GFVZ,204,1743879017823103,ごろーざ,FVJFA973A,蓮ノ空愛好会,15,10,10,10,10,10,10,10,10,10
NWUFRAHLN,205,1743815030341519,じゅんじゅん,M5LHG6R4T,乙宗動物園,10,10,10,10,10,10,10,10,10,10
J5GI3NA6M,206,1742673592450448,林檎林檎アップル,GXR6C85BT,花帆ちゃん親衛隊,15,10,10,10,10,10,10,10,10,10
EEODMO0PN,207,1740017052392345,kazami,VW65MCVF8,スリスリーズ,6,10,10,10,10,10,10,10,10,10
IZUFEEX2U,208,1738145686969766,アルメ,EYN9H9N16,蓮すきすきクラブ,15,10,10,10,10,10,10,10,10,10
JAG81QH05,209,1735427877045229,たらみ,GXR6C85BT,花帆ちゃん親衛隊,10,10,10,10,10,10,10,10,10,10
KQU0HGLOS,210,1734475834330292,TKG,VW65MCVF8,スリスリーズ,14,10,10,10,10,10,10,10,10,10
MHUB8095B,211,1733707520276217,どらろー,25PMPEMG7,星見プロ,14,10,10,10,10,10,10,10,10,10
4F1HIHA3J,212,1732449082272542,きびだんごうどん,11FB0EDDT,スクステ同好会,8,10,10,10,10,10,8,10,10,9
W0WYHMBR4,213,1732145555973275,リョータ,3BDTCERX6,打ち返した流れ星,13,10,10,10,10,10,10,10,10,10
RRW2O1DH8,214,1727296261066843,ふかひれ,49AMYCXCD,ルドベキア,13,10,10,10,10,10,10,10,10,10
P4LVRKG9L,215,1724961324400109,月見海月,RFYKY8DCD,LA.LA.LA,13,10,10,10,10,10,10,10,10,10
1AZ5EJR7Z,216,1720406741284057,Inahime,X7C21B7H7,泥,12,10,10,10,10,10,10,10,10,10
