player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
AJMEJX0KG,こーか,EYN9H9N16,蓮すきすきクラブ,1758,19,1,3000000,10,10,10,10,10,10,10,10,80
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,1887,18,1,3000000,10,10,10,10,10,10,10,10,80
8JKPKHDHC,あるふぁん,EYN9H9N16,蓮すきすきクラブ,1836,18,3,2990000,9,10,10,10,10,10,9,10,78
4YTEQDE04,ଳSFL.76ଳ,EYN9H9N16,蓮すきすきクラブ,1831,17,3,2990000,9,10,9,10,10,9,9,10,76
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,1858,18,5,2980000,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,PBRDPWEY1,村村会,1666,21,5,2980000,10,10,10,10,10,10,10,10,80
JE5URLPU8,もご,3F9P3U95T,ଳ天地鱏明の空ଳ,1453,7,7,2970000,10,10,10,10,10,10,10,10,80
X0REUC1B0,ジークハルト,GXR6C85BT,花帆ちゃん親衛隊,1751,20,7,2970000,10,10,10,10,10,10,10,10,80
5LL48ARPU,TIO,3F9P3U95T,ଳ天地鱏明の空ଳ,1721,20,9,2960000,10,10,10,10,10,10,10,10,80
JC33CNHML,かすかす,PBRDPWEY1,村村会,1681,17,9,2960000,10,10,10,10,10,10,10,10,80
T09VDOIFQ,No.154,998H940YN,お嬢様筋トレ部,1770,19,11,2950000,10,10,10,10,10,10,10,10,80
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,1768,14,11,2950000,10,10,10,10,10,10,10,9,79
KOKTCEUS1,にんじんソード,1BME38BCD,さすさやクラブ,1780,20,13,2940000,10,10,10,10,10,10,10,10,80
NLNKEMVRB,ユッキー,0TKFF5EG3,サークル名募集中,1651,19,13,2940000,10,10,10,10,10,10,10,10,80
CZKJL4VOV,調布のりこ,M5LHG6R4T,乙宗動物園,1858,18,15,2930000,10,10,10,10,10,10,10,10,80
7604CH5KV,hiro,FK5MUK0ET,くる♡すきクラブ,1884,21,15,2930000,10,10,10,10,10,10,10,10,80
TWKTW5AVC,いとしき夢よ,M5LHG6R4T,乙宗動物園,1640,20,17,2920000,10,10,10,10,10,10,10,10,80
ALF76WC94,あにょつき,3F9P3U95T,ଳ天地鱏明の空ଳ,1638,19,17,2920000,10,10,10,10,10,10,10,10,80
9NMP2LJU2,アプリ平太郎,EYN9H9N16,蓮すきすきクラブ,1845,19,19,2910000,10,10,10,10,10,10,10,10,80
OZHGPXIGS,まるごとみなみ,WN5B7VKPU,きんぴられんこん,1884,19,19,2910000,10,10,10,10,10,10,10,10,80
TKLRD66RN,冬,3F9P3U95T,ଳ天地鱏明の空ଳ,1812,18,21,2900000,10,10,10,10,10,10,10,10,80
HF5CLQ1F8,すがぽん,M5LHG6R4T,乙宗動物園,1934,20,21,2900000,10,10,10,10,10,10,10,10,80
6NJM4GUG6,1192,3F9P3U95T,ଳ天地鱏明の空ଳ,1855,12,23,2895000,10,10,10,10,10,10,10,10,80
RKVK0YI1L,おらぴさん,1BME38BCD,さすさやクラブ,1901,19,23,2895000,10,10,10,9,10,10,10,10,79
HVA8EZJWM,鍋,3F9P3U95T,ଳ天地鱏明の空ଳ,1845,17,25,2890000,10,10,10,10,10,10,10,10,80
ON66GC85Z,ミツボシ,JTX1G19BP,さやかほ癒し会,1955,21,25,2890000,10,10,10,10,10,10,10,10,80
ZCN6JNO6H,Celica,11FB0EDDT,スクステ同好会,1829,17,27,2885000,9,10,7,7,10,9,9,9,70
NWUFRAHLN,じゅんじゅん,3F9P3U95T,ଳ天地鱏明の空ଳ,1713,18,27,2885000,10,10,10,10,10,10,10,10,80
JLADG5GPX,うぇすとれ,PBRDPWEY1,村村会,1701,21,29,2880000,10,10,10,10,10,10,10,10,80
WY7ASMM7N,ちゅん,11FB0EDDT,スクステ同好会,1544,20,29,2880000,10,10,10,10,10,10,10,10,80
IZUFEEX2U,アルメ,EYN9H9N16,蓮すきすきクラブ,1791,21,31,2875000,10,10,10,10,10,10,10,10,80
N6KDBV2A2,ハンバーグ,RWARTHA1M,乙宗梢大好き部,1810,20,31,2875000,10,10,10,10,10,10,10,10,80
M30MWLT24,ゆあゆあ,1BME38BCD,さすさやクラブ,1926,21,33,2870000,10,10,10,9,10,10,10,10,79
R3YC2XYYZ,秋,3F9P3U95T,ଳ天地鱏明の空ଳ,1864,16,33,2870000,10,10,10,10,10,10,10,10,80
W48K3OD0Q,ふっちー,998H940YN,お嬢様筋トレ部,1733,16,35,2865000,7,10,10,8,10,10,8,9,72
42J4J5OSG,ハラシヨ,W26TRPM1R,めぐ党藤島派,1779,21,35,2865000,10,10,10,10,10,10,10,10,80
8E70ID58F,あるとす,WN5B7VKPU,きんぴられんこん,1858,20,37,2860000,10,10,10,10,10,10,10,10,80
4KFUM6ADN,ねくすと,PBRDPWEY1,村村会,1722,18,37,2860000,10,10,10,10,10,10,10,10,80
XB2VHAJYV,まさお,GMEF2K8DL,花咲く泥も好き²,1830,14,39,2855000,10,10,10,10,10,10,10,10,80
U8OROTM2Y,なってしまった！,YCTM6RYDP,金沢おでん同好会,1786,20,39,2855000,10,10,10,10,10,10,10,10,80
B6XUHLVUZ,ればにら,RFYKY8DCD,LA.LA.LA,1805,21,41,2850000,9,10,9,9,10,9,10,10,76
CAH984HAW,be proud,M5LHG6R4T,乙宗動物園,1924,18,41,2850000,10,10,10,10,10,10,10,10,80
KJWYM5BGB,Runway感謝,49AMYCXCD,ルドベキア,1665,20,43,2845000,10,10,10,10,10,10,10,10,80
7Q17H65NQ,mitsu,YE7CX8RNP,蓮ノ大三十角,1860,19,43,2845000,9,10,10,9,10,9,10,10,77
BJI9H7CC6,エイジ,PBRDPWEY1,村村会,1761,12,45,2840000,10,10,10,10,10,10,10,10,80
NY9X4SWNC,くりマロン,11FB0EDDT,スクステ同好会,1788,21,45,2840000,9,10,10,9,10,8,8,10,74
U1IQYBNI5,通りすがりの人,3F9P3U95T,ଳ天地鱏明の空ଳ,1868,16,47,2835000,10,10,10,10,10,10,10,10,80
4UL0VYVYJ,ベル,3F9P3U95T,ଳ天地鱏明の空ଳ,1237,18,47,2835000,10,10,10,10,10,10,10,10,80
1P6AUGHX2,もじゃもじゃ,RWARTHA1M,乙宗梢大好き部,1748,21,49,2830000,10,10,10,10,10,10,10,10,80
1Y0XFNNDJ,かなたなか,EYN9H9N16,蓮すきすきクラブ,1815,19,49,2830000,8,10,10,8,10,9,8,10,73
9MA0T8B65,たな,RF5215M2U,スクステ同好会②,1553,16,51,2825000,10,10,10,10,10,10,10,10,80
TW9L2LKS7,暗視モード搭載型,YE7CX8RNP,蓮ノ大三十角,1913,15,51,2825000,10,10,10,10,10,10,10,10,80
TXTPD6OZ9,stella,3F9P3U95T,ଳ天地鱏明の空ଳ,1843,16,53,2820000,9,10,10,9,10,9,8,10,75
XEDYAEF7D,waito,3F9P3U95T,ଳ天地鱏明の空ଳ,1556,11,53,2820000,10,10,10,10,10,10,10,10,80
ZWGHFBK3S,DSsuzu,YCTM6RYDP,金沢おでん同好会,1865,21,55,2815000,10,10,10,10,10,10,10,10,80
8Q0P3A5Y5,よしお,CM5THHYHB,「」ノ空だけれど,1837,21,55,2815000,10,10,10,10,10,10,10,10,80
1A279T9WC,あにょケツ隠すな,49AMYCXCD,ルドベキア,1572,19,57,2810000,10,10,10,10,10,10,10,10,80
R0UE3XEUP,だちょう,95TAREFPT,ご自由にどうぞ,1694,20,57,2810000,8,10,9,7,10,9,10,10,73
4W6BIX284,リリィ♡,FK5MUK0ET,くる♡すきクラブ,1876,21,59,2805000,9,10,9,9,10,10,10,10,77
JRXUOPXXN,ぐんま,49AMYCXCD,ルドベキア,1679,17,59,2805000,10,10,10,10,10,10,10,10,80
FCED0MOWI,つかべん,RWARTHA1M,乙宗梢大好き部,1823,21,61,2800000,10,10,10,10,10,10,10,10,80
7VE9T0CUP,むらたみ,PBRDPWEY1,村村会,1668,19,61,2800000,10,10,10,10,10,10,10,10,80
VGWT7LCX7,ZUC,3F9P3U95T,ଳ天地鱏明の空ଳ,1814,18,63,2795000,10,10,10,10,10,10,10,10,80
KN3FIHXL7,トミィ,RFYKY8DCD,LA.LA.LA,1864,19,63,2795000,10,10,10,10,10,10,10,10,80
62NPMRQF6,ふく,3F9P3U95T,ଳ天地鱏明の空ଳ,1792,17,65,2790000,10,10,10,9,10,10,10,10,79
969Y977WP,k1みかん,2K5AM4RV0,とろぺりです,1687,19,65,2790000,10,10,10,10,10,10,10,10,80
L8VJOGDKM,まる,3F9P3U95T,ଳ天地鱏明の空ଳ,1897,20,67,2785000,10,10,10,10,10,10,10,10,80
EQOU1ZZS7,花帆のシンデレラ,VW65MCVF8,スリスリーズ,1786,19,67,2785000,8,10,9,9,9,8,8,10,71
