player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,音游分数,音游 rank,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
4YTEQDE04,左上の大三角,EYN9H9N16,蓮すきすきクラブ,1833,17,1,17970000,,,10,10,10,10,10,10,10,10,80
8JKPKHDHC,あるふぁん,EYN9H9N16,蓮すきすきクラブ,1841,18,2,17860000,233734469126.0,6.0,10,10,10,10,10,10,10,10,80
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,1879,18,3,17840000,236230891082.0,4.0,10,10,10,10,10,10,10,10,80
AJMEJX0KG,こーか,EYN9H9N16,蓮すきすきクラブ,1762,19,3,17840000,232852688343.0,8.0,10,10,10,10,10,10,10,10,80
9NMP2LJU2,アプリ平太郎,EYN9H9N16,蓮すきすきクラブ,1845,19,5,17800000,,,10,10,10,10,10,10,10,10,80
7604CH5KV,12552240,FK5MUK0ET,くる♡すきクラブ,1889,21,5,17800000,,,10,10,10,10,10,10,10,10,80
5LL48ARPU,シュウ,3F9P3U95T,ଳ天地鱏明の空ଳ,1724,20,7,17790000,236342780393.0,3.0,10,10,10,10,10,10,10,10,80
HVA8EZJWM,鍋,3F9P3U95T,ଳ天地鱏明の空ଳ,1850,17,8,17780000,,,10,10,10,10,10,10,10,10,80
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,1769,14,9,17720000,,,10,10,10,10,10,10,10,10,80
TWKTW5AVC,ライト,M5LHG6R4T,乙宗動物園,1647,20,10,17680000,232128836420.0,10.0,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,PBRDPWEY1,村村会,1671,21,11,17670000,,,10,10,10,10,10,10,10,10,80
HF5CLQ1F8,すがぽん,M5LHG6R4T,乙宗動物園,1939,20,12,17620000,234101972871.0,5.0,10,10,10,10,10,10,10,10,80
ALF76WC94,あにょつき,3F9P3U95T,ଳ天地鱏明の空ଳ,1638,19,13,17600000,,,10,10,10,10,10,10,10,10,80
