player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级,104季度等级
WL6FFE9FY,104期9話,PBRDPWEY1,村村会,16,1,8890000,10,10,10,10,10,10,10,10,80,60
NLNKEMVRB,なのはな,RWARTHA1M,乙宗梢大好き部,13,2,8830000,10,10,10,10,10,10,10,10,80,60
RV0TDDA7D,ブリてっか,PBRDPWEY1,村村会,16,3,8800000,10,10,10,10,10,10,10,10,80,60
7RODEB74T,しよー,RWARTHA1M,乙宗梢大好き部,16,3,8800000,10,10,10,10,10,10,10,10,80,60
HVA8EZJWM,鍋,PBRDPWEY1,村村会,15,5,8790000,10,10,10,10,10,10,10,10,80,60
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,15,6,8745000,10,10,10,10,10,10,10,10,80,60
U1IQYBNI5,通りすがりの人,49AMYCXCD,ルドベキア,13,7,8735000,10,10,10,10,10,10,10,10,80,60
LP0BEDRF6,箱庭,YE7CX8RNP,蓮ノ大三十角ex,16,7,8735000,10,10,10,10,10,10,10,10,80,60
ZYAP6N76H,ぬわぁんでよぉ,M5LHG6R4T,乙宗動物園,15,9,8665000,10,10,10,10,10,10,10,10,80,60
CZKJL4VOV,親戚プランタン,M5LHG6R4T,乙宗動物園,15,10,8655000,10,10,10,10,10,10,10,10,80,60
CAH984HAW,be proud,M5LHG6R4T,乙宗動物園,15,11,8645000,10,10,10,10,10,10,10,10,80,60
L8VJOGDKM,まる,M5LHG6R4T,乙宗動物園,16,12,8625000,10,10,10,10,10,10,10,10,80,60
ME00V6X4B,オラトニス,PBRDPWEY1,村村会,16,12,8625000,10,10,10,10,10,10,10,10,80,60
A172AA7DD,にしん,PBRDPWEY1,村村会,9,14,8620000,10,10,10,10,10,10,10,10,80,60
9NMP2LJU2,くぼっち,EYN9H9N16,蓮すきすきクラブ,15,15,8615000,10,10,10,10,10,10,10,10,80,60
CW1IJ4VQU,ALOMA,YE7CX8RNP,蓮ノ大三十角ex,3,16,8605000,10,10,10,10,10,10,10,10,80,60
IMAK5NFHF,よもぎ,YE7CX8RNP,蓮ノ大三十角ex,16,17,8600000,10,10,10,10,10,10,10,10,80,60
Z4TLWEM1D,カポエラー,YE7CX8RNP,蓮ノ大三十角ex,12,18,8595000,10,10,10,10,10,10,10,10,80,60
B424J17UB,ギンッカ,EYN9H9N16,蓮すきすきクラブ,16,19,8590000,10,10,10,10,10,10,10,10,80,60
R3YC2XYYZ,秋,PBRDPWEY1,村村会,15,20,8580000,10,10,10,10,10,10,10,10,80,60
8XP3JM3HY,ヴィクトワール,PBRDPWEY1,村村会,13,21,8550000,10,10,10,10,10,10,10,10,80,60
6NJM4GUG6,Sea,M5LHG6R4T,乙宗動物園,9,22,8510000,10,10,10,10,10,10,10,10,80,60
VGWT7LCX7,ZUC,PBRDPWEY1,村村会,15,22,8510000,10,10,10,10,10,10,10,10,80,60
70NE2637U,花帆ｲﾝｽﾄｰﾙ,49AMYCXCD,ルドベキア,9,24,8505000,10,10,10,10,10,10,10,10,80,60
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,16,24,8505000,10,10,10,10,10,10,10,10,80,60
NC6WJYFVX,でら,1BME38BCD,さすさやクラブ,15,26,8475000,10,10,10,10,10,10,10,10,80,60
TUHKRV0IW,ポン,EYN9H9N16,蓮すきすきクラブ,16,27,8470000,10,10,10,10,10,10,10,10,80,60
X0N1L475X,勇者部,PBRDPWEY1,村村会,15,28,8435000,10,10,10,10,10,10,10,10,80,60
9L52YPRA1,ハミングバード,PBRDPWEY1,村村会,7,29,8420000,10,10,10,10,10,10,10,10,80,60
UA5OC8495,zth,M5LHG6R4T,乙宗動物園,16,30,8410000,10,10,10,10,10,10,10,10,80,60
4W6BIX284,リリィ♡,FK5MUK0ET,こな♡すきクラブ,16,31,8390000,10,10,10,10,10,10,10,10,80,60
D0RVYCT5J,フラワー,PBRDPWEY1,村村会,12,32,8300000,10,10,10,10,10,10,10,10,80,60
L6A36K16J,なりり♪♪♪♪♪,FK5MUK0ET,こな♡すきクラブ,16,33,8290000,10,10,10,10,10,10,10,10,80,60
PLE67URFB,DasserAN,M5LHG6R4T,乙宗動物園,13,34,8285000,10,10,10,10,10,10,10,10,80,60
RRW2O1DH8,ふかひれ,49AMYCXCD,ルドベキア,15,35,8270000,10,9,10,10,10,10,9,9,77,59
TKLRD66RN,ジューンブレア,GXR6C85BT,花帆ちゃん親衛隊,15,36,8265000,10,10,10,10,10,10,10,10,80,60
4YTEQDE04,まんまる,EYN9H9N16,蓮すきすきクラブ,15,37,8225000,10,10,10,10,10,10,10,10,80,60
MHUB8095B,どらろー,25PMPEMG7,星見プロ,15,38,8185000,10,10,10,10,10,10,9,10,79,60
MEGKKH1W5,75,HE0GK3EPE,瑞蓮プロカ倶楽部,16,38,8185000,10,10,10,10,10,10,10,10,80,60
L0HOC7EEE,子犬,YE7CX8RNP,蓮ノ大三十角ex,5,40,8165000,10,10,10,10,10,10,10,10,80,60
HU55NKXPK,たっち,EYN9H9N16,蓮すきすきクラブ,16,41,8140000,10,10,10,10,10,10,10,10,80,60
AJMEJX0KG,やっぱ天使！,EYN9H9N16,蓮すきすきクラブ,16,41,8140000,10,10,10,10,10,10,10,10,80,60
V6X4BPJ37,SHIRO,G59NGM0XA,シュリーレン,16,41,8140000,10,10,10,10,10,10,9,10,79,60
FSHR5FP4W,Kian,KT4C59NXG,めぐ島,16,44,8100000,10,10,10,10,10,10,10,10,80,60
IZUFEEX2U,アルメ,EYN9H9N16,蓮すきすきクラブ,16,45,8095000,10,9,10,10,9,9,9,10,76,57
ALF76WC94,あにょつき,11FB0EDDT,スクステ同好会,15,45,8095000,10,10,10,10,10,10,10,10,80,60
7604CH5KV,ありがとう,FK5MUK0ET,こな♡すきクラブ,16,47,8080000,10,10,10,10,10,10,10,10,80,60
1P6AUGHX2,もじゃもじゃ,RWARTHA1M,乙宗梢大好き部,15,48,8075000,10,10,10,10,10,10,10,9,79,60
0R6JF8Y94,ししゃーも,0TKFF5EG3,サークル名募集中,14,49,8065000,10,10,10,10,10,10,10,10,80,60
DEVDG82YE,ジョーくん,11FB0EDDT,スクステ同好会,10,50,8055000,10,10,10,10,10,10,10,10,80,60
BJI9H7CC6,エイジ,PBRDPWEY1,村村会,12,51,8015000,10,10,9,8,10,10,10,8,75,57
ZWGHFBK3S,DSsuzu,YCTM6RYDP,金沢おでん同好会,16,52,7995000,10,9,9,10,10,10,9,9,76,58
AKMY82517,いずのあい,VW65MCVF8,スリスリーズ,16,53,7978000,10,10,10,10,10,10,10,10,80,60
M6J593C9W,うらかつ,0TKFF5EG3,サークル名募集中,16,54,7970000,10,10,10,10,9,10,9,10,78,59
KBI8MUTYD,まけれれ,EYN9H9N16,蓮すきすきクラブ,15,55,7965000,10,10,10,10,9,10,10,9,78,59
JC33CNHML,パソコンまる,PBRDPWEY1,村村会,16,56,7955000,10,10,10,9,9,10,10,9,77,58
L5FWMMCWN,さやか,,,9,57,7945000,10,10,10,10,10,10,10,10,80,60
T8W3G9VWA,とれいん,GKR9TEBYC,毎日がホリデイ♪,13,58,7935000,10,10,10,10,10,10,10,10,80,60
4KFUM6ADN,ねくすと,M5LHG6R4T,乙宗動物園,16,59,7921000,10,10,10,10,10,10,10,10,80,60
N6KDBV2A2,ハンバーグ,7R8NKPAB1,花帆推し倶楽部,16,60,7905000,10,10,10,10,10,10,10,10,80,60
W0WYHMBR4,リョータ,49AMYCXCD,ルドベキア,15,61,7870000,9,10,10,10,10,10,8,9,76,59
IEBYCC1D7,わらび餅,RFYKY8DCD,LA.LA.LA,14,62,7865000,9,10,10,10,9,10,9,9,76,58
CW1FRNLB8,kazu,B5V2LNN43,WMW,16,63,7863000,10,10,10,10,10,10,10,10,80,60
42J4J5OSG,ハラシヨ,W26TRPM1R,めぐ党藤島派,16,64,7860000,9,10,10,8,9,10,10,9,75,56
L6HBG7C3L,あまらく@,0TKFF5EG3,サークル名募集中,16,65,7850000,10,9,10,9,9,10,9,9,75,57
B6XUHLVUZ,ればにら,RFYKY8DCD,LA.LA.LA,16,66,7835000,10,9,9,9,10,10,9,10,76,57
BCUBTG3Y4,ノノ,B5V2LNN43,WMW,14,67,7830000,10,10,10,10,10,10,10,10,80,60
U7NEBV4KH,こーど,49AMYCXCD,ルドベキア,16,68,7825000,10,10,10,10,8,10,9,8,75,58
HF5CLQ1F8,すがぽん,M5LHG6R4T,乙宗動物園,16,68,7825000,10,10,10,10,10,10,10,10,80,60
CL0CDYUYY,ふくやま,PBRDPWEY1,村村会,16,70,7810000,10,10,9,10,10,10,8,10,77,59
XB2VHAJYV,まさお,GMEF2K8DL,花咲く泥も好き²,9,71,7785000,10,10,10,10,10,10,10,10,80,60
LDLTRQ88V,しらたま,YCTM6RYDP,金沢おでん同好会,16,72,7743000,10,10,10,10,10,10,8,10,78,60
30CWC728L,naonao,2K5AM4RV0,とろぺりです,4,73,7715000,10,10,10,10,10,10,10,10,80,60
NXLLUPEY0,ゆ〜いん,R181MKNX1,みらくらは人生！,15,74,7705000,10,10,10,10,9,10,10,9,78,59
CS46LXDBO,ひらひら,RFYKY8DCD,LA.LA.LA,14,75,7700000,10,10,10,10,9,9,9,9,76,58
AL804BYBX,はなぶさ,YE7CX8RNP,蓮ノ大三十角ex,16,76,7696000,10,10,10,10,10,10,10,10,80,60
QUQRGUWJL,にしおり,49AMYCXCD,ルドベキア,16,77,7695000,10,10,10,10,9,10,9,9,77,59
EQCWYNLEG,サグ☆ナッツ,7R8NKPAB1,花帆推し倶楽部,14,78,7693000,10,10,10,10,10,10,10,10,80,60
W4E0R6NA9,そらをとぶ,0TKFF5EG3,サークル名募集中,16,79,7675000,10,9,10,10,10,10,10,8,77,59
7L6LDY5MT,handaeun,YE7CX8RNP,蓮ノ大三十角ex,16,80,7660000,9,9,9,10,10,10,9,9,75,57
WBWATJ60W,はとぴ,YE7CX8RNP,蓮ノ大三十角ex,14,81,7657000,10,10,10,10,10,10,10,10,80,60
JRXUOPXXN,ぐんま,49AMYCXCD,ルドベキア,15,82,7645000,10,10,10,10,9,9,8,9,75,58
7XT268BWG,夏はこずめぐ,EYN9H9N16,蓮すきすきクラブ,16,83,7640000,10,9,9,10,9,10,7,10,74,57
E98RC4JEB,ししまい,998H940YN,お嬢様筋トレ部,15,84,7635000,10,10,10,10,10,10,10,10,80,60
NS40I5V6W,創始（P.N.）,YCTM6RYDP,金沢おでん同好会,16,85,7583000,10,10,9,9,9,10,10,10,77,57
KWNXKNY6X,応愛果林,49AMYCXCD,ルドベキア,16,86,7553000,10,9,10,9,10,10,9,9,76,58
71CYB5LAJ,梓弓,YE7CX8RNP,蓮ノ大三十角ex,15,87,7542000,10,8,9,10,10,10,10,10,77,57
JFND2KZVS,ルビジウム,NJBBTCY3A,かにかに！,15,88,7515000,10,10,10,9,8,10,9,9,75,57
P4ZNDWHDA,どんき,GXR6C85BT,花帆ちゃん親衛隊,16,88,7515000,10,9,10,9,9,10,10,9,76,57
KN3FIHXL7,トミィ,RFYKY8DCD,LA.LA.LA,14,90,7507000,10,10,10,9,9,10,9,9,76,58
8Q0P3A5Y5,よしお,CM5THHYHB,「」ノ空だけれど,16,91,7500000,10,9,9,9,9,10,9,9,74,56
9MA0T8B65,たな,RF5215M2U,スクステ同好会②,5,92,7489000,10,10,10,10,10,10,10,10,80,60
UR8RH1ARX,ブクト,1BME38BCD,さすさやクラブ,16,93,7488000,10,10,10,9,10,10,9,10,78,59
5W83UKK4H,望月,1BME38BCD,さすさやクラブ,16,94,7486000,10,10,10,10,10,10,10,10,80,60
MY1FSZGKQ,カルビ,M5LHG6R4T,乙宗動物園,16,95,7482000,10,9,10,10,9,10,9,10,77,58
3LEXE0E48,わかめ,N8L41JAA7,無言 ノルマなし,14,96,7481000,10,10,10,10,10,10,10,10,80,60
XCRX2GAFB,なる,WN5B7VKPU,きんぴられんこん,16,97,7460000,10,9,10,9,10,10,9,10,77,58
MTS3N3QJK,rifotaku,V4A5MP41E,徒町チャレンジ！,16,98,7459000,10,10,10,10,10,10,10,10,80,60
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,9,99,7426000,10,9,9,9,9,8,9,9,72,54
L71LEGR49,かんなぎ,49AMYCXCD,ルドベキア,15,100,7425000,10,9,10,9,7,10,10,8,73,55
76L1SWWX0,カプ・デカホ,GXR6C85BT,花帆ちゃん親衛隊,16,101,7420000,10,10,10,9,8,9,10,9,75,56
